场景ID	场景类型	是否可发送组队邀请	场景类型	副本类型	小地图倍数	小地图左右偏移	小地图上下偏移	开启等级	能否使用坐骑	区域组	地图名字	最小等级	最大等级	每条线最大人数限制	背景音	探索的奖励	场景描述	副本初始任务	摄像机设置2.5D	摄像机设置3D	最长挑战时间	场景名字显示	主界面显示的活动按钮	开启场景任务	是否可以托管	评分限制	是否自动追踪任务	视野同步距离	是否回归默认镜头	场景中心点	是否有白天黑夜	小岛场景亮度设置	是否允许星之子觉醒	是否允许召唤使者	是否允许召唤元素灵	场景复活时间
1696	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560381	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1697	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560382	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1700	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560383	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1706	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560384	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1707	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560385	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1708	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560386	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1709	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560395	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1710	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560396	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1711	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560397	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1712	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560398	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1713	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560399	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1714	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560400	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1715	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560401	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1716	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560402	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1717	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560403	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1718	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560413	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1719	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560414	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1720	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560415	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1721	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560416	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1722	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560417	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1723	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560418	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1724	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560419	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1725	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560420	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1726	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560421	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1727	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560422	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1728	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560129	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1729	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560130	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1730	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560131	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1731	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560431	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1732	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560432	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1733	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560433	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1734	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560434	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1735	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560435	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1736	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560436	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1737	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560437	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1738	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560438	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1739	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560439	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1740	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560440	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1741	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560404	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1742	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560387	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1743	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560388	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1744	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560389	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1745	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560390	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1746	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560391	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1747	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560392	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1748	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560393	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1749	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560394	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1750	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560405	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1763	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560406	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1764	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560407	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1765	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560408	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1766	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560409	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1767	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560410	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1768	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560158	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1769	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560411	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1770	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560412	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1771	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560423	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1772	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560424	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1773	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560425	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1774	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560426	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1775	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560427	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1776	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560428	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1777	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560429	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1778	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560430	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1779	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560441	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1780	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560442	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1781	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560443	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1782	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560444	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1783	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560445	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1784	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560446	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1785	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560447	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1786	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560448	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1787	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560449	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1788	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560450	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1789	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560451	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1790	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560452	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1791	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560453	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1792	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560454	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1793	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560455	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1794	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560456	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1795	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560457	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1796	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560458	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1797	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560467	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1798	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560468	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1799	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560469	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1803	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560470	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1804	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560471	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1805	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560472	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1806	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560473	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1807	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560474	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1808	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560475	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1809	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560485	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1810	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560486	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1811	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560487	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1812	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560488	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1813	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560489	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1814	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560490	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1815	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560491	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1816	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560492	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1817	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560493	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1818	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560494	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1819	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560129	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1820	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560130	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1821	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560131	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1822	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560131	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1823	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560132	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1824	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560133	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1825	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560134	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1826	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560135	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1827	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560136	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1828	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560137	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1829	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560138	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1830	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560139	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1831	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560140	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1832	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560476	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1833	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560459	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1834	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560460	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1835	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560461	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1836	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560462	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1837	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560463	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1838	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560464	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1839	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560465	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1840	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560466	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1841	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560477	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1842	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560478	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1843	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560479	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1844	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560480	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1845	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560481	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1846	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560482	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1847	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560158	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1848	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560483	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1849	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560484	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1850	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560495	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1861	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560496	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1862	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560497	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1863	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560498	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1864	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560499	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1865	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560500	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1866	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560501	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1867	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560502	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1868	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560169	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
