流水id	套装编号	套装类型	套装数量	属性值ID	战力类型	战力计算	提升技能	提升等级数量	BuffID	属性描述	需求进阶品阶数	进阶分组
1656	40081461	2	2	401003	1	6		0			0	0
1657	40011462	2	2	401004	1	6		0			0	0
1658	40021462	2	2	401004	1	6		0			0	0
1659	40031462	2	2	401004	1	6		0			0	0
1660	40041462	2	2	401004	1	6		0			0	0
1661	40051462	2	2	401004	1	6		0			0	0
1662	40061462	2	2	401004	1	6		0			0	0
1663	40071462	2	2	401004	1	6		0			0	0
1664	40081462	2	2	401004	1	6		0			0	0
1665	40011462	2	3	401005	1	6		0			0	0
1666	40021462	2	3	401005	1	6		0			0	0
1667	40031462	2	3	401005	1	6		0			0	0
1668	40041462	2	3	401005	1	6		0			0	0
1669	40051462	2	3	401005	1	6		0			0	0
1670	40061462	2	3	401005	1	6		0			0	0
1671	40071462	2	3	401005	1	6		0			0	0
1672	40081462	2	3	401005	1	6		0			0	0
1673	40011463	2	2	401001	1	6		0			0	0
1674	40021463	2	2	401001	1	6		0			0	0
1675	40031463	2	2	401001	1	6		0			0	0
1676	40041463	2	2	401001	1	6		0			0	0
1677	40051463	2	2	401001	1	6		0			0	0
1678	40061463	2	2	401001	1	6		0			0	0
1679	40071463	2	2	401001	1	6		0			0	0
1680	40081463	2	2	401001	1	6		0			0	0
1681	40011463	2	3	401002	1	6		0			0	0
1682	40021463	2	3	401002	1	6		0			0	0
1683	40031463	2	3	401002	1	6		0			0	0
1684	40041463	2	3	401002	1	6		0			0	0
1685	40051463	2	3	401002	1	6		0			0	0
1686	40061463	2	3	401002	1	6		0			0	0
1687	40071463	2	3	401002	1	6		0			0	0
1688	40081463	2	3	401002	1	6		0			0	0
1689	40011464	2	2	401001	1	6		0			0	0
1690	40021464	2	2	401001	1	6		0			0	0
1691	40031464	2	2	401001	1	6		0			0	0
1692	40041464	2	2	401001	1	6		0			0	0
1693	40051464	2	2	401001	1	6		0			0	0
1694	40061464	2	2	401001	1	6		0			0	0
1695	40071464	2	2	401001	1	6		0			0	0
1696	40081464	2	2	401001	1	6		0			0	0
1697	40011464	2	3	401002	1	6		0			0	0
1698	40021464	2	3	401002	1	6		0			0	0
1699	40031464	2	3	401002	1	6		0			0	0
1700	40041464	2	3	401002	1	6		0			0	0
1701	40051464	2	3	401002	1	6		0			0	0
1702	40061464	2	3	401002	1	6		0			0	0
1703	40071464	2	3	401002	1	6		0			0	0
1704	40081464	2	3	401002	1	6		0			0	0
1705	40011465	2	2	401001	1	6		0			0	0
1706	40021465	2	2	401001	1	6		0			0	0
1707	40031465	2	2	401001	1	6		0			0	0
1708	40041465	2	2	401001	1	6		0			0	0
1709	40051465	2	2	401001	1	6		0			0	0
1710	40061465	2	2	401001	1	6		0			0	0
1711	40071465	2	2	401001	1	6		0			0	0
1712	40081465	2	2	401001	1	6		0			0	0
1713	40011465	2	3	401002	1	6		0			0	0
1714	40021465	2	3	401002	1	6		0			0	0
1715	40031465	2	3	401002	1	6		0			0	0
1716	40041465	2	3	401002	1	6		0			0	0
1717	40051465	2	3	401002	1	6		0			0	0
1718	40061465	2	3	401002	1	6		0			0	0
1719	40071465	2	3	401002	1	6		0			0	0
1720	40081465	2	3	401002	1	6		0			0	0
1721	40011466	2	2	401003	1	6		0			0	0
1722	40021466	2	2	401003	1	6		0			0	0
1723	40031466	2	2	401003	1	6		0			0	0
1724	40041466	2	2	401003	1	6		0			0	0
1725	40051466	2	2	401003	1	6		0			0	0
1726	40061466	2	2	401003	1	6		0			0	0
1727	40071466	2	2	401003	1	6		0			0	0
1728	40081466	2	2	401003	1	6		0			0	0
1729	40011467	2	2	401001	1	6		0			0	0
1730	40021467	2	2	401001	1	6		0			0	0
1731	40031467	2	2	401001	1	6		0			0	0
1732	40041467	2	2	401001	1	6		0			0	0
1733	40051467	2	2	401001	1	6		0			0	0
1734	40061467	2	2	401001	1	6		0			0	0
1735	40071467	2	2	401001	1	6		0			0	0
1736	40081467	2	2	401001	1	6		0			0	0
1737	40011467	2	3	401002	1	6		0			0	0
1738	40021467	2	3	401002	1	6		0			0	0
1739	40031467	2	3	401002	1	6		0			0	0
1740	40041467	2	3	401002	1	6		0			0	0
1741	40051467	2	3	401002	1	6		0			0	0
1742	40061467	2	3	401002	1	6		0			0	0
1743	40071467	2	3	401002	1	6		0			0	0
1744	40081467	2	3	401002	1	6		0			0	0
1745	40011468	2	2	401004	1	6		0			0	0
1746	40021468	2	2	401004	1	6		0			0	0
1747	40031468	2	2	401004	1	6		0			0	0
1748	40041468	2	2	401004	1	6		0			0	0
1749	40051468	2	2	401004	1	6		0			0	0
1750	40061468	2	2	401004	1	6		0			0	0
1751	40071468	2	2	401004	1	6		0			0	0
1752	40081468	2	2	401004	1	6		0			0	0
1753	40011468	2	3	401005	1	6		0			0	0
1754	40021468	2	3	401005	1	6		0			0	0
1755	40031468	2	3	401005	1	6		0			0	0
1756	40041468	2	3	401005	1	6		0			0	0
1757	40051468	2	3	401005	1	6		0			0	0
1758	40061468	2	3	401005	1	6		0			0	0
1759	40071468	2	3	401005	1	6		0			0	0
1760	40081468	2	3	401005	1	6		0			0	0
1761	40011469	2	2	401001	1	6		0			0	0
1762	40021469	2	2	401001	1	6		0			0	0
1763	40031469	2	2	401001	1	6		0			0	0
1764	40041469	2	2	401001	1	6		0			0	0
1765	40051469	2	2	401001	1	6		0			0	0
1766	40061469	2	2	401001	1	6		0			0	0
1767	40071469	2	2	401001	1	6		0			0	0
1768	40081469	2	2	401001	1	6		0			0	0
1769	40011469	2	3	401002	1	6		0			0	0
1770	40021469	2	3	401002	1	6		0			0	0
1771	40031469	2	3	401002	1	6		0			0	0
1772	40041469	2	3	401002	1	6		0			0	0
1773	40051469	2	3	401002	1	6		0			0	0
1774	40061469	2	3	401002	1	6		0			0	0
1775	40071469	2	3	401002	1	6		0			0	0
1776	40081469	2	3	401002	1	6		0			0	0
1777	40011470	2	2	401001	1	6		0			0	0
1778	40021470	2	2	401001	1	6		0			0	0
1779	40031470	2	2	401001	1	6		0			0	0
1780	40041470	2	2	401001	1	6		0			0	0
1781	40051470	2	2	401001	1	6		0			0	0
1782	40061470	2	2	401001	1	6		0			0	0
1783	40071470	2	2	401001	1	6		0			0	0
1784	40081470	2	2	401001	1	6		0			0	0
1785	40011470	2	3	401002	1	6		0			0	0
1786	40021470	2	3	401002	1	6		0			0	0
1787	40031470	2	3	401002	1	6		0			0	0
1788	40041470	2	3	401002	1	6		0			0	0
1789	40051470	2	3	401002	1	6		0			0	0
1790	40061470	2	3	401002	1	6		0			0	0
1791	40071470	2	3	401002	1	6		0			0	0
1792	40081470	2	3	401002	1	6		0			0	0
1793	40011708	2	2	401003	1	6		0			0	0
1794	40021708	2	2	401003	1	6		0			0	0
1795	40031708	2	2	401003	1	6		0			0	0
1796	40041708	2	2	401003	1	6		0			0	0
1797	40051708	2	2	401003	1	6		0			0	0
1798	40061708	2	2	401003	1	6		0			0	0
1799	40071708	2	2	401003	1	6		0			0	0
1800	40081708	2	2	401003	1	6		0			0	0
1801	40011709	2	2	401006	1	6		0			0	0
1802	40021709	2	2	401006	1	6		0			0	0
1803	40031709	2	2	401006	1	6		0			0	0
1804	40041709	2	2	401006	1	6		0			0	0
1805	40051709	2	2	401006	1	6		0			0	0
1806	40061709	2	2	401006	1	6		0			0	0
1807	40071709	2	2	401006	1	6		0			0	0
1808	40081709	2	2	401006	1	6		0			0	0
