流水id	使者id	使者等级	人物等级	到当前级属性加成	负重	升下一级所需经验
1367	envoy_5007	107	0	301,1500;331,100;4,10	0	2020
1368	envoy_5007	108	0	301,1500;331,100;4,10	0	2060
1369	envoy_5007	109	0	301,1500;331,100;4,10	0	2100
1370	envoy_5007	110	0	301,1500;331,100;4,10	0	2140
1371	envoy_5007	111	0	301,1500;331,100;4,10	0	2180
1372	envoy_5007	112	0	301,1500;331,100;4,10	0	2220
1373	envoy_5007	113	0	301,1500;331,100;4,10	0	2260
1374	envoy_5007	114	0	301,1500;331,100;4,10	0	2300
1375	envoy_5007	115	0	301,1500;331,100;4,10	0	2340
1376	envoy_5007	116	0	301,1500;331,100;4,10	0	2380
1377	envoy_5007	117	0	301,1500;331,100;4,10	0	2420
1378	envoy_5007	118	0	301,1500;331,100;4,10	0	2460
1379	envoy_5007	119	0	301,1500;331,100;4,10	0	2500
1380	envoy_5007	120	0	301,1500;331,100;4,10	0	2550
1381	envoy_5007	121	0	301,1500;331,100;4,10	0	2600
1382	envoy_5007	122	0	301,1500;331,100;4,10	0	2650
1383	envoy_5007	123	0	301,1500;331,100;4,10	0	2700
1384	envoy_5007	124	0	301,1500;331,100;4,10	0	2750
1385	envoy_5007	125	0	301,1500;331,100;4,10	0	2800
1386	envoy_5007	126	0	301,1500;331,100;4,10	0	2850
1387	envoy_5007	127	0	301,1500;331,100;4,10	0	2900
1388	envoy_5007	128	0	301,1500;331,100;4,10	0	2950
1389	envoy_5007	129	0	301,1500;331,100;4,10	0	3000
1390	envoy_5007	130	0	301,1500;331,100;4,10	0	3050
1391	envoy_5007	131	0	301,1500;331,100;4,10	0	3100
1392	envoy_5007	132	0	301,1500;331,100;4,10	0	3150
1393	envoy_5007	133	0	301,1500;331,100;4,10	0	3200
1394	envoy_5007	134	0	301,1500;331,100;4,10	0	3250
1395	envoy_5007	135	0	301,1500;331,100;4,10	0	3300
1396	envoy_5007	136	0	301,1500;331,100;4,10	0	3350
1397	envoy_5007	137	0	301,1500;331,100;4,10	0	3400
1398	envoy_5007	138	0	301,1500;331,100;4,10	0	3450
1399	envoy_5007	139	0	301,1500;331,100;4,10	0	3500
1400	envoy_5007	140	0	301,1500;331,100;4,10	0	3560
1401	envoy_5007	141	0	301,1500;331,100;4,10	0	3620
1402	envoy_5007	142	0	301,1500;331,100;4,10	0	3680
1403	envoy_5007	143	0	301,1500;331,100;4,10	0	3740
1404	envoy_5007	144	0	301,1500;331,100;4,10	0	3800
1405	envoy_5007	145	0	301,1500;331,100;4,10	0	3860
1406	envoy_5007	146	0	301,1500;331,100;4,10	0	3920
1407	envoy_5007	147	0	301,1500;331,100;4,10	0	3980
1408	envoy_5007	148	0	301,1500;331,100;4,10	0	4040
1409	envoy_5007	149	0	301,1500;331,100;4,10	0	4100
1410	envoy_5007	150	0	301,1500;331,100;4,10	0	4160
1411	envoy_5007	151	0	301,1500;331,100;4,10	0	4220
1412	envoy_5007	152	0	301,1500;331,100;4,10	0	4280
1413	envoy_5007	153	0	301,1500;331,100;4,10	0	4340
1414	envoy_5007	154	0	301,1500;331,100;4,10	0	4400
1415	envoy_5007	155	0	301,1500;331,100;4,10	0	4460
1416	envoy_5007	156	0	301,1500;331,100;4,10	0	4520
1417	envoy_5007	157	0	301,1500;331,100;4,10	0	4580
1418	envoy_5007	158	0	301,1500;331,100;4,10	0	4640
1419	envoy_5007	159	0	301,1500;331,100;4,10	0	4700
1420	envoy_5007	160	0	301,1500;331,100;4,10	0	0
1421	envoy_5008	1	0		0	100
1422	envoy_5008	2	0	301,1500;331,100;4,10	0	110
1423	envoy_5008	3	0	301,1500;331,100;4,10	0	120
1424	envoy_5008	4	0	301,1500;331,100;4,10	0	130
1425	envoy_5008	5	0	301,1500;331,100;4,10	0	140
1426	envoy_5008	6	0	301,1500;331,100;4,10	0	150
1427	envoy_5008	7	0	301,1500;331,100;4,10	0	160
1428	envoy_5008	8	0	301,1500;331,100;4,10	0	170
1429	envoy_5008	9	0	301,1500;331,100;4,10	0	180
1430	envoy_5008	10	0	301,1500;331,100;4,10	0	190
1431	envoy_5008	11	0	301,1500;331,100;4,10	0	200
1432	envoy_5008	12	0	301,1500;331,100;4,10	0	210
1433	envoy_5008	13	0	301,1500;331,100;4,10	0	220
1434	envoy_5008	14	0	301,1500;331,100;4,10	0	230
1435	envoy_5008	15	0	301,1500;331,100;4,10	0	240
1436	envoy_5008	16	0	301,1500;331,100;4,10	0	250
1437	envoy_5008	17	0	301,1500;331,100;4,10	0	260
1438	envoy_5008	18	0	301,1500;331,100;4,10	0	270
1439	envoy_5008	19	0	301,1500;331,100;4,10	0	280
1440	envoy_5008	20	0	301,1500;331,100;4,10	0	290
1441	envoy_5008	21	0	301,1500;331,100;4,10	0	300
1442	envoy_5008	22	0	301,1500;331,100;4,10	0	310
1443	envoy_5008	23	0	301,1500;331,100;4,10	0	320
1444	envoy_5008	24	0	301,1500;331,100;4,10	0	330
1445	envoy_5008	25	0	301,1500;331,100;4,10	0	340
1446	envoy_5008	26	0	301,1500;331,100;4,10	0	350
1447	envoy_5008	27	0	301,1500;331,100;4,10	0	360
1448	envoy_5008	28	0	301,1500;331,100;4,10	0	370
1449	envoy_5008	29	0	301,1500;331,100;4,10	0	380
1450	envoy_5008	30	0	301,1500;331,100;4,10	0	390
1451	envoy_5008	31	0	301,1500;331,100;4,10	0	400
1452	envoy_5008	32	0	301,1500;331,100;4,10	0	410
1453	envoy_5008	33	0	301,1500;331,100;4,10	0	420
1454	envoy_5008	34	0	301,1500;331,100;4,10	0	430
1455	envoy_5008	35	0	301,1500;331,100;4,10	0	440
1456	envoy_5008	36	0	301,1500;331,100;4,10	0	450
1457	envoy_5008	37	0	301,1500;331,100;4,10	0	460
1458	envoy_5008	38	0	301,1500;331,100;4,10	0	470
1459	envoy_5008	39	0	301,1500;331,100;4,10	0	480
1460	envoy_5008	40	0	301,1500;331,100;4,10	0	490
1461	envoy_5008	41	0	301,1500;331,100;4,10	0	500
1462	envoy_5008	42	0	301,1500;331,100;4,10	0	510
1463	envoy_5008	43	0	301,1500;331,100;4,10	0	520
1464	envoy_5008	44	0	301,1500;331,100;4,10	0	530
1465	envoy_5008	45	0	301,1500;331,100;4,10	0	540
1466	envoy_5008	46	0	301,1500;331,100;4,10	0	550
1467	envoy_5008	47	0	301,1500;331,100;4,10	0	560
1468	envoy_5008	48	0	301,1500;331,100;4,10	0	570
1469	envoy_5008	49	0	301,1500;331,100;4,10	0	580
1470	envoy_5008	50	0	301,1500;331,100;4,10	0	590
1471	envoy_5008	51	0	301,1500;331,100;4,10	0	600
1472	envoy_5008	52	0	301,1500;331,100;4,10	0	610
1473	envoy_5008	53	0	301,1500;331,100;4,10	0	620
1474	envoy_5008	54	0	301,1500;331,100;4,10	0	630
1475	envoy_5008	55	0	301,1500;331,100;4,10	0	640
1476	envoy_5008	56	0	301,1500;331,100;4,10	0	650
1477	envoy_5008	57	0	301,1500;331,100;4,10	0	660
1478	envoy_5008	58	0	301,1500;331,100;4,10	0	670
1479	envoy_5008	59	0	301,1500;331,100;4,10	0	680
1480	envoy_5008	60	0	301,3000;331,200;4,20	0	690
1481	envoy_5008	61	0	301,1500;331,100;4,10	0	720
1482	envoy_5008	62	0	301,1500;331,100;4,10	0	740
1483	envoy_5008	63	0	301,1500;331,100;4,10	0	760
1484	envoy_5008	64	0	301,1500;331,100;4,10	0	780
1485	envoy_5008	65	0	301,1500;331,100;4,10	0	800
1486	envoy_5008	66	0	301,1500;331,100;4,10	0	820
1487	envoy_5008	67	0	301,1500;331,100;4,10	0	840
1488	envoy_5008	68	0	301,1500;331,100;4,10	0	860
1489	envoy_5008	69	0	301,1500;331,100;4,10	0	880
1490	envoy_5008	70	0	301,1500;331,100;4,10	0	900
1491	envoy_5008	71	0	301,1500;331,100;4,10	0	920
1492	envoy_5008	72	0	301,1500;331,100;4,10	0	940
1493	envoy_5008	73	0	301,1500;331,100;4,10	0	960
1494	envoy_5008	74	0	301,1500;331,100;4,10	0	980
1495	envoy_5008	75	0	301,1500;331,100;4,10	0	1000
1496	envoy_5008	76	0	301,1500;331,100;4,10	0	1020
1497	envoy_5008	77	0	301,1500;331,100;4,10	0	1040
1498	envoy_5008	78	0	301,1500;331,100;4,10	0	1060
1499	envoy_5008	79	0	301,1500;331,100;4,10	0	1080
1500	envoy_5008	80	0	301,1500;331,100;4,10	0	1130
1501	envoy_5008	81	0	301,1500;331,100;4,10	0	1160
1502	envoy_5008	82	0	301,1500;331,100;4,10	0	1190
1503	envoy_5008	83	0	301,1500;331,100;4,10	0	1220
1504	envoy_5008	84	0	301,1500;331,100;4,10	0	1250
1505	envoy_5008	85	0	301,1500;331,100;4,10	0	1280
1506	envoy_5008	86	0	301,1500;331,100;4,10	0	1310
1507	envoy_5008	87	0	301,1500;331,100;4,10	0	1340
1508	envoy_5008	88	0	301,1500;331,100;4,10	0	1370
1509	envoy_5008	89	0	301,1500;331,100;4,10	0	1400
1510	envoy_5008	90	0	301,1500;331,100;4,10	0	1430
1511	envoy_5008	91	0	301,1500;331,100;4,10	0	1460
1512	envoy_5008	92	0	301,1500;331,100;4,10	0	1490
1513	envoy_5008	93	0	301,1500;331,100;4,10	0	1520
1514	envoy_5008	94	0	301,1500;331,100;4,10	0	1550
1515	envoy_5008	95	0	301,1500;331,100;4,10	0	1580
1516	envoy_5008	96	0	301,1500;331,100;4,10	0	1610
1517	envoy_5008	97	0	301,1500;331,100;4,10	0	1640
1518	envoy_5008	98	0	301,1500;331,100;4,10	0	1670
1519	envoy_5008	99	0	301,1500;331,100;4,10	0	1700
1520	envoy_5008	100	0	301,1500;331,100;4,10	0	1740
1521	envoy_5008	101	0	301,1500;331,100;4,10	0	1780
1522	envoy_5008	102	0	301,1500;331,100;4,10	0	1820
1523	envoy_5008	103	0	301,1500;331,100;4,10	0	1860
1524	envoy_5008	104	0	301,1500;331,100;4,10	0	1900
1525	envoy_5008	105	0	301,1500;331,100;4,10	0	1940
1526	envoy_5008	106	0	301,1500;331,100;4,10	0	1980
1527	envoy_5008	107	0	301,1500;331,100;4,10	0	2020
1528	envoy_5008	108	0	301,1500;331,100;4,10	0	2060
1529	envoy_5008	109	0	301,1500;331,100;4,10	0	2100
1530	envoy_5008	110	0	301,1500;331,100;4,10	0	2140
1531	envoy_5008	111	0	301,1500;331,100;4,10	0	2180
1532	envoy_5008	112	0	301,1500;331,100;4,10	0	2220
1533	envoy_5008	113	0	301,1500;331,100;4,10	0	2260
1534	envoy_5008	114	0	301,1500;331,100;4,10	0	2300
1535	envoy_5008	115	0	301,1500;331,100;4,10	0	2340
1536	envoy_5008	116	0	301,1500;331,100;4,10	0	2380
1537	envoy_5008	117	0	301,1500;331,100;4,10	0	2420
1538	envoy_5008	118	0	301,1500;331,100;4,10	0	2460
1539	envoy_5008	119	0	301,1500;331,100;4,10	0	2500
1540	envoy_5008	120	0	301,1500;331,100;4,10	0	2550
1541	envoy_5008	121	0	301,1500;331,100;4,10	0	2600
1542	envoy_5008	122	0	301,1500;331,100;4,10	0	2650
1543	envoy_5008	123	0	301,1500;331,100;4,10	0	2700
1544	envoy_5008	124	0	301,1500;331,100;4,10	0	2750
1545	envoy_5008	125	0	301,1500;331,100;4,10	0	2800
1546	envoy_5008	126	0	301,1500;331,100;4,10	0	2850
1547	envoy_5008	127	0	301,1500;331,100;4,10	0	2900
1548	envoy_5008	128	0	301,1500;331,100;4,10	0	2950
1549	envoy_5008	129	0	301,1500;331,100;4,10	0	3000
1550	envoy_5008	130	0	301,1500;331,100;4,10	0	3050
1551	envoy_5008	131	0	301,1500;331,100;4,10	0	3100
1552	envoy_5008	132	0	301,1500;331,100;4,10	0	3150
1553	envoy_5008	133	0	301,1500;331,100;4,10	0	3200
1554	envoy_5008	134	0	301,1500;331,100;4,10	0	3250
1555	envoy_5008	135	0	301,1500;331,100;4,10	0	3300
1556	envoy_5008	136	0	301,1500;331,100;4,10	0	3350
1557	envoy_5008	137	0	301,1500;331,100;4,10	0	3400
1558	envoy_5008	138	0	301,1500;331,100;4,10	0	3450
1559	envoy_5008	139	0	301,1500;331,100;4,10	0	3500
1560	envoy_5008	140	0	301,1500;331,100;4,10	0	3560
1561	envoy_5008	141	0	301,1500;331,100;4,10	0	3620
1562	envoy_5008	142	0	301,1500;331,100;4,10	0	3680
1563	envoy_5008	143	0	301,1500;331,100;4,10	0	3740
1564	envoy_5008	144	0	301,1500;331,100;4,10	0	3800
1565	envoy_5008	145	0	301,1500;331,100;4,10	0	3860
1566	envoy_5008	146	0	301,1500;331,100;4,10	0	3920
1567	envoy_5008	147	0	301,1500;331,100;4,10	0	3980
1568	envoy_5008	148	0	301,1500;331,100;4,10	0	4040
1569	envoy_5008	149	0	301,1500;331,100;4,10	0	4100
1570	envoy_5008	150	0	301,1500;331,100;4,10	0	4160
1571	envoy_5008	151	0	301,1500;331,100;4,10	0	4220
1572	envoy_5008	152	0	301,1500;331,100;4,10	0	4280
1573	envoy_5008	153	0	301,1500;331,100;4,10	0	4340
1574	envoy_5008	154	0	301,1500;331,100;4,10	0	4400
1575	envoy_5008	155	0	301,1500;331,100;4,10	0	4460
1576	envoy_5008	156	0	301,1500;331,100;4,10	0	4520
1577	envoy_5008	157	0	301,1500;331,100;4,10	0	4580
1578	envoy_5008	158	0	301,1500;331,100;4,10	0	4640
1579	envoy_5008	159	0	301,1500;331,100;4,10	0	4700
1580	envoy_5008	160	0	301,1500;331,100;4,10	0	0
