玩具定义ID	玩具ID	系列	类型	等级	出战属性	饲养属性	专属提升等级上限	套装编号	专属魔灵	战力类型	战力计算
1508303	item101032411303	222	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_372	1	6
1508304	item101032411304	222	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_372	1	6
1508305	item101032411305	222	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_372	1	6
1508401	item101032411401	223	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_373;pet_400	1	6
1508402	item101032411402	223	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_373;pet_400	1	6
1508403	item101032411403	223	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_373;pet_400	1	6
1508404	item101032411404	223	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_373;pet_400	1	6
1508405	item101032411405	223	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_373;pet_400	1	6
1508501	item101032411501	224	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_373;pet_400	1	6
1508502	item101032411502	224	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_373;pet_400	1	6
1508503	item101032411503	224	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_373;pet_400	1	6
1508504	item101032411504	224	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_373;pet_400	1	6
1508505	item101032411505	224	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_373;pet_400	1	6
1508601	item101032411601	225	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_374	1	6
1508602	item101032411602	225	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_374	1	6
1508603	item101032411603	225	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_374	1	6
1508604	item101032411604	225	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_374	1	6
1508605	item101032411605	225	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_374	1	6
1508701	item101032411701	226	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_374	1	6
1508702	item101032411702	226	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_374	1	6
1508703	item101032411703	226	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_374	1	6
1508704	item101032411704	226	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_374	1	6
1508705	item101032411705	226	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_374	1	6
1508801	item101032411801	227	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_375	1	6
1508802	item101032411802	227	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_375	1	6
1508803	item101032411803	227	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_375	1	6
1508804	item101032411804	227	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_375	1	6
1508805	item101032411805	227	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_375	1	6
1508901	item101032411901	228	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_375	1	6
1508902	item101032411902	228	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_375	1	6
1508903	item101032411903	228	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_375	1	6
1508904	item101032411904	228	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_375	1	6
1508905	item101032411905	228	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_375	1	6
1509001	item101032412001	229	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_376	1	6
1509002	item101032412002	229	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_376	1	6
1509003	item101032412003	229	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_376	1	6
1509004	item101032412004	229	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_376	1	6
1509005	item101032412005	229	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_376	1	6
1509101	item101032412101	230	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_376	1	6
1509102	item101032412102	230	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_376	1	6
1509103	item101032412103	230	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_376	1	6
1509104	item101032412104	230	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_376	1	6
1509105	item101032412105	230	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_376	1	6
1509201	item101032412201	231	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_377	1	6
1509202	item101032412202	231	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_377	1	6
1509203	item101032412203	231	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_377	1	6
1509204	item101032412204	231	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_377	1	6
1509205	item101032412205	231	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_377	1	6
1509301	item101032412301	232	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_377	1	6
1509302	item101032412302	232	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_377	1	6
1509303	item101032412303	232	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_377	1	6
1509304	item101032412304	232	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_377	1	6
1509305	item101032412305	232	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_377	1	6
1509401	item101032412401	233	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_385	1	6
1509402	item101032412402	233	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_385	1	6
1509403	item101032412403	233	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_385	1	6
1509404	item101032412404	233	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_385	1	6
1509405	item101032412405	233	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_385	1	6
1509501	item101032412501	234	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_385	1	6
1509502	item101032412502	234	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_385	1	6
1509503	item101032412503	234	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_385	1	6
1509504	item101032412504	234	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_385	1	6
1509505	item101032412505	234	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_385	1	6
1509601	item101032412601	235	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_386	1	6
1509602	item101032412602	235	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_386	1	6
1509603	item101032412603	235	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_386	1	6
1509604	item101032412604	235	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_386	1	6
1509605	item101032412605	235	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_386	1	6
1509701	item101032412701	236	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_386	1	6
1509702	item101032412702	236	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_386	1	6
1509703	item101032412703	236	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_386	1	6
1509704	item101032412704	236	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_386	1	6
1509705	item101032412705	236	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_386	1	6
1509801	item101032412801	237	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_387	1	6
1509802	item101032412802	237	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_387	1	6
1509803	item101032412803	237	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_387	1	6
1509804	item101032412804	237	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_387	1	6
1509805	item101032412805	237	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_387	1	6
1509901	item101032412901	238	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_387	1	6
1509902	item101032412902	238	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_387	1	6
1509903	item101032412903	238	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_387	1	6
1509904	item101032412904	238	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_387	1	6
1509905	item101032412905	238	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_387	1	6
1510001	item101032413001	239	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_391	1	6
1510002	item101032413002	239	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_391	1	6
1510003	item101032413003	239	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_391	1	6
1510004	item101032413004	239	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_391	1	6
1510005	item101032413005	239	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_391	1	6
1510101	item101032413101	240	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_391	1	6
1510102	item101032413102	240	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_391	1	6
1510103	item101032413103	240	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_391	1	6
1510104	item101032413104	240	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_391	1	6
1510105	item101032413105	240	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_391	1	6
1510201	item101032413201	241	1	1	3,8;4,8;1,80	3,2;4,2;1,20	2	0	pet_392	1	6
1510202	item101032413202	241	1	2	3,11;4,11;1,110	3,2;4,2;1,30	4	0	pet_392	1	6
1510203	item101032413203	241	1	3	3,15;4,15;1,150	3,3;4,3;1,40	6	0	pet_392	1	6
1510204	item101032413204	241	1	4	3,19;4,19;1,190	3,4;4,4;1,50	8	0	pet_392	1	6
1510205	item101032413205	241	1	5	3,24;4,24;1,240	3,6;4,6;1,60	10	0	pet_392	1	6
1510301	item101032413701	242	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_393	1	6
1510302	item101032413702	242	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_393	1	6
1510303	item101032413703	242	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_393	1	6
1510304	item101032413704	242	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_393	1	6
1510305	item101032413705	242	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_393	1	6
1510401	item101032413801	243	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_393	1	6
1510402	item101032413802	243	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_393	1	6
1510403	item101032413803	243	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_393	1	6
1510404	item101032413804	243	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_393	1	6
1510405	item101032413805	243	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_393	1	6
1510501	item101032413301	244	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_394;pet_396	1	6
1510502	item101032413302	244	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_394;pet_396	1	6
1510503	item101032413303	244	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_394;pet_396	1	6
1510504	item101032413304	244	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_394;pet_396	1	6
1510505	item101032413305	244	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_394;pet_396	1	6
1510601	item101032413401	245	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_394;pet_396	1	6
1510602	item101032413402	245	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_394;pet_396	1	6
1510603	item101032413403	245	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_394;pet_396	1	6
1510604	item101032413404	245	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_394;pet_396	1	6
1510605	item101032413405	245	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_394;pet_396	1	6
1510701	item101032413501	246	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_395;pet_397	1	6
1510702	item101032413502	246	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_395;pet_397	1	6
1510703	item101032413503	246	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_395;pet_397	1	6
1510704	item101032413504	246	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_395;pet_397	1	6
1510705	item101032413505	246	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_395;pet_397	1	6
1510801	item101032413601	247	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_395;pet_397	1	6
1510802	item101032413602	247	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_395;pet_397	1	6
1510803	item101032413603	247	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_395;pet_397	1	6
1510804	item101032413604	247	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_395;pet_397	1	6
1510805	item101032413605	247	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_395;pet_397	1	6
1510901	item101032413901	248	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_410	1	6
1510902	item101032413902	248	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_410	1	6
1510903	item101032413903	248	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_410	1	6
1510904	item101032413904	248	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_410	1	6
1510905	item101032413905	248	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_410	1	6
1511001	item101032414001	249	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_410	1	6
1511002	item101032414002	249	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_410	1	6
1511003	item101032414003	249	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_410	1	6
1511004	item101032414004	249	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_410	1	6
1511005	item101032414005	249	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_410	1	6
