流水id	npc编号	技能分类	灵魂技能解锁需佣兵等级	灵魂技能Id	灵魂技能等级	升级灵魂技能所需消耗
1438	soldier_npc_10028	2	35	skill402204	4	item105000000071,6
1439	soldier_npc_10028	2	41	skill402204	5	item105000000071,8
1440	soldier_npc_10028	2	41	skill402204	6	item105000000071,10
1441	soldier_npc_10028	2	61	skill402204	7	item105000000071,12
1442	soldier_npc_10028	2	61	skill402204	8	item105000000071,14
1443	soldier_npc_10028	2	71	skill402204	9	item105000000071,16
1444	soldier_npc_10028	2	71	skill402204	10	item105000000071,18
1445	soldier_npc_10028	3	0	skill402206	1	
1446	soldier_npc_10028	3	0	skill402207	1	
1447	soldier_npc_10028	3	0	skill402208	1	
1448	soldier_npc_10028	3	0	skill402209	1	
1449	soldier_npc_10029	1	0	skill402305	1	
1450	soldier_npc_10029	1	0	skill402305	2	
1451	soldier_npc_10029	1	0	skill402305	3	
1452	soldier_npc_10029	1	0	skill402305	4	
1453	soldier_npc_10029	1	0	skill402305	5	
1454	soldier_npc_10029	1	0	skill402305	6	
1455	soldier_npc_10029	1	0	skill402305	7	
1456	soldier_npc_10029	1	0	skill402305	8	
1457	soldier_npc_10029	1	0	skill402305	9	
1458	soldier_npc_10029	1	0	skill402305	10	
1459	soldier_npc_10029	2	35	skill402301	1	
1460	soldier_npc_10029	2	35	skill402301	2	item105000000068,1
1461	soldier_npc_10029	2	35	skill402301	3	item105000000068,2
1462	soldier_npc_10029	2	35	skill402301	4	item105000000068,3
1463	soldier_npc_10029	2	41	skill402301	5	item105000000068,5
1464	soldier_npc_10029	2	41	skill402301	6	item105000000068,7
1465	soldier_npc_10029	2	61	skill402301	7	item105000000068,9
1466	soldier_npc_10029	2	61	skill402301	8	item105000000068,11
1467	soldier_npc_10029	2	71	skill402301	9	item105000000068,13
1468	soldier_npc_10029	2	71	skill402301	10	item105000000068,15
1469	soldier_npc_10029	2	35	skill402302	1	
1470	soldier_npc_10029	2	35	skill402302	2	item105000000069,1
1471	soldier_npc_10029	2	35	skill402302	3	item105000000069,2
1472	soldier_npc_10029	2	35	skill402302	4	item105000000069,3
1473	soldier_npc_10029	2	41	skill402302	5	item105000000069,5
1474	soldier_npc_10029	2	41	skill402302	6	item105000000069,7
1475	soldier_npc_10029	2	61	skill402302	7	item105000000069,9
1476	soldier_npc_10029	2	61	skill402302	8	item105000000069,11
1477	soldier_npc_10029	2	71	skill402302	9	item105000000069,13
1478	soldier_npc_10029	2	71	skill402302	10	item105000000069,15
1479	soldier_npc_10029	2	35	skill402303	1	
1480	soldier_npc_10029	2	35	skill402303	2	item105000000070,1
1481	soldier_npc_10029	2	35	skill402303	3	item105000000070,2
1482	soldier_npc_10029	2	35	skill402303	4	item105000000070,3
1483	soldier_npc_10029	2	41	skill402303	5	item105000000070,5
1484	soldier_npc_10029	2	41	skill402303	6	item105000000070,7
1485	soldier_npc_10029	2	61	skill402303	7	item105000000070,9
1486	soldier_npc_10029	2	61	skill402303	8	item105000000070,11
1487	soldier_npc_10029	2	71	skill402303	9	item105000000070,13
1488	soldier_npc_10029	2	71	skill402303	10	item105000000070,15
1489	soldier_npc_10029	2	35	skill402304	1	
1490	soldier_npc_10029	2	35	skill402304	2	item105000000071,1
1491	soldier_npc_10029	2	35	skill402304	3	item105000000071,2
1492	soldier_npc_10029	2	35	skill402304	4	item105000000071,3
1493	soldier_npc_10029	2	41	skill402304	5	item105000000071,5
1494	soldier_npc_10029	2	41	skill402304	6	item105000000071,7
1495	soldier_npc_10029	2	61	skill402304	7	item105000000071,9
1496	soldier_npc_10029	2	61	skill402304	8	item105000000071,11
1497	soldier_npc_10029	2	71	skill402304	9	item105000000071,13
1498	soldier_npc_10029	2	71	skill402304	10	item105000000071,15
1499	soldier_npc_10029	3	0	skill402306	1	
1500	soldier_npc_10029	3	0	skill402307	1	
1501	soldier_npc_10029	3	0	skill402308	1	
1502	soldier_npc_10029	3	0	skill402309	1	
1503	soldier_npc_10030	1	0	skill401905	1	
1504	soldier_npc_10030	1	0	skill401905	2	
1505	soldier_npc_10030	1	0	skill401905	3	
1506	soldier_npc_10030	1	0	skill401905	4	
1507	soldier_npc_10030	1	0	skill401905	5	
1508	soldier_npc_10030	1	0	skill401905	6	
1509	soldier_npc_10030	1	0	skill401905	7	
1510	soldier_npc_10030	1	0	skill401905	8	
1511	soldier_npc_10030	1	0	skill401905	9	
1512	soldier_npc_10030	1	0	skill401905	10	
1513	soldier_npc_10030	2	35	skill401901	1	
1514	soldier_npc_10030	2	35	skill401901	2	item105000000068,2
1515	soldier_npc_10030	2	35	skill401901	3	item105000000068,4
1516	soldier_npc_10030	2	35	skill401901	4	item105000000068,6
1517	soldier_npc_10030	2	41	skill401901	5	item105000000068,8
1518	soldier_npc_10030	2	41	skill401901	6	item105000000068,10
1519	soldier_npc_10030	2	61	skill401901	7	item105000000068,12
1520	soldier_npc_10030	2	61	skill401901	8	item105000000068,14
1521	soldier_npc_10030	2	71	skill401901	9	item105000000068,16
1522	soldier_npc_10030	2	71	skill401901	10	item105000000068,18
1523	soldier_npc_10030	2	35	skill401902	1	
1524	soldier_npc_10030	2	35	skill401902	2	item105000000069,2
1525	soldier_npc_10030	2	35	skill401902	3	item105000000069,4
1526	soldier_npc_10030	2	35	skill401902	4	item105000000069,6
1527	soldier_npc_10030	2	41	skill401902	5	item105000000069,8
1528	soldier_npc_10030	2	41	skill401902	6	item105000000069,10
1529	soldier_npc_10030	2	61	skill401902	7	item105000000069,12
1530	soldier_npc_10030	2	61	skill401902	8	item105000000069,14
1531	soldier_npc_10030	2	71	skill401902	9	item105000000069,16
1532	soldier_npc_10030	2	71	skill401902	10	item105000000069,18
1533	soldier_npc_10030	2	35	skill401903	1	
1534	soldier_npc_10030	2	35	skill401903	2	item105000000070,2
1535	soldier_npc_10030	2	35	skill401903	3	item105000000070,4
1536	soldier_npc_10030	2	35	skill401903	4	item105000000070,6
1537	soldier_npc_10030	2	41	skill401903	5	item105000000070,8
1538	soldier_npc_10030	2	41	skill401903	6	item105000000070,10
1539	soldier_npc_10030	2	61	skill401903	7	item105000000070,12
1540	soldier_npc_10030	2	61	skill401903	8	item105000000070,14
1541	soldier_npc_10030	2	71	skill401903	9	item105000000070,16
1542	soldier_npc_10030	2	71	skill401903	10	item105000000070,18
1543	soldier_npc_10030	2	35	skill401904	1	
1544	soldier_npc_10030	2	35	skill401904	2	item105000000071,2
1545	soldier_npc_10030	2	35	skill401904	3	item105000000071,4
1546	soldier_npc_10030	2	35	skill401904	4	item105000000071,6
1547	soldier_npc_10030	2	41	skill401904	5	item105000000071,8
1548	soldier_npc_10030	2	41	skill401904	6	item105000000071,10
1549	soldier_npc_10030	2	61	skill401904	7	item105000000071,12
1550	soldier_npc_10030	2	61	skill401904	8	item105000000071,14
1551	soldier_npc_10030	2	71	skill401904	9	item105000000071,16
1552	soldier_npc_10030	2	71	skill401904	10	item105000000071,18
1553	soldier_npc_10030	3	0	skill401906	1	
1554	soldier_npc_10030	3	0	skill401907	1	
1555	soldier_npc_10030	3	0	skill401908	1	
1556	soldier_npc_10030	3	0	skill401909	1	
1557	soldier_npc_10031	1	0	skill401905	1	
1558	soldier_npc_10031	1	0	skill401905	2	
1559	soldier_npc_10031	1	0	skill401905	3	
1560	soldier_npc_10031	1	0	skill401905	4	
1561	soldier_npc_10031	1	0	skill401905	5	
1562	soldier_npc_10031	1	0	skill401905	6	
1563	soldier_npc_10031	1	0	skill401905	7	
1564	soldier_npc_10031	1	0	skill401905	8	
1565	soldier_npc_10031	1	0	skill401905	9	
1566	soldier_npc_10031	1	0	skill401905	10	
1567	soldier_npc_10031	2	35	skill401901	1	
1568	soldier_npc_10031	2	35	skill401901	2	item105000000068,2
1569	soldier_npc_10031	2	35	skill401901	3	item105000000068,4
1570	soldier_npc_10031	2	35	skill401901	4	item105000000068,6
1571	soldier_npc_10031	2	41	skill401901	5	item105000000068,8
1572	soldier_npc_10031	2	41	skill401901	6	item105000000068,10
1573	soldier_npc_10031	2	61	skill401901	7	item105000000068,12
1574	soldier_npc_10031	2	61	skill401901	8	item105000000068,14
1575	soldier_npc_10031	2	71	skill401901	9	item105000000068,16
1576	soldier_npc_10031	2	71	skill401901	10	item105000000068,18
1577	soldier_npc_10031	2	35	skill401902	1	
1578	soldier_npc_10031	2	35	skill401902	2	item105000000069,2
1579	soldier_npc_10031	2	35	skill401902	3	item105000000069,4
1580	soldier_npc_10031	2	35	skill401902	4	item105000000069,6
1581	soldier_npc_10031	2	41	skill401902	5	item105000000069,8
1582	soldier_npc_10031	2	41	skill401902	6	item105000000069,10
1583	soldier_npc_10031	2	61	skill401902	7	item105000000069,12
1584	soldier_npc_10031	2	61	skill401902	8	item105000000069,14
1585	soldier_npc_10031	2	71	skill401902	9	item105000000069,16
1586	soldier_npc_10031	2	71	skill401902	10	item105000000069,18
1587	soldier_npc_10031	2	35	skill401903	1	
1588	soldier_npc_10031	2	35	skill401903	2	item105000000070,2
1589	soldier_npc_10031	2	35	skill401903	3	item105000000070,4
1590	soldier_npc_10031	2	35	skill401903	4	item105000000070,6
1591	soldier_npc_10031	2	41	skill401903	5	item105000000070,8
1592	soldier_npc_10031	2	41	skill401903	6	item105000000070,10
1593	soldier_npc_10031	2	61	skill401903	7	item105000000070,12
1594	soldier_npc_10031	2	61	skill401903	8	item105000000070,14
1595	soldier_npc_10031	2	71	skill401903	9	item105000000070,16
1596	soldier_npc_10031	2	71	skill401903	10	item105000000070,18
1597	soldier_npc_10031	2	35	skill401904	1	
1598	soldier_npc_10031	2	35	skill401904	2	item105000000071,2
1599	soldier_npc_10031	2	35	skill401904	3	item105000000071,4
1600	soldier_npc_10031	2	35	skill401904	4	item105000000071,6
1601	soldier_npc_10031	2	41	skill401904	5	item105000000071,8
1602	soldier_npc_10031	2	41	skill401904	6	item105000000071,10
1603	soldier_npc_10031	2	61	skill401904	7	item105000000071,12
1604	soldier_npc_10031	2	61	skill401904	8	item105000000071,14
1605	soldier_npc_10031	2	71	skill401904	9	item105000000071,16
1606	soldier_npc_10031	2	71	skill401904	10	item105000000071,18
1607	soldier_npc_10031	3	0	skill401906	1	
1608	soldier_npc_10031	3	0	skill401907	1	
1609	soldier_npc_10031	3	0	skill401908	1	
1610	soldier_npc_10031	3	0	skill401909	1	
1611	soldier_npc_10032	1	0	skill402705	1	
1612	soldier_npc_10032	1	0	skill402705	2	
1613	soldier_npc_10032	1	0	skill402705	3	
1614	soldier_npc_10032	1	0	skill402705	4	
1615	soldier_npc_10032	1	0	skill402705	5	
1616	soldier_npc_10032	1	0	skill402705	6	
1617	soldier_npc_10032	1	0	skill402705	7	
1618	soldier_npc_10032	1	0	skill402705	8	
1619	soldier_npc_10032	1	0	skill402705	9	
1620	soldier_npc_10032	1	0	skill402705	10	
1621	soldier_npc_10032	2	35	skill402701	1	
1622	soldier_npc_10032	2	35	skill402701	2	item105000000068,2
1623	soldier_npc_10032	2	35	skill402701	3	item105000000068,4
1624	soldier_npc_10032	2	35	skill402701	4	item105000000068,6
1625	soldier_npc_10032	2	41	skill402701	5	item105000000068,8
1626	soldier_npc_10032	2	41	skill402701	6	item105000000068,10
1627	soldier_npc_10032	2	61	skill402701	7	item105000000068,12
1628	soldier_npc_10032	2	61	skill402701	8	item105000000068,14
1629	soldier_npc_10032	2	71	skill402701	9	item105000000068,16
1630	soldier_npc_10032	2	71	skill402701	10	item105000000068,18
1631	soldier_npc_10032	2	35	skill402702	1	
1632	soldier_npc_10032	2	35	skill402702	2	item105000000069,2
1633	soldier_npc_10032	2	35	skill402702	3	item105000000069,4
1634	soldier_npc_10032	2	35	skill402702	4	item105000000069,6
1635	soldier_npc_10032	2	41	skill402702	5	item105000000069,8
1636	soldier_npc_10032	2	41	skill402702	6	item105000000069,10
1637	soldier_npc_10032	2	61	skill402702	7	item105000000069,12
1638	soldier_npc_10032	2	61	skill402702	8	item105000000069,14
1639	soldier_npc_10032	2	71	skill402702	9	item105000000069,16
1640	soldier_npc_10032	2	71	skill402702	10	item105000000069,18
1641	soldier_npc_10032	2	35	skill402703	1	
1642	soldier_npc_10032	2	35	skill402703	2	item105000000070,2
1643	soldier_npc_10032	2	35	skill402703	3	item105000000070,4
1644	soldier_npc_10032	2	35	skill402703	4	item105000000070,6
1645	soldier_npc_10032	2	41	skill402703	5	item105000000070,8
1646	soldier_npc_10032	2	41	skill402703	6	item105000000070,10
1647	soldier_npc_10032	2	61	skill402703	7	item105000000070,12
1648	soldier_npc_10032	2	61	skill402703	8	item105000000070,14
1649	soldier_npc_10032	2	71	skill402703	9	item105000000070,16
1650	soldier_npc_10032	2	71	skill402703	10	item105000000070,18
1651	soldier_npc_10032	2	35	skill402704	1	
1652	soldier_npc_10032	2	35	skill402704	2	item105000000071,2
1653	soldier_npc_10032	2	35	skill402704	3	item105000000071,4
1654	soldier_npc_10032	2	35	skill402704	4	item105000000071,6
1655	soldier_npc_10032	2	41	skill402704	5	item105000000071,8
1656	soldier_npc_10032	2	41	skill402704	6	item105000000071,10
1657	soldier_npc_10032	2	61	skill402704	7	item105000000071,12
1658	soldier_npc_10032	2	61	skill402704	8	item105000000071,14
1659	soldier_npc_10032	2	71	skill402704	9	item105000000071,16
1660	soldier_npc_10032	2	71	skill402704	10	item105000000071,18
1661	soldier_npc_10032	3	0	skill402706	1	
1662	soldier_npc_10032	3	0	skill402707	1	
1663	soldier_npc_10032	3	0	skill402708	1	
1664	soldier_npc_10032	3	0	skill402709	1	
1665	soldier_npc_10033	1	0	skill402505	1	
1666	soldier_npc_10033	1	0	skill402505	2	
1667	soldier_npc_10033	1	0	skill402505	3	
1668	soldier_npc_10033	1	0	skill402505	4	
1669	soldier_npc_10033	1	0	skill402505	5	
1670	soldier_npc_10033	1	0	skill402505	6	
1671	soldier_npc_10033	1	0	skill402505	7	
1672	soldier_npc_10033	1	0	skill402505	8	
1673	soldier_npc_10033	1	0	skill402505	9	
1674	soldier_npc_10033	1	0	skill402505	10	
1675	soldier_npc_10033	2	35	skill402501	1	
1676	soldier_npc_10033	2	35	skill402501	2	item105000000068,2
1677	soldier_npc_10033	2	35	skill402501	3	item105000000068,4
1678	soldier_npc_10033	2	35	skill402501	4	item105000000068,6
1679	soldier_npc_10033	2	41	skill402501	5	item105000000068,8
1680	soldier_npc_10033	2	41	skill402501	6	item105000000068,10
1681	soldier_npc_10033	2	61	skill402501	7	item105000000068,12
1682	soldier_npc_10033	2	61	skill402501	8	item105000000068,14
1683	soldier_npc_10033	2	71	skill402501	9	item105000000068,16
1684	soldier_npc_10033	2	71	skill402501	10	item105000000068,18
1685	soldier_npc_10033	2	35	skill402502	1	
1686	soldier_npc_10033	2	35	skill402502	2	item105000000069,2
1687	soldier_npc_10033	2	35	skill402502	3	item105000000069,4
1688	soldier_npc_10033	2	35	skill402502	4	item105000000069,6
1689	soldier_npc_10033	2	41	skill402502	5	item105000000069,8
1690	soldier_npc_10033	2	41	skill402502	6	item105000000069,10
1691	soldier_npc_10033	2	61	skill402502	7	item105000000069,12
1692	soldier_npc_10033	2	61	skill402502	8	item105000000069,14
1693	soldier_npc_10033	2	71	skill402502	9	item105000000069,16
1694	soldier_npc_10033	2	71	skill402502	10	item105000000069,18
1695	soldier_npc_10033	2	35	skill402503	1	
1696	soldier_npc_10033	2	35	skill402503	2	item105000000070,2
1697	soldier_npc_10033	2	35	skill402503	3	item105000000070,4
1698	soldier_npc_10033	2	35	skill402503	4	item105000000070,6
1699	soldier_npc_10033	2	41	skill402503	5	item105000000070,8
1700	soldier_npc_10033	2	41	skill402503	6	item105000000070,10
1701	soldier_npc_10033	2	61	skill402503	7	item105000000070,12
1702	soldier_npc_10033	2	61	skill402503	8	item105000000070,14
1703	soldier_npc_10033	2	71	skill402503	9	item105000000070,16
1704	soldier_npc_10033	2	71	skill402503	10	item105000000070,18
1705	soldier_npc_10033	2	35	skill402504	1	
1706	soldier_npc_10033	2	35	skill402504	2	item105000000071,2
1707	soldier_npc_10033	2	35	skill402504	3	item105000000071,4
1708	soldier_npc_10033	2	35	skill402504	4	item105000000071,6
1709	soldier_npc_10033	2	41	skill402504	5	item105000000071,8
1710	soldier_npc_10033	2	41	skill402504	6	item105000000071,10
1711	soldier_npc_10033	2	61	skill402504	7	item105000000071,12
1712	soldier_npc_10033	2	61	skill402504	8	item105000000071,14
1713	soldier_npc_10033	2	71	skill402504	9	item105000000071,16
1714	soldier_npc_10033	2	71	skill402504	10	item105000000071,18
1715	soldier_npc_10033	3	0	skill402506	1	
1716	soldier_npc_10033	3	0	skill402507	1	
1717	soldier_npc_10033	3	0	skill402508	1	
1718	soldier_npc_10033	3	0	skill402509	1	
1719	soldier_npc_10034	1	0	skill402605	1	
1720	soldier_npc_10034	1	0	skill402605	2	
1721	soldier_npc_10034	1	0	skill402605	3	
1722	soldier_npc_10034	1	0	skill402605	4	
1723	soldier_npc_10034	1	0	skill402605	5	
1724	soldier_npc_10034	1	0	skill402605	6	
1725	soldier_npc_10034	1	0	skill402605	7	
1726	soldier_npc_10034	1	0	skill402605	8	
1727	soldier_npc_10034	1	0	skill402605	9	
1728	soldier_npc_10034	1	0	skill402605	10	
1729	soldier_npc_10034	2	35	skill402601	1	
1730	soldier_npc_10034	2	35	skill402601	2	item105000000068,2
1731	soldier_npc_10034	2	35	skill402601	3	item105000000068,4
1732	soldier_npc_10034	2	35	skill402601	4	item105000000068,6
1733	soldier_npc_10034	2	41	skill402601	5	item105000000068,8
1734	soldier_npc_10034	2	41	skill402601	6	item105000000068,10
1735	soldier_npc_10034	2	61	skill402601	7	item105000000068,12
1736	soldier_npc_10034	2	61	skill402601	8	item105000000068,14
1737	soldier_npc_10034	2	71	skill402601	9	item105000000068,16
1738	soldier_npc_10034	2	71	skill402601	10	item105000000068,18
1739	soldier_npc_10034	2	35	skill402602	1	
1740	soldier_npc_10034	2	35	skill402602	2	item105000000069,2
1741	soldier_npc_10034	2	35	skill402602	3	item105000000069,4
1742	soldier_npc_10034	2	35	skill402602	4	item105000000069,6
1743	soldier_npc_10034	2	41	skill402602	5	item105000000069,8
1744	soldier_npc_10034	2	41	skill402602	6	item105000000069,10
1745	soldier_npc_10034	2	61	skill402602	7	item105000000069,12
1746	soldier_npc_10034	2	61	skill402602	8	item105000000069,14
1747	soldier_npc_10034	2	71	skill402602	9	item105000000069,16
1748	soldier_npc_10034	2	71	skill402602	10	item105000000069,18
1749	soldier_npc_10034	2	35	skill402603	1	
1750	soldier_npc_10034	2	35	skill402603	2	item105000000070,2
1751	soldier_npc_10034	2	35	skill402603	3	item105000000070,4
1752	soldier_npc_10034	2	35	skill402603	4	item105000000070,6
1753	soldier_npc_10034	2	41	skill402603	5	item105000000070,8
1754	soldier_npc_10034	2	41	skill402603	6	item105000000070,10
1755	soldier_npc_10034	2	61	skill402603	7	item105000000070,12
1756	soldier_npc_10034	2	61	skill402603	8	item105000000070,14
1757	soldier_npc_10034	2	71	skill402603	9	item105000000070,16
1758	soldier_npc_10034	2	71	skill402603	10	item105000000070,18
1759	soldier_npc_10034	2	35	skill402604	1	
1760	soldier_npc_10034	2	35	skill402604	2	item105000000071,2
1761	soldier_npc_10034	2	35	skill402604	3	item105000000071,4
1762	soldier_npc_10034	2	35	skill402604	4	item105000000071,6
1763	soldier_npc_10034	2	41	skill402604	5	item105000000071,8
1764	soldier_npc_10034	2	41	skill402604	6	item105000000071,10
1765	soldier_npc_10034	2	61	skill402604	7	item105000000071,12
1766	soldier_npc_10034	2	61	skill402604	8	item105000000071,14
1767	soldier_npc_10034	2	71	skill402604	9	item105000000071,16
1768	soldier_npc_10034	2	71	skill402604	10	item105000000071,18
1769	soldier_npc_10034	3	0	skill402606	1	
1770	soldier_npc_10034	3	0	skill402607	1	
1771	soldier_npc_10034	3	0	skill402608	1	
1772	soldier_npc_10034	3	0	skill402609	1	
1773	soldier_npc_10035	1	0	skill402405	1	
1774	soldier_npc_10035	1	0	skill402405	2	
1775	soldier_npc_10035	1	0	skill402405	3	
1776	soldier_npc_10035	1	0	skill402405	4	
1777	soldier_npc_10035	1	0	skill402405	5	
1778	soldier_npc_10035	1	0	skill402405	6	
1779	soldier_npc_10035	1	0	skill402405	7	
1780	soldier_npc_10035	1	0	skill402405	8	
1781	soldier_npc_10035	1	0	skill402405	9	
1782	soldier_npc_10035	1	0	skill402405	10	
1783	soldier_npc_10035	2	35	skill402401	1	
1784	soldier_npc_10035	2	35	skill402401	2	item105000000068,2
1785	soldier_npc_10035	2	35	skill402401	3	item105000000068,4
1786	soldier_npc_10035	2	35	skill402401	4	item105000000068,6
1787	soldier_npc_10035	2	41	skill402401	5	item105000000068,8
1788	soldier_npc_10035	2	41	skill402401	6	item105000000068,10
1789	soldier_npc_10035	2	61	skill402401	7	item105000000068,12
1790	soldier_npc_10035	2	61	skill402401	8	item105000000068,14
1791	soldier_npc_10035	2	71	skill402401	9	item105000000068,16
1792	soldier_npc_10035	2	71	skill402401	10	item105000000068,18
1793	soldier_npc_10035	2	35	skill402402	1	
1794	soldier_npc_10035	2	35	skill402402	2	item105000000069,2
1795	soldier_npc_10035	2	35	skill402402	3	item105000000069,4
1796	soldier_npc_10035	2	35	skill402402	4	item105000000069,6
1797	soldier_npc_10035	2	41	skill402402	5	item105000000069,8
1798	soldier_npc_10035	2	41	skill402402	6	item105000000069,10
1799	soldier_npc_10035	2	61	skill402402	7	item105000000069,12
1800	soldier_npc_10035	2	61	skill402402	8	item105000000069,14
1801	soldier_npc_10035	2	71	skill402402	9	item105000000069,16
1802	soldier_npc_10035	2	71	skill402402	10	item105000000069,18
1803	soldier_npc_10035	2	35	skill402403	1	
1804	soldier_npc_10035	2	35	skill402403	2	item105000000070,2
1805	soldier_npc_10035	2	35	skill402403	3	item105000000070,4
1806	soldier_npc_10035	2	35	skill402403	4	item105000000070,6
1807	soldier_npc_10035	2	41	skill402403	5	item105000000070,8
1808	soldier_npc_10035	2	41	skill402403	6	item105000000070,10
1809	soldier_npc_10035	2	61	skill402403	7	item105000000070,12
1810	soldier_npc_10035	2	61	skill402403	8	item105000000070,14
1811	soldier_npc_10035	2	71	skill402403	9	item105000000070,16
1812	soldier_npc_10035	2	71	skill402403	10	item105000000070,18
1813	soldier_npc_10035	2	35	skill402404	1	
1814	soldier_npc_10035	2	35	skill402404	2	item105000000071,2
1815	soldier_npc_10035	2	35	skill402404	3	item105000000071,4
1816	soldier_npc_10035	2	35	skill402404	4	item105000000071,6
1817	soldier_npc_10035	2	41	skill402404	5	item105000000071,8
1818	soldier_npc_10035	2	41	skill402404	6	item105000000071,10
1819	soldier_npc_10035	2	61	skill402404	7	item105000000071,12
1820	soldier_npc_10035	2	61	skill402404	8	item105000000071,14
1821	soldier_npc_10035	2	71	skill402404	9	item105000000071,16
1822	soldier_npc_10035	2	71	skill402404	10	item105000000071,18
1823	soldier_npc_10035	3	0	skill402406	1	
1824	soldier_npc_10035	3	0	skill402407	1	
1825	soldier_npc_10035	3	0	skill402408	1	
1826	soldier_npc_10035	3	0	skill402409	1	
1827	soldier_npc_10036	1	0	skill402805	1	
1828	soldier_npc_10036	1	0	skill402805	2	
1829	soldier_npc_10036	1	0	skill402805	3	
1830	soldier_npc_10036	1	0	skill402805	4	
1831	soldier_npc_10036	1	0	skill402805	5	
1832	soldier_npc_10036	1	0	skill402805	6	
1833	soldier_npc_10036	1	0	skill402805	7	
1834	soldier_npc_10036	1	0	skill402805	8	
1835	soldier_npc_10036	1	0	skill402805	9	
1836	soldier_npc_10036	1	0	skill402805	10	
1837	soldier_npc_10036	2	35	skill402801	1	
1838	soldier_npc_10036	2	35	skill402801	2	item105000000068,2
1839	soldier_npc_10036	2	35	skill402801	3	item105000000068,4
1840	soldier_npc_10036	2	35	skill402801	4	item105000000068,6
1841	soldier_npc_10036	2	41	skill402801	5	item105000000068,8
1842	soldier_npc_10036	2	41	skill402801	6	item105000000068,10
1843	soldier_npc_10036	2	61	skill402801	7	item105000000068,12
1844	soldier_npc_10036	2	61	skill402801	8	item105000000068,14
1845	soldier_npc_10036	2	71	skill402801	9	item105000000068,16
1846	soldier_npc_10036	2	71	skill402801	10	item105000000068,18
1847	soldier_npc_10036	2	35	skill402802	1	
1848	soldier_npc_10036	2	35	skill402802	2	item105000000069,2
1849	soldier_npc_10036	2	35	skill402802	3	item105000000069,4
1850	soldier_npc_10036	2	35	skill402802	4	item105000000069,6
1851	soldier_npc_10036	2	41	skill402802	5	item105000000069,8
1852	soldier_npc_10036	2	41	skill402802	6	item105000000069,10
1853	soldier_npc_10036	2	61	skill402802	7	item105000000069,12
1854	soldier_npc_10036	2	61	skill402802	8	item105000000069,14
1855	soldier_npc_10036	2	71	skill402802	9	item105000000069,16
1856	soldier_npc_10036	2	71	skill402802	10	item105000000069,18
1857	soldier_npc_10036	2	35	skill402803	1	
1858	soldier_npc_10036	2	35	skill402803	2	item105000000070,2
1859	soldier_npc_10036	2	35	skill402803	3	item105000000070,4
1860	soldier_npc_10036	2	35	skill402803	4	item105000000070,6
1861	soldier_npc_10036	2	41	skill402803	5	item105000000070,8
1862	soldier_npc_10036	2	41	skill402803	6	item105000000070,10
1863	soldier_npc_10036	2	61	skill402803	7	item105000000070,12
1864	soldier_npc_10036	2	61	skill402803	8	item105000000070,14
1865	soldier_npc_10036	2	71	skill402803	9	item105000000070,16
1866	soldier_npc_10036	2	71	skill402803	10	item105000000070,18
1867	soldier_npc_10036	2	35	skill402804	1	
1868	soldier_npc_10036	2	35	skill402804	2	item105000000071,2
1869	soldier_npc_10036	2	35	skill402804	3	item105000000071,4
1870	soldier_npc_10036	2	35	skill402804	4	item105000000071,6
1871	soldier_npc_10036	2	41	skill402804	5	item105000000071,8
1872	soldier_npc_10036	2	41	skill402804	6	item105000000071,10
1873	soldier_npc_10036	2	61	skill402804	7	item105000000071,12
1874	soldier_npc_10036	2	61	skill402804	8	item105000000071,14
1875	soldier_npc_10036	2	71	skill402804	9	item105000000071,16
1876	soldier_npc_10036	2	71	skill402804	10	item105000000071,18
1877	soldier_npc_10036	3	0	skill402806	1	
1878	soldier_npc_10036	3	0	skill402807	1	
1879	soldier_npc_10036	3	0	skill402808	1	
1880	soldier_npc_10036	3	0	skill402809	1	
1881	soldier_npc_10037	1	0	skill403005	1	
1882	soldier_npc_10037	1	0	skill403005	2	
1883	soldier_npc_10037	1	0	skill403005	3	
1884	soldier_npc_10037	1	0	skill403005	4	
1885	soldier_npc_10037	1	0	skill403005	5	
1886	soldier_npc_10037	1	0	skill403005	6	
1887	soldier_npc_10037	1	0	skill403005	7	
1888	soldier_npc_10037	1	0	skill403005	8	
1889	soldier_npc_10037	1	0	skill403005	9	
1890	soldier_npc_10037	1	0	skill403005	10	
1891	soldier_npc_10037	2	35	skill403001	1	
1892	soldier_npc_10037	2	35	skill403001	2	item105000000068,2
1893	soldier_npc_10037	2	35	skill403001	3	item105000000068,4
1894	soldier_npc_10037	2	35	skill403001	4	item105000000068,6
1895	soldier_npc_10037	2	41	skill403001	5	item105000000068,8
1896	soldier_npc_10037	2	41	skill403001	6	item105000000068,10
1897	soldier_npc_10037	2	61	skill403001	7	item105000000068,12
1898	soldier_npc_10037	2	61	skill403001	8	item105000000068,14
1899	soldier_npc_10037	2	71	skill403001	9	item105000000068,16
1900	soldier_npc_10037	2	71	skill403001	10	item105000000068,18
1901	soldier_npc_10037	2	35	skill403002	1	
1902	soldier_npc_10037	2	35	skill403002	2	item105000000069,2
1903	soldier_npc_10037	2	35	skill403002	3	item105000000069,4
1904	soldier_npc_10037	2	35	skill403002	4	item105000000069,6
1905	soldier_npc_10037	2	41	skill403002	5	item105000000069,8
1906	soldier_npc_10037	2	41	skill403002	6	item105000000069,10
1907	soldier_npc_10037	2	61	skill403002	7	item105000000069,12
