ID		标签类型	拍卖类型	等待竞价时间	生命时长（开始竞价后）	货币类型	起拍竞价	每次竞价提升百分比	一口价	重置时间的节点	购买限制
713	item101020505232	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
714	item101020505233	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
715	item101020505234	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
716	item101020505235	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
717	item101020505236	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
718	item101020505237	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
719	item101020505238	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
720	item101020505239	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
721	item101020505240	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
722	item101020505241	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
723	item101020505242	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
724	item101020505243	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
725	item101020505245	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
726	item101020505246	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
727	item101020505247	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
728	item101020505248	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
729	item101020505249	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
730	item101020505250	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
731	item101020505251	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
732	item101020505252	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
733	item101020505253	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
734	item101020505301	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
735	item101020505302	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
736	item101020505303	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
737	item101020505304	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
738	item101020505305	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
739	item101020505306	5	2	300	3600	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
740	item101020505307	5	2	300	3600	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
741	item101020505308	5	2	300	3600	2	36000	1000	72000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
742	item101020505309	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
743	item101020505310	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
744	item101020505311	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
745	item101020505312	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
746	item101020505313	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
747	item101020505314	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
748	item101020505315	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
749	item101020505316	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
750	item101020505317	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
751	item101020505318	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
752	item101020505319	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
753	item101020505333	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
754	item101020505334	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
755	item101020506001	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
756	item101020506002	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
757	item101020506003	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
758	item101020506004	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
759	item101020506005	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
760	item101020506006	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
761	item101020506009	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
762	item101020506011	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
763	item101020506012	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
764	item101020506013	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
765	item101020506014	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
766	item101020506015	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
767	item101020506016	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
768	item101020506017	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
769	item101020506018	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
770	item101020506019	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
771	item101020506020	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
772	item101020506021	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
773	item101020506022	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
774	item101020506023	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
775	item101020506024	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
776	item101020506025	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
777	item101020506026	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
778	item101020506027	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
779	item101020506028	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
780	item101020506029	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
781	item101020506030	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
782	item101020506031	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
783	item101020506032	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
784	item101020506033	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
785	item101020506034	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
786	item101020506035	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
787	item101020506036	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
788	item101020506037	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
789	item101020506038	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
790	item101020506039	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
791	item101020506040	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
792	item101020506041	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
793	item101020506042	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
794	item101020506043	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
795	item101020506044	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
796	item101020506045	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
797	item101020506046	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
798	item101020506047	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
799	item101020506048	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
800	item101020506049	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
801	item101020506050	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
802	item101020506051	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
803	item101020506052	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
804	item101020506053	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
805	item101020506054	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
806	item101020506055	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
807	item101020506056	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
808	item101020506057	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
809	item101020506058	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
810	item101020506059	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
811	item101020506061	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
812	item101020506062	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
813	item101020506063	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
814	item101020506064	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
815	item101020506065	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
816	item101020506066	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
817	item101020506067	5	2	300	3600	2	2500	1000	5000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
818	item101020506068	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
819	item101020506069	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
820	item101020506070	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
821	item101020506071	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
822	item101020506072	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
823	item101020506073	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
824	item101020506074	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
825	item101020506075	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
826	item101020506076	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
827	item101020506077	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
828	item101020506078	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
829	item101020506079	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
830	item101020506080	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
831	item101020506081	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
832	item101020506082	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
833	item101020506083	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
834	item101020506084	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
835	item101020506085	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
836	item101020506086	5	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
837	item101020506087	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
838	item101020506088	5	2	300	3600	2	4000	1000	8000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
839	item101040101101	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
840	item101040101102	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
841	item101040101103	5	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
842	item101040101104	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
843	item101040101105	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
844	item101040101106	5	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
845	item101040101107	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
846	item101040101108	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
847	item101040101109	5	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
848	item101040101110	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
849	item101040101111	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
850	item101040101112	5	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
851	item101040101113	5	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
852	item101040101114	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
853	item101040101115	5	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
854	item103010132001	2	2	300	3600	2	20000	1000	40000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
855	item103010132011	2	2	300	3600	2	20000	1000	40000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
856	item103010132021	2	2	300	3600	2	20000	1000	40000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
857	item103010132031	2	2	300	3600	2	20000	1000	40000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
858	item103010132101	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
859	item103010132111	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
860	item103010132201	2	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
861	item103010132211	2	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
862	item103010132221	2	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
863	item103010132231	2	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
864	item103010132301	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
865	item103010132311	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
866	item103010132321	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
867	item103010132331	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
868	item103010133001	2	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
869	item103010133101	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
870	item103010133111	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
871	item103010133201	2	2	300	7200	2	2000000	1000	4000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
872	item103010133301	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
873	item103010134001	2	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
874	item103010134101	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
875	item103010134111	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
876	item103010134201	2	2	300	7200	2	2000000	1000	4000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
877	item103010134301	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
878	item103010135001	2	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
879	item103010135101	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
880	item103010135111	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
881	item103010135201	2	2	300	7200	2	2000000	1000	4000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
882	item103010135301	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
883	item103010136001	2	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
884	item103010136101	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
885	item103010136111	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
886	item103010136201	2	2	300	7200	2	2000000	1000	4000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
887	item103010136301	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
888	item103010137001	2	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
889	item103010137101	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
890	item103010137111	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
891	item103010137201	2	2	300	7200	2	2000000	1000	4000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
892	item103010137301	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
893	item103010138001	2	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
894	item103010138101	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
895	item103010138111	2	2	300	7200	2	500000	1000	1000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
896	item103010138201	2	2	300	7200	2	2000000	1000	4000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
897	item103010138301	2	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
898	item103015110401	2	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
899	item103015110402	2	2	300	3600	2	24000	1000	48000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
900	item103015110403	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
901	item103015110404	2	2	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
902	item103015110405	2	2	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
903	item103015110406	2	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
904	item103015110407	2	2	300	3600	2	24000	1000	48000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
905	item103015110412	2	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
906	item103015110408	2	2	300	3600	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
907	item103015110409	2	2	300	3600	2	24000	1000	48000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
908	item103015110302	2	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
909	item103015110303	2	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
910	item103015110305	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
911	item103015110417	2	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
912	item9307050430999	4	2	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
913	item9308050430999	4	2	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
914	item9309050430999	4	2	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
915	item9310050430999	4	2	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
916	item9307060430999	4	2	300	3600	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
917	item9308060430999	4	2	300	3600	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
918	item9309060430999	4	2	300	3600	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
919	item9310060430999	4	2	300	3600	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
920	item171000101032	2	2	300	7200	2	300000	1000	600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
921	item102020060003	2	2	300	7200	2	1500000	1000	3000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
922	item8102020060003	2	2	300	7200	2	1500000	1000	3000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
923	item211000000003	2	2	300	7200	2	1000000	1000	2000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
924	item104000000001	2	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
925	item104000000002	2	2	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
926	item104000000003	2	2	300	3600	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
927	item104000000004	2	2	300	3600	2	20000	1000	40000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
928	item104000000005	2	2	300	3600	2	20000	1000	40000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
929	item104000000006	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
930	item104000000007	2	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
931	item104000000008	2	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
932	item104000000009	2	2	300	3600	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
933	item104000000010	2	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
934	item104000000011	2	2	300	3600	2	6000	1000	12000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
935	item104000000012	2	2	300	3600	2	24000	1000	48000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
936	item104000000013	2	2	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
937	item200000800004	2	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
938	item8230000000117	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
939	item8230000000118	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
940	item8230000000119	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
941	item8230000000120	2	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
942	item8230000000105	2	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
943	item8230000000106	2	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
944	item8230000000109	2	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
945	item8230000000107	2	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
946	item8230000000108	2	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
947	item8230000000110	2	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
948	item8230000000205	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
949	item8230000000206	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
950	item8230000000209	2	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
