配方ID	显示用装备ID	职业	部位	等级	绿色最小装等	绿色最大装等	蓝色最小装等	蓝色最大装等	紫色最小装等	紫色最大装等	金色最小装等	金色最大装等	货币类型	货币数量	基础经验	基础熟练	蓝色魔法属性等级掉落库	紫色魔法属性等级掉落库	金色魔法属性等级掉落库	1条魔法属性概率	2条魔法属性概率	3条魔法属性概率	4条魔法属性概率	5条魔法属性概率	消耗的道具数量	展示用魔法属性	使用的炼魔金属	需求材料1	材料1数量	需求材料2	材料2数量	需求材料3	材料3数量	需求材料4	材料4数量	需求材料5	材料5数量	熟练度等级1要求	熟练度影响1类型	熟练度影响1结果	熟练度等级2要求	熟练度影响2类型	熟练度影响2结果	熟练度等级3要求	熟练度影响3类型	熟练度影响3结果	熟练度等级4要求	熟练度影响4类型	熟练度影响4结果	熟练度等级5要求	熟练度影响5类型	熟练度影响5结果	熟练度等级6要求	熟练度影响6类型	熟练度影响6结果
304080200005	equip304080211005	5	4	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	304090200005	30	2	2000	0	0		0	0	
305080200005	equip305080211005	5	5	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	305090200005	30	2	2000	0	0		0	0	
306080200005	equip306080211005	5	6	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	306090200005	30	2	2000	0	0		0	0	
301080200006	equip301080211006	6	1	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	301090200006	30	2	2000	0	0		0	0	
302080200006	equip302080211006	6	2	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	302090200006	30	2	2000	0	0		0	0	
303080200006	equip303080211006	6	3	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	303090200006	30	2	2000	0	0		0	0	
304080200006	equip304080211006	6	4	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	304090200006	30	2	2000	0	0		0	0	
305080200006	equip305080211006	6	5	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	305090200006	30	2	2000	0	0		0	0	
306080200006	equip306080211006	6	6	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	306090200006	30	2	2000	0	0		0	0	
307080200999	equip307080211999	0	7	80	309	309	619	619	696	774	761	846	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100055;100056;100072;100022;100024;100026;100001;100016;100018;100020	100055,100056,100072,100076,100082,100022,100024,100026,100001,100016,100018,100020	item103010111106	3	item108100102206	8		0		0		0	5	11	1	10	12	2	15	1	307090200999	30	2	2000	0	0		0	0	
308080200999	equip308080211999	0	8	80	309	309	619	619	696	774	761	846	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100057;100058;100004;100024;100027;100001;100016;100018;100020	100057,100058,100004,100024,100027,100001,100016,100018,100020,100087	item103010111106	3	item108100102206	8		0		0		0	5	11	1	10	12	2	15	1	308090200999	30	2	2000	0	0		0	0	
309080200999	equip309080211999	0	9	80	309	309	619	619	696	774	761	846	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100059;100060;100071;100005;100022;100025;100001;100016;100018;100020	100059,100060,100071,100077,100084,100005,100022,100025,100001,100016,100018,100020,100092	item103010111106	3	item108100102206	8		0		0		0	5	11	1	10	12	2	15	1	309090200999	30	2	2000	0	0		0	0	
310080200999	equip310080211999	0	10	80	309	309	619	619	696	774	761	846	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100061;100062;100063;100064;100005;100026;100001;100016;100018;100020	100061,100062,100063,100064,100005,100026,100001,100016,100018,100020,100089	item103010111106	3	item108100102206	8		0		0		0	5	11	1	10	12	2	15	1	310090200999	30	2	2000	0	0		0	0	
301090200001	equip301090211001	1	1	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100051;100052;100053;100054;100069;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100005,100022,100026,100001,100016,100018,100020	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	301100200001	30	2	2000	0	0		0	0	
302090200001	equip302090211001	1	2	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	302100200001	30	2	2000	0	0		0	0	
303090200001	equip303090211001	1	3	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	303100200001	30	2	2000	0	0		0	0	
304090200001	equip304090211001	1	4	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	304100200001	30	2	2000	0	0		0	0	
305090200001	equip305090211001	1	5	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	305100200001	30	2	2000	0	0		0	0	
306090200001	equip306090211001	1	6	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	306100200001	30	2	2000	0	0		0	0	
301090200002	equip301090211002	2	1	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100051;100052;100053;100054;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100070,100005,100022,100026,100001,100016,100018,100020	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	301100200002	30	2	2000	0	0		0	0	
302090200002	equip302090211002	2	2	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	302100200002	30	2	2000	0	0		0	0	
303090200002	equip303090211002	2	3	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	303100200002	30	2	2000	0	0		0	0	
304090200002	equip304090211002	2	4	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	304100200002	30	2	2000	0	0		0	0	
305090200002	equip305090211002	2	5	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	305100200002	30	2	2000	0	0		0	0	
306090200002	equip306090211002	2	6	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	306100200002	30	2	2000	0	0		0	0	
301090200003	equip301090211003	3	1	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100051;100052;100053;100054;100068;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100068,100005,100022,100026,100001,100016,100018,100020	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	301100200003	30	2	2000	0	0		0	0	
302090200003	equip302090211003	3	2	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	302100200003	30	2	2000	0	0		0	0	
303090200003	equip303090211003	3	3	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	303100200003	30	2	2000	0	0		0	0	
304090200003	equip304090211003	3	4	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	304100200003	30	2	2000	0	0		0	0	
305090200003	equip305090211003	3	5	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	305100200003	30	2	2000	0	0		0	0	
306090200003	equip306090211003	3	6	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	306100200003	30	2	2000	0	0		0	0	
301090200004	equip301090211004	4	1	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100051;100052;100053;100054;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100070,100005,100022,100026,100001,100016,100018,100020	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	301100200004	30	2	2000	0	0		0	0	
302090200004	equip302090211004	4	2	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	302100200004	30	2	2000	0	0		0	0	
303090200004	equip303090211004	4	3	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	303100200004	30	2	2000	0	0		0	0	
304090200004	equip304090211004	4	4	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	304100200004	30	2	2000	0	0		0	0	
305090200004	equip305090211004	4	5	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	305100200004	30	2	2000	0	0		0	0	
306090200004	equip306090211004	4	6	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	306100200004	30	2	2000	0	0		0	0	
301090200005	equip301090211005	5	1	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	301100200005	30	2	2000	0	0		0	0	
302090200005	equip302090211005	5	2	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	302100200005	30	2	2000	0	0		0	0	
303090200005	equip303090211005	5	3	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	303100200005	30	2	2000	0	0		0	0	
304090200005	equip304090211005	5	4	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	304100200005	30	2	2000	0	0		0	0	
305090200005	equip305090211005	5	5	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	305100200005	30	2	2000	0	0		0	0	
306090200005	equip306090211005	5	6	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	306100200005	30	2	2000	0	0		0	0	
301090200006	equip301090211006	6	1	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	301100200006	30	2	2000	0	0		0	0	
302090200006	equip302090211006	6	2	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	302100200006	30	2	2000	0	0		0	0	
303090200006	equip303090211006	6	3	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111107	3	item108100102107	8		0		0		0	5	11	1	10	12	2	15	1	303100200006	30	2	2000	0	0		0	0	
304090200006	equip304090211006	6	4	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	304100200006	30	2	2000	0	0		0	0	
305090200006	equip305090211006	6	5	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	305100200006	30	2	2000	0	0		0	0	
306090200006	equip306090211006	6	6	90	324	324	648	648	729	810	842	936	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111107	3	item108100101207	8		0		0		0	5	11	1	10	12	2	15	1	306100200006	30	2	2000	0	0		0	0	
307090200999	equip307090211999	0	7	90	378	378	756	756	850	945	945	850	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100055;100056;100072;100022;100024;100026;100001;100016;100018;100020	100055,100056,100072,100076,100082,100022,100024,100026,100001,100016,100018,100020	item103010111107	3	item108100102207	8		0		0		0	5	11	1	10	12	2	15	1	307100200999	30	2	2000	0	0		0	0	
308090200999	equip308090211999	0	8	90	378	378	756	756	850	945	945	850	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100057;100058;100004;100024;100027;100001;100016;100018;100020	100057,100058,100004,100024,100027,100001,100016,100018,100020,100087	item103010111107	3	item108100102207	8		0		0		0	5	11	1	10	12	2	15	1	308100200999	30	2	2000	0	0		0	0	
309090200999	equip309090211999	0	9	90	378	378	756	756	850	945	945	850	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100059;100060;100071;100005;100022;100025;100001;100016;100018;100020	100059,100060,100071,100077,100084,100005,100022,100025,100001,100016,100018,100020,100092	item103010111107	3	item108100102207	8		0		0		0	5	11	1	10	12	2	15	1	309100200999	30	2	2000	0	0		0	0	
310090200999	equip310090211999	0	10	90	378	378	756	756	850	945	945	850	1	150000	15	1	902001	903001	904001	10000	4000	1000	682	46	item103010131003,5	100061;100062;100063;100064;100005;100026;100001;100016;100018;100020	100061,100062,100063,100064,100005,100026,100001,100016,100018,100020,100089	item103010111107	3	item108100102207	8		0		0		0	5	11	1	10	12	2	15	1	310100200999	30	2	2000	0	0		0	0	
301100200001	equip301100211001	1	1	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	301110200001	30	2	2000	0	0		0	0	
302100200001	equip302100211001	1	2	100	324	324	648	648	729	810	842	936	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	302110200001	30	2	2000	0	0		0	0	
303100200001	equip303100211001	1	3	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	303110200001	30	2	2000	0	0		0	0	
304100200001	equip304100211001	1	4	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	304110200001	30	2	2000	0	0		0	0	
305100200001	equip305100211001	1	5	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	305110200001	30	2	2000	0	0		0	0	
306100200001	equip306100211001	1	6	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	306110200001	30	2	2000	0	0		0	0	
301100200002	equip301100211002	2	1	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	301110200002	30	2	2000	0	0		0	0	
302100200002	equip302100211002	2	2	100	324	324	648	648	729	810	842	936	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	302110200002	30	2	2000	0	0		0	0	
303100200002	equip303100211002	2	3	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111108	3	item108100102108	8		0		0		0	5	11	1	10	12	2	15	1	303110200002	30	2	2000	0	0		0	0	
304100200002	equip304100211002	2	4	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	304110200002	30	2	2000	0	0		0	0	
305100200002	equip305100211002	2	5	100	414	414	828	828	931	1035	931	1035	1	200000	15	1	1002001	1003001	1004001	10000	4000	1000	764	52	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111108	3	item108100101208	8		0		0		0	5	11	1	10	12	2	15	1	305110200002	30	2	2000	0	0		0	0	
