宝图id	道具类型	掉落预览	奖励展示类型	奖励展示模型id	模型展示缩放	模型展示位置偏移	模型初始展示角度	展示语言包
item93000000526	1	item130000101291;item130000102291;item130000103291;item130000104291;item130000105291;item130000106291;item130000107291;item130000108291	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000527	1	item130000101191;item130000102191;item130000103191;item130000104191;item130000105191;item130000106191;item130000107191;item130000108191	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000528	1	item130000101391;item130000102391;item130000103391;item130000104391;item130000105391;item130000106391;item130000107391;item130000108391	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000537	1	item817902050107001;item817902050208001;item817902050307001;item817902050407001;item817902050508001;item817902050607001;item817902050108001;item817902050207001;item817902050308001;item817902050408001;item817902050507001;item817902050608001	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000538	1	item130000040515;item130000940512;item130000040345	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000539	1	item101020507348;item130000040339	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000310	1	item127000053108;item127000053206	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000311	1	item8101020505312;item8101020505313;item8101020505314;item8101020505315;item8101020505316;item8101020505317;item8101020505353	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000312	1	item162000120707;item162000220507	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000329	1	item127000053205;item127000053106;item127000053304	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000341	1	item127000053308;item127000053210;item127000053208;item107100053308;item107100053210;item107100053208	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000342	1	item127000053308;item127000053210;item127000053208	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000343	1	item101020507352;item130000040331	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000352	1	item101020507337;item130000040319	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000364	1	item230000000101;item230000000102;item230000000103;item230000000104	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000365	1	item173000005007	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000366	1	item173000004016	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000367	1	item127000053213;item127000053106;item127000053304;item107100053213;item107100053106;item107100053304	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000368	1	item127000053213;item127000053106;item127000053304	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000001240	1	item144300007082;item144300007085;item144300007086;item144300007087;item144300007088;item144300007089;item144300007090;item144300007091	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000370	1	item101020507347;item130000040331	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000387	1	item101020514509;item101020514510;item101020514511	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000391	1	item130000040338;item130000040340;item130000040341	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000392	1	item130000040515;item130000940508	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000406	1	item130000001287;item130000002287;item130000003287;item130000004287;item130000005287;item130000006287;item130000007287;item130000008287	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000407	1	item130000001187;item130000002187;item130000003187;item130000004187;item130000005187;item130000006187;item130000007187;item130000008187	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000408	1	item130000001387;item130000002387;item130000003387;item130000004387;item130000005387;item130000006387;item130000007387;item130000008387	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000420	1	item107000043101;item107000043302;item107000043102;item107000043103;item107000043201;item107000043301;item107000043202	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000422	1	item127000053106;item127000053205;item127000053309;item107100053106;item107100053205;item107100053309	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000423	1	item127000053106;item127000053205;item127000053309	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000424	1	item101020507354;item130000040331	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000425	1	item130000040338;item130000040340;item130000040341	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000434	1	item130000001288;item130000002288;item130000003288;item130000004288;item130000005288;item130000006288;item130000007288;item130000008288	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000435	1	item130000001188;item130000002188;item130000003188;item130000004188;item130000005188;item130000006188;item130000007188;item130000008188	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000436	1	item130000001388;item130000002388;item130000003388;item130000004388;item130000005388;item130000006388;item130000007388;item130000008388	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000442	1	item130000940504;item130000940502;item130000940506;item130000040514	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000394	1	item127000053206;item127000053210;item127000053108;item107100053206;item107100053210;item107100053108	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000395	1	item127000053206;item127000053210;item127000053108	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000404	1	item101020507348;item130000040328	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000061	1	item8101020505306;item8101020505307;item8101020505308	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000551	1	item130000001289;item130000002289;item130000003289;item130000004289;item130000005289;item130000006289;item130000007289;item130000008289	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000557	1	item101020507334;item130000040350	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000558	1	item171001040701	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000486	1	item130000001290;item130000002290;item130000003290;item130000004290;item130000005290;item130000006290;item130000007290;item130000008290	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000487	1	item130000001190;item130000002190;item130000003190;item130000004190;item130000005190;item130000006190;item130000007190;item130000008190	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000488	1	item130000001390;item130000002390;item130000003390;item130000004390;item130000005390;item130000006390;item130000007390;item130000008390	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000552	1	item130000001389;item130000002389;item130000003389;item130000004389;item130000005389;item130000006389;item130000007389;item130000008389	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000550	1	item130000001189;item130000002189;item130000003189;item130000004189;item130000005189;item130000006189;item130000007189;item130000008189	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000544	1	item8101020514016;item101020505358;item91000000058;item91000000022;item91000000042;item8119100000002;item1014	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000545	1	item8101020514011;item101020505353;item91000000058;item91000000022;item91000000042;item8119100000002;item1014	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000571	1	item107100053210;item107100053108;item107100053309	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000574	1	item101020507365;item101020507366	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000575	1	item127000053210;item127000053108;item127000053309	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000576	1	item171001040801	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000581	1	item171000103521;item171000103522;item171000103523	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000582	1	item8101020505312;item8101020505313;item8101020505314;item8101020505315;item8101020505316;item8101020505317;item8101020505348;item8101020505343;item8101020505310;item8101020505353	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000588	1	item171000103521;item171000103522;item171000103523	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000587	1	item162000330107;item162000330207;item162000330307	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000591	1	item105000000020;item105000000045;item105000000046;item105000000047;item105000000044;item105000000048;item105100000001;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000023;item105100000030;item105100000029;item105100000028;item105100000016;item105100000031;item105100000040	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000602	1	item130000040338;item130000040340;item130000040341	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000606	1	item8230000000101;item8230000000102;item8230000000103;item8230000000104	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000615	1	item140000003039;item140000003040	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000620	1	item82130200100083;item82130900100085;item82130900100084;item82130200100042;item82130900100077	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000621	1	item8230000000111;item8230000000112;item8230000000113;item8230000000114;item8230000000115	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000614	1	item105000000020;item105000000045;item105000000046;item105000000047;item105000000044;item105000000048;item105100000001;item105100000002;item105100000003;item105100000004;item105100000005;item105100000006;item105100000009;item105100000023;item105100000030;item105100000029;item105100000028;item105100000016;item105100000031;item105100000040;item105100000041	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000723	1	item8101020514016;item8101020505358;item8101020505358;item8101020505358;item91000000058;item91000000022;item91000000043;item91000000042;item8119100000002;item1014;item1014;item1014	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000724	1	item82130900100084;item82130700100082;item162000320707	0		0.000000		0	UI_TreasureMap_TipsTittle
item18000000000016	1	item19100000400001;item19100000400002;item19100000400003	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000749	1	item101020507328;item99000000004;item99000000005;item99000000006	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000725	1	item173000005015	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001602	1	item82130900100084;item107000063310;item162000320707	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001603	1	item173000005016	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000752	1	item105000000054;item105000000055;item105000000056;item105000000057;item105000000058;item105000000060;item105000000061;item105000000062;item105000000063	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000726	1	item171001040701;item171001040801;item8102020060003;item91000001016;item82130400100090;item82130400100081	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000737	1	item8103010139501;item891000000694	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000095	1	item105900000001;item105900000002;item105900000003	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001604	1	item130000040515;item130000040358;item130000940508;item130000940512	0		0.000000		0	UI_TreasureMap_TipsTittle
item18000000000017	1	item19100000500001;item19100000500002;item19100000500003	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001616	1	item107100053103;item107100053101;item107100053106;item107100053108	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001617	1	item8101020514013;item8101020514012;item8101020514022	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001618	1	item8101020505355;item8101020505354;item8101020505364	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000096	1	item105900000006;item105900000007	0		0.000000		0	UI_TreasureMap_TipsTittle
item200000800016	1	item200000515013;item200000515014	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000097	1	item130000101297;item130000102297;item130000103297;item130000104297;item130000105297;item130000106297;item130000107297;item130000108297	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000098	1	item130000101397;item130000102397;item130000103397;item130000104397;item130000105397;item130000106397;item130000107397;item130000108397	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000099	1	item130000101197;item130000102197;item130000103197;item130000104197;item130000105197;item130000106197;item130000107197;item130000108197	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000100	1	item130000301307;item130000302307;item130000303307;item130000304307;item130000305307;item130000306307;item130000307307;item130000308307	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000771	1	envoyequip2001;envoyequip2002;envoyequip2003;envoyequip2004;envoyequip2005;envoyequip2006;envoyequip2007;envoyequip2008;envoyequip2009;envoyequip2010	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000772	1	envoyequip3001;envoyequip3002;envoyequip3003;envoyequip3004;envoyequip3005;envoyequip3006;envoyequip3007;envoyequip3008;envoyequip3009;envoyequip3010	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000773	1	envoyequip4001;envoyequip4002;envoyequip4003;envoyequip4004;envoyequip4005;envoyequip4006	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000774	1	envoyequip5001;envoyequip5002;envoyequip5003;envoyequip5004;envoyequip5005;envoyequip5006	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000776	1	item130000101296;item130000101396;item130000101196;item130000102296;item130000102396;item130000102196;item130000103296;item130000103396;item130000103196;item130000104296;item130000104396;item130000104196;item130000105296;item130000105396;item130000105196;item130000106296;item130000106396;item130000106196;item130000107296;item130000107396;item130000107196;item130000108296;item130000108396;item130000108196	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000777	1	item130000001292;item130000001392;item130000001192;item130000002292;item130000002392;item130000002192;item130000003292;item130000003392;item130000003192;item130000004292;item130000004392;item130000004192;item130000005292;item130000005392;item130000005192;item130000006292;item130000006392;item130000006192;item130000007292;item130000007392;item130000007192;item130000008292;item130000008392;item130000008192	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000778	1	item130000040347;item99000000001;item99000000002;item99000000003	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000743	1	item82130200100083;item82130000100051;item107100063102	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000744	1	item8101020514008;item8101020514009;item8101020514010	0		0.000000		0	UI_TreasureMap_TipsTittle
item105900000055	1	item105900000008;item105900000009;item105900000010	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000749	1	item171000103525	0		0.000000		0	UI_TreasureMap_TipsTittle
item18000000000005	1	envoyequip3008;envoyequip3002;envoyequip3010;envoyequip3009;envoyequip3006;envoyequip3007;envoyequip3003;envoyequip3001;envoyequip3004;envoyequip3005;envoyequip2008;envoyequip2002;envoyequip2009;envoyequip2010;envoyequip2006;envoyequip2007;envoyequip2004;envoyequip2001;envoyequip2003;envoyequip2005	0		0.000000		0	UI_TreasureMap_TipsTittle
item18000000000006	1	envoyequip5001;envoyequip5002;envoyequip5003;envoyequip5004;envoyequip5005;envoyequip5006;envoyequip4001;envoyequip4002;envoyequip4003;envoyequip4004;envoyequip4005;envoyequip4006	0		0.000000		0	UI_TreasureMap_TipsTittle
item18000000000007	1	envoyequip5001;envoyequip5002;envoyequip5003;envoyequip5004;envoyequip5005;envoyequip5006	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001623	1	item171000103524;item171000103525	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000785	1	item8119100000002;item105000000029;item8103010131003;item8200000800002;item1014;item100000000003;item8101020514006;item91000000022;item91000000042;item91000000043;item8101020503033;item8119100000002;	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000786	1	item140000003024;item140000003025;item140000003042	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000787	1	item140000011041;item140000011003;item140000011014	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000101	1	item130000301312;item130000302312;item130000303312;item130000304312;item130000305312;item130000306312;item130000307312;item130000308312	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000755	1	item8101020514007;item8101020505349;item8101020505349;item8101020505349;item91000000058;item91000000022;item91000000043;item91000000042;item8119100000002;item1014;item1014;item1014	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000790	1	item173000005016	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000756	1	item173000005015	0		0.000000		0	
item91000001633	1	item82130700100082;item107000063102;item162000330207	0		0.000000		0	
item94000000799	1	item94000000800;item250000000000	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000800	1	item260000000013;item260000000014;item260000000015;item260000000016;item260000000017;item260000000018;item260000000019;item260000000020;item260000000021;item260000000022;item260000000023;item260000000024	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000668	1	item107100053205;item107100053206;item107100053207;item107100053106;item107100053210;item107100053306;item107100053103;item107100053308;item107100053108;item107100053213;item107100053309;item107100053208;item107100053304;item107100053104	0		0.000000		0	UI_TreasureMap_TipsTittle
item93000000669	1	item127000053205;item127000053206;item127000053207;item127000053106;item127000053210;item127000053306;item127000053103;item127000053308;item127000053108;item127000053213;item127000053309;item127000053208;item127000053304;item127000053104	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000102	1	item130000101298;item130000102298;item130000103298;item130000104298;item130000105298;item130000106298;item130000107298;item130000108298	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000103	1	item130000101398;item130000102398;item130000103398;item130000104398;item130000105398;item130000106398;item130000107398;item130000108398	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000104	1	item130000101198;item130000102198;item130000103198;item130000104198;item130000105198;item130000106198;item130000107198;item130000108198	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000805	1	item101020507359;item99000000036;item99000000037;item99000000038	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000806	1	item130000940512;item130000040515;item130000040358	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001645	1	item130001101298;item130001102298;item130001103298;item130001104298;item130001105298;item130001106298;item130001107298;item130001108298	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001646	1	item130001101398;item130001102398;item130001103398;item130001104398;item130001105398;item130001106398;item130001107398;item130001108398	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001647	1	item130001101198;item130001102198;item130001103198;item130001104198;item130001105198;item130001106198;item130001107198;item130001108198	0		0.000000		0	UI_TreasureMap_TipsTittle
item105900000056	1	item105900000028;item105900000029;item105900000030	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000105	1	item130000001257;item130000002257;item130000003257;item130000004257;item130000005257;item130000006257;item130000007257;item130000008257	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000106	1	item130000001357;item130000002357;item130000003357;item130000004357;item130000005357;item130000006357;item130000007357;item130000008357	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000107	1	item130000001156;item130000002156;item130000003156;item130000004156;item130000005156;item130000006156;item130000007156;item130000008156	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000814	1	item82130400100090;item82130600100086;item82130900100085;item82130200100083;item82130500100080;item82130800100058;item82130700100076;item82130900100077;item82130600100040;item82130000100052;item82131000100064;item82130900100084	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000815	1	item82120400100075;item82120200100074;item82120500100073;item82120900100071;item82120400100078;item82120700100072;item82120700100055;item82120600100066;item82120600100065;item82120400100044;item82120300100041;item82120000100054	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000816	1	item100500000125;item100500000117;item100500000126;item100500000128	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000817	1	item100500000108;item100500000109;item100500000110;item100500000116;item100500000111;item100500000115;item100500000119;item100500000118	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000818	1	item102020061021;item102020061019;item102020061027;item102020061020;item102020061011;item102020061012;item102020061013;item102020061010;item102020061017;item102020061022;item102020061024;item102020061026;item102020061028	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000819	1	item130000940502;item130000940501;item130000940504;item130000940503;item130000940506;item130000940509;item130000040514;item130000040517;item130000040518;item130000940511	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000820	1	item130000040332;item130000040314;item130000040325;item130000040320;item130000040328;item130000040311;item130000040317;item130000040333;item130000040336;item130000040337;item130000040355;item130000040359	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000821	1	item130000040313;item130000040318;item130000040315;item130000040312	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000822	1	item101020507353;item101020507365;item101020507363;item101020507366	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000823	1	item101020507322;item101020507335;item101020507338;item101020507346;item101020507323;item101020507324;item101020507328;item101020507334;item101020507311;item101020507351;item101020507325;item101020507332;item101020507319;item101020507344;item101020507329;item101020507336;item101020507339;item101020507337;item101020507340;item101020507358;item101020507327;item101020507320	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000824	1	item8101020503056;item8101020503033;item91000000058;item182000000414	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000825	1	item8101020514016;item8101020514017;item8101020514023;item8101020503086;item8101020503048;item8101020503097;item8101020514012;item8101020514011;item8101020514006;item8101020514012;item8101020514013;item8101020503049	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000826	1	item8101020505358;item8101020505359;item8101020505365;item8101020505341;item8101020505310;item8101020505343;item8101020505354;item8101020505353;item8101020505348;item8101020505354;item8101020505355;item8101020505311	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000827	1	item8101020503044;item8101020503045;item8101020503046;item8101020503093	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000828	1	item8101020505306;item8101020505307;item8101020505308;item8101020505342	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000833	1	item130000001289;item130000001389;item130000001189;item130000002289;item130000002389;item130000002189;item130000003289;item130000003389;item130000003189;item130000004289;item130000004389;item130000004189;item130000005289;item130000005389;item130000005189;item130000006289;item130000006389;item130000006189;item130000007289;item130000007389;item130000007189;item130000008289;item130000008389;item130000008189	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000603	1	item171000101032;item171000101032;item171000101032;item171000101043;item171000101081;item171000101031;item171000101031;item171000101061;item171000101071;item171000101011;item171000101012;item1014;item1014;item8170000120010	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000767	1	item8103015110403;item8103015110407;item8102020061003;item119100000003	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000108	1	item130000101299;item130000102299;item130000103299;item130000104299;item130000105299;item130000106299;item130000107299;item130000108299	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000109	1	item130000101399;item130000102399;item130000103399;item130000104399;item130000105399;item130000106399;item130000107399;item130000108399	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000110	1	item130000101199;item130000102199;item130000103199;item130000104199;item130000105199;item130000106199;item130000107199;item130000108199	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000835	1	item99000000108;item99000000109;item99000000110	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000839	1	item130000001283;item130000001383;item130000001183;item130000002283;item130000002383;item130000002183;item130000003283;item130000003383;item130000003183;item130000004283;item130000004383;item130000004183;item130000005283;item130000005383;item130000005183;item130000006283;item130000006383;item130000006183;item130000007283;item130000007383;item130000007183;item130000008283;item130000008383;item130000008183	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000768	1	item8103010139701;item91000000295;item891000000694	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000769	1	item171001040701;item171001040801;item99000000095;item82130900100084;item8102020060003;item162000320707	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000111	1	item1300001012101;item1300001022101;item1300001032101;item1300001042101;item1300001052101;item1300001062101;item1300001072101;item1300001082101	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000112	1	item1300001013101;item1300001023101;item1300001033101;item1300001043101;item1300001053101;item1300001063101;item1300001073101;item1300001083101	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000113	1	item1300001011101;item1300001021101;item1300001031101;item1300001041101;item1300001051101;item1300001061101;item1300001071101;item1300001081101	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000841	1	item140000004027	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000779	1	item95000000777;item95000000778;item1001	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000775	1	item82130500100080;item102020061004;item130000040344	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000853	1	item101020507372;item99000000067;item99000000068;item99000000069	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000854	1	item101020507364;item99000000097;item99000000098;item99000000099	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000855	1	item171000113524	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001660	1	item211000000002;item18000000000016	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000785	1	item8101020514023;item8101020505365;item8101020505365;item8101020505365;item91000000058;item91000000022;item91000000043;item91000000042;item8119100000002;item1014;item1014;item1014	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000786	1	item8101020505253;item8101020505301;item8101020505302;item8101020505303;item8101020505304;item8101020505305	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000787	1	item8103015110403;item8103015110407;item101200040004;item101200040003	0		0.000000		0	UI_TreasureMap_TipsTittle
item94000000867	1	item171000113525	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000116	1	item133000101257;item133000105257;item133000106257;item133000107257;item133000108257;item133000102257;item133000103257;item133000103257	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000117	1	item130000301313;item130000302313;item130000303313;item130000304313;item130000305313;item130000306313;item130000307313;item130000308313	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001685	1	item171001080701;item171001080801;item8102020060003;item101020505346;item8101020514026;item82131000100089	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001692	1	item173000005018	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001693	1	item173000005019	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000118	1	item130000701206;item130000702206;item130000703206;item130000704206;item130000705206;item130000706206;item130000707206;item130000708206	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000119	1	item130000701306;item130000702306;item130000703306;item130000704306;item130000705306;item130000706306;item130000707306;item130000708306	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000120	1	item130000301314;item130000302314;item130000303314;item130000304314;item130000305314;item130000306314;item130000307314;item130000308314	0		0.000000		0	UI_TreasureMap_TipsTittle
item19300000000012	1	item21000000000003;item21000000000006;item21000000000009;item21000000000011;item21000000000013;item21000000000016;item21000000000018;item21000000000019;item21000000000020;item21000000000021;item21000000000028;item21000000000029;item21000000000030;item21000000000033;item21000000000002;item21000000000005;item21000000000008;item21000000000010;item21000000000012;item21000000000015;item21000000000017;item21000000000032;item21000000000001;item21000000000004;item21000000000007;item21000000000014;item21000000000022;item21000000000023;item21000000000024;item21000000000025;item21000000000026;item21000000000027;item21000000000031	0		0.000000		0	UI_TreasureMap_TipsTittle
item19300000000013	1	item2240000000001;item2240000000002;item2240000000003;item2240000000004;item2240000000005;item2230000000001;item2230000000002;item2230000000003;item2230000000004;item2230000000005;item2220000000001;item2220000000002;item2220000000003;item2220000000004;item2220000000005	0		0.000000		0	UI_TreasureMap_TipsTittle
item19300000000014	1	item20000000000008;item20000000000007;item20000000000006;item20000000000005;item20000000000004;item20000000000003;item20000000000002;item20000000000001	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001710	1	item105000000079;item105000000080;item105000000083;item105000000087	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001699	1	item101020514028;item101020514029	0		0.000000		0	UI_TreasureMap_TipsTittle
item91000001700	1	item82130000100051;item18000000000007;item130000940513	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000121	1	item130001701306;item130001702306;item130001703306;item130001704306;item130001705306;item130001706306;item130001707306;item130001708306	0		0.000000		0	
item99000000122	1	item130001701206;item130001702206;item130001703206;item130001704206;item130001705206;item130001706206;item130001707206;item130001708206	0		0.000000		0	
item95000000800	1	item130000040356;item130000040357	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000123	1	item1300001012100;item1300001022100;item1300001032100;item1300001042100;item1300001052100;item1300001062100;item1300001072100;item1300001082100	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000124	1	item1300001013100;item1300001023100;item1300001033100;item1300001043100;item1300001053100;item1300001063100;item1300001073100;item1300001083100	0		0.000000		0	UI_TreasureMap_TipsTittle
item99000000125	1	item1300001011100;item1300001021100;item1300001031100;item1300001041100;item1300001051100;item1300001061100;item1300001071100;item1300001081100	0		0.000000		0	UI_TreasureMap_TipsTittle
item95000000802	1	item82130300100088;item130000040361;item107100063102	0		0.000000		0	UI_TreasureMap_TipsTittle
