流水id	npc编号	佣兵等级	属性ID
4748	soldier_npc_10045	17	1400004216
4749	soldier_npc_10045	18	1400004217
4750	soldier_npc_10045	19	1400004218
4751	soldier_npc_10045	20	1400004219
4752	soldier_npc_10045	21	1400004220
4753	soldier_npc_10045	22	1400004221
4754	soldier_npc_10045	23	1400004222
4755	soldier_npc_10045	24	1400004223
4756	soldier_npc_10045	25	1400004224
4757	soldier_npc_10045	26	1400004225
4758	soldier_npc_10045	27	1400004226
4759	soldier_npc_10045	28	1400004227
4760	soldier_npc_10045	29	1400004228
4761	soldier_npc_10045	30	1400004229
4762	soldier_npc_10045	31	1400004230
4763	soldier_npc_10045	32	1400004231
4764	soldier_npc_10045	33	1400004232
4765	soldier_npc_10045	34	1400004233
4766	soldier_npc_10045	35	1400004234
4767	soldier_npc_10045	36	1400004235
4768	soldier_npc_10045	37	1400004236
4769	soldier_npc_10045	38	1400004237
4770	soldier_npc_10045	39	1400004238
4771	soldier_npc_10045	40	1400004239
4772	soldier_npc_10045	41	1400004240
4773	soldier_npc_10045	42	1400004241
4774	soldier_npc_10045	43	1400004242
4775	soldier_npc_10045	44	1400004243
4776	soldier_npc_10045	45	1400004244
4777	soldier_npc_10045	46	1400004245
4778	soldier_npc_10045	47	1400004246
4779	soldier_npc_10045	48	1400004247
4780	soldier_npc_10045	49	1400004248
4781	soldier_npc_10045	50	1400004249
4782	soldier_npc_10045	51	1400004250
4783	soldier_npc_10045	52	1400004251
4784	soldier_npc_10045	53	1400004252
4785	soldier_npc_10045	54	1400004253
4786	soldier_npc_10045	55	1400004254
4787	soldier_npc_10045	56	1400004255
4788	soldier_npc_10045	57	1400004256
4789	soldier_npc_10045	58	1400004257
4790	soldier_npc_10045	59	1400004258
4791	soldier_npc_10045	60	1400004259
4792	soldier_npc_10045	61	1400004260
4793	soldier_npc_10045	62	1400004261
4794	soldier_npc_10045	63	1400004262
4795	soldier_npc_10045	64	1400004263
4796	soldier_npc_10045	65	1400004264
4797	soldier_npc_10045	66	1400004265
4798	soldier_npc_10045	67	1400004266
4799	soldier_npc_10045	68	1400004267
4800	soldier_npc_10045	69	1400004268
4801	soldier_npc_10045	70	1400004269
4802	soldier_npc_10045	71	1400004270
4803	soldier_npc_10045	72	1400004271
4804	soldier_npc_10045	73	1400004272
4805	soldier_npc_10045	74	1400004273
4806	soldier_npc_10045	75	1400004274
4807	soldier_npc_10045	76	1400004275
4808	soldier_npc_10045	77	1400004276
4809	soldier_npc_10045	78	1400004277
4810	soldier_npc_10045	79	1400004278
4811	soldier_npc_10045	80	1400004279
4812	soldier_npc_10045	81	1400004280
4813	soldier_npc_10045	82	1400004281
4814	soldier_npc_10045	83	1400004282
4815	soldier_npc_10045	84	1400004283
4816	soldier_npc_10045	85	1400004284
4817	soldier_npc_10045	86	1400004285
4818	soldier_npc_10045	87	1400004286
4819	soldier_npc_10045	88	1400004287
4820	soldier_npc_10045	89	1400004288
4821	soldier_npc_10045	90	1400004289
4822	soldier_npc_10045	91	1400004290
4823	soldier_npc_10045	92	1400004291
4824	soldier_npc_10045	93	1400004292
4825	soldier_npc_10045	94	1400004293
4826	soldier_npc_10045	95	1400004294
4827	soldier_npc_10045	96	1400004295
4828	soldier_npc_10045	97	1400004296
4829	soldier_npc_10045	98	1400004297
4830	soldier_npc_10045	99	1400004298
4831	soldier_npc_10045	100	1400004299
4832	soldier_npc_10045	101	14000042100
4833	soldier_npc_10045	102	14000042101
4834	soldier_npc_10045	103	14000042102
4835	soldier_npc_10045	104	14000042103
4836	soldier_npc_10045	105	14000042104
4837	soldier_npc_10045	106	14000042105
4838	soldier_npc_10045	107	14000042106
4839	soldier_npc_10045	108	14000042107
4840	soldier_npc_10045	109	14000042108
4841	soldier_npc_10045	110	14000042109
4842	soldier_npc_10046	1	1400004300
4843	soldier_npc_10046	2	1400004301
4844	soldier_npc_10046	3	1400004302
4845	soldier_npc_10046	4	1400004303
4846	soldier_npc_10046	5	1400004304
4847	soldier_npc_10046	6	1400004305
4848	soldier_npc_10046	7	1400004306
4849	soldier_npc_10046	8	1400004307
4850	soldier_npc_10046	9	1400004308
4851	soldier_npc_10046	10	1400004309
4852	soldier_npc_10046	11	1400004310
4853	soldier_npc_10046	12	1400004311
4854	soldier_npc_10046	13	1400004312
4855	soldier_npc_10046	14	1400004313
4856	soldier_npc_10046	15	1400004314
4857	soldier_npc_10046	16	1400004315
4858	soldier_npc_10046	17	1400004316
4859	soldier_npc_10046	18	1400004317
4860	soldier_npc_10046	19	1400004318
4861	soldier_npc_10046	20	1400004319
4862	soldier_npc_10046	21	1400004320
4863	soldier_npc_10046	22	1400004321
4864	soldier_npc_10046	23	1400004322
4865	soldier_npc_10046	24	1400004323
4866	soldier_npc_10046	25	1400004324
4867	soldier_npc_10046	26	1400004325
4868	soldier_npc_10046	27	1400004326
4869	soldier_npc_10046	28	1400004327
4870	soldier_npc_10046	29	1400004328
4871	soldier_npc_10046	30	1400004329
4872	soldier_npc_10046	31	1400004330
4873	soldier_npc_10046	32	1400004331
4874	soldier_npc_10046	33	1400004332
4875	soldier_npc_10046	34	1400004333
4876	soldier_npc_10046	35	1400004334
4877	soldier_npc_10046	36	1400004335
4878	soldier_npc_10046	37	1400004336
4879	soldier_npc_10046	38	1400004337
4880	soldier_npc_10046	39	1400004338
4881	soldier_npc_10046	40	1400004339
4882	soldier_npc_10046	41	1400004340
4883	soldier_npc_10046	42	1400004341
4884	soldier_npc_10046	43	1400004342
4885	soldier_npc_10046	44	1400004343
4886	soldier_npc_10046	45	1400004344
4887	soldier_npc_10046	46	1400004345
4888	soldier_npc_10046	47	1400004346
4889	soldier_npc_10046	48	1400004347
4890	soldier_npc_10046	49	1400004348
4891	soldier_npc_10046	50	1400004349
4892	soldier_npc_10046	51	1400004350
4893	soldier_npc_10046	52	1400004351
4894	soldier_npc_10046	53	1400004352
4895	soldier_npc_10046	54	1400004353
4896	soldier_npc_10046	55	1400004354
4897	soldier_npc_10046	56	1400004355
4898	soldier_npc_10046	57	1400004356
4899	soldier_npc_10046	58	1400004357
4900	soldier_npc_10046	59	1400004358
4901	soldier_npc_10046	60	1400004359
4902	soldier_npc_10046	61	1400004360
4903	soldier_npc_10046	62	1400004361
4904	soldier_npc_10046	63	1400004362
4905	soldier_npc_10046	64	1400004363
4906	soldier_npc_10046	65	1400004364
4907	soldier_npc_10046	66	1400004365
4908	soldier_npc_10046	67	1400004366
4909	soldier_npc_10046	68	1400004367
4910	soldier_npc_10046	69	1400004368
4911	soldier_npc_10046	70	1400004369
4912	soldier_npc_10046	71	1400004370
4913	soldier_npc_10046	72	1400004371
4914	soldier_npc_10046	73	1400004372
4915	soldier_npc_10046	74	1400004373
4916	soldier_npc_10046	75	1400004374
4917	soldier_npc_10046	76	1400004375
4918	soldier_npc_10046	77	1400004376
4919	soldier_npc_10046	78	1400004377
4920	soldier_npc_10046	79	1400004378
4921	soldier_npc_10046	80	1400004379
4922	soldier_npc_10046	81	1400004380
4923	soldier_npc_10046	82	1400004381
4924	soldier_npc_10046	83	1400004382
4925	soldier_npc_10046	84	1400004383
4926	soldier_npc_10046	85	1400004384
4927	soldier_npc_10046	86	1400004385
4928	soldier_npc_10046	87	1400004386
4929	soldier_npc_10046	88	1400004387
4930	soldier_npc_10046	89	1400004388
4931	soldier_npc_10046	90	1400004389
4932	soldier_npc_10046	91	1400004390
4933	soldier_npc_10046	92	1400004391
4934	soldier_npc_10046	93	1400004392
4935	soldier_npc_10046	94	1400004393
4936	soldier_npc_10046	95	1400004394
4937	soldier_npc_10046	96	1400004395
4938	soldier_npc_10046	97	1400004396
4939	soldier_npc_10046	98	1400004397
4940	soldier_npc_10046	99	1400004398
4941	soldier_npc_10046	100	1400004399
4942	soldier_npc_10046	101	14000043100
4943	soldier_npc_10046	102	14000043101
4944	soldier_npc_10046	103	14000043102
4945	soldier_npc_10046	104	14000043103
4946	soldier_npc_10046	105	14000043104
4947	soldier_npc_10046	106	14000043105
4948	soldier_npc_10046	107	14000043106
4949	soldier_npc_10046	108	14000043107
4950	soldier_npc_10046	109	14000043108
4951	soldier_npc_10046	110	14000043109
4952	soldier_npc_10047	1	1400004400
4953	soldier_npc_10047	2	1400004401
4954	soldier_npc_10047	3	1400004402
4955	soldier_npc_10047	4	1400004403
4956	soldier_npc_10047	5	1400004404
4957	soldier_npc_10047	6	1400004405
4958	soldier_npc_10047	7	1400004406
4959	soldier_npc_10047	8	1400004407
4960	soldier_npc_10047	9	1400004408
4961	soldier_npc_10047	10	1400004409
4962	soldier_npc_10047	11	1400004410
4963	soldier_npc_10047	12	1400004411
4964	soldier_npc_10047	13	1400004412
4965	soldier_npc_10047	14	1400004413
4966	soldier_npc_10047	15	1400004414
4967	soldier_npc_10047	16	1400004415
4968	soldier_npc_10047	17	1400004416
4969	soldier_npc_10047	18	1400004417
4970	soldier_npc_10047	19	1400004418
4971	soldier_npc_10047	20	1400004419
4972	soldier_npc_10047	21	1400004420
4973	soldier_npc_10047	22	1400004421
4974	soldier_npc_10047	23	1400004422
4975	soldier_npc_10047	24	1400004423
4976	soldier_npc_10047	25	1400004424
4977	soldier_npc_10047	26	1400004425
4978	soldier_npc_10047	27	1400004426
4979	soldier_npc_10047	28	1400004427
4980	soldier_npc_10047	29	1400004428
4981	soldier_npc_10047	30	1400004429
4982	soldier_npc_10047	31	1400004430
4983	soldier_npc_10047	32	1400004431
4984	soldier_npc_10047	33	1400004432
4985	soldier_npc_10047	34	1400004433
4986	soldier_npc_10047	35	1400004434
4987	soldier_npc_10047	36	1400004435
4988	soldier_npc_10047	37	1400004436
4989	soldier_npc_10047	38	1400004437
4990	soldier_npc_10047	39	1400004438
4991	soldier_npc_10047	40	1400004439
4992	soldier_npc_10047	41	1400004440
4993	soldier_npc_10047	42	1400004441
4994	soldier_npc_10047	43	1400004442
4995	soldier_npc_10047	44	1400004443
4996	soldier_npc_10047	45	1400004444
4997	soldier_npc_10047	46	1400004445
4998	soldier_npc_10047	47	1400004446
4999	soldier_npc_10047	48	1400004447
5000	soldier_npc_10047	49	1400004448
5001	soldier_npc_10047	50	1400004449
5002	soldier_npc_10047	51	1400004450
5003	soldier_npc_10047	52	1400004451
5004	soldier_npc_10047	53	1400004452
5005	soldier_npc_10047	54	1400004453
5006	soldier_npc_10047	55	1400004454
5007	soldier_npc_10047	56	1400004455
5008	soldier_npc_10047	57	1400004456
5009	soldier_npc_10047	58	1400004457
5010	soldier_npc_10047	59	1400004458
5011	soldier_npc_10047	60	1400004459
5012	soldier_npc_10047	61	1400004460
5013	soldier_npc_10047	62	1400004461
5014	soldier_npc_10047	63	1400004462
5015	soldier_npc_10047	64	1400004463
5016	soldier_npc_10047	65	1400004464
5017	soldier_npc_10047	66	1400004465
5018	soldier_npc_10047	67	1400004466
5019	soldier_npc_10047	68	1400004467
5020	soldier_npc_10047	69	1400004468
5021	soldier_npc_10047	70	1400004469
5022	soldier_npc_10047	71	1400004470
5023	soldier_npc_10047	72	1400004471
5024	soldier_npc_10047	73	1400004472
5025	soldier_npc_10047	74	1400004473
5026	soldier_npc_10047	75	1400004474
5027	soldier_npc_10047	76	1400004475
5028	soldier_npc_10047	77	1400004476
5029	soldier_npc_10047	78	1400004477
5030	soldier_npc_10047	79	1400004478
5031	soldier_npc_10047	80	1400004479
5032	soldier_npc_10047	81	1400004480
5033	soldier_npc_10047	82	1400004481
5034	soldier_npc_10047	83	1400004482
5035	soldier_npc_10047	84	1400004483
5036	soldier_npc_10047	85	1400004484
5037	soldier_npc_10047	86	1400004485
5038	soldier_npc_10047	87	1400004486
5039	soldier_npc_10047	88	1400004487
5040	soldier_npc_10047	89	1400004488
5041	soldier_npc_10047	90	1400004489
5042	soldier_npc_10047	91	1400004490
5043	soldier_npc_10047	92	1400004491
5044	soldier_npc_10047	93	1400004492
5045	soldier_npc_10047	94	1400004493
5046	soldier_npc_10047	95	1400004494
5047	soldier_npc_10047	96	1400004495
5048	soldier_npc_10047	97	1400004496
5049	soldier_npc_10047	98	1400004497
5050	soldier_npc_10047	99	1400004498
5051	soldier_npc_10047	100	1400004499
5052	soldier_npc_10047	101	14000044100
5053	soldier_npc_10047	102	14000044101
5054	soldier_npc_10047	103	14000044102
5055	soldier_npc_10047	104	14000044103
5056	soldier_npc_10047	105	14000044104
5057	soldier_npc_10047	106	14000044105
5058	soldier_npc_10047	107	14000044106
5059	soldier_npc_10047	108	14000044107
5060	soldier_npc_10047	109	14000044108
5061	soldier_npc_10047	110	14000044109
5062	soldier_npc_10048	1	1400004500
5063	soldier_npc_10048	2	1400004501
5064	soldier_npc_10048	3	1400004502
5065	soldier_npc_10048	4	1400004503
5066	soldier_npc_10048	5	1400004504
5067	soldier_npc_10048	6	1400004505
5068	soldier_npc_10048	7	1400004506
5069	soldier_npc_10048	8	1400004507
5070	soldier_npc_10048	9	1400004508
5071	soldier_npc_10048	10	1400004509
5072	soldier_npc_10048	11	1400004510
5073	soldier_npc_10048	12	1400004511
5074	soldier_npc_10048	13	1400004512
5075	soldier_npc_10048	14	1400004513
5076	soldier_npc_10048	15	1400004514
5077	soldier_npc_10048	16	1400004515
5078	soldier_npc_10048	17	1400004516
5079	soldier_npc_10048	18	1400004517
5080	soldier_npc_10048	19	1400004518
5081	soldier_npc_10048	20	1400004519
5082	soldier_npc_10048	21	1400004520
5083	soldier_npc_10048	22	1400004521
5084	soldier_npc_10048	23	1400004522
5085	soldier_npc_10048	24	1400004523
5086	soldier_npc_10048	25	1400004524
5087	soldier_npc_10048	26	1400004525
5088	soldier_npc_10048	27	1400004526
5089	soldier_npc_10048	28	1400004527
5090	soldier_npc_10048	29	1400004528
5091	soldier_npc_10048	30	1400004529
5092	soldier_npc_10048	31	1400004530
5093	soldier_npc_10048	32	1400004531
5094	soldier_npc_10048	33	1400004532
5095	soldier_npc_10048	34	1400004533
5096	soldier_npc_10048	35	1400004534
5097	soldier_npc_10048	36	1400004535
5098	soldier_npc_10048	37	1400004536
5099	soldier_npc_10048	38	1400004537
5100	soldier_npc_10048	39	1400004538
5101	soldier_npc_10048	40	1400004539
5102	soldier_npc_10048	41	1400004540
5103	soldier_npc_10048	42	1400004541
5104	soldier_npc_10048	43	1400004542
5105	soldier_npc_10048	44	1400004543
5106	soldier_npc_10048	45	1400004544
5107	soldier_npc_10048	46	1400004545
5108	soldier_npc_10048	47	1400004546
5109	soldier_npc_10048	48	1400004547
5110	soldier_npc_10048	49	1400004548
5111	soldier_npc_10048	50	1400004549
5112	soldier_npc_10048	51	1400004550
5113	soldier_npc_10048	52	1400004551
5114	soldier_npc_10048	53	1400004552
5115	soldier_npc_10048	54	1400004553
5116	soldier_npc_10048	55	1400004554
5117	soldier_npc_10048	56	1400004555
5118	soldier_npc_10048	57	1400004556
5119	soldier_npc_10048	58	1400004557
5120	soldier_npc_10048	59	1400004558
5121	soldier_npc_10048	60	1400004559
5122	soldier_npc_10048	61	1400004560
5123	soldier_npc_10048	62	1400004561
5124	soldier_npc_10048	63	1400004562
5125	soldier_npc_10048	64	1400004563
5126	soldier_npc_10048	65	1400004564
5127	soldier_npc_10048	66	1400004565
5128	soldier_npc_10048	67	1400004566
5129	soldier_npc_10048	68	1400004567
5130	soldier_npc_10048	69	1400004568
5131	soldier_npc_10048	70	1400004569
5132	soldier_npc_10048	71	1400004570
5133	soldier_npc_10048	72	1400004571
5134	soldier_npc_10048	73	1400004572
5135	soldier_npc_10048	74	1400004573
5136	soldier_npc_10048	75	1400004574
5137	soldier_npc_10048	76	1400004575
5138	soldier_npc_10048	77	1400004576
5139	soldier_npc_10048	78	1400004577
5140	soldier_npc_10048	79	1400004578
5141	soldier_npc_10048	80	1400004579
5142	soldier_npc_10048	81	1400004580
5143	soldier_npc_10048	82	1400004581
5144	soldier_npc_10048	83	1400004582
5145	soldier_npc_10048	84	1400004583
5146	soldier_npc_10048	85	1400004584
5147	soldier_npc_10048	86	1400004585
5148	soldier_npc_10048	87	1400004586
5149	soldier_npc_10048	88	1400004587
5150	soldier_npc_10048	89	1400004588
5151	soldier_npc_10048	90	1400004589
5152	soldier_npc_10048	91	1400004590
5153	soldier_npc_10048	92	1400004591
5154	soldier_npc_10048	93	1400004592
5155	soldier_npc_10048	94	1400004593
5156	soldier_npc_10048	95	1400004594
5157	soldier_npc_10048	96	1400004595
5158	soldier_npc_10048	97	1400004596
5159	soldier_npc_10048	98	1400004597
5160	soldier_npc_10048	99	1400004598
5161	soldier_npc_10048	100	1400004599
5162	soldier_npc_10048	101	14000045100
5163	soldier_npc_10048	102	14000045101
5164	soldier_npc_10048	103	14000045102
5165	soldier_npc_10048	104	14000045103
5166	soldier_npc_10048	105	14000045104
5167	soldier_npc_10048	106	14000045105
5168	soldier_npc_10048	107	14000045106
5169	soldier_npc_10048	108	14000045107
5170	soldier_npc_10048	109	14000045108
5171	soldier_npc_10048	110	14000045109
5172	soldier_npc_10049	1	1400004600
5173	soldier_npc_10049	2	1400004601
5174	soldier_npc_10049	3	1400004602
5175	soldier_npc_10049	4	1400004603
5176	soldier_npc_10049	5	1400004604
5177	soldier_npc_10049	6	1400004605
5178	soldier_npc_10049	7	1400004606
5179	soldier_npc_10049	8	1400004607
5180	soldier_npc_10049	9	1400004608
5181	soldier_npc_10049	10	1400004609
5182	soldier_npc_10049	11	1400004610
5183	soldier_npc_10049	12	1400004611
5184	soldier_npc_10049	13	1400004612
5185	soldier_npc_10049	14	1400004613
5186	soldier_npc_10049	15	1400004614
5187	soldier_npc_10049	16	1400004615
5188	soldier_npc_10049	17	1400004616
5189	soldier_npc_10049	18	1400004617
5190	soldier_npc_10049	19	1400004618
5191	soldier_npc_10049	20	1400004619
5192	soldier_npc_10049	21	1400004620
5193	soldier_npc_10049	22	1400004621
5194	soldier_npc_10049	23	1400004622
5195	soldier_npc_10049	24	1400004623
5196	soldier_npc_10049	25	1400004624
5197	soldier_npc_10049	26	1400004625
5198	soldier_npc_10049	27	1400004626
5199	soldier_npc_10049	28	1400004627
5200	soldier_npc_10049	29	1400004628
5201	soldier_npc_10049	30	1400004629
5202	soldier_npc_10049	31	1400004630
5203	soldier_npc_10049	32	1400004631
5204	soldier_npc_10049	33	1400004632
5205	soldier_npc_10049	34	1400004633
5206	soldier_npc_10049	35	1400004634
5207	soldier_npc_10049	36	1400004635
5208	soldier_npc_10049	37	1400004636
5209	soldier_npc_10049	38	1400004637
5210	soldier_npc_10049	39	1400004638
5211	soldier_npc_10049	40	1400004639
5212	soldier_npc_10049	41	1400004640
5213	soldier_npc_10049	42	1400004641
5214	soldier_npc_10049	43	1400004642
5215	soldier_npc_10049	44	1400004643
5216	soldier_npc_10049	45	1400004644
5217	soldier_npc_10049	46	1400004645
5218	soldier_npc_10049	47	1400004646
5219	soldier_npc_10049	48	1400004647
5220	soldier_npc_10049	49	1400004648
5221	soldier_npc_10049	50	1400004649
5222	soldier_npc_10049	51	1400004650
5223	soldier_npc_10049	52	1400004651
5224	soldier_npc_10049	53	1400004652
5225	soldier_npc_10049	54	1400004653
5226	soldier_npc_10049	55	1400004654
5227	soldier_npc_10049	56	1400004655
5228	soldier_npc_10049	57	1400004656
5229	soldier_npc_10049	58	1400004657
5230	soldier_npc_10049	59	1400004658
5231	soldier_npc_10049	60	1400004659
5232	soldier_npc_10049	61	1400004660
5233	soldier_npc_10049	62	1400004661
5234	soldier_npc_10049	63	1400004662
5235	soldier_npc_10049	64	1400004663
5236	soldier_npc_10049	65	1400004664
5237	soldier_npc_10049	66	1400004665
5238	soldier_npc_10049	67	1400004666
5239	soldier_npc_10049	68	1400004667
5240	soldier_npc_10049	69	1400004668
5241	soldier_npc_10049	70	1400004669
5242	soldier_npc_10049	71	1400004670
5243	soldier_npc_10049	72	1400004671
5244	soldier_npc_10049	73	1400004672
5245	soldier_npc_10049	74	1400004673
5246	soldier_npc_10049	75	1400004674
5247	soldier_npc_10049	76	1400004675
5248	soldier_npc_10049	77	1400004676
5249	soldier_npc_10049	78	1400004677
5250	soldier_npc_10049	79	1400004678
5251	soldier_npc_10049	80	1400004679
5252	soldier_npc_10049	81	1400004680
5253	soldier_npc_10049	82	1400004681
5254	soldier_npc_10049	83	1400004682
5255	soldier_npc_10049	84	1400004683
5256	soldier_npc_10049	85	1400004684
5257	soldier_npc_10049	86	1400004685
5258	soldier_npc_10049	87	1400004686
5259	soldier_npc_10049	88	1400004687
5260	soldier_npc_10049	89	1400004688
5261	soldier_npc_10049	90	1400004689
5262	soldier_npc_10049	91	1400004690
5263	soldier_npc_10049	92	1400004691
5264	soldier_npc_10049	93	1400004692
5265	soldier_npc_10049	94	1400004693
5266	soldier_npc_10049	95	1400004694
5267	soldier_npc_10049	96	1400004695
5268	soldier_npc_10049	97	1400004696
5269	soldier_npc_10049	98	1400004697
5270	soldier_npc_10049	99	1400004698
5271	soldier_npc_10049	100	1400004699
5272	soldier_npc_10049	101	14000046100
5273	soldier_npc_10049	102	14000046101
5274	soldier_npc_10049	103	14000046102
5275	soldier_npc_10049	104	14000046103
5276	soldier_npc_10049	105	14000046104
5277	soldier_npc_10049	106	14000046105
5278	soldier_npc_10049	107	14000046106
5279	soldier_npc_10049	108	14000046107
5280	soldier_npc_10049	109	14000046108
5281	soldier_npc_10049	110	14000046109
5282	soldier_npc_10050	1	1400004700
5283	soldier_npc_10050	2	1400004701
5284	soldier_npc_10050	3	1400004702
5285	soldier_npc_10050	4	1400004703
5286	soldier_npc_10050	5	1400004704
5287	soldier_npc_10050	6	1400004705
5288	soldier_npc_10050	7	1400004706
5289	soldier_npc_10050	8	1400004707
5290	soldier_npc_10050	9	1400004708
5291	soldier_npc_10050	10	1400004709
5292	soldier_npc_10050	11	1400004710
5293	soldier_npc_10050	12	1400004711
5294	soldier_npc_10050	13	1400004712
5295	soldier_npc_10050	14	1400004713
5296	soldier_npc_10050	15	1400004714
5297	soldier_npc_10050	16	1400004715
5298	soldier_npc_10050	17	1400004716
5299	soldier_npc_10050	18	1400004717
5300	soldier_npc_10050	19	1400004718
5301	soldier_npc_10050	20	1400004719
5302	soldier_npc_10050	21	1400004720
5303	soldier_npc_10050	22	1400004721
5304	soldier_npc_10050	23	1400004722
5305	soldier_npc_10050	24	1400004723
5306	soldier_npc_10050	25	1400004724
5307	soldier_npc_10050	26	1400004725
5308	soldier_npc_10050	27	1400004726
5309	soldier_npc_10050	28	1400004727
5310	soldier_npc_10050	29	1400004728
5311	soldier_npc_10050	30	1400004729
5312	soldier_npc_10050	31	1400004730
5313	soldier_npc_10050	32	1400004731
5314	soldier_npc_10050	33	1400004732
5315	soldier_npc_10050	34	1400004733
5316	soldier_npc_10050	35	1400004734
5317	soldier_npc_10050	36	1400004735
5318	soldier_npc_10050	37	1400004736
5319	soldier_npc_10050	38	1400004737
5320	soldier_npc_10050	39	1400004738
5321	soldier_npc_10050	40	1400004739
5322	soldier_npc_10050	41	1400004740
5323	soldier_npc_10050	42	1400004741
5324	soldier_npc_10050	43	1400004742
5325	soldier_npc_10050	44	1400004743
5326	soldier_npc_10050	45	1400004744
5327	soldier_npc_10050	46	1400004745
5328	soldier_npc_10050	47	1400004746
5329	soldier_npc_10050	48	1400004747
5330	soldier_npc_10050	49	1400004748
5331	soldier_npc_10050	50	1400004749
5332	soldier_npc_10050	51	1400004750
5333	soldier_npc_10050	52	1400004751
5334	soldier_npc_10050	53	1400004752
5335	soldier_npc_10050	54	1400004753
5336	soldier_npc_10050	55	1400004754
5337	soldier_npc_10050	56	1400004755
5338	soldier_npc_10050	57	1400004756
5339	soldier_npc_10050	58	1400004757
5340	soldier_npc_10050	59	1400004758
5341	soldier_npc_10050	60	1400004759
5342	soldier_npc_10050	61	1400004760
5343	soldier_npc_10050	62	1400004761
5344	soldier_npc_10050	63	1400004762
5345	soldier_npc_10050	64	1400004763
5346	soldier_npc_10050	65	1400004764
5347	soldier_npc_10050	66	1400004765
5348	soldier_npc_10050	67	1400004766
5349	soldier_npc_10050	68	1400004767
5350	soldier_npc_10050	69	1400004768
5351	soldier_npc_10050	70	1400004769
5352	soldier_npc_10050	71	1400004770
5353	soldier_npc_10050	72	1400004771
5354	soldier_npc_10050	73	1400004772
5355	soldier_npc_10050	74	1400004773
5356	soldier_npc_10050	75	1400004774
5357	soldier_npc_10050	76	1400004775
5358	soldier_npc_10050	77	1400004776
5359	soldier_npc_10050	78	1400004777
5360	soldier_npc_10050	79	1400004778
5361	soldier_npc_10050	80	1400004779
5362	soldier_npc_10050	81	1400004780
5363	soldier_npc_10050	82	1400004781
5364	soldier_npc_10050	83	1400004782
5365	soldier_npc_10050	84	1400004783
5366	soldier_npc_10050	85	1400004784
5367	soldier_npc_10050	86	1400004785
5368	soldier_npc_10050	87	1400004786
5369	soldier_npc_10050	88	1400004787
5370	soldier_npc_10050	89	1400004788
5371	soldier_npc_10050	90	1400004789
5372	soldier_npc_10050	91	1400004790
5373	soldier_npc_10050	92	1400004791
5374	soldier_npc_10050	93	1400004792
5375	soldier_npc_10050	94	1400004793
5376	soldier_npc_10050	95	1400004794
5377	soldier_npc_10050	96	1400004795
5378	soldier_npc_10050	97	1400004796
5379	soldier_npc_10050	98	1400004797
5380	soldier_npc_10050	99	1400004798
5381	soldier_npc_10050	100	1400004799
5382	soldier_npc_10050	101	14000047100
5383	soldier_npc_10050	102	14000047101
5384	soldier_npc_10050	103	14000047102
5385	soldier_npc_10050	104	14000047103
5386	soldier_npc_10050	105	14000047104
5387	soldier_npc_10050	106	14000047105
5388	soldier_npc_10050	107	14000047106
5389	soldier_npc_10050	108	14000047107
5390	soldier_npc_10050	109	14000047108
5391	soldier_npc_10050	110	14000047109
5392	soldier_npc_10051	1	1400004800
5393	soldier_npc_10051	2	1400004801
5394	soldier_npc_10051	3	1400004802
5395	soldier_npc_10051	4	1400004803
5396	soldier_npc_10051	5	1400004804
5397	soldier_npc_10051	6	1400004805
5398	soldier_npc_10051	7	1400004806
5399	soldier_npc_10051	8	1400004807
5400	soldier_npc_10051	9	1400004808
5401	soldier_npc_10051	10	1400004809
5402	soldier_npc_10051	11	1400004810
5403	soldier_npc_10051	12	1400004811
5404	soldier_npc_10051	13	1400004812
5405	soldier_npc_10051	14	1400004813
5406	soldier_npc_10051	15	1400004814
5407	soldier_npc_10051	16	1400004815
5408	soldier_npc_10051	17	1400004816
5409	soldier_npc_10051	18	1400004817
5410	soldier_npc_10051	19	1400004818
5411	soldier_npc_10051	20	1400004819
5412	soldier_npc_10051	21	1400004820
5413	soldier_npc_10051	22	1400004821
5414	soldier_npc_10051	23	1400004822
5415	soldier_npc_10051	24	1400004823
5416	soldier_npc_10051	25	1400004824
5417	soldier_npc_10051	26	1400004825
5418	soldier_npc_10051	27	1400004826
5419	soldier_npc_10051	28	1400004827
5420	soldier_npc_10051	29	1400004828
5421	soldier_npc_10051	30	1400004829
5422	soldier_npc_10051	31	1400004830
5423	soldier_npc_10051	32	1400004831
5424	soldier_npc_10051	33	1400004832
5425	soldier_npc_10051	34	1400004833
5426	soldier_npc_10051	35	1400004834
5427	soldier_npc_10051	36	1400004835
5428	soldier_npc_10051	37	1400004836
5429	soldier_npc_10051	38	1400004837
5430	soldier_npc_10051	39	1400004838
5431	soldier_npc_10051	40	1400004839
5432	soldier_npc_10051	41	1400004840
5433	soldier_npc_10051	42	1400004841
5434	soldier_npc_10051	43	1400004842
5435	soldier_npc_10051	44	1400004843
5436	soldier_npc_10051	45	1400004844
5437	soldier_npc_10051	46	1400004845
5438	soldier_npc_10051	47	1400004846
5439	soldier_npc_10051	48	1400004847
5440	soldier_npc_10051	49	1400004848
5441	soldier_npc_10051	50	1400004849
5442	soldier_npc_10051	51	1400004850
5443	soldier_npc_10051	52	1400004851
5444	soldier_npc_10051	53	1400004852
5445	soldier_npc_10051	54	1400004853
