流水	功能ID	功能名	功能icon,小icon	任务条件	等级条件	公会等级	星盘纪元条件	公会圣器条件	特殊条件	区域	排或列	组	归属组	组内排序	是否生效	功能图片	大Icon	链接命令	链接参数	是否要飘icon	获取途径文字标识	是否要常驻提示	提示功能描述	是否精准链接	功能未开启特殊提示	活动预告的时间	主界面ue特效	提审模式功能是否屏蔽	对应活动ID	定制SDK开启功能
530	423	UI_FuncName_423	btn_fishactive		30	0	0	0	0	1	2	0	1000	6	1	bg_fishingcompetition	btn_fishingcompetition	LinkUI	FishingCompetitionPanel	0		0		0		0	41100023	0	24018	
531	300	UI_FuncName_300	btn_homeland_log	640200,0	30	0	0	0	0	5	2	0	0	6	1	btn_homeland_log	btn_juese30	LinkUI	HomelandGuestBookPanel	1		0		0		0	0	0	0	
532	317	UI_FuncName_317		640210,0	30	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
533	425	UI_FuncName_425			1	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
534	318	UI_FuncName_318		640130,3	30	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
535	319	UI_FuncName_319			30	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
536	320	UI_FuncName_320			40	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
537	321	UI_FuncName_321			30	0	0	0	0	0	0	0	0	0	1			LinkUI	MultiItemComposePanel;HLDecorateItem			0		1		0	0	0	0	
538	322	UI_FuncName_322			30	0	0	0	0	0	0	0	0	0	1			QuickBuyHLObjItem				0		1		0	0	0	0	
539	323	UI_FuncName_323	btn_homeland_admin		30	0	0	0	0	5	2	0	0	5	1			LinkUI	HomelandAdminPanel			0		0		0	0	0	0	
540	324	UI_FuncName_324	btn_holybattle		999	0	0	0	0	0	0	0	0	0	0	icon_holybattle	btn_holybattle	ClickNpc	2;npc_holybattle	0		0		0		0	0	0	0	
541	325	UI_FuncName_325		820030,3	67	0	0	0	0	0	0	0	0	0	1			LinkUI	BagPanel;OpenSoulEquip			0		0		0	0	0	0	
542	326	UI_FuncName_326		820030,3	67	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
543	327	UI_FuncName_327		820030,3	67	0	0	0	0	0	0	0	0	0	0							0		0		0	0	0	0	
544	328	UI_FuncName_328		820030,3	67	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
545	331	UI_FuncName_331	icon_starpray_make		55	0	0	0	0	0	0	0	0	0	1	icon_starpray_make		ClickNpc	2;npc_soulstar	0		0		0		0	0	0	0	
546	332	UI_FuncName_332	icon_starpray_make		55	0	0	0	0	0	0	0	0	0	1	icon_starpray_make		ClickNpc	2;npc_soulstar	0		0		0		0	0	0	0	
547	333	UI_FuncName_333			30	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
548	334	UI_FuncName_334			50	0	0	0	0	0	0	0	0	0	1				MercenaryPanel;1			0		0		0	0	0	0	
549	335	UI_FuncName_335			30	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
550	426	UI_FuncName_426			1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_soulstar	0		0		0		0	0	0	0	
551	427	UI_FuncName_427	btn_huodong		75	0	0	0	0	0	0	0	0	0	1			LinkUI	StrengthenPanel;7;7	0		0		0		0	0	0	0	
552	428	UI_FuncName_428	btn_wechatshop		16	0	0	0	0	0	0	0	1000	0	1			OpenURL	https://sr.xinghegame.com/shop	0		0		0		0	0	0	0	
553	429	UI_FuncName_429	icon_lostspace_title		55	0	0	0	0	0	0	0	0	0	1	icon_lostspace	icon_lostspace_title	LinkUI	BadlandPanel	0		0		0		0	0	0	0	
554	430	UI_FuncName_430	icon_lostspace_title		55	0	0	0	0	0	0	0	0	0	1	icon_lostspace	icon_lostspace_title			0		0		0		0	0	0	0	
555	431	UI_FuncName_431	icon_lostspace_title		55	0	0	0	0	0	0	0	0	0	1	icon_lostspace	icon_lostspace_title			0		0		0		0	0	0	0	
556	432	UI_FuncName_432	icon_saintrelic		55	0	0	0	0	3	3	0	0	2	1	icon_saintrelic	icon_saintrelic	LinkUI	SaintRelicEntrancePanel	1		0		0		0	0	0	0	
557	433	UI_FuncName_433	icon_saintrelic		55	0	0	0	0	0	0	0	0	0	1	icon_saintrelic	icon_saintrelic	LinkUI	SaintRelicMainPage	0		0		0		0	0	0	0	
558	434	UI_FuncName_434	icon_saintrelic		55	0	0	0	0	0	0	0	0	0	1	icon_saintrelic	icon_saintrelic	LinkUI	SaintRelicLotteryPanel;101	0		0		0		0	0	0	0	
559	436	UI_FuncName_436	btn_mazepve		78	0	0	0	0	0	0	0	0	0	1	icon_mazepve	btn_mazepve	LinkUI	StrengthenPanel;8	0		0		0		0	0	0	0	
560	437	UI_FuncName_437	btn_mazepve		70	0	0	0	0	0	0	0	0	0	1	icon_mazepve	btn_mazepve			0		0		0		0	0	0	0	
561	438	UI_FuncName_438			62	0	0	0	0	0	0	0	0	0	1			LinkUI	GuildBadgeStrengthenPanel	0		0		0		0	0	0	0	
562	439	UI_FuncName_439			64	0	0	0	0	0	0	0	0	0	1			LinkUI	GuildBadgeStrengthenPanel	1		0		0		0	0	0	0	
563	440	UI_FuncName_440			66	0	0	0	0	0	0	0	0	0	1			LinkUI	GuildBadgeStrengthenPanel	2		0		0		0	0	0	0	
564	441	UI_FuncName_441			68	0	0	0	0	0	0	0	0	0	1			LinkUI	GuildBadgeStrengthenPanel	3		0		0		0	0	0	0	
565	442	UI_FuncName_442	icon_lanzuantequan	11100160,1	1	0	0	0	0	1	2	0	1000	1	1		icon_lanzuantequan	LinkUI	QQGameBlueAwardPanel			0		0		0	41100023	0	0	10005
566	443	UI_FuncName_443	icon_qq_penguin	11100160,1	1	0	0	0	0	1	2	0	1000	1	1		icon_qq_penguin	LinkUI	QQGameLobbyAwardPanel			0		0		0	41100023	0	0	10005
567	444	UI_FuncName_444	btn_molten		80	0	0	0	0	0	0	0	0	0	1			LinkUI	StrengthenPanel;9			0		0		0	0	0	0	
568	445	UI_FuncName_445	btn_huodong		63	0	0	0	0	0	0	0	0	0	1			LinkUI				0		0		0	0	0	0	
569	446	UI_FuncName_446	icon_twelvestars_title		70	0	0	0	0	0	0	0	0	0	1	icon_twelve_stars	icon_twelvestars_title	LinkUI	TwelveStarsPanel	0		0		0		0	0	0	0	
570	447	UI_FuncName_447	icon_twelvestars_title		70	0	0	0	0	0	0	0	0	0	1		icon_twelvestars_title					0		0		0	0	0	0	
571	448	UI_FuncName_448	icon_twelvestars_title		70	0	0	0	0	0	0	0	0	0	1		icon_twelvestars_title					0		0		0	0	0	0	
572	449	UI_FuncName_449	btn_kingtower		40	0	0	0	0	0	0	0	0	0	1	bg_kingtower	btn_kingtower	LinkUI	KingTowerStrongestTeamPanel	0		0		0		0	0	0	0	
573	451	UI_FuncName_451	btn_beibao		1	0	0	0	1	2	3	0	0	2	1			LinkUI	CrossServerBagPanel	0		0		0		0	0	0	0	
574	452	UI_FuncName_452	icon_expeditionbattlepassIcon		67	0	0	0	0	3	3	0	0	2	1			LinkUI	CrossServerCampJoinPanel	0		0		0		0	0	0	0	
575	453	UI_FuncName_453			67	0	0	0	0	0	0	0	0	0	1	icon_key_point	btn_star1v1	CrossSceneClickNpc	23;npc_keypoint			0		0		0	0	0	0	
576	454				67	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
577	455	UI_FuncName_455	icon_energybattle		50	0	0	0	0	1	2	0	0	11	1			LinkUI	CrossServerBossFirstFightPanel			0		0		0	0	0	26002	
578	456	UI_FuncName_456			67	0	0	0	1	0	0	0	0	0		icon_leader_scramble		LinkUI	CrossServerCampApplyPanel			0		0		0	0	0	0	
579	457	UI_FuncName_457			67	0	0	0	1	0	0	0	0	0		icon_leader_vote		LinkUI	CrossServerCampVotePanel			0		0		0	0	0	0	
580	458	UI_FuncName_458	icon_stardoor		67	0	0	0	0	0	0	0	0	0	1	icon_stardoor_title		CrossSceneClickNpc	23;npc_104801			0		0		0	0	0	0	
581	459	UI_FuncName_459	icon_strongestteam_festival		40	0	0	0	0	1	2	0	0	11	1			LinkUI	KingTowerStrongestTeamChampionCarnivalPanel			0		0		0	0	0	0	
582	460	UI_FuncName_460			67	0	0	0	0	0	0	0	0	0	1			LinkUI	CrossServerCampJoinPanel;1			0		0		0	0	0	0	
583	461	UI_FuncName_295	btn_mazepve		65	0	0	0	0	0	0	0	0	0	1	icon_mazepve	btn_mazepve	LinkUI	MazePVEChallengePanel	0		0		0		0	0	0	0	
584	462	UI_FuncName_462	icon_starlightbattle		67	0	0	0	0	0	0	0	0	0	1	icon_key_point	btn_star1v1	CrossSceneClickNpc	23;npc_keypoint	0		0		0		0	0	0	0	
585	463			590010,1	70	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
586	464	UI_FuncName_464	icon_saintrelic		55	0	0	0	0	0	0	0	0	0	1	icon_saintrelic	icon_saintrelic	LinkUI	SaintRelicResolvePanel	0		0		0		0	0	0	0	
587	465	UI_FuncName_465	icon_monthpve		30	0	0	0	0	1	1	0	0	5	1	icon_monthpve	icon_monthpve	LinkUI	MonthPveCloneActMainPanel			0		0		0	0	0	24025	
588	466	UI_FuncName_466			65	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;3;OpenCollectPage			0		0		0	0	0	0	
589	467	UI_FuncName_467	con_join_nezha_01		25	0	0	0	0	1	2	0	0	12	1	icon_join	icon_join	LinkUI	SeaContendMainPanel			0		0		0	41100022	0	25105	
590	468	UI_FuncName_468	btn_kingtower		40	0	0	0	0	1	2	0	1000	13	1			LinkUI	KingTowerStrongestTeamPanel			0		0		0	0	0	23101	
591	469	UI_FuncName_469	btn_starlightcompetition		35	0	0	0	0	1	2	0	0	11	1		btn_starlightcompetition	LinkUI	CrossServerStarSparkleMainPanel			0		0		0	0	0	47008	
592	470	UI_FuncName_470	btn_abyssguanqia		40	0	0	0	0	1	2	0	0	12	1	icon_join	icon_join	LinkUI	AbyssWarMainPanel			0		0		0	41100023	0	25204	
593	471	UI_FuncName_213	btn_recharge	11100160,1	1	0	0	0	0	1	1	0	0	5	0			LinkUI	OpenServerActForNewPanel	1		0		0	Msg_FuncNotOpenTips_110	0	10146	1	0	
594	472	UI_FuncName_472	btn_newplayerlevel	10100220,3	20	0	0	0	0	1	2	0	1000	5	1		btn_newplayerlevle_1	LinkUI	OpenServerChaseLevelPanel			0		0		0	41100023	1	20012	
595	473	UI_FuncName_473	btn_mergelevel	10100220,3	1	0	0	0	0	1	2	0	1000	5	1	texture_kaifu	btn_mergelevel_1	LinkUI	BusinessActivityPanel;473			0		0		0	41100023	0	10004	
596	474	UI_FuncName_474	btn_constellation		200	0	0	0	0	0	0	0	1000	0	1			OpenURL	https://sr.xinghegame.com/constellation/	0		0		0		0	0	0	0	
597	475	UI_FuncName_475	btn_bigrrebate		1	0	0	0	0	1	2	0	1000	5	1			OpenURL	https://sr.xinghegame.com/constellation/	0		0		0		0	0	0	0	
598	476	UI_FuncName_476	btn_envoy		76	0	0	0	0	3	3	0	0	2	1		btn_envoy	LinkUI	EnvoyMainPanel	1		0		0		0	0	0	0	
599	477	UI_FuncName_477			1	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;25202;49	0		0		0		0	0	0	25202	
600	478	UI_FuncName_478			1	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;3;933	0	UI_GainWay_Des5	0		1		0	0	0	0	
601	479	UI_FuncName_479			1	0	0	0	0	0	0	0	0	0	1			LinkUI	FuncOpenListPanel;476	0	UI_GainWay_Des1	0		0		0	0	0	0	
602	480	UI_FuncName_480			1	0	0	0	0	0	0	0	0	0	1			LinkUI		0		0		0		0	0	0	0	
603	481	UI_FuncName_481			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
604	482	UI_FuncName_482	icon_monstersiege		25	0	0	0	0	0	0	0	0	0	1		icon_monstersiege			0		0		0		0	0	0	190333	
605	483	UI_FuncName_483	icon_cash		25	0	0	0	0	0	0	0	1000	10	1			LinkUI	http://sr.xinghegame.com/shuangdan/?xyid={0}&role_id={1}&channel={2}&activity_id=20017&activity_type=97	0		0		0		0	0	0	20017	
606	484	UI_FuncName_484	btn_duelmian		60	0	0	0	0	0	0	0	0	0	1	bg_duel	btn_duelmian	LinkUI	PeakednessArenaMainPanel	0		0		0		0	0	0	0	
607	485	UI_FuncName_485			76	0	0	0	0	0	0	0	0	0	1			LinkUI	EnvoyMainPanel;4	0		0		0		0	0	0	0	
608	486	UI_FuncName_486			60	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;3;1101	0	UI_GainWay_Des5	0		1		0	0	0	0	
609	487	UI_FuncName_487	icon_traran		30	0	0	0	0	1	2	0	0	12	1		icon_traran	LinkUI	TraranEnterPanel	0		0		0		0	41100023	0	1909	
610	488	UI_FuncName_488	btn_mergelevel	10100220,3	1	0	0	0	0	1	2	0	1000	5	1	texture_kaifu	btn_mergelevel_1	LinkUI	BusinessActivityPanel;488			0		0		0	41100023	0	10005	
611	489	UI_FuncName_489			1	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
612	490	UI_FuncName_490			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
613	491	UI_FuncName_491			20	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
614	492	UI_FuncName_492			1	0	0	0	0	0	0	0	0	0	1			LinkUI	StrengthenBlessStoneComposePanel;1	0	UI_GainWay_Des12	0		0		0	0	0	0	
615	493	UI_FuncName_493	ach7_divinestone02		60	0	0	0	0	0	0	0	0	0	1		ach7_divinestone02	LinkUI	BagPanel;openDivineStone	0		0		0		0	0	0	0	
616	494	UI_FuncName_494	icon_fairycastle		60	0	0	0	0	0	0	0	0	0	1	icon_fairy_castle	icon_fairycastle	LinkUI	ElvesCastleMainPanel	0		0		0		0	0	0	0	
617	495	UI_FuncName_495			20	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
618	496	UI_FuncName_496			60	0	0	0	0	0	0	0	0	0	1			LinkUI	DivineStoneExchangePanel			0		0		0	0	0	0	
619	497	UI_FuncName_497	icon_cash		25	0	0	0	0	0	0	0	1000	10	1			LinkUI	http://sr.xinghegame.com/shuangdan/?xyid={0}&role_id={1}&channel={2}&activity_id=20016&activity_type=97	0		0		0		0	0	0	20016	
620	498	UI_FuncName_498	ach7_divinestone02		60	0	0	0	0	0	0	0	0	0	1		ach7_divinestone02			0		0		0		0	0	0	0	
621	499	UI_FuncName_499	btn_apprentice		62	0	0	0	0	3	3	0	0	2	1		btn_apprentice	LinkUI	ApprenticeMainPanel	1		0		0		0	0	0	0	
622	500	UI_FuncName_500	btn_travel		62	0	0	0	0	0	0	0	0	0	1		btn_travel	LinkUI	ApprenticeTravelMapPanel	0	UI_GainWay_Des1	0		0		0	0	0	0	
623	501	UI_FuncName_501			0	0	0	0	0	0	0	0	0	0	1			LinkUI	ApprenticeTravelMapPanel;1001	0		0		0		0	0	0	0	
624	502	UI_FuncName_502			0	0	0	0	0	0	0	0	0	0	1			LinkUI	ApprenticeTravelMapPanel;1002	0		0		0		0	0	0	0	
625	503	UI_FuncName_503			0	0	0	0	0	0	0	0	0	0	1			LinkUI	ApprenticeTravelMapPanel;1003	0		0		0		0	0	0	0	
626	504	UI_FuncName_504			0	0	0	0	0	0	0	0	0	0	1			LinkUI	ApprenticeTravelMapPanel;1004	0		0		0		0	0	0	0	
627	505	UI_FuncName_505			0	0	0	0	0	0	0	0	0	0	1			LinkUI	ApprenticeTravelMapPanel;1005	0		0		0		0	0	0	0	
628	506	UI_FuncName_506			0	0	0	0	0	0	0	0	0	0	1			LinkUI	ApprenticeTravelMapPanel;1006	0		0		0		0	0	0	0	
629	507	UI_FuncName_507			0	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;3;1018	0		0		1		0	0	0	0	
630	508	UI_FuncName_508			0	0	0	0	0	0	0	0	0	0	1			ClickNpc	41;npc_apprentice	0	UI_GainWay_Des1	0		0		0	0	0	0	
631	509	UI_FuncName_509			40	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
632	510	UI_FuncName_510	btn_mergelevel		0	0	0	0	0	1	2	0	0	0	1			LinkUI	BusinessActivityPanel;510	0		0		0		0	41100023	0	0	
633	511	UI_FuncName_1401			60	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1;6;2	0	UI_GainWay_Des5	0		1		0	0	0	0	
634	512	UI_FuncName_512			0	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;1941;13	0	UI_GainWay_Des5	0		1		0	0	0	0	
635	513	UI_FuncName_513	icon_zhounian		20	0	0	0	0	1	2	0	0	8	1			LinkUI	BusinessActivityPanel;513	0		0		0		0	41100023	0	0	
636	514	UI_FuncName_514	icon_energybattle		35	0	0	0	0	0	0	0	0	0	1		icon_energybattle	LinkUI	DigTreasureTaskPointPanel	0		0		0		0	0	0	1963	
637	515	UI_FuncName_515	icon_zhounian		50	0	0	0	0	1	0	0	0	0	1			LinkUI	ThemeActivityPanel	0		0		0		0	0	0	2104	
638	1611	UI_FuncName_1611			20	0	0	0	0	0	0	0	0	0	1			RunToPos	5;14.6,-17.2	0	UI_GainWay_Des1	0		1		0	0	0	0	
639	1612	UI_FuncName_1612			20	0	0	0	0	0	0	0	0	0	1			RunToPos	5;-2.1,37.7	0	UI_GainWay_Des1	0		1		0	0	0	0	
640	1613	UI_FuncName_1613			20	0	0	0	0	0	0	0	0	0	1			RunToPos	9;1.3,-26	0	UI_GainWay_Des1	0		1		0	0	0	0	
641	1614	UI_FuncName_1614			20	0	0	0	0	0	0	0	0	0	1			RunToPos	9;-18.8,-15.8	0	UI_GainWay_Des1	0		1		0	0	0	0	
642	1615	UI_FuncName_1615			20	0	0	0	0	0	0	0	0	0	1			RunToPos	18;-21.5,99	0	UI_GainWay_Des1	0		1		0	0	0	0	
643	1616	UI_FuncName_1616			20	0	0	0	0	0	0	0	0	0	1			RunToPos	18;37,23.4	0	UI_GainWay_Des1	0		1		0	0	0	0	
644	1617	UI_FuncName_1617			20	0	0	0	0	0	0	0	0	0	1			RunToPos	18;66.8,33.8	0	UI_GainWay_Des1	0		1		0	0	0	0	
645	516	UI_FuncName_516	btn_guardtemple		50	0	0	0	0	1	2	0	0	2	1		icon_join	LinkUI	GuardTempleMainPanel	0		0		0		0	41100023	0	24020	
646	517	UI_FuncName_294		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;9547;63	0		0		0	Msg_FuncNotOpenTips_275	0	0	0	0	
647	518	UI_FuncName_204			9	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;206;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
648	519	UI_FuncName_514	facebook_icon76		11	0	0	0	0	1	2	0	0	14	1		facebook_icon76	OpenURL	https://www.facebook.com/cepheus01	0		0		0		0	0	1	0	
649	520	UI_FuncName_520	btn_elemental		85	0	0	0	0	3	3	0	0	3	1		btn_elemental	LinkUI	ElementalSpiritMainPanel	0		0		0		0	0	0	0	
650	521	UI_FuncName_521	btn_elemental		85	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
651	522	UI_FuncName_522	btn_elemental		85	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
652	523	UI_FuncName_523	btn_elemental		85	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
653	524	UI_FuncName_524	btn_elementtrial		50	0	0	0	0	1	2	0	0	2	1		icon_join	LinkUI	ElementalSpiritActiveMainPanel	0		0		0		0	41100023	0	22048	
654	525	UI_FuncName_525			1	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;3;935	0	UI_GainWay_Des5	0		1		0	0	0	0	
655	526	UI_FuncName_526	btn_soulstar		85	0	0	0	0	0	0	0	0	0	1	btn_cubeyuansu				0		0		0		0	0	0	0	
656	527	UI_FuncName_527			85	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;3;936	0	UI_GainWay_Des5	0		1		0	0	0	0	
