效果id	职业	组id	功能ID	效果类型	技能品质	名称	ICON	效果描述	持续生效事件格数	初始等级	属性参数	效果参数	buff初始层数	buff失效后是否删除	解锁类型	解锁参数	解锁描述	是否在祝福加持展示	技能回收	商店中技能回收	buff叠加参数	buff叠加显示用状态
970	6	840	0	6	5		skill_1502		-1	1		skill40413::buff_30	1	0	0			1	0	0		
971	6	841	0	6	5		skill_1508		-1	1		skill40413::buff_32	1	0	0			1	0	0		
972	6	836	0	6	4		skill_1504		-1	1		skill40413::buff_28	1	0	0			1	0	0		
973	6	837	0	6	4		skill_1505		-1	1		skill40413::buff_31	1	0	0			1	0	0		
974	1	838	0	6	5		skill_1209		-1	1		skill40413::buff_33	1	0	0			1	0	0		
975	1	839	0	6	5		skill_1206		-1	1		skill40413::buff_34	1	0	0			1	0	0		
976	1	840	0	6	5		skill_1203		-1	1		skill40413::buff_08	1	0	0			1	0	0		
977	1	841	0	6	5		skill_1204		-1	1		skill40413::buff_09	1	0	0			1	0	0		
978	1	836	0	6	4		skill_1205		-1	1		skill40413::buff_06	1	0	0			1	0	0		
979	1	837	0	6	4		skill_1215		-1	1		skill40413::buff_07	1	0	0			1	0	0		
