道具ID	开启奖励数量	开启获得道具
item94000000818	1	item102020061021,1;item102020061019,1;item102020061027,1;item102020061020,1;item102020061011,1;item102020061012,1;item102020061013,1;item102020061010,1;item102020061017,1;item102020061022,1;item102020061024,1;item102020061026,1;item102020061028,1
item94000000819	1	item130000940502,1;item130000940501,1;item130000940504,1;item130000940503,1;item130000940506,1;item130000940509,1;item130000040514,1;item130000040517,1;item130000040518,1;item130000940511,1
item94000000820	1	item130000040332,1;item130000040314,1;item130000040325,1;item130000040320,1;item130000040328,1;item130000040311,1;item130000040317,1;item130000040333,1;item130000040336,1;item130000040337,1;item130000040355,1;item130000040359,1
item94000000821	1	item130000040313,1;item130000040318,1;item130000040315,1;item130000040312,1
item94000000822	1	item101020507353,1;item101020507365,1;item101020507363,1;item101020507366,1
item94000000823	1	item101020507322,1;item101020507335,1;item101020507338,1;item101020507346,1;item101020507323,1;item101020507324,1;item101020507328,1;item101020507334,1;item101020507311,1;item101020507351,1;item101020507325,1;item101020507332,1;item101020507319,1;item101020507344,1;item101020507329,1;item101020507336,1;item101020507339,1;item101020507337,1;item101020507340,1;item101020507358,1;item101020507327,1;item101020507320,1
item94000000824	1	item8101020503056,1;item8101020503033,1;item91000000058,1;item182000000414,1
item94000000825	1	item8101020514016,1;item8101020514017,1;item8101020514023,1;item8101020503086,1;item8101020503048,1;item8101020503097,1;item8101020514012,1;item8101020514011,1;item8101020514006,1;item8101020514012,1;item8101020514013,1;item8101020503049,1
item94000000826	1	item8101020505358,1;item8101020505359,1;item8101020505365,1;item8101020505341,1;item8101020505310,1;item8101020505343,1;item8101020505354,1;item8101020505353,1;item8101020505348,1;item8101020505354,1;item8101020505355,1;item8101020505311,1
item94000000827	1	item8101020503044,1;item8101020503045,1;item8101020503046,1;item8101020503093,1
item94000000828	1	item8101020505306,1;item8101020505307,1;item8101020505308,1;item8101020505342,1
item95000000767	1	item8103015110403,1;item8103015110407,10;item8102020061003,2;item119100000003,5
item99000000108	1	hero101:item130000101299,1|hero102:item130000102299,1|hero103:item130000103299,1|hero104:item130000104299,1|hero105:item130000105299,1|hero106:item130000106299,1|hero107:item130000107299,1|hero108:item130000108299,1
item99000000109	1	hero101:item130000101399,1|hero102:item130000102399,1|hero103:item130000103399,1|hero104:item130000104399,1|hero105:item130000105399,1|hero106:item130000106399,1|hero107:item130000107399,1|hero108:item130000108399,1
item99000000110	1	hero101:item130000101199,1|hero102:item130000102199,1|hero103:item130000103199,1|hero104:item130000104199,1|hero105:item130000105199,1|hero106:item130000106199,1|hero107:item130000107199,1|hero108:item130000108199,1
item95000000768	1	item8103010139701,1;item91000000295,1;item891000000694,2
item95000000769	1	item171001080701,1;item171001080801,1;item99000000095,1;item82130900100084,1;item8102020060003,6;item162000320707,1
item99000000111	1	hero101:item1300001012101,1|hero102:item1300001022101,1|hero103:item1300001032101,1|hero104:item1300001042101,1|hero105:item1300001052101,1|hero106:item1300001062101,1|hero107:item1300001072101,1|hero108:item1300001082101,1
item99000000112	1	hero101:item1300001013101,1|hero102:item1300001023101,1|hero103:item1300001033101,1|hero104:item1300001043101,1|hero105:item1300001053101,1|hero106:item1300001063101,1|hero107:item1300001073101,1|hero108:item1300001083101,1
item99000000113	1	hero101:item1300001011101,1|hero102:item1300001021101,1|hero103:item1300001031101,1|hero104:item1300001041101,1|hero105:item1300001051101,1|hero106:item1300001061101,1|hero107:item1300001071101,1|hero108:item1300001081101,1
item94000000841	1	item140000004027,1
item95000000775	1	item82130500100080,1;item102020061004,1;item130000040344,1
item94000000853	1	item101020507372,1;item99000000067,1;item99000000068,1;item99000000069,1
item94000000854	1	item101020507364,1;item99000000097,1;item99000000098,1;item99000000099,1
item94000000855	1	item171000113524,1
item91000001660	1	item211000000002,1;item18000000000016,1
item95000000786	1	item8101020505253,1;item8101020505301,1;item8101020505302,1;item8101020505303,1;item8101020505304,1;item8101020505305,1
item95000000787	1	item8103015110403,1;item8103015110407,10;item101200040004,40;item101200040003,40
item94000000867	1	item171000113525,1
item99000000116	1	hero101:item133000101257,1|hero102:item133000102257,1|hero103:item133000103257,1|hero104:item133000104257,1|hero105:item133000105257,1|hero106:item133000106257,1|hero107:item133000107257,1|hero108:item133000108257,1
item99000000117	1	hero101:item130000301313,1|hero102:item130000302313,1|hero103:item130000303313,1|hero104:item130000304313,1|hero105:item130000305313,1|hero106:item130000306313,1|hero107:item130000307313,1|hero108:item130000308313,1
item91000001685	1	item171001080701,1;item171001080801,1;item8102020060003,6;item101020505346,50;item8101020514026,2;item82131000100089,1
item91000001692	1	item173000005018,1
item91000001693	1	item173000005019,1
item99000000118	1	hero101:item130000701206,1|hero102:item130000702206,1|hero103:item130000703206,1|hero104:item130000704206,1|hero105:item130000705206,1|hero106:item130000706206,1|hero107:item130000707206,1|hero108:item130000708206,1
item99000000119	1	hero101:item130000701306,1|hero102:item130000702306,1|hero103:item130000703306,1|hero104:item130000704306,1|hero105:item130000705306,1|hero106:item130000706306,1|hero107:item130000707306,1|hero108:item130000708306,1
item99000000120	1	hero101:item130000301314,1|hero102:item130000302314,1|hero103:item130000303314,1|hero104:item130000304314,1|hero105:item130000305314,1|hero106:item130000306314,1|hero107:item130000307314,1|hero108:item130000308314,1
item91000001699	1	item101020514028,1;item101020514029,1
item91000001700	1	item82130000100051,1;item18000000000007,3;item130000940513,1
item91000001710	1	item105000000079,1;item105000000080,1;item105000000083,1;item105000000087,1
item99000000121	1	hero101:item130001701306,1|hero102:item130001702306,1|hero103:item130001703306,1|hero104:item130001704306,1|hero105:item130001705306,1|hero106:item130001706306,1|hero107:item130001707306,1|hero108:item130001708306,1
item99000000122	1	hero101:item130001701206,1|hero102:item130001702206,1|hero103:item130001703206,1|hero104:item130001704206,1|hero105:item130001705206,1|hero106:item130001706206,1|hero107:item130001707206,1|hero108:item130001708206,1
item95000000800	1	item130000040356,1;item130000040357,1
item99000000123	1	hero101:item1300001012100,1|hero102:item1300001022100,1|hero103:item1300001032100,1|hero104:item1300001042100,1|hero105:item1300001052100,1|hero106:item1300001062100,1|hero107:item1300001072100,1|hero108:item1300001082100,1
item99000000124	1	hero101:item1300001013100,1|hero102:item1300001023100,1|hero103:item1300001033100,1|hero104:item1300001043100,1|hero105:item1300001053100,1|hero106:item1300001063100,1|hero107:item1300001073100,1|hero108:item1300001083100,1
item99000000125	1	hero101:item1300001011100,1|hero102:item1300001021100,1|hero103:item1300001031100,1|hero104:item1300001041100,1|hero105:item1300001051100,1|hero106:item1300001061100,1|hero107:item1300001071100,1|hero108:item1300001081100,1
item95000000802	1	item82130300100088,1;item130000040361,1;item107100063102,1
item910000003018	1	item910000003017,1;item910000003019,1
item910000003020	1	item910000003017,1;item910000003019,1;item910000003021,1
item910000003022	1	item910000003017,1;item910000003019,1;item910000003021,1;item910000003023,1
item910000003024	1	item8230000000205,1;item8230000000206,1;item8230000000207,1;item8230000000208,1;item8230000000209,1;item8230000000210,1;item8230000000211,1;item8230000000212,1;item8230000000213,1;item8230000000214,1;item8230000000215,1;item8230000000216,1
item910000003025	1	item910000003017,1;item910000003019,1;item910000003021,1;item910000003023,1;item910000003026,1
item94000000876	1	item101020507369,1;item101020507370,1
item94000000877	1	item8101020503048,1;item8101020514006,1;item8101020514012,1
item94000000878	1	item8101020505310,1;item8101020505348,1;item8101020505354,1
item94000000890	1	item140000011064,1;item140000011065,1
item94000000888	1	item8101020503097,1;item8101020514011,1;item8101020514013,1
item94000000889	1	item8101020505343,1;item8101020505353,1;item8101020505355,1
item95000000804	1	item171001080701,1;item171001080801,1;item99000000095,1;item18000000000007,5;item8102020060003,6;item162000330307,1
item94000000891	1	item8101020505348,1;item8101020505353,1;item8101020505345,1;item8101020505344,1;item8101020505317,1;item8101020505316,1;item8101020505315,1;item8101020505314,1;item8101020505313,1;item8101020505312,1;item8101020505309
item95000000809	1	item101020507384,1;item101020507387,1
item95000000811	1	item140000011064，1;item140000011065,1
item17908000000002	1	item817902040107001,1;item817902040108001,1;item817902040207001,1;item817902040208001,1;item817902040307001,1;item817902040308001,1;item817902040407001,1;item817902040408001,1;item817902040507001,1;item817902040508001,1;item817902040607001,1;item817902040608001,1
item17908000000003	1	item817902050101001,1;item817902050102001,1;item817902050201001,1;item817902050202001,1;item817902050301001,1;item817902050302001,1;item817902050401001,1;item817902050402001,1;item817902050501001,1;item817902050502001,1;item817902050601001,1;item817902050602001,1
item17908000000004	1	item8230000000205,1;item8230000000206,1;item8230000000207,1;item8230000000208,1;item8230000000209,1;item8230000000210,1
item94000000892	1	item101020507387,1;item99000000044,1;item99000000045,1;item99000000046,1
item91000002000	1	item8103010121005,1;item8103010121004,4;item8103010121003,16
item91000002003	1	item171002010002,5;item171002010001,10
item91000002004	1	item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1;item8101020505309,1
item91000002005	1	item8101020505253,3;item8101020505301,3;item8101020505302,3;item8101020505303,3;item8101020505304,3;item8101020505305,3;item8101020505306,1;item8101020505307,1;item8101020505308,1
item91000002006	1	item8105000000071,1;item8105000000070,1;item8105000000069,1;item8105000000068,1
item91000002020	1	item8103015110303,3;item8103015110302,2;item8103015110305,2
item91000002021	1	item8101020505218,1;item8101020505246,1;item8101020505248,1;item8101020505250,1;item8101020505334,1;item8101020505338,1
item95000000825	1	item171001080701,1;item171001080801,1;item99000000095,1;item82130900100085,1;item8102020060003,6;item100500000128,1
item95000000826	1	item82131000100089,1;item82130500100080,1;item107100063102,1
item91000001750	1	item99000000126,1;item8102020061006,1;item18000000000016,1
item91000001653	1	item91000001603,1;item91000001651,1;item91000001652,1
item91000001654	1	item171001080701,1;item171001080801,1;item8102020060003,6;item91000001653,1;item91000001616,5;item82130500100080,1
item91000001651	1	item173000005015,1
item91000001652	1	item173000005017,1
item99000000127	1	hero101:item1300001012103,1|hero102:item1300001022103,1|hero103:item1300001032103,1|hero104:item1300001042103,1|hero105:item1300001052103,1|hero106:item1300001062103,1|hero107:item1300001072103,1|hero108:item1300001082103,1
item99000000128	1	hero101:item1300001013103,1|hero102:item1300001023103,1|hero103:item1300001033103,1|hero104:item1300001043103,1|hero105:item1300001053103,1|hero106:item1300001063103,1|hero107:item1300001073103,1|hero108:item1300001083103,1
item95000000863	1	item171001080701,1;item171001080801,1;item99000000095,1;item82130600100040,1;item8102020060003,6;item100500000133,1
item17908000000006	1	item101031500701,1;item101031500801,1;item101031500901,1;item101031501001,1;item101031501101,1;item101031501201,1;item101031501301,1;item101031501401,1;item101031501501,1;item101031501601,1;item101031501701,1;item101031501801,1
item91000002023	1	item8102020060003,1;item8103015110406,2;item8107999900012,1;item8107999900013,1;item8102020061005,4
item91000002024	1	item101020507457,1;item101020507453,1;item101020507476,1
item99000000129	1	hero101:item1300001012102,1|hero102:item1300001022102,1|hero103:item1300001032102,1|hero104:item1300001042102,1|hero105:item1300001052102,1|hero106:item1300001062102,1|hero107:item1300001072102,1|hero108:item1300001082102,1
item99000000130	1	hero101:item1300001013102,1|hero102:item1300001023102,1|hero103:item1300001033102,1|hero104:item1300001043102,1|hero105:item1300001053102,1|hero106:item1300001063102,1|hero107:item1300001073102,1|hero108:item1300001083102,1
item99000000131	1	hero101:item1300001011102,1|hero102:item1300001021102,1|hero103:item1300001031102,1|hero104:item1300001041102,1|hero105:item1300001051102,1|hero106:item1300001061102,1|hero107:item1300001071102,1|hero108:item1300001081102,1
item99000000134	1	hero101:item1300001012104,1|hero102:item1300001022104,1|hero103:item1300001032104,1|hero104:item1300001042104,1|hero105:item1300001052104,1|hero106:item1300001062104,1|hero107:item1300001072104,1|hero108:item1300001082104,1
item99000000135	1	hero101:item1300001013104,1|hero102:item1300001023104,1|hero103:item1300001033104,1|hero104:item1300001043104,1|hero105:item1300001053104,1|hero106:item1300001063104,1|hero107:item1300001073104,1|hero108:item1300001083104,1
item99000000136	1	hero101:item1300001011104,1|hero102:item1300001021104,1|hero103:item1300001031104,1|hero104:item1300001041104,1|hero105:item1300001051104,1|hero106:item1300001061104,1|hero107:item1300001071104,1|hero108:item1300001081104,1
item91000002026	1	item107100051101,1;item107100051102,1;item107100051201,1;item107100051203,1;item107100051301,1;item107100051302,1
item91000002027	1	item105100000029,1;item105100000030,1;item105100000031,1;item105100000040,1;item105100000041,1;item105100000042,1;item105100000049,1;item105100000044,1
item99000000138	1	hero101:item1300001012105,1|hero102:item1300001022105,1|hero103:item1300001032105,1|hero104:item1300001042105,1|hero105:item1300001052105,1|hero106:item1300001062105,1|hero107:item1300001072105,1|hero108:item1300001082105,1
item99000000139	1	hero101:item1300001013105,1|hero102:item1300001023105,1|hero103:item1300001033105,1|hero104:item1300001043105,1|hero105:item1300001053105,1|hero106:item1300001063105,1|hero107:item1300001073105,1|hero108:item1300001083105,1
item99000000140	1	hero101:item1300001011105,1|hero102:item1300001021105,1|hero103:item1300001031105,1|hero104:item1300001041105,1|hero105:item1300001051105,1|hero106:item1300001061105,1|hero107:item1300001071105,1|hero108:item1300001081105,1
item17908000000011	1	item817902030101001,1;item817902030102001,1;item817902030201001,1;item817902030202001,1;item817902030301001,1;item817902030302001,1;item817902030401001,1;item817902030402001,1;item817902030501001,1;item817902030502001,1;item817902030601001,1;item817902030602001,1
item17908000000012	1	item817902040101001,1;item817902040102001,1;item817902040201001,1;item817902040202001,1;item817902040301001,1;item817902040302001,1;item817902040401001,1;item817902040402001,1;item817902040501001,1;item817902040502001,1;item817902040601001,1;item817902040602001,1
item92000000543	1	item8101020514016,1;item8101020514017,1;item8101020503048,1
item92000000544	1	item8101020505359,1;item101020505358,1;item101020505310,1
item99000000141	1	hero101:item1300001012106,1|hero102:item1300001022106,1|hero103:item1300001032106,1|hero104:item1300001042106,1|hero105:item1300001052106,1|hero106:item1300001062106,1|hero107:item1300001072106,1|hero108:item1300001082106,1
item99000000142	1	hero101:item1300001013106,1|hero102:item1300001023106,1|hero103:item1300001033106,1|hero104:item1300001043106,1|hero105:item1300001053106,1|hero106:item1300001063106,1|hero107:item1300001073106,1|hero108:item1300001083106,1
item99000000143	1	hero101:item1300001011106,1|hero102:item1300001021106,1|hero103:item1300001031106,1|hero104:item1300001041106,1|hero105:item1300001051106,1|hero106:item1300001061106,1|hero107:item1300001071106,1|hero108:item1300001081106,1
item99000000137	1	item127000061103,1;item127000061113,1;item127000061123,1;item127000061133,1;item127000061143,1
item99000000145	1	hero101:item130000301315,1|hero102:item130000302315,1|hero103:item130000303315,1|hero104:item130000304315,1|hero105:item130000305315,1|hero106:item130000306315,1|hero107:item130000307315,1|hero108:item130000308315,1
item94000001074	1	item130000040344,1;item91000000777,1;item94000001075,1;item94000000604,1
item94000001075	1	item127000061104,10;item127000061114,10;item127000061124,10;item127000061134,10;item127000061144,10
item99000000146	1	hero101:item1300001012109,1|hero102:item1300001022109,1|hero103:item1300001032109,1|hero104:item1300001042109,1|hero105:item1300001052109,1|hero106:item1300001062109,1|hero107:item1300001072109,1|hero108:item1300001082109,1
item99000000147	1	hero101:item1300001013109,1|hero102:item1300001023109,1|hero103:item1300001033109,1|hero104:item1300001043109,1|hero105:item1300001053109,1|hero106:item1300001063109,1|hero107:item1300001073109,1|hero108:item1300001083109,1
item99000000148	1	hero101:item1300001011109,1|hero102:item1300001021109,1|hero103:item1300001031109,1|hero104:item1300001041109,1|hero105:item1300001051109,1|hero106:item1300001061109,1|hero107:item1300001071109,1|hero108:item1300001081109,1
item99000000152	1	hero101:item1300001012108,1|hero102:item1300001022108,1|hero103:item1300001032108,1|hero104:item1300001042108,1|hero105:item1300001052108,1|hero106:item1300001062108,1|hero107:item1300001072108,1|hero108:item1300001082108,1
item99000000153	1	hero101:item1300001013108,1|hero102:item1300001023108,1|hero103:item1300001033108,1|hero104:item1300001043108,1|hero105:item1300001053108,1|hero106:item1300001063108,1|hero107:item1300001073108,1|hero108:item1300001083108,1
item99000000154	1	hero101:item1300001011108,1|hero102:item1300001021108,1|hero103:item1300001031108,1|hero104:item1300001041108,1|hero105:item1300001051108,1|hero106:item1300001061108,1|hero107:item1300001071108,1|hero108:item1300001081108,1
item99000000155	1	hero101:item1300001012107,1|hero102:item1300001022107,1|hero103:item1300001032107,1|hero104:item1300001042107,1|hero105:item1300001052107,1|hero106:item1300001062107,1|hero107:item1300001072107,1|hero108:item1300001082107,1
item99000000156	1	hero101:item1300001013107,1|hero102:item1300001023107,1|hero103:item1300001033107,1|hero104:item1300001043107,1|hero105:item1300001053107,1|hero106:item1300001063107,1|hero107:item1300001073107,1|hero108:item1300001083107,1
item91000002055	1	item8101020505353,1;item8101020505343,1;item8101020505310,1;item93000000045,1
item91000002056	1	item817902050107001,50;item817902050108001,50;item817902050207001,50;item817902050208001,50;item817902050307001,50;item817902050308001,50;item817902050407001,50;item817902050408001,50;item817902050507001,50;item817902050508001,50;item817902050607001,50;item817902050608001,50
item91000002057	1	hero101:item817902050101001,1;item817902050102001,1;item817902050103001,1;item817902050104001,1;item817902050105001,1;item817902050106001,1;item817902050107001,1;item817902050108001,1|hero102:item817902050201001,1;item817902050202001,1;item817902050203001,1;item817902050204001,1;item817902050205001,1;item817902050206001,1;item817902050207001,1;item817902050208001,1|hero103:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero104:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1|hero105:item817902050501001,1;item817902050502001,1;item817902050503001,1;item817902050504001,1;item817902050505001,1;item817902050506001,1;item817902050507001,1;item817902050508001,1|hero106:item817902050601001,1;item817902050602001,1;item817902050603001,1;item817902050604001,1;item817902050605001,1;item817902050606001,1;item817902050607001,1;item817902050608001,1|hero107:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero108:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1
item91000002059	1	item82130700100082,1:item107000063102,1;item162000330107,1
item91000002062	1	item162000330107,1;item162000330207,1;item162000330307,1
item91000002072	1	item8102020060003,6;item101020505346,50;item91000001016,5;item82130000100051,1
item91000002084	1	item8103015110403,1;item8103015110407,5;item8102020061003,2
item99000000157	1	hero101:item130000301316,1|hero102:item130000302316,1|hero103:item130000303316,1|hero104:item130000304316,1|hero105:item130000305316,1|hero106:item130000306316,1|hero107:item130000307316,1|hero108:item130000308316,1
item99000000158	1	hero101:item1300001012110,1|hero102:item1300001022110,1|hero103:item1300001032110,1|hero104:item1300001042110,1|hero105:item1300001052110,1|hero106:item1300001062110,1|hero107:item1300001072110,1|hero108:item1300001082110,1
item99000000159	1	hero101:item1300001013110,1|hero102:item1300001023110,1|hero103:item1300001033110,1|hero104:item1300001043110,1|hero105:item1300001053110,1|hero106:item1300001063110,1|hero107:item1300001073110,1|hero108:item1300001083110,1
item99000000160	1	hero101:item1300001011110,1|hero102:item1300001021110,1|hero103:item1300001031110,1|hero104:item1300001041110,1|hero105:item1300001051110,1|hero106:item1300001061110,1|hero107:item1300001071110,1|hero108:item1300001081110,1
item17908000000013	1	item174000003001,1;item174000003002,1;item174000003003,1;item174000003004,1;item174000003005,1;item174000003006,1;item174000003007,1;item174000003008,1;item174000003009,1;item174000003010,1;item174000003012,1;item174000003013,1;item174000003014,1;item174000003015,1;item174000003016,1;item174000003017,1
item99000000164	1	hero101:item1300001012112,1|hero102:item1300001022112,1|hero103:item1300001032112,1|hero104:item1300001042112,1|hero105:item1300001052112,1|hero106:item1300001062112,1|hero107:item1300001072112,1|hero108:item1300001082112,1
item99000000165	1	hero101:item1300001013112,1|hero102:item1300001023112,1|hero103:item1300001033112,1|hero104:item1300001043112,1|hero105:item1300001053112,1|hero106:item1300001063112,1|hero107:item1300001073112,1|hero108:item1300001083112,1
item99000000166	1	hero101:item1300001011112,1|hero102:item1300001021112,1|hero103:item1300001031112,1|hero104:item1300001041112,1|hero105:item1300001051112,1|hero106:item1300001061112,1|hero107:item1300001071112,1|hero108:item1300001081112,1
item91000002152	1	item8101020505310,1;item8101020505359,1;item8101020505358,1
item91000002165	1	item162000330507,1;item162000330607,1
item99000000167	1	hero101:item1300001012113,1|hero102:item1300001022113,1|hero103:item1300001032113,1|hero104:item1300001042113,1|hero105:item1300001052113,1|hero106:item1300001062113,1|hero107:item1300001072113,1|hero108:item1300001082113,1
item99000000168	1	hero101:item1300001013113,1|hero102:item1300001023113,1|hero103:item1300001033113,1|hero104:item1300001043113,1|hero105:item1300001053113,1|hero106:item1300001063113,1|hero107:item1300001073113,1|hero108:item1300001083113,1
item99000000169	1	hero101:item1300001011113,1|hero102:item1300001021113,1|hero103:item1300001031113,1|hero104:item1300001041113,1|hero105:item1300001051113,1|hero106:item1300001061113,1|hero107:item1300001071113,1|hero108:item1300001081113,1
item92000000600	1	hero101:equip301020541001,1|hero102:equip301020541002,1|hero103:equip301020541003,1|hero104:equip301020541004,1|hero105:equip301020541005,1|hero106:equip301020541006,1|hero107:equip301020541003,1|hero108:equip301020541004,1
item92000000601	6	hero101:equip301030541001,1;equip302030541001,1;equip303030541001,1;equip304030541001,1;equip305030541001,1;equip306030541001,1|hero102:equip301030541002,1;equip302030541002,1;equip303030541002,1;equip304030541002,1;equip305030541002,1;equip306030541002,1|hero103:equip301030541003,1;equip302030541003,1;equip303030541003,1;equip304030541003,1;equip305030541003,1;equip306030541003,1|hero104:equip301030541004,1;equip302030541004,1;equip303030541004,1;equip304030541004,1;equip305030541004,1;equip306030541004,1|hero105:equip301030541005,1;equip302030541005,1;equip303030541005,1;equip304030541005,1;equip305030541005,1;equip306030541005,1|hero106:equip301030541006,1;equip302030541006,1;equip303030541006,1;equip304030541006,1;equip305030541006,1;equip306030541006,1|hero107:equip301030541003,1;equip302030541003,1;equip303030541003,1;equip304030541003,1;equip305030541003,1;equip306030541003,1|hero108:equip301030541004,1;equip302030541004,1;equip303030541004,1;equip304030541004,1;equip305030541004,1;equip306030541004,1
item92000000602	6	hero101:equip301040541001,1;equip302040541001,1;equip303040541001,1;equip304040541001,1;equip305040541001,1;equip306040541001,1|hero102:equip301040541002,1;equip302040541002,1;equip303040541002,1;equip304040541002,1;equip305040541002,1;equip306040541002,1|hero103:equip301040541003,1;equip302040541003,1;equip303040541003,1;equip304040541003,1;equip305040541003,1;equip306040541003,1|hero104:equip301040541004,1;equip302040541004,1;equip303040541004,1;equip304040541004,1;equip305040541004,1;equip306040541004,1|hero105:equip301040541005,1;equip302040541005,1;equip303040541005,1;equip304040541005,1;equip305040541005,1;equip306040541005,1|hero106:equip301040541006,1;equip302040541006,1;equip303040541006,1;equip304040541006,1;equip305040541006,1;equip306040541006,1|hero107:equip301040541003,1;equip302040541003,1;equip303040541003,1;equip304040541003,1;equip305040541003,1;equip306040541003,1|hero108:equip301040541004,1;equip302040541004,1;equip303040541004,1;equip304040541004,1;equip305040541004,1;equip306040541004,1
item92000000603	6	hero101:equip301050541001,1;equip302050541001,1;equip303050541001,1;equip304050541001,1;equip305050541001,1;equip306050541001,1|hero102:equip301050541002,1;equip302050541002,1;equip303050541002,1;equip304050541002,1;equip305050541002,1;equip306050541002,1|hero103:equip301050541003,1;equip302050541003,1;equip303050541003,1;equip304050541003,1;equip305050541003,1;equip306050541003,1|hero104:equip301050541004,1;equip302050541004,1;equip303050541004,1;equip304050541004,1;equip305050541004,1;equip306050541004,1|hero105:equip301050541005,1;equip302050541005,1;equip303050541005,1;equip304050541005,1;equip305050541005,1;equip306050541005,1|hero106:equip301050541006,1;equip302050541006,1;equip303050541006,1;equip304050541006,1;equip305050541006,1;equip306050541006,1|hero107:equip301050541003,1;equip302050541003,1;equip303050541003,1;equip304050541003,1;equip305050541003,1;equip306050541003,1|hero108:equip301050541004,1;equip302050541004,1;equip303050541004,1;equip304050541004,1;equip305050541004,1;equip306050541004,1
item92000000604	6	hero101:equip301060541001,1;equip302060541001,1;equip303060541001,1;equip304060541001,1;equip305060541001,1;equip306060541001,1|hero102:equip301060541002,1;equip302060541002,1;equip303060541002,1;equip304060541002,1;equip305060541002,1;equip306060541002,1|hero103:equip301060541003,1;equip302060541003,1;equip303060541003,1;equip304060541003,1;equip305060541003,1;equip306060541003,1|hero104:equip301060541004,1;equip302060541004,1;equip303060541004,1;equip304060541004,1;equip305060541004,1;equip306060541004,1|hero105:equip301060541005,1;equip302060541005,1;equip303060541005,1;equip304060541005,1;equip305060541005,1;equip306060541005,1|hero106:equip301060541006,1;equip302060541006,1;equip303060541006,1;equip304060541006,1;equip305060541006,1;equip306060541006,1|hero107:equip301060541003,1;equip302060541003,1;equip303060541003,1;equip304060541003,1;equip305060541003,1;equip306060541003,1|hero108:equip301060541004,1;equip302060541004,1;equip303060541004,1;equip304060541004,1;equip305060541004,1;equip306060541004,1
item92000000605	6	hero101:equip301070541001,1;equip302070541001,1;equip303070541001,1;equip304070541001,1;equip305070541001,1;equip306070541001,1|hero102:equip301070541002,1;equip302070541002,1;equip303070541002,1;equip304070541002,1;equip305070541002,1;equip306070541002,1|hero103:equip301070541003,1;equip302070541003,1;equip303070541003,1;equip304070541003,1;equip305070541003,1;equip306070541003,1|hero104:equip301070541004,1;equip302070541004,1;equip303070541004,1;equip304070541004,1;equip305070541004,1;equip306070541004,1|hero105:equip301070541005,1;equip302070541005,1;equip303070541005,1;equip304070541005,1;equip305070541005,1;equip306070541005,1|hero106:equip301070541006,1;equip302070541006,1;equip303070541006,1;equip304070541006,1;equip305070541006,1;equip306070541006,1|hero107:equip301070541003,1;equip302070541003,1;equip303070541003,1;equip304070541003,1;equip305070541003,1;equip306070541003,1|hero108:equip301070541004,1;equip302070541004,1;equip303070541004,1;equip304070541004,1;equip305070541004,1;equip306070541004,1
item92000000606	6	hero101:equip301080541001,1;equip302080541001,1;equip303080541001,1;equip304080541001,1;equip305080541001,1;equip306080541001,1|hero102:equip301080541002,1;equip302080541002,1;equip303080541002,1;equip304080541002,1;equip305080541002,1;equip306080541002,1|hero103:equip301080541003,1;equip302080541003,1;equip303080541003,1;equip304080541003,1;equip305080541003,1;equip306080541003,1|hero104:equip301080541004,1;equip302080541004,1;equip303080541004,1;equip304080541004,1;equip305080541004,1;equip306080541004,1|hero105:equip301080541005,1;equip302080541005,1;equip303080541005,1;equip304080541005,1;equip305080541005,1;equip306080541005,1|hero106:equip301080541006,1;equip302080541006,1;equip303080541006,1;equip304080541006,1;equip305080541006,1;equip306080541006,1|hero107:equip301080541003,1;equip302080541003,1;equip303080541003,1;equip304080541003,1;equip305080541003,1;equip306080541003,1|hero108:equip301080541004,1;equip302080541004,1;equip303080541004,1;equip304080541004,1;equip305080541004,1;equip306080541004,1
item92000000607	6	hero101:equip301090541001,1;equip302090541001,1;equip303090541001,1;equip304090541001,1;equip305090541001,1;equip306090541001,1|hero102:equip301090541002,1;equip302090541002,1;equip303090541002,1;equip304090541002,1;equip305090541002,1;equip306090541002,1|hero103:equip301090541003,1;equip302090541003,1;equip303090541003,1;equip304090541003,1;equip305090541003,1;equip306090541003,1|hero104:equip301090541004,1;equip302090541004,1;equip303090541004,1;equip304090541004,1;equip305090541004,1;equip306090541004,1|hero105:equip301090541005,1;equip302090541005,1;equip303090541005,1;equip304090541005,1;equip305090541005,1;equip306090541005,1|hero106:equip301090541006,1;equip302090541006,1;equip303090541006,1;equip304090541006,1;equip305090541006,1;equip306090541006,1|hero107:equip301090541003,1;equip302090541003,1;equip303090541003,1;equip304090541003,1;equip305090541003,1;equip306090541003,1|hero108:equip301090541004,1;equip302090541004,1;equip303090541004,1;equip304090541004,1;equip305090541004,1;equip306090541004,1
