时装id	英雄ID	SDKAreaType	低模长相	高模长相	类型	衣服配色	缩放比例	展示icon	激活道具	展示文本	转换性别时装id	穿戴属性	收藏属性	套装id	展示类型
fashion_1061109	hero106		c006|weapon|c006_weapon531_t1	c006h|weapon|c006h_weapon531_t1	1			item1300001061109	item1300001061109,-1	FashionDes_1300001061109		3,15	3,5;30,25	40061459	0
fashion_1062109	hero106		c006|bottoms||clothes|c006_clothes531_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes531_t1|shoulder||	2			item1300001062109	item1300001062109,-1	FashionDes_1300001062109		4,15	4,5;33,25	40061459	0
fashion_1063109	hero106		c006|face|c006_face001_t1|head|c006_head531_t1	c006h|face|c006h_face001_t1|head|c006h_head531_t1	3			item1300001063109	item1300001063109,-1	FashionDes_1300001063109		1,150	1,50;35,25	40061459	0
fashion_1071109	hero107		c007|weapon|c007_weapon531_t1	c007h|weapon|c007h_weapon531_t1	1			item1300001071109	item1300001071109,-1	FashionDes_1300001071109	fashion_1031109	3,15	3,5;30,25	40071459	0
fashion_1072109	hero107		c007|bottoms||clothes|c007_clothes531_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes531_t1|shoulder||	2			item1300001072109	item1300001072109,-1	FashionDes_1300001072109	fashion_1032109	4,15	4,5;33,25	40071459	0
fashion_1073109	hero107		c007|face|c007_face001_t1|head|c007_head531_t1	c007h|face|c007h_face001_t1|head|c007h_head531_t1	3			item1300001073109	item1300001073109,-1	FashionDes_1300001073109	fashion_1033109	1,150	1,50;35,25	40071459	0
fashion_1081109	hero108		c008|weapon|c008_weapon531_t1	c008h|weapon|c008h_weapon531_t1	1			item1300001081109	item1300001081109,-1	FashionDes_1300001081109	fashion_1041109	3,15	3,5;30,25	40081459	0
fashion_1082109	hero108		c008|bottoms||clothes|c008_clothes531_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes531_t1|shoulder||	2			item1300001082109	item1300001082109,-1	FashionDes_1300001082109	fashion_1042109	4,15	4,5;33,25	40081459	0
fashion_1083109	hero108		c008|face|c008_face001_t1|head|c008_head531_t1	c008h|face|c008h_face001_t1|head|c008h_head531_t1	3			item1300001083109	item1300001083109,-1	FashionDes_1300001083109	fashion_1043109	1,150	1,50;35,25	40081459	0
fashion_1011110	hero101		c001|weapon|c001_weapon560_t1	c001h|weapon|c001h_weapon560_t1	1			item1300001011110	item1300001011110,-1	FashionDes_1300001011110		3,15	3,5;30,25	40011460	0
fashion_1012110	hero101		c001|bottoms||clothes|c001_clothes560_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes560_t1|shoulder||	2			item1300001012110	item1300001012110,-1	FashionDes_1300001012110		4,15	4,5;33,25	40011460	0
fashion_1013110	hero101		c001|face|c001_face001_t1|head|c001_head560_t1	c001h|face|c001h_face001_t1|head|c001h_head560_t1	3			item1300001013110	item1300001013110,-1	FashionDes_1300001013110		1,150	1,50;35,25	40011460	0
fashion_1021110	hero102		c002|weapon|c002_weapon560_t1	c002h|weapon|c002h_weapon560_t1	1			item1300001021110	item1300001021110,-1	FashionDes_1300001021110		3,15	3,5;30,25	40021460	0
fashion_1022110	hero102		c002|bottoms||clothes|c002_clothes560_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes560_t1|shoulder||	2			item1300001022110	item1300001022110,-1	FashionDes_1300001022110		4,15	4,5;33,25	40021460	0
fashion_1023110	hero102		c002|face|c002_face001_t1|head|c002_head560_t1	c002h|face|c002h_face001_t1|head|c002h_head560_t1	3			item1300001023110	item1300001023110,-1	FashionDes_1300001023110		1,150	1,50;35,25	40021460	0
fashion_1031110	hero103		c003|weapon|c003_weapon560_t1	c003h|weapon|c003h_weapon560_t1	1			item1300001031110	item1300001031110,-1	FashionDes_1300001031110	fashion_1071110	3,15	3,5;30,25	40031460	0
fashion_1032110	hero103		c003|bottoms||clothes|c003_clothes560_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes560_t1|shoulder||	2			item1300001032110	item1300001032110,-1	FashionDes_1300001032110	fashion_1072110	4,15	4,5;33,25	40031460	0
fashion_1033110	hero103		c003|face|c003_face001_t1|head|c003_head560_t1	c003h|face|c003h_face001_t1|head|c003h_head560_t1	3			item1300001033110	item1300001033110,-1	FashionDes_1300001033110	fashion_1073110	1,150	1,50;35,25	40031460	0
fashion_1041110	hero104		c004|weapon|c004_weapon560_t1	c004h|weapon|c004h_weapon560_t1	1			item1300001041110	item1300001041110,-1	FashionDes_1300001041110	fashion_1081110	3,15	3,5;30,25	40041460	0
fashion_1042110	hero104		c004|bottoms||clothes|c004_clothes560_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes560_t1|shoulder||	2			item1300001042110	item1300001042110,-1	FashionDes_1300001042110	fashion_1082110	4,15	4,5;33,25	40041460	0
fashion_1043110	hero104		c004|face|c004_face001_t1|head|c004_head560_t1	c004h|face|c004h_face001_t1|head|c004h_head560_t1	3			item1300001043110	item1300001043110,-1	FashionDes_1300001043110	fashion_1083110	1,150	1,50;35,25	40041460	0
fashion_1051110	hero105		c005|weapon|c005_weapon560_t1	c005h|weapon|c005h_weapon560_t1	1			item1300001051110	item1300001051110,-1	FashionDes_1300001051110		3,15	3,5;30,25	40051460	0
fashion_1052110	hero105		c005|bottoms||clothes|c005_clothes560_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes560_t1|shoulder||	2			item1300001052110	item1300001052110,-1	FashionDes_1300001052110		4,15	4,5;33,25	40051460	0
fashion_1053110	hero105		c005|face|c005_face001_t1|head|c005_head560_t1|parta|c005_parta560_t1	c005h|face|c005h_face001_t1|head|c005h_head560_t1|parta|c005h_parta560_t1	3			item1300001053110	item1300001053110,-1	FashionDes_1300001053110		1,150	1,50;35,25	40051460	0
fashion_1061110	hero106		c006|weapon|c006_weapon560_t1	c006h|weapon|c006h_weapon560_t1	1			item1300001061110	item1300001061110,-1	FashionDes_1300001061110		3,15	3,5;30,25	40061460	0
fashion_1062110	hero106		c006|bottoms||clothes|c006_clothes560_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes560_t1|shoulder||	2			item1300001062110	item1300001062110,-1	FashionDes_1300001062110		4,15	4,5;33,25	40061460	0
fashion_1063110	hero106		c006|face|c006_face001_t1|head|c006_head560_t1	c006h|face|c006h_face001_t1|head|c006h_head560_t1	3			item1300001063110	item1300001063110,-1	FashionDes_1300001063110		1,150	1,50;35,25	40061460	0
fashion_1071110	hero107		c007|weapon|c007_weapon560_t1	c007h|weapon|c007h_weapon560_t1	1			item1300001071110	item1300001071110,-1	FashionDes_1300001071110	fashion_1031110	3,15	3,5;30,25	40071460	0
fashion_1072110	hero107		c007|bottoms||clothes|c007_clothes560_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes560_t1|shoulder||	2			item1300001072110	item1300001072110,-1	FashionDes_1300001072110	fashion_1032110	4,15	4,5;33,25	40071460	0
fashion_1073110	hero107		c007|face|c007_face001_t1|head|c007_head560_t1	c007h|face|c007h_face001_t1|head|c007h_head560_t1	3			item1300001073110	item1300001073110,-1	FashionDes_1300001073110	fashion_1033110	1,150	1,50;35,25	40071460	0
fashion_1081110	hero108		c008|weapon|c008_weapon560_t1	c008h|weapon|c008h_weapon560_t1	1			item1300001081110	item1300001081110,-1	FashionDes_1300001081110	fashion_1041110	3,15	3,5;30,25	40081460	0
fashion_1082110	hero108		c008|bottoms||clothes|c008_clothes560_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes560_t1|shoulder||	2			item1300001082110	item1300001082110,-1	FashionDes_1300001082110	fashion_1042110	4,15	4,5;33,25	40081460	0
fashion_1083110	hero108		c008|face|c008_face001_t1|head|c008_head560_t1	c008h|face|c008h_face001_t1|head|c008h_head560_t1	3			item1300001083110	item1300001083110,-1	FashionDes_1300001083110	fashion_1043110	1,150	1,50;35,25	40081460	0
fashion_1012111	hero101		c001|bottoms||clothes|c001_clothes562_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes562_t1|shoulder||	2			item1300001012111	item1300001012111,-1	FashionDes_1300001012111		4,15	4,5;33,25	40011461	0
fashion_1013111	hero101		c001|face|c001_face001_t1|head|c001_head562_t1	c001h|face|c001h_face001_t1|head|c001h_head562_t1	3			item1300001013111	item1300001013111,-1	FashionDes_1300001013111		1,150	1,50;35,25	40011461	0
fashion_1022111	hero102		c002|bottoms||clothes|c002_clothes562_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes562_t1|shoulder||	2			item1300001022111	item1300001022111,-1	FashionDes_1300001022111		4,15	4,5;33,25	40021461	0
fashion_1023111	hero102		c002|face|c002_face001_t1|head|c002_head562_t1	c002h|face|c002h_face001_t1|head|c002h_head562_t1	3			item1300001023111	item1300001023111,-1	FashionDes_1300001023111		1,150	1,50;35,25	40021461	0
fashion_1032111	hero103		c003|bottoms||clothes|c003_clothes562_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes562_t1|shoulder||	2			item1300001032111	item1300001032111,-1	FashionDes_1300001032111	fashion_1072111	4,15	4,5;33,25	40031461	0
fashion_1033111	hero103		c003|face|c003_face001_t1|head|c003_head562_t1	c003h|face|c003h_face001_t1|head|c003h_head562_t1	3			item1300001033111	item1300001033111,-1	FashionDes_1300001033111	fashion_1073111	1,150	1,50;35,25	40031461	0
fashion_1042111	hero104		c004|bottoms||clothes|c004_clothes562_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes562_t1|shoulder||	2			item1300001042111	item1300001042111,-1	FashionDes_1300001042111	fashion_1082111	4,15	4,5;33,25	40041461	0
fashion_1043111	hero104		c004|face|c004_face001_t1|head|c004_head562_t1	c004h|face|c004h_face001_t1|head|c004h_head562_t1	3			item1300001043111	item1300001043111,-1	FashionDes_1300001043111	fashion_1083111	1,150	1,50;35,25	40041461	0
fashion_1052111	hero105		c005|bottoms||clothes|c005_clothes562_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes562_t1|shoulder||	2			item1300001052111	item1300001052111,-1	FashionDes_1300001052111		4,15	4,5;33,25	40051461	0
fashion_1053111	hero105		c005|face|c005_face001_t1|head|c005_head562_t1	c005h|face|c005h_face001_t1|head|c005h_head562_t1	3			item1300001053111	item1300001053111,-1	FashionDes_1300001053111		1,150	1,50;35,25	40051461	0
fashion_1062111	hero106		c006|bottoms||clothes|c006_clothes562_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes562_t1|shoulder||	2			item1300001062111	item1300001062111,-1	FashionDes_1300001062111		4,15	4,5;33,25	40061461	0
fashion_1063111	hero106		c006|face|c006_face001_t1|head|c006_head562_t1	c006h|face|c006h_face001_t1|head|c006h_head562_t1	3			item1300001063111	item1300001063111,-1	FashionDes_1300001063111		1,150	1,50;35,25	40061461	0
fashion_1072111	hero107		c007|bottoms||clothes|c007_clothes562_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes562_t1|shoulder||	2			item1300001072111	item1300001072111,-1	FashionDes_1300001072111	fashion_1032111	4,15	4,5;33,25	40071461	0
fashion_1073111	hero107		c007|face|c007_face001_t1|head|c007_head562_t1	c007h|face|c007h_face001_t1|head|c007h_head562_t1	3			item1300001073111	item1300001073111,-1	FashionDes_1300001073111	fashion_1033111	1,150	1,50;35,25	40071461	0
fashion_1082111	hero108		c008|bottoms||clothes|c008_clothes562_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes562_t1|shoulder||	2			item1300001082111	item1300001082111,-1	FashionDes_1300001082111	fashion_1042111	4,15	4,5;33,25	40081461	0
fashion_1083111	hero108		c008|face|c008_face001_t1|head|c008_head562_t1	c008h|face|c008h_face001_t1|head|c008h_head562_t1	3			item1300001083111	item1300001083111,-1	FashionDes_1300001083111	fashion_1043111	1,150	1,50;35,25	40081461	0
fashion_1011112	hero101		c001|weapon|c001_weapon563_t1	c001h|weapon|c001h_weapon563_t1	1			item1300001011112	item1300001011112,-1	FashionDes_1300001011112		3,25;32,50	3,15;32,30;52,30	40011462	0
fashion_1012112	hero101		c001|bottoms||clothes|c001_clothes563_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes563_t1|shoulder||	2			item1300001012112	item1300001012112,-1	FashionDes_1300001012112		4,25;34,50	4,15;34,30;33,30	40011462	0
fashion_1013112	hero101		c001|face|c001_face001_t1|head|c001_head563_t1	c001h|face|c001h_face001_t1|head|c001h_head563_t1	3			item1300001013112	item1300001013112,-1	FashionDes_1300001013112		1,250;51,50	1,150;51,30;35,30	40011462	0
fashion_1021112	hero102		c002|weapon|c002_weapon563_t1	c002h|weapon|c002h_weapon563_t1	1			item1300001021112	item1300001021112,-1	FashionDes_1300001021112		3,25;32,50	3,15;32,30;52,30	40021462	0
fashion_1022112	hero102		c002|bottoms||clothes|c002_clothes563_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes563_t1|shoulder||	2			item1300001022112	item1300001022112,-1	FashionDes_1300001022112		4,25;34,50	4,15;34,30;33,30	40021462	0
fashion_1023112	hero102		c002|face|c002_face001_t1|head|c002_head563_t1	c002h|face|c002h_face001_t1|head|c002h_head563_t1	3			item1300001023112	item1300001023112,-1	FashionDes_1300001023112		1,250;51,50	1,150;51,30;35,30	40021462	0
fashion_1031112	hero103		c003|weapon|c003_weapon563_t1	c003h|weapon|c003h_weapon563_t1	1			item1300001031112	item1300001031112,-1	FashionDes_1300001031112	fashion_1071112	3,25;32,50	3,15;32,30;52,30	40031462	0
fashion_1032112	hero103		c003|bottoms||clothes|c003_clothes563_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes563_t1|shoulder||	2			item1300001032112	item1300001032112,-1	FashionDes_1300001032112	fashion_1072112	4,25;34,50	4,15;34,30;33,30	40031462	0
fashion_1033112	hero103		c003|face|c003_face001_t1|head|c003_head563_t1	c003h|face|c003h_face001_t1|head|c003h_head563_t1	3			item1300001033112	item1300001033112,-1	FashionDes_1300001033112	fashion_1073112	1,250;51,50	1,150;51,30;35,30	40031462	0
fashion_1041112	hero104		c004|weapon|c004_weapon563_t1	c004h|weapon|c004h_weapon563_t1	1			item1300001041112	item1300001041112,-1	FashionDes_1300001041112	fashion_1081112	3,25;32,50	3,15;32,30;52,30	40041462	0
fashion_1042112	hero104		c004|bottoms||clothes|c004_clothes563_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes563_t1|shoulder||	2			item1300001042112	item1300001042112,-1	FashionDes_1300001042112	fashion_1082112	4,25;34,50	4,15;34,30;33,30	40041462	0
fashion_1043112	hero104		c004|face|c004_face001_t1|head|c004_head563_t1	c004h|face|c004h_face001_t1|head|c004h_head563_t1	3			item1300001043112	item1300001043112,-1	FashionDes_1300001043112	fashion_1083112	1,250;51,50	1,150;51,30;35,30	40041462	0
fashion_1051112	hero105		c005|weapon|c005_weapon563_t1	c005h|weapon|c005h_weapon563_t1	1			item1300001051112	item1300001051112,-1	FashionDes_1300001051112		3,25;32,50	3,15;32,30;52,30	40051462	0
fashion_1052112	hero105		c005|bottoms||clothes|c005_clothes563_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes563_t1|shoulder||	2			item1300001052112	item1300001052112,-1	FashionDes_1300001052112		4,25;34,50	4,15;34,30;33,30	40051462	0
fashion_1053112	hero105		c005|face|c005_face001_t1|head|c005_head563_t1|parta|c005_parta563_t1	c005h|face|c005h_face001_t1|head|c005h_head563_t1|parta|c005h_parta563_t1	3			item1300001053112	item1300001053112,-1	FashionDes_1300001053112		1,250;51,50	1,150;51,30;35,30	40051462	0
fashion_1061112	hero106		c006|weapon|c006_weapon563_t1	c006h|weapon|c006h_weapon563_t1	1			item1300001061112	item1300001061112,-1	FashionDes_1300001061112		3,25;32,50	3,15;32,30;52,30	40061462	0
fashion_1062112	hero106		c006|bottoms||clothes|c006_clothes563_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes563_t1|shoulder||	2			item1300001062112	item1300001062112,-1	FashionDes_1300001062112		4,25;34,50	4,15;34,30;33,30	40061462	0
fashion_1063112	hero106		c006|face|c006_face001_t1|head|c006_head563_t1	c006h|face|c006h_face001_t1|head|c006h_head563_t1	3			item1300001063112	item1300001063112,-1	FashionDes_1300001063112		1,250;51,50	1,150;51,30;35,30	40061462	0
fashion_1071112	hero107		c007|weapon|c007_weapon563_t1	c007h|weapon|c007h_weapon563_t1	1			item1300001071112	item1300001071112,-1	FashionDes_1300001071112	fashion_1031112	3,25;32,50	3,15;32,30;52,30	40071462	0
fashion_1072112	hero107		c007|bottoms||clothes|c007_clothes563_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes563_t1|shoulder||	2			item1300001072112	item1300001072112,-1	FashionDes_1300001072112	fashion_1032112	4,25;34,50	4,15;34,30;33,30	40071462	0
fashion_1073112	hero107		c007|face|c007_face001_t1|head|c007_head563_t1	c007h|face|c007h_face001_t1|head|c007h_head563_t1	3			item1300001073112	item1300001073112,-1	FashionDes_1300001073112	fashion_1033112	1,250;51,50	1,150;51,30;35,30	40071462	0
fashion_1081112	hero108		c008|weapon|c008_weapon563_t1	c008h|weapon|c008h_weapon563_t1	1			item1300001081112	item1300001081112,-1	FashionDes_1300001081112	fashion_1041112	3,25;32,50	3,15;32,30;52,30	40081462	0
fashion_1082112	hero108		c008|bottoms||clothes|c008_clothes563_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes563_t1|shoulder||	2			item1300001082112	item1300001082112,-1	FashionDes_1300001082112	fashion_1042112	4,25;34,50	4,15;34,30;33,30	40081462	0
fashion_1083112	hero108		c008|face|c008_face001_t1|head|c008_head563_t1	c008h|face|c008h_face001_t1|head|c008h_head563_t1	3			item1300001083112	item1300001083112,-1	FashionDes_1300001083112	fashion_1043112	1,250;51,50	1,150;51,30;35,30	40081462	0
fashion_1011113	hero101		c001|weapon|c001_weapon564_t1	c001h|weapon|c001h_weapon564_t1	1			item1300001011113	item1300001011113,-1	FashionDes_1300001011113		3,15	3,5;30,25	40011463	0
fashion_1012113	hero101		c001|bottoms||clothes|c001_clothes564_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes564_t1|shoulder||	2			item1300001012113	item1300001012113,-1	FashionDes_1300001012113		4,15	4,5;33,25	40011463	0
fashion_1013113	hero101		c001|face|c001_face001_t1|head|c001_head564_t1	c001h|face|c001h_face001_t1|head|c001h_head564_t1	3			item1300001013113	item1300001013113,-1	FashionDes_1300001013113		1,150	1,50;35,25	40011463	0
fashion_1021113	hero102		c002|weapon|c002_weapon564_t1	c002h|weapon|c002h_weapon564_t1	1			item1300001021113	item1300001021113,-1	FashionDes_1300001021113		3,15	3,5;30,25	40021463	0
fashion_1022113	hero102		c002|bottoms||clothes|c002_clothes564_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes564_t1|shoulder||	2			item1300001022113	item1300001022113,-1	FashionDes_1300001022113		4,15	4,5;33,25	40021463	0
fashion_1023113	hero102		c002|face|c002_face001_t1|head|c002_head564_t1	c002h|face|c002h_face001_t1|head|c002h_head564_t1	3			item1300001023113	item1300001023113,-1	FashionDes_1300001023113		1,150	1,50;35,25	40021463	0
fashion_1031113	hero103		c003|weapon|c003_weapon564_t1	c003h|weapon|c003h_weapon564_t1	1			item1300001031113	item1300001031113,-1	FashionDes_1300001031113	fashion_1071113	3,15	3,5;30,25	40031463	0
fashion_1032113	hero103		c003|bottoms||clothes|c003_clothes564_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes564_t1|shoulder||	2			item1300001032113	item1300001032113,-1	FashionDes_1300001032113	fashion_1072113	4,15	4,5;33,25	40031463	0
fashion_1033113	hero103		c003|face|c003_face001_t1|head|c003_head564_t1	c003h|face|c003h_face001_t1|head|c003h_head564_t1	3			item1300001033113	item1300001033113,-1	FashionDes_1300001033113	fashion_1073113	1,150	1,50;35,25	40031463	0
fashion_1041113	hero104		c004|weapon|c004_weapon564_t1	c004h|weapon|c004h_weapon564_t1	1			item1300001041113	item1300001041113,-1	FashionDes_1300001041113	fashion_1081113	3,15	3,5;30,25	40041463	0
fashion_1042113	hero104		c004|bottoms||clothes|c004_clothes564_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes564_t1|shoulder||	2			item1300001042113	item1300001042113,-1	FashionDes_1300001042113	fashion_1082113	4,15	4,5;33,25	40041463	0
fashion_1043113	hero104		c004|face|c004_face001_t1|head|c004_head564_t1	c004h|face|c004h_face001_t1|head|c004h_head564_t1	3			item1300001043113	item1300001043113,-1	FashionDes_1300001043113	fashion_1083113	1,150	1,50;35,25	40041463	0
fashion_1051113	hero105		c005|weapon|c005_weapon564_t1	c005h|weapon|c005h_weapon564_t1	1			item1300001051113	item1300001051113,-1	FashionDes_1300001051113		3,15	3,5;30,25	40051463	0
fashion_1052113	hero105		c005|bottoms||clothes|c005_clothes564_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes564_t1|shoulder||	2			item1300001052113	item1300001052113,-1	FashionDes_1300001052113		4,15	4,5;33,25	40051463	0
fashion_1053113	hero105		c005|face|c005_face001_t1|head|c005_head564_t1|parta|c005_parta564_t1	c005h|face|c005h_face001_t1|head|c005h_head564_t1|parta|c005h_parta564_t1	3			item1300001053113	item1300001053113,-1	FashionDes_1300001053113		1,150	1,50;35,25	40051463	0
fashion_1061113	hero106		c006|weapon|c006_weapon564_t1	c006h|weapon|c006h_weapon564_t1	1			item1300001061113	item1300001061113,-1	FashionDes_1300001061113		3,15	3,5;30,25	40061463	0
fashion_1062113	hero106		c006|bottoms||clothes|c006_clothes564_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes564_t1|shoulder||	2			item1300001062113	item1300001062113,-1	FashionDes_1300001062113		4,15	4,5;33,25	40061463	0
fashion_1063113	hero106		c006|face|c006_face001_t1|head|c006_head564_t1	c006h|face|c006h_face001_t1|head|c006h_head564_t1	3			item1300001063113	item1300001063113,-1	FashionDes_1300001063113		1,150	1,50;35,25	40061463	0
fashion_1071113	hero107		c007|weapon|c007_weapon564_t1	c007h|weapon|c007h_weapon564_t1	1			item1300001071113	item1300001071113,-1	FashionDes_1300001071113	fashion_1031113	3,15	3,5;30,25	40071463	0
fashion_1072113	hero107		c007|bottoms||clothes|c007_clothes564_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes564_t1|shoulder||	2			item1300001072113	item1300001072113,-1	FashionDes_1300001072113	fashion_1032113	4,15	4,5;33,25	40071463	0
fashion_1073113	hero107		c007|face|c007_face001_t1|head|c007_head564_t1	c007h|face|c007h_face001_t1|head|c007h_head564_t1	3			item1300001073113	item1300001073113,-1	FashionDes_1300001073113	fashion_1033113	1,150	1,50;35,25	40071463	0
fashion_1081113	hero108		c008|weapon|c008_weapon564_t1	c008h|weapon|c008h_weapon564_t1	1			item1300001081113	item1300001081113,-1	FashionDes_1300001081113	fashion_1041113	3,15	3,5;30,25	40081463	0
fashion_1082113	hero108		c008|bottoms||clothes|c008_clothes564_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes564_t1|shoulder||	2			item1300001082113	item1300001082113,-1	FashionDes_1300001082113	fashion_1042113	4,15	4,5;33,25	40081463	0
fashion_1083113	hero108		c008|face|c008_face001_t1|head|c008_head564_t1	c008h|face|c008h_face001_t1|head|c008h_head564_t1	3			item1300001083113	item1300001083113,-1	FashionDes_1300001083113	fashion_1043113	1,150	1,50;35,25	40081463	0
fashion_1011114	hero101		c001|weapon|c001_weapon532_t1	c001h|weapon|c001h_weapon532_t1	1			item1300001011114	item1300001011114,-1	FashionDes_1300001011114		3,15	3,5;30,25	40011464	0
fashion_1012114	hero101		c001|bottoms||clothes|c001_clothes532_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes532_t1|shoulder||	2			item1300001012114	item1300001012114,-1	FashionDes_1300001012114		4,15	4,5;33,25	40011464	0
fashion_1013114	hero101		c001|face|c001_face001_t1|head|c001_head532_t1	c001h|face|c001h_face001_t1|head|c001h_head532_t1	3			item1300001013114	item1300001013114,-1	FashionDes_1300001013114		1,150	1,50;35,25	40011464	0
fashion_1021114	hero102		c002|weapon|c002_weapon532_t1	c002h|weapon|c002h_weapon532_t1	1			item1300001021114	item1300001021114,-1	FashionDes_1300001021114		3,15	3,5;30,25	40021464	0
fashion_1022114	hero102		c002|bottoms||clothes|c002_clothes532_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes532_t1|shoulder||	2			item1300001022114	item1300001022114,-1	FashionDes_1300001022114		4,15	4,5;33,25	40021464	0
fashion_1023114	hero102		c002|face|c002_face001_t1|head|c002_head532_t1	c002h|face|c002h_face001_t1|head|c002h_head532_t1	3			item1300001023114	item1300001023114,-1	FashionDes_1300001023114		1,150	1,50;35,25	40021464	0
fashion_1031114	hero103		c003|weapon|c003_weapon532_t1	c003h|weapon|c003h_weapon532_t1	1			item1300001031114	item1300001031114,-1	FashionDes_1300001031114	fashion_1071114	3,15	3,5;30,25	40031464	0
fashion_1032114	hero103		c003|bottoms||clothes|c003_clothes532_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes532_t1|shoulder||	2			item1300001032114	item1300001032114,-1	FashionDes_1300001032114	fashion_1072114	4,15	4,5;33,25	40031464	0
fashion_1033114	hero103		c003|face|c003_face001_t1|head|c003_head532_t1	c003h|face|c003h_face001_t1|head|c003h_head532_t1	3			item1300001033114	item1300001033114,-1	FashionDes_1300001033114	fashion_1073114	1,150	1,50;35,25	40031464	0
fashion_1041114	hero104		c004|weapon|c004_weapon532_t1	c004h|weapon|c004h_weapon532_t1	1			item1300001041114	item1300001041114,-1	FashionDes_1300001041114	fashion_1081114	3,15	3,5;30,25	40041464	0
fashion_1042114	hero104		c004|bottoms||clothes|c004_clothes532_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes532_t1|shoulder||	2			item1300001042114	item1300001042114,-1	FashionDes_1300001042114	fashion_1082114	4,15	4,5;33,25	40041464	0
fashion_1043114	hero104		c004|face|c004_face001_t1|head|c004_head532_t1	c004h|face|c004h_face001_t1|head|c004h_head532_t1	3			item1300001043114	item1300001043114,-1	FashionDes_1300001043114	fashion_1083114	1,150	1,50;35,25	40041464	0
fashion_1051114	hero105		c005|weapon|c005_weapon532_t1	c005h|weapon|c005h_weapon532_t1	1			item1300001051114	item1300001051114,-1	FashionDes_1300001051114		3,15	3,5;30,25	40051464	0
fashion_1052114	hero105		c005|bottoms||clothes|c005_clothes532_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes532_t1|shoulder||	2			item1300001052114	item1300001052114,-1	FashionDes_1300001052114		4,15	4,5;33,25	40051464	0
fashion_1053114	hero105		c005|face|c005_face001_t1|head|c005_head532_t1|parta|c005_parta532_t1	c005h|face|c005h_face001_t1|head|c005h_head532_t1|parta|c005h_parta532_t1	3			item1300001053114	item1300001053114,-1	FashionDes_1300001053114		1,150	1,50;35,25	40051464	0
fashion_1061114	hero106		c006|weapon|c006_weapon532_t1	c006h|weapon|c006h_weapon532_t1	1			item1300001061114	item1300001061114,-1	FashionDes_1300001061114		3,15	3,5;30,25	40061464	0
fashion_1062114	hero106		c006|bottoms||clothes|c006_clothes532_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes532_t1|shoulder||	2			item1300001062114	item1300001062114,-1	FashionDes_1300001062114		4,15	4,5;33,25	40061464	0
fashion_1063114	hero106		c006|face|c006_face001_t1|head|c006_head532_t1	c006h|face|c006h_face001_t1|head|c006h_head532_t1	3			item1300001063114	item1300001063114,-1	FashionDes_1300001063114		1,150	1,50;35,25	40061464	0
fashion_1071114	hero107		c007|weapon|c007_weapon532_t1	c007h|weapon|c007h_weapon532_t1	1			item1300001071114	item1300001071114,-1	FashionDes_1300001071114	fashion_1031114	3,15	3,5;30,25	40071464	0
fashion_1072114	hero107		c007|bottoms||clothes|c007_clothes532_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes532_t1|shoulder||	2			item1300001072114	item1300001072114,-1	FashionDes_1300001072114	fashion_1032114	4,15	4,5;33,25	40071464	0
