流水	活动id	第几周	任务组	任务id	能量	功能检测和自动关闭
2254	6214	3	181	182120	50	127,0
2255	6214	3	182	183080	100	13,1
2256	6214	3	183	182130	50	145,1
2257	6214	3	184	181430	30	37,0
2258	6214	3	184	181440	30	37,0
2259	6214	3	184	181450	30	37,0
2260	6214	3	185	183100	100	0,1
2261	6214	3	186	182160	50	25,1
2262	6214	3	187	181520	30	0,1
2263	6214	3	187	181530	30	0,1
2264	6214	3	187	181540	30	0,1
2265	6214	4	188	183010	100	0,1
2266	6214	4	189	182010	50	69,0
2267	6214	4	190	181100	30	0,1
2268	6214	4	190	181110	30	0,1
2269	6214	4	190	181120	30	0,1
2270	6214	4	191	183030	100	80,1
2271	6214	4	192	182030	50	39,0
2272	6214	4	193	182050	50	0,0
2273	6214	4	194	183040	100	0,1
2274	6214	4	195	182070	50	2,1
2275	6214	4	196	181280	30	0,0
2276	6214	4	196	181290	30	0,0
2277	6214	4	196	181300	30	0,0
2278	6214	4	197	183050	100	23,1
2279	6214	4	198	182080	50	33,1
2280	6214	4	199	181370	30	138,1
2281	6214	4	199	181380	30	138,1
2282	6214	4	199	181390	30	138,1
2283	6214	4	200	183060	100	14,1
2284	6214	4	201	182100	50	41,0
2285	6214	4	202	182110	50	0,0
2286	6214	4	203	183080	100	13,1
2287	6214	4	204	182130	50	145,1
2288	6214	4	205	181430	30	37,0
2289	6214	4	205	181440	30	37,0
2290	6214	4	205	181450	30	37,0
2291	6214	4	206	183110	100	0,1
2292	6214	4	207	182170	50	25,1
2293	6214	4	208	181550	30	0,1
2294	6214	4	208	181560	30	0,1
2295	6214	4	208	181570	30	0,1
2296	6214	5	209	183010	100	0,1
2297	6214	5	210	182010	50	69,0
2298	6214	5	211	181310	30	138,1
2299	6214	5	211	181320	30	138,1
2300	6214	5	211	181330	30	138,1
2301	6214	5	213	182020	50	12,0
2302	6214	5	214	182030	50	39,0
2303	6214	5	217	181340	30	138,1
2304	6214	5	217	181350	30	138,1
2305	6214	5	217	181360	30	138,1
2306	6214	5	218	183040	100	0,1
2307	6214	5	219	182050	50	0,0
2308	6214	5	220	182060	50	1,1
2309	6214	5	221	183050	100	23,1
2310	6214	5	222	182070	50	2,1
2311	6214	5	223	181370	30	138,1
2312	6214	5	223	181380	30	138,1
2313	6214	5	223	181390	30	138,1
2314	6214	5	225	182080	50	33,1
2315	6214	5	226	181400	30	0,1
2316	6214	5	226	181410	30	0,1
2317	6214	5	226	181420	30	0,1
2318	6214	5	227	183070	100	0,1
2319	6214	5	228	182090	50	34,1
2320	6214	5	229	181430	30	37,0
2321	6214	5	229	181440	30	37,0
2322	6214	5	229	181450	30	37,0
2323	6214	5	230	183080	100	13,1
2324	6214	5	231	182100	50	41,0
2325	6214	5	232	182110	50	0,0
2326	6214	5	233	183090	100	0,1
2327	6214	5	234	182120	50	127,0
2328	6214	5	235	181580	30	0,1
2329	6214	5	235	181590	30	0,1
2330	6214	5	235	181600	30	0,1
2331	6214	5	236	183100	100	0,1
2332	6214	5	237	182130	50	145,1
2333	6214	5	238	181130	30	0,1
2334	6214	5	238	181140	30	0,1
2335	6214	5	238	181150	30	0,1
2336	6214	5	239	183110	100	0,1
2337	6214	5	240	182140	50	25,1
2338	6214	5	241	181160	30	0,1
2339	6214	5	241	181170	30	0,1
2340	6214	5	241	181180	30	0,1
2341	6214	5	242	183120	100	0,1
2342	6214	5	243	182150	50	25,1
2343	6214	5	244	181250	30	0,0
2344	6214	5	244	181260	30	0,0
2345	6214	5	244	181270	30	0,0
2346	6214	5	245	182160	50	25,1
2347	6214	5	246	182170	50	25,1
2348	6214	5	247	181190	30	0,0
2349	6214	5	247	181200	30	0,0
2350	6214	5	247	181210	30	0,0
2351	6214	5	248	182180	50	25,1
2352	6215	1	125	183010	100	0,1
2353	6215	1	126	182010	50	69,0
2354	6215	1	127	181430	30	37,0
2355	6215	1	127	181440	30	37,0
2356	6215	1	127	181450	30	37,0
2357	6215	1	128	183020	100	106,1
2358	6215	1	129	182020	50	12,0
2359	6215	1	130	182050	50	0,0
2360	6215	1	131	183040	100	0,1
2361	6215	1	132	182060	50	1,1
2362	6215	1	133	181010	30	0,1
2363	6215	1	133	181020	30	0,1
2364	6215	1	133	181030	30	0,1
2365	6215	1	134	183050	100	23,1
2366	6215	1	135	182080	50	33,1
2367	6215	1	136	181190	30	0,0
2368	6215	1	136	181200	30	0,0
2369	6215	1	136	181210	30	0,0
2370	6215	1	137	183070	100	0,1
2371	6215	1	138	182100	50	41,0
2372	6215	1	139	182110	50	0,0
2373	6215	1	140	183080	100	13,1
2374	6215	1	141	182130	50	145,1
2375	6215	1	142	181400	30	0,1
2376	6215	1	142	181410	30	0,1
2377	6215	1	142	181420	30	0,1
2378	6215	1	143	183100	100	0,1
2379	6215	1	144	182140	50	25,1
2380	6215	1	145	181460	30	0,1
2381	6215	1	145	181470	30	0,1
2382	6215	1	145	181480	30	0,1
2383	6215	1	249	183130	30	183,1
2384	6215	2	146	183010	100	0,1
2385	6215	2	147	182010	50	69,0
2386	6215	2	148	181040	30	0,1
2387	6215	2	148	181050	30	0,1
2388	6215	2	148	181060	30	0,1
2389	6215	2	149	183030	100	80,1
2390	6215	2	150	182030	50	39,0
2391	6215	2	151	182050	50	0,0
2392	6215	2	152	183040	100	0,1
2393	6215	2	153	182060	50	1,1
2394	6215	2	154	181220	30	0,0
2395	6215	2	154	181230	30	0,0
2396	6215	2	154	181240	30	0,0
2397	6215	2	155	183050	100	23,1
2398	6215	2	156	182080	50	33,1
2399	6215	2	157	181310	30	138,1
2400	6215	2	157	181320	30	138,1
2401	6215	2	157	181330	30	138,1
2402	6215	2	158	183060	100	14,1
2403	6215	2	159	182090	50	34,1
2404	6215	2	160	182100	50	41,0
2405	6215	2	161	183080	100	13,1
2406	6215	2	162	182130	50	145,1
2407	6215	2	163	181430	30	37,0
2408	6215	2	163	181440	30	37,0
2409	6215	2	163	181450	30	37,0
2410	6215	2	164	183110	100	0,1
2411	6215	2	165	182150	50	25,1
2412	6215	2	166	181490	30	0,1
2413	6215	2	166	181500	30	0,1
2414	6215	2	166	181510	30	0,1
2415	6215	3	167	183010	100	0,1
2416	6215	3	168	182010	50	69,0
2417	6215	3	169	181070	30	0,1
2418	6215	3	169	181080	30	0,1
2419	6215	3	169	181090	30	0,1
2420	6215	3	170	183020	100	106,1
2421	6215	3	171	182070	50	2,1
2422	6215	3	172	182050	50	0,0
2423	6215	3	173	183070	100	0,1
2424	6215	3	174	182060	50	1,1
2425	6215	3	175	181250	30	0,0
2426	6215	3	175	181260	30	0,0
2427	6215	3	175	181270	30	0,0
2428	6215	3	176	183050	100	23,1
2429	6215	3	177	182080	50	33,1
2430	6215	3	178	181340	30	138,1
2431	6215	3	178	181350	30	138,1
2432	6215	3	178	181360	30	138,1
2433	6215	3	179	183040	100	0,1
2434	6215	3	180	182100	50	41,0
2435	6215	3	181	182120	50	127,0
2436	6215	3	182	183080	100	13,1
2437	6215	3	183	182130	50	145,1
2438	6215	3	184	181430	30	37,0
2439	6215	3	184	181440	30	37,0
2440	6215	3	184	181450	30	37,0
2441	6215	3	185	183100	100	0,1
2442	6215	3	186	182160	50	25,1
2443	6215	3	187	181520	30	0,1
2444	6215	3	187	181530	30	0,1
2445	6215	3	187	181540	30	0,1
2446	6215	4	188	183010	100	0,1
2447	6215	4	189	182010	50	69,0
2448	6215	4	190	181100	30	0,1
2449	6215	4	190	181110	30	0,1
2450	6215	4	190	181120	30	0,1
2451	6215	4	191	183030	100	80,1
2452	6215	4	192	182030	50	39,0
2453	6215	4	193	182050	50	0,0
2454	6215	4	194	183040	100	0,1
2455	6215	4	195	182070	50	2,1
2456	6215	4	196	181280	30	0,0
2457	6215	4	196	181290	30	0,0
2458	6215	4	196	181300	30	0,0
2459	6215	4	197	183050	100	23,1
2460	6215	4	198	182080	50	33,1
2461	6215	4	199	181370	30	138,1
2462	6215	4	199	181380	30	138,1
2463	6215	4	199	181390	30	138,1
2464	6215	4	200	183060	100	14,1
2465	6215	4	201	182100	50	41,0
2466	6215	4	202	182110	50	0,0
2467	6215	4	203	183080	100	13,1
2468	6215	4	204	182130	50	145,1
2469	6215	4	205	181430	30	37,0
2470	6215	4	205	181440	30	37,0
2471	6215	4	205	181450	30	37,0
2472	6215	4	206	183110	100	0,1
2473	6215	4	207	182170	50	25,1
2474	6215	4	208	181550	30	0,1
2475	6215	4	208	181560	30	0,1
2476	6215	4	208	181570	30	0,1
2477	6215	5	209	183010	100	0,1
2478	6215	5	210	182010	50	69,0
2479	6215	5	211	181310	30	138,1
2480	6215	5	211	181320	30	138,1
2481	6215	5	211	181330	30	138,1
2482	6215	5	213	182020	50	12,0
2483	6215	5	214	182030	50	39,0
2484	6215	5	217	181340	30	138,1
2485	6215	5	217	181350	30	138,1
2486	6215	5	217	181360	30	138,1
2487	6215	5	218	183040	100	0,1
2488	6215	5	219	182050	50	0,0
2489	6215	5	220	182060	50	1,1
2490	6215	5	221	183050	100	23,1
2491	6215	5	222	182070	50	2,1
2492	6215	5	223	181370	30	138,1
2493	6215	5	223	181380	30	138,1
2494	6215	5	223	181390	30	138,1
2495	6215	5	225	182080	50	33,1
2496	6215	5	226	181400	30	0,1
2497	6215	5	226	181410	30	0,1
2498	6215	5	226	181420	30	0,1
2499	6215	5	227	183070	100	0,1
2500	6215	5	228	182090	50	34,1
2501	6215	5	229	181430	30	37,0
2502	6215	5	229	181440	30	37,0
2503	6215	5	229	181450	30	37,0
2504	6215	5	230	183080	100	13,1
2505	6215	5	231	182100	50	41,0
2506	6215	5	232	182110	50	0,0
2507	6215	5	233	183090	100	0,1
2508	6215	5	234	182120	50	127,0
2509	6215	5	235	181580	30	0,1
2510	6215	5	235	181590	30	0,1
2511	6215	5	235	181600	30	0,1
2512	6215	5	236	183100	100	0,1
2513	6215	5	237	182130	50	145,1
2514	6215	5	238	181130	30	0,1
2515	6215	5	238	181140	30	0,1
2516	6215	5	238	181150	30	0,1
2517	6215	5	239	183110	100	0,1
2518	6215	5	240	182140	50	25,1
2519	6215	5	241	181160	30	0,1
2520	6215	5	241	181170	30	0,1
2521	6215	5	241	181180	30	0,1
2522	6215	5	242	183120	100	0,1
2523	6215	5	243	182150	50	25,1
2524	6215	5	244	181250	30	0,0
2525	6215	5	244	181260	30	0,0
2526	6215	5	244	181270	30	0,0
2527	6215	5	245	182160	50	25,1
2528	6215	5	246	182170	50	25,1
2529	6215	5	247	181190	30	0,0
2530	6215	5	247	181200	30	0,0
2531	6215	5	247	181210	30	0,0
2532	6215	5	248	182180	50	25,1
2533	6216	1	1	183010	100	0,1
2534	6216	1	2	182010	50	69,0
2535	6216	1	3	181430	30	37,0
2536	6216	1	3	181440	30	37,0
2537	6216	1	3	181450	30	37,0
2538	6216	1	4	183020	100	106,1
2539	6216	1	5	182020	50	12,0
2540	6216	1	6	182050	50	0,0
2541	6216	1	7	183040	100	0,1
2542	6216	1	8	182060	50	1,1
2543	6216	1	9	181010	30	0,1
2544	6216	1	9	181020	30	0,1
2545	6216	1	9	181030	30	0,1
2546	6216	1	10	183050	100	23,1
2547	6216	1	11	182080	50	33,1
2548	6216	1	12	181190	30	0,0
2549	6216	1	12	181200	30	0,0
2550	6216	1	12	181210	30	0,0
2551	6216	1	13	183070	100	0,1
2552	6216	1	14	182100	50	41,0
2553	6216	1	15	182110	50	0,0
2554	6216	1	16	183080	100	13,1
2555	6216	1	17	182130	50	145,1
2556	6216	1	18	181400	30	0,1
2557	6216	1	18	181410	30	0,1
2558	6216	1	18	181420	30	0,1
2559	6216	1	19	183100	100	0,1
2560	6216	1	20	182140	50	25,1
2561	6216	1	21	181460	30	0,1
2562	6216	1	21	181470	30	0,1
2563	6216	1	21	181480	30	0,1
2564	6216	1	125	183130	30	183,1
2565	6216	2	22	183010	100	0,1
2566	6216	2	23	182010	50	69,0
2567	6216	2	24	181040	30	0,1
2568	6216	2	24	181050	30	0,1
2569	6216	2	24	181060	30	0,1
2570	6216	2	25	183030	100	80,1
2571	6216	2	26	182030	50	39,0
2572	6216	2	27	182050	50	0,0
2573	6216	2	28	183040	100	0,1
2574	6216	2	29	182060	50	1,1
2575	6216	2	30	181220	30	0,0
2576	6216	2	30	181230	30	0,0
2577	6216	2	30	181240	30	0,0
2578	6216	2	31	183050	100	23,1
2579	6216	2	32	182080	50	33,1
2580	6216	2	33	181310	30	138,1
2581	6216	2	33	181320	30	138,1
2582	6216	2	33	181330	30	138,1
2583	6216	2	34	183060	100	14,1
2584	6216	2	35	182090	50	34,1
2585	6216	2	36	182100	50	41,0
2586	6216	2	37	183080	100	13,1
2587	6216	2	38	182130	50	145,1
2588	6216	2	39	181430	30	37,0
2589	6216	2	39	181440	30	37,0
2590	6216	2	39	181450	30	37,0
2591	6216	2	40	183110	100	0,1
2592	6216	2	41	182150	50	25,1
2593	6216	2	42	181490	30	0,1
2594	6216	2	42	181500	30	0,1
2595	6216	2	42	181510	30	0,1
2596	6216	3	43	183010	100	0,1
2597	6216	3	44	182010	50	69,0
2598	6216	3	45	181070	30	0,1
2599	6216	3	45	181080	30	0,1
2600	6216	3	45	181090	30	0,1
2601	6216	3	46	183020	100	106,1
2602	6216	3	47	182070	50	2,1
2603	6216	3	48	182050	50	0,0
2604	6216	3	49	183070	100	0,1
2605	6216	3	50	182060	50	1,1
2606	6216	3	51	181250	30	0,0
2607	6216	3	51	181260	30	0,0
2608	6216	3	51	181270	30	0,0
2609	6216	3	52	183050	100	23,1
2610	6216	3	53	182080	50	33,1
2611	6216	3	54	181340	30	138,1
2612	6216	3	54	181350	30	138,1
2613	6216	3	54	181360	30	138,1
2614	6216	3	55	183040	100	0,1
2615	6216	3	56	182100	50	41,0
2616	6216	3	57	182120	50	127,0
2617	6216	3	58	183080	100	13,1
2618	6216	3	59	182130	50	145,1
2619	6216	3	60	181430	30	37,0
2620	6216	3	60	181440	30	37,0
2621	6216	3	60	181450	30	37,0
2622	6216	3	61	183100	100	0,1
2623	6216	3	62	182160	50	25,1
2624	6216	3	63	181520	30	0,1
2625	6216	3	63	181530	30	0,1
2626	6216	3	63	181540	30	0,1
2627	6216	4	64	183010	100	0,1
2628	6216	4	65	182010	50	69,0
2629	6216	4	66	181100	30	0,1
2630	6216	4	66	181110	30	0,1
2631	6216	4	66	181120	30	0,1
2632	6216	4	67	183030	100	80,1
2633	6216	4	68	182030	50	39,0
2634	6216	4	69	182050	50	0,0
2635	6216	4	70	183040	100	0,1
2636	6216	4	71	182070	50	2,1
2637	6216	4	72	181280	30	0,0
2638	6216	4	72	181290	30	0,0
2639	6216	4	72	181300	30	0,0
2640	6216	4	73	183050	100	23,1
2641	6216	4	74	182080	50	33,1
2642	6216	4	75	181370	30	138,1
2643	6216	4	75	181380	30	138,1
2644	6216	4	75	181390	30	138,1
2645	6216	4	76	183060	100	14,1
2646	6216	4	77	182100	50	41,0
2647	6216	4	78	182110	50	0,0
2648	6216	4	79	183080	100	13,1
2649	6216	4	80	182130	50	145,1
2650	6216	4	81	181430	30	37,0
2651	6216	4	81	181440	30	37,0
2652	6216	4	81	181450	30	37,0
2653	6216	4	82	183110	100	0,1
2654	6216	4	83	182170	50	25,1
2655	6216	4	84	181550	30	0,1
2656	6216	4	84	181560	30	0,1
2657	6216	4	84	181570	30	0,1
2658	6216	5	85	183010	100	0,1
2659	6216	5	86	182010	50	69,0
2660	6216	5	87	181310	30	138,1
2661	6216	5	87	181320	30	138,1
2662	6216	5	87	181330	30	138,1
2663	6216	5	88	183020	100	106,1
2664	6216	5	89	182020	50	12,0
2665	6216	5	90	182030	50	39,0
2666	6216	5	91	183030	100	80,1
2667	6216	5	93	181340	30	138,1
2668	6216	5	93	181350	30	138,1
2669	6216	5	93	181360	30	138,1
2670	6216	5	94	183040	100	0,1
2671	6216	5	95	182050	50	0,0
2672	6216	5	96	182060	50	1,1
2673	6216	5	97	183050	100	23,1
2674	6216	5	98	182070	50	2,1
2675	6216	5	99	181370	30	138,1
2676	6216	5	99	181380	30	138,1
2677	6216	5	99	181390	30	138,1
2678	6216	5	100	183060	100	14,1
2679	6216	5	101	182080	50	33,1
2680	6216	5	102	181400	30	0,1
2681	6216	5	102	181410	30	0,1
2682	6216	5	102	181420	30	0,1
2683	6216	5	103	183070	100	0,1
2684	6216	5	104	182090	50	34,1
2685	6216	5	105	181430	30	37,0
2686	6216	5	105	181440	30	37,0
2687	6216	5	105	181450	30	37,0
2688	6216	5	106	183080	100	13,1
2689	6216	5	107	182100	50	41,0
2690	6216	5	108	182110	50	0,0
2691	6216	5	109	183090	100	0,1
2692	6216	5	110	182120	50	127,0
2693	6216	5	111	181580	30	0,1
2694	6216	5	111	181590	30	0,1
2695	6216	5	111	181600	30	0,1
2696	6216	5	112	183100	100	0,1
2697	6216	5	113	182130	50	145,1
2698	6216	5	114	181130	30	0,1
2699	6216	5	114	181140	30	0,1
2700	6216	5	114	181150	30	0,1
2701	6216	5	115	183110	100	0,1
2702	6216	5	116	182140	50	25,1
2703	6216	5	117	181160	30	0,1
2704	6216	5	117	181170	30	0,1
2705	6216	5	117	181180	30	0,1
2706	6216	5	118	183120	100	0,1
2707	6216	5	119	182150	50	25,1
2708	6216	5	120	181250	30	0,0
2709	6216	5	120	181250	30	0,0
2710	6216	5	120	181270	30	0,0
2711	6216	5	121	182160	50	25,1
2712	6216	5	122	182170	50	25,1
2713	6216	5	123	181190	30	0,0
2714	6216	5	123	181200	30	0,0
2715	6216	5	123	181210	30	0,0
2716	6216	5	124	182180	50	25,1
2717	6217	1	1	183010	100	0,1
2718	6217	1	2	182010	50	69,0
2719	6217	1	3	181430	30	37,0
2720	6217	1	3	181440	30	37,0
2721	6217	1	3	181450	30	37,0
2722	6217	1	4	183020	100	106,1
2723	6217	1	5	182020	50	12,0
2724	6217	1	6	182050	50	0,0
2725	6217	1	7	183040	100	0,1
2726	6217	1	8	182060	50	1,1
2727	6217	1	9	181010	30	0,1
2728	6217	1	9	181020	30	0,1
2729	6217	1	9	181030	30	0,1
2730	6217	1	10	183050	100	23,1
2731	6217	1	11	182080	50	33,1
2732	6217	1	12	181190	30	0,0
2733	6217	1	12	181200	30	0,0
2734	6217	1	12	181210	30	0,0
2735	6217	1	13	183070	100	0,1
2736	6217	1	14	182100	50	41,0
2737	6217	1	15	182110	50	0,0
2738	6217	1	16	183080	100	13,1
2739	6217	1	17	182130	50	145,1
2740	6217	1	18	181400	30	0,1
2741	6217	1	18	181410	30	0,1
2742	6217	1	18	181420	30	0,1
2743	6217	1	19	183100	100	0,1
2744	6217	1	20	182140	50	25,1
2745	6217	1	21	181460	30	0,1
2746	6217	1	21	181470	30	0,1
2747	6217	1	21	181480	30	0,1
2748	6217	1	125	183130	30	183,1
2749	6217	2	22	183010	100	0,1
2750	6217	2	23	182010	50	69,0
2751	6217	2	24	181040	30	0,1
2752	6217	2	24	181050	30	0,1
2753	6217	2	24	181060	30	0,1
2754	6217	2	25	183030	100	80,1
2755	6217	2	26	182030	50	39,0
2756	6217	2	27	182050	50	0,0
2757	6217	2	28	183040	100	0,1
2758	6217	2	29	182060	50	1,1
2759	6217	2	30	181220	30	0,0
2760	6217	2	30	181230	30	0,0
2761	6217	2	30	181240	30	0,0
2762	6217	2	31	183050	100	23,1
2763	6217	2	32	182080	50	33,1
2764	6217	2	33	181310	30	138,1
2765	6217	2	33	181320	30	138,1
2766	6217	2	33	181330	30	138,1
2767	6217	2	34	183060	100	14,1
2768	6217	2	35	182090	50	34,1
2769	6217	2	36	182100	50	41,0
2770	6217	2	37	183080	100	13,1
2771	6217	2	38	182130	50	145,1
2772	6217	2	39	181430	30	37,0
2773	6217	2	39	181440	30	37,0
2774	6217	2	39	181450	30	37,0
2775	6217	2	40	183110	100	0,1
2776	6217	2	41	182150	50	25,1
2777	6217	2	42	181490	30	0,1
2778	6217	2	42	181500	30	0,1
2779	6217	2	42	181510	30	0,1
2780	6217	3	43	183010	100	0,1
2781	6217	3	44	182010	50	69,0
2782	6217	3	45	181070	30	0,1
2783	6217	3	45	181080	30	0,1
2784	6217	3	45	181090	30	0,1
2785	6217	3	46	183020	100	106,1
2786	6217	3	47	182070	50	2,1
2787	6217	3	48	182050	50	0,0
2788	6217	3	49	183070	100	0,1
2789	6217	3	50	182060	50	1,1
2790	6217	3	51	181250	30	0,0
2791	6217	3	51	181260	30	0,0
2792	6217	3	51	181270	30	0,0
2793	6217	3	52	183050	100	23,1
2794	6217	3	53	182080	50	33,1
2795	6217	3	54	181340	30	138,1
2796	6217	3	54	181350	30	138,1
2797	6217	3	54	181360	30	138,1
2798	6217	3	55	183040	100	0,1
2799	6217	3	56	182100	50	41,0
2800	6217	3	57	182120	50	127,0
2801	6217	3	58	183080	100	13,1
2802	6217	3	59	182130	50	145,1
2803	6217	3	60	181430	30	37,0
2804	6217	3	60	181440	30	37,0
2805	6217	3	60	181450	30	37,0
2806	6217	3	61	183100	100	0,1
2807	6217	3	62	182160	50	25,1
2808	6217	3	63	181520	30	0,1
2809	6217	3	63	181530	30	0,1
2810	6217	3	63	181540	30	0,1
2811	6217	4	64	183010	100	0,1
2812	6217	4	65	182010	50	69,0
2813	6217	4	66	181100	30	0,1
2814	6217	4	66	181110	30	0,1
2815	6217	4	66	181120	30	0,1
2816	6217	4	67	183030	100	80,1
2817	6217	4	68	182030	50	39,0
2818	6217	4	69	182050	50	0,0
2819	6217	4	70	183040	100	0,1
2820	6217	4	71	182070	50	2,1
2821	6217	4	72	181280	30	0,0
2822	6217	4	72	181290	30	0,0
2823	6217	4	72	181300	30	0,0
2824	6217	4	73	183050	100	23,1
2825	6217	4	74	182080	50	33,1
2826	6217	4	75	181370	30	138,1
2827	6217	4	75	181380	30	138,1
2828	6217	4	75	181390	30	138,1
2829	6217	4	76	183060	100	14,1
2830	6217	4	77	182100	50	41,0
2831	6217	4	78	182110	50	0,0
2832	6217	4	79	183080	100	13,1
2833	6217	4	80	182130	50	145,1
2834	6217	4	81	181430	30	37,0
2835	6217	4	81	181440	30	37,0
2836	6217	4	81	181450	30	37,0
2837	6217	4	82	183110	100	0,1
2838	6217	4	83	182170	50	25,1
2839	6217	4	84	181550	30	0,1
2840	6217	4	84	181560	30	0,1
2841	6217	4	84	181570	30	0,1
2842	6217	5	85	183010	100	0,1
2843	6217	5	86	182010	50	69,0
2844	6217	5	87	181310	30	138,1
2845	6217	5	87	181320	30	138,1
2846	6217	5	87	181330	30	138,1
2847	6217	5	88	183020	100	106,1
2848	6217	5	89	182020	50	12,0
2849	6217	5	90	182030	50	39,0
2850	6217	5	91	183030	100	80,1
2851	6217	5	93	181340	30	138,1
2852	6217	5	93	181350	30	138,1
2853	6217	5	93	181360	30	138,1
2854	6217	5	94	183040	100	0,1
2855	6217	5	95	182050	50	0,0
2856	6217	5	96	182060	50	1,1
2857	6217	5	97	183050	100	23,1
2858	6217	5	98	182070	50	2,1
2859	6217	5	99	181370	30	138,1
2860	6217	5	99	181380	30	138,1
2861	6217	5	99	181390	30	138,1
2862	6217	5	100	183060	100	14,1
2863	6217	5	101	182080	50	33,1
2864	6217	5	102	181400	30	0,1
2865	6217	5	102	181410	30	0,1
2866	6217	5	102	181420	30	0,1
2867	6217	5	103	183070	100	0,1
2868	6217	5	104	182090	50	34,1
2869	6217	5	105	181430	30	37,0
2870	6217	5	105	181440	30	37,0
2871	6217	5	105	181450	30	37,0
2872	6217	5	106	183080	100	13,1
2873	6217	5	107	182100	50	41,0
2874	6217	5	108	182110	50	0,0
2875	6217	5	109	183090	100	0,1
2876	6217	5	110	182120	50	127,0
2877	6217	5	111	181580	30	0,1
2878	6217	5	111	181590	30	0,1
2879	6217	5	111	181600	30	0,1
2880	6217	5	112	183100	100	0,1
2881	6217	5	113	182130	50	145,1
2882	6217	5	114	181130	30	0,1
2883	6217	5	114	181140	30	0,1
2884	6217	5	114	181150	30	0,1
2885	6217	5	115	183110	100	0,1
2886	6217	5	116	182140	50	25,1
2887	6217	5	117	181160	30	0,1
2888	6217	5	117	181170	30	0,1
2889	6217	5	117	181180	30	0,1
2890	6217	5	118	183120	100	0,1
2891	6217	5	119	182150	50	25,1
2892	6217	5	120	181250	30	0,0
2893	6217	5	120	181250	30	0,0
2894	6217	5	120	181270	30	0,0
2895	6217	5	121	182160	50	25,1
2896	6217	5	122	182170	50	25,1
2897	6217	5	123	181190	30	0,0
2898	6217	5	123	181200	30	0,0
2899	6217	5	123	181210	30	0,0
2900	6217	5	124	182180	50	25,1
2901	6218	1	1	183010	100	0,1
2902	6218	1	2	182010	50	69,0
2903	6218	1	3	181430	30	37,0
2904	6218	1	3	181440	30	37,0
2905	6218	1	3	181450	30	37,0
2906	6218	1	4	183020	100	106,1
2907	6218	1	5	182020	50	12,0
2908	6218	1	6	182050	50	0,0
2909	6218	1	7	183040	100	0,1
2910	6218	1	8	182060	50	1,1
2911	6218	1	9	181010	30	0,1
2912	6218	1	9	181020	30	0,1
2913	6218	1	9	181030	30	0,1
2914	6218	1	10	183050	100	23,1
2915	6218	1	11	182080	50	33,1
2916	6218	1	12	181190	30	0,0
2917	6218	1	12	181200	30	0,0
2918	6218	1	12	181210	30	0,0
2919	6218	1	13	183070	100	0,1
2920	6218	1	14	182100	50	41,0
2921	6218	1	15	182110	50	0,0
2922	6218	1	16	183080	100	13,1
2923	6218	1	17	182130	50	145,1
2924	6218	1	18	181400	30	0,1
2925	6218	1	18	181410	30	0,1
2926	6218	1	18	181420	30	0,1
2927	6218	1	19	183100	100	0,1
2928	6218	1	20	182140	50	25,1
2929	6218	1	21	181460	30	0,1
2930	6218	1	21	181470	30	0,1
2931	6218	1	21	181480	30	0,1
2932	6218	1	125	183130	30	183,1
2933	6218	2	22	183010	100	0,1
2934	6218	2	23	182010	50	69,0
2935	6218	2	24	181040	30	0,1
2936	6218	2	24	181050	30	0,1
2937	6218	2	24	181060	30	0,1
2938	6218	2	25	183030	100	80,1
2939	6218	2	26	182030	50	39,0
2940	6218	2	27	182050	50	0,0
2941	6218	2	28	183040	100	0,1
2942	6218	2	29	182060	50	1,1
2943	6218	2	30	181220	30	0,0
2944	6218	2	30	181230	30	0,0
2945	6218	2	30	181240	30	0,0
2946	6218	2	31	183050	100	23,1
2947	6218	2	32	182080	50	33,1
2948	6218	2	33	181310	30	138,1
2949	6218	2	33	181320	30	138,1
2950	6218	2	33	181330	30	138,1
2951	6218	2	34	183060	100	14,1
2952	6218	2	35	182090	50	34,1
2953	6218	2	36	182100	50	41,0
2954	6218	2	37	183080	100	13,1
2955	6218	2	38	182130	50	145,1
2956	6218	2	39	181430	30	37,0
2957	6218	2	39	181440	30	37,0
2958	6218	2	39	181450	30	37,0
2959	6218	2	40	183110	100	0,1
2960	6218	2	41	182150	50	25,1
2961	6218	2	42	181490	30	0,1
2962	6218	2	42	181500	30	0,1
2963	6218	2	42	181510	30	0,1
2964	6218	3	43	183010	100	0,1
2965	6218	3	44	182010	50	69,0
2966	6218	3	45	181070	30	0,1
2967	6218	3	45	181080	30	0,1
2968	6218	3	45	181090	30	0,1
2969	6218	3	46	183020	100	106,1
2970	6218	3	47	182070	50	2,1
2971	6218	3	48	182050	50	0,0
2972	6218	3	49	183070	100	0,1
2973	6218	3	50	182060	50	1,1
2974	6218	3	51	181250	30	0,0
2975	6218	3	51	181260	30	0,0
2976	6218	3	51	181270	30	0,0
2977	6218	3	52	183050	100	23,1
2978	6218	3	53	182080	50	33,1
2979	6218	3	54	181340	30	138,1
2980	6218	3	54	181350	30	138,1
2981	6218	3	54	181360	30	138,1
2982	6218	3	55	183040	100	0,1
2983	6218	3	56	182100	50	41,0
2984	6218	3	57	182120	50	127,0
2985	6218	3	58	183080	100	13,1
2986	6218	3	59	182130	50	145,1
2987	6218	3	60	181430	30	37,0
2988	6218	3	60	181440	30	37,0
