流水	战宠	个性	权重
3294	pet_348	11201	156
3295	pet_348	11202	429
3296	pet_348	11203	683
3297	pet_348	11301	156
3298	pet_348	11302	429
3299	pet_348	11303	683
3300	pet_348	11401	52
3301	pet_348	11402	144
3302	pet_348	11403	229
3303	pet_348	11501	90
3304	pet_348	11502	247
3305	pet_348	11503	394
3306	pet_348	11601	96
3307	pet_348	11602	264
3308	pet_348	11603	420
3309	pet_348	11701	90
3310	pet_348	11702	247
3311	pet_348	11703	394
3312	pet_348	11801	52
3313	pet_348	11802	144
3314	pet_348	11803	229
3315	pet_348	11901	52
3316	pet_348	11902	144
3317	pet_348	11903	230
3318	pet_349	10301	240
3319	pet_349	10801	52
3320	pet_349	10802	144
3321	pet_349	10803	229
3322	pet_349	10901	90
3323	pet_349	10902	247
3324	pet_349	10903	394
3325	pet_349	11001	156
3326	pet_349	11002	429
3327	pet_349	11003	683
3328	pet_349	11101	156
3329	pet_349	11102	429
3330	pet_349	11103	683
3331	pet_349	11201	156
3332	pet_349	11202	429
3333	pet_349	11203	683
3334	pet_349	11301	156
3335	pet_349	11302	429
3336	pet_349	11303	683
3337	pet_349	11401	52
3338	pet_349	11402	144
3339	pet_349	11403	229
3340	pet_349	11501	90
3341	pet_349	11502	247
3342	pet_349	11503	394
3343	pet_349	11601	96
3344	pet_349	11602	264
3345	pet_349	11603	420
3346	pet_349	11701	90
3347	pet_349	11702	247
3348	pet_349	11703	394
3349	pet_349	11801	52
3350	pet_349	11802	144
3351	pet_349	11803	229
3352	pet_349	11901	52
3353	pet_349	11902	144
3354	pet_349	11903	230
3355	pet_350	10401	240
3356	pet_350	10701	52
3357	pet_350	10702	144
3358	pet_350	10703	229
3359	pet_350	10901	90
3360	pet_350	10902	247
3361	pet_350	10903	394
3362	pet_350	11001	156
3363	pet_350	11002	429
3364	pet_350	11003	683
3365	pet_350	11101	156
3366	pet_350	11102	429
3367	pet_350	11103	683
3368	pet_350	11201	156
3369	pet_350	11202	429
3370	pet_350	11203	683
3371	pet_350	11301	156
3372	pet_350	11302	429
3373	pet_350	11303	683
3374	pet_350	11401	52
3375	pet_350	11402	144
3376	pet_350	11403	229
3377	pet_350	11501	90
3378	pet_350	11502	247
3379	pet_350	11503	394
3380	pet_350	11601	96
3381	pet_350	11602	264
3382	pet_350	11603	420
3383	pet_350	11701	90
3384	pet_350	11702	247
3385	pet_350	11703	394
3386	pet_350	11801	52
3387	pet_350	11802	144
3388	pet_350	11803	229
3389	pet_350	11901	52
3390	pet_350	11902	144
3391	pet_350	11903	230
3392	pet_351	10501	240
3393	pet_351	10701	52
3394	pet_351	10702	144
3395	pet_351	10703	229
3396	pet_351	10901	90
3397	pet_351	10902	247
3398	pet_351	10903	394
3399	pet_351	11001	156
3400	pet_351	11002	429
3401	pet_351	11003	683
3402	pet_351	11101	156
3403	pet_351	11102	429
3404	pet_351	11103	683
3405	pet_351	11201	156
3406	pet_351	11202	429
3407	pet_351	11203	683
3408	pet_351	11301	156
3409	pet_351	11302	429
3410	pet_351	11303	683
3411	pet_351	11401	52
3412	pet_351	11402	144
3413	pet_351	11403	229
3414	pet_351	11501	90
3415	pet_351	11502	247
3416	pet_351	11503	394
3417	pet_351	11601	96
3418	pet_351	11602	264
3419	pet_351	11603	420
3420	pet_351	11701	90
3421	pet_351	11702	247
3422	pet_351	11703	394
3423	pet_351	11801	52
3424	pet_351	11802	144
3425	pet_351	11803	229
3426	pet_351	11901	52
3427	pet_351	11902	144
3428	pet_351	11903	230
3429	pet_352	12001	240
3430	pet_352	10701	52
3431	pet_352	10702	144
3432	pet_352	10703	229
3433	pet_352	10901	90
3434	pet_352	10902	247
3435	pet_352	10903	394
3436	pet_352	11001	156
3437	pet_352	11002	429
3438	pet_352	11003	683
3439	pet_352	11101	156
3440	pet_352	11102	429
3441	pet_352	11103	683
3442	pet_352	11201	156
3443	pet_352	11202	429
3444	pet_352	11203	683
3445	pet_352	11301	156
3446	pet_352	11302	429
3447	pet_352	11303	683
3448	pet_352	11401	52
3449	pet_352	11402	144
3450	pet_352	11403	229
3451	pet_352	11501	90
3452	pet_352	11502	247
3453	pet_352	11503	394
3454	pet_352	11601	96
3455	pet_352	11602	264
3456	pet_352	11603	420
3457	pet_352	11701	90
3458	pet_352	11702	247
3459	pet_352	11703	394
3460	pet_352	11801	52
3461	pet_352	11802	144
3462	pet_352	11803	229
3463	pet_352	11901	52
3464	pet_352	11902	144
3465	pet_352	11903	230
3466	pet_353	10301	240
3467	pet_353	10701	52
3468	pet_353	10702	144
3469	pet_353	10703	229
3470	pet_353	10901	90
3471	pet_353	10902	247
3472	pet_353	10903	394
3473	pet_353	11001	156
3474	pet_353	11002	429
3475	pet_353	11003	683
3476	pet_353	11101	156
3477	pet_353	11102	429
3478	pet_353	11103	683
3479	pet_353	11201	156
3480	pet_353	11202	429
3481	pet_353	11203	683
3482	pet_353	11301	156
3483	pet_353	11302	429
3484	pet_353	11303	683
3485	pet_353	11401	52
3486	pet_353	11402	144
3487	pet_353	11403	229
3488	pet_353	11501	90
3489	pet_353	11502	247
3490	pet_353	11503	394
3491	pet_353	11601	96
3492	pet_353	11602	264
3493	pet_353	11603	420
3494	pet_353	11701	90
3495	pet_353	11702	247
3496	pet_353	11703	394
3497	pet_353	11801	52
3498	pet_353	11802	144
3499	pet_353	11803	229
3500	pet_353	11901	52
3501	pet_353	11902	144
3502	pet_353	11903	230
3503	pet_354	10101	240
3504	pet_354	10801	52
3505	pet_354	10802	144
3506	pet_354	10803	229
3507	pet_354	10901	90
3508	pet_354	10902	247
3509	pet_354	10903	394
3510	pet_354	11001	156
3511	pet_354	11002	429
3512	pet_354	11003	683
3513	pet_354	11101	156
3514	pet_354	11102	429
3515	pet_354	11103	683
3516	pet_354	11201	156
3517	pet_354	11202	429
3518	pet_354	11203	683
3519	pet_354	11301	156
3520	pet_354	11302	429
3521	pet_354	11303	683
3522	pet_354	11401	52
3523	pet_354	11402	144
3524	pet_354	11403	229
3525	pet_354	11501	90
3526	pet_354	11502	247
3527	pet_354	11503	394
3528	pet_354	11601	96
3529	pet_354	11602	264
3530	pet_354	11603	420
3531	pet_354	11701	90
3532	pet_354	11702	247
3533	pet_354	11703	394
3534	pet_354	11801	52
3535	pet_354	11802	144
3536	pet_354	11803	229
3537	pet_354	11901	52
3538	pet_354	11902	144
3539	pet_354	11903	230
3540	pet_355	10401	240
3541	pet_355	10801	52
3542	pet_355	10802	144
3543	pet_355	10803	229
3544	pet_355	10901	90
3545	pet_355	10902	247
3546	pet_355	10903	394
3547	pet_355	11001	156
3548	pet_355	11002	429
3549	pet_355	11003	683
3550	pet_355	11101	156
3551	pet_355	11102	429
3552	pet_355	11103	683
3553	pet_355	11201	156
3554	pet_355	11202	429
3555	pet_355	11203	683
3556	pet_355	11301	156
3557	pet_355	11302	429
3558	pet_355	11303	683
3559	pet_355	11401	52
3560	pet_355	11402	144
3561	pet_355	11403	229
3562	pet_355	11501	90
3563	pet_355	11502	247
3564	pet_355	11503	394
3565	pet_355	11601	96
3566	pet_355	11602	264
3567	pet_355	11603	420
3568	pet_355	11701	90
3569	pet_355	11702	247
3570	pet_355	11703	394
3571	pet_355	11801	52
3572	pet_355	11802	144
3573	pet_355	11803	229
3574	pet_355	11901	52
3575	pet_355	11902	144
3576	pet_355	11903	230
3577	pet_356	10501	240
3578	pet_356	10801	52
3579	pet_356	10802	144
3580	pet_356	10803	229
3581	pet_356	10901	90
3582	pet_356	10902	247
3583	pet_356	10903	394
3584	pet_356	11001	156
3585	pet_356	11002	429
3586	pet_356	11003	683
3587	pet_356	11101	156
3588	pet_356	11102	429
3589	pet_356	11103	683
3590	pet_356	11201	156
3591	pet_356	11202	429
3592	pet_356	11203	683
3593	pet_356	11301	156
3594	pet_356	11302	429
3595	pet_356	11303	683
3596	pet_356	11401	52
3597	pet_356	11402	144
3598	pet_356	11403	229
3599	pet_356	11501	90
3600	pet_356	11502	247
3601	pet_356	11503	394
3602	pet_356	11601	96
3603	pet_356	11602	264
3604	pet_356	11603	420
3605	pet_356	11701	90
3606	pet_356	11702	247
3607	pet_356	11703	394
3608	pet_356	11801	52
3609	pet_356	11802	144
3610	pet_356	11803	229
3611	pet_356	11901	52
3612	pet_356	11902	144
3613	pet_356	11903	230
3614	pet_357	10301	240
3615	pet_357	10801	52
3616	pet_357	10802	144
3617	pet_357	10803	229
3618	pet_357	10901	90
3619	pet_357	10902	247
3620	pet_357	10903	394
3621	pet_357	11001	156
3622	pet_357	11002	429
3623	pet_357	11003	683
3624	pet_357	11101	156
3625	pet_357	11102	429
3626	pet_357	11103	683
3627	pet_357	11201	156
3628	pet_357	11202	429
3629	pet_357	11203	683
3630	pet_357	11301	156
3631	pet_357	11302	429
3632	pet_357	11303	683
3633	pet_357	11401	52
3634	pet_357	11402	144
3635	pet_357	11403	229
3636	pet_357	11501	90
3637	pet_357	11502	247
3638	pet_357	11503	394
3639	pet_357	11601	96
3640	pet_357	11602	264
3641	pet_357	11603	420
3642	pet_357	11701	90
3643	pet_357	11702	247
3644	pet_357	11703	394
3645	pet_357	11801	52
3646	pet_357	11802	144
3647	pet_357	11803	229
3648	pet_357	11901	52
3649	pet_357	11902	144
3650	pet_357	11903	230
3651	pet_358	10702	56
3652	pet_358	10703	183
3653	pet_358	10704	196
3654	pet_358	10902	97
3655	pet_358	10903	315
3656	pet_358	10904	337
3657	pet_358	11002	169
3658	pet_358	11003	546
3659	pet_358	11004	585
3660	pet_358	11102	169
3661	pet_358	11103	546
3662	pet_358	11104	585
3663	pet_358	11202	169
3664	pet_358	11203	546
3665	pet_358	11204	585
3666	pet_358	11302	169
3667	pet_358	11303	546
3668	pet_358	11304	585
3669	pet_358	11402	56
3670	pet_358	11403	183
3671	pet_358	11404	196
3672	pet_358	11502	97
3673	pet_358	11503	315
3674	pet_358	11504	337
3675	pet_358	11602	104
3676	pet_358	11603	336
3677	pet_358	11604	360
3678	pet_358	11702	97
3679	pet_358	11703	315
3680	pet_358	11704	337
3681	pet_358	11802	56
3682	pet_358	11803	183
3683	pet_358	11804	196
3684	pet_358	11902	57
3685	pet_358	11903	184
3686	pet_358	11904	197
3687	pet_359	10401	240
3688	pet_359	10801	52
3689	pet_359	10802	144
3690	pet_359	10803	229
3691	pet_359	10901	90
3692	pet_359	10902	247
3693	pet_359	10903	394
3694	pet_359	11001	156
3695	pet_359	11002	429
3696	pet_359	11003	683
3697	pet_359	11101	156
3698	pet_359	11102	429
3699	pet_359	11103	683
3700	pet_359	11201	156
3701	pet_359	11202	429
3702	pet_359	11203	683
3703	pet_359	11301	156
3704	pet_359	11302	429
3705	pet_359	11303	683
3706	pet_359	11401	52
3707	pet_359	11402	144
3708	pet_359	11403	229
3709	pet_359	11501	90
3710	pet_359	11502	247
3711	pet_359	11503	394
3712	pet_359	11601	96
3713	pet_359	11602	264
3714	pet_359	11603	420
3715	pet_359	11701	90
3716	pet_359	11702	247
3717	pet_359	11703	394
3718	pet_359	11801	52
3719	pet_359	11802	144
3720	pet_359	11803	229
3721	pet_359	11901	52
3722	pet_359	11902	144
3723	pet_359	11903	230
3724	pet_360	12001	240
3725	pet_360	10801	52
3726	pet_360	10802	144
3727	pet_360	10803	229
3728	pet_360	10901	90
3729	pet_360	10902	247
3730	pet_360	10903	394
3731	pet_360	11001	156
3732	pet_360	11002	429
3733	pet_360	11003	683
3734	pet_360	11101	156
3735	pet_360	11102	429
3736	pet_360	11103	683
3737	pet_360	11201	156
3738	pet_360	11202	429
3739	pet_360	11203	683
3740	pet_360	11301	156
3741	pet_360	11302	429
3742	pet_360	11303	683
3743	pet_360	11401	52
3744	pet_360	11402	144
3745	pet_360	11403	229
3746	pet_360	11501	90
3747	pet_360	11502	247
3748	pet_360	11503	394
3749	pet_360	11601	96
3750	pet_360	11602	264
3751	pet_360	11603	420
3752	pet_360	11701	90
3753	pet_360	11702	247
3754	pet_360	11703	394
3755	pet_360	11801	52
3756	pet_360	11802	144
3757	pet_360	11803	229
3758	pet_360	11901	52
3759	pet_360	11902	144
3760	pet_360	11903	230
3761	pet_361	10501	240
3762	pet_361	10801	52
3763	pet_361	10802	144
3764	pet_361	10803	229
3765	pet_361	10901	90
3766	pet_361	10902	247
3767	pet_361	10903	394
3768	pet_361	11001	156
3769	pet_361	11002	429
3770	pet_361	11003	683
3771	pet_361	11101	156
3772	pet_361	11102	429
3773	pet_361	11103	683
3774	pet_361	11201	156
3775	pet_361	11202	429
3776	pet_361	11203	683
3777	pet_361	11301	156
3778	pet_361	11302	429
3779	pet_361	11303	683
3780	pet_361	11401	52
3781	pet_361	11402	144
3782	pet_361	11403	229
3783	pet_361	11501	90
3784	pet_361	11502	247
3785	pet_361	11503	394
3786	pet_361	11601	96
3787	pet_361	11602	264
3788	pet_361	11603	420
3789	pet_361	11701	90
3790	pet_361	11702	247
3791	pet_361	11703	394
3792	pet_361	11801	52
3793	pet_361	11802	144
3794	pet_361	11803	229
3795	pet_361	11901	52
3796	pet_361	11902	144
3797	pet_361	11903	230
3798	pet_362	10101	240
3799	pet_362	10701	52
3800	pet_362	10702	144
3801	pet_362	10703	229
3802	pet_362	10901	90
3803	pet_362	10902	247
3804	pet_362	10903	394
3805	pet_362	11001	156
3806	pet_362	11002	429
3807	pet_362	11003	683
3808	pet_362	11101	156
3809	pet_362	11102	429
3810	pet_362	11103	683
3811	pet_362	11201	156
3812	pet_362	11202	429
3813	pet_362	11203	683
3814	pet_362	11301	156
3815	pet_362	11302	429
3816	pet_362	11303	683
3817	pet_362	11401	52
3818	pet_362	11402	144
3819	pet_362	11403	229
3820	pet_362	11501	90
3821	pet_362	11502	247
3822	pet_362	11503	394
3823	pet_362	11601	96
3824	pet_362	11602	264
3825	pet_362	11603	420
3826	pet_362	11701	90
3827	pet_362	11702	247
3828	pet_362	11703	394
3829	pet_362	11801	52
3830	pet_362	11802	144
3831	pet_362	11803	229
3832	pet_362	11901	52
3833	pet_362	11902	144
3834	pet_362	11903	230
3835	pet_363	12001	240
3836	pet_363	10801	52
3837	pet_363	10802	144
3838	pet_363	10803	229
3839	pet_363	10901	90
3840	pet_363	10902	247
3841	pet_363	10903	394
3842	pet_363	11001	156
3843	pet_363	11002	429
3844	pet_363	11003	683
3845	pet_363	11101	156
3846	pet_363	11102	429
3847	pet_363	11103	683
3848	pet_363	11201	156
3849	pet_363	11202	429
3850	pet_363	11203	683
3851	pet_363	11301	156
3852	pet_363	11302	429
3853	pet_363	11303	683
3854	pet_363	11401	52
3855	pet_363	11402	144
3856	pet_363	11403	229
3857	pet_363	11501	90
3858	pet_363	11502	247
3859	pet_363	11503	394
3860	pet_363	11601	96
3861	pet_363	11602	264
3862	pet_363	11603	420
3863	pet_363	11701	90
3864	pet_363	11702	247
3865	pet_363	11703	394
3866	pet_363	11801	52
3867	pet_363	11802	144
3868	pet_363	11803	229
3869	pet_363	11901	52
3870	pet_363	11902	144
3871	pet_363	11903	230
3872	pet_364	10501	240
3873	pet_364	10701	52
3874	pet_364	10702	144
3875	pet_364	10703	229
3876	pet_364	10901	90
3877	pet_364	10902	247
3878	pet_364	10903	394
3879	pet_364	11001	156
3880	pet_364	11002	429
3881	pet_364	11003	683
3882	pet_364	11101	156
3883	pet_364	11102	429
3884	pet_364	11103	683
3885	pet_364	11201	156
3886	pet_364	11202	429
3887	pet_364	11203	683
3888	pet_364	11301	156
3889	pet_364	11302	429
3890	pet_364	11303	683
3891	pet_364	11401	52
3892	pet_364	11402	144
3893	pet_364	11403	229
3894	pet_364	11501	90
3895	pet_364	11502	247
3896	pet_364	11503	394
3897	pet_364	11601	96
3898	pet_364	11602	264
3899	pet_364	11603	420
3900	pet_364	11701	90
3901	pet_364	11702	247
3902	pet_364	11703	394
3903	pet_364	11801	52
3904	pet_364	11802	144
3905	pet_364	11803	229
3906	pet_364	11901	52
3907	pet_364	11902	144
3908	pet_364	11903	230
3909	pet_365	10401	240
3910	pet_365	10801	52
3911	pet_365	10802	144
3912	pet_365	10803	229
3913	pet_365	10901	90
3914	pet_365	10902	247
3915	pet_365	10903	394
3916	pet_365	11001	156
3917	pet_365	11002	429
3918	pet_365	11003	683
3919	pet_365	11101	156
3920	pet_365	11102	429
3921	pet_365	11103	683
3922	pet_365	11201	156
3923	pet_365	11202	429
3924	pet_365	11203	683
3925	pet_365	11301	156
3926	pet_365	11302	429
3927	pet_365	11303	683
3928	pet_365	11401	52
3929	pet_365	11402	144
3930	pet_365	11403	229
3931	pet_365	11501	90
3932	pet_365	11502	247
3933	pet_365	11503	394
3934	pet_365	11601	96
3935	pet_365	11602	264
3936	pet_365	11603	420
3937	pet_365	11701	90
3938	pet_365	11702	247
3939	pet_365	11703	394
3940	pet_365	11801	52
3941	pet_365	11802	144
3942	pet_365	11803	229
3943	pet_365	11901	52
3944	pet_365	11902	144
3945	pet_365	11903	230
3946	pet_366	10101	240
3947	pet_366	10701	52
3948	pet_366	10702	144
3949	pet_366	10703	229
3950	pet_366	10901	90
3951	pet_366	10902	247
3952	pet_366	10903	394
3953	pet_366	11001	156
3954	pet_366	11002	429
3955	pet_366	11003	683
3956	pet_366	11101	156
3957	pet_366	11102	429
3958	pet_366	11103	683
3959	pet_366	11201	156
3960	pet_366	11202	429
3961	pet_366	11203	683
3962	pet_366	11301	156
3963	pet_366	11302	429
3964	pet_366	11303	683
3965	pet_366	11401	52
3966	pet_366	11402	144
3967	pet_366	11403	229
3968	pet_366	11501	90
3969	pet_366	11502	247
3970	pet_366	11503	394
3971	pet_366	11601	96
3972	pet_366	11602	264
3973	pet_366	11603	420
3974	pet_366	11701	90
3975	pet_366	11702	247
3976	pet_366	11703	394
3977	pet_366	11801	52
3978	pet_366	11802	144
3979	pet_366	11803	229
3980	pet_366	11901	52
3981	pet_366	11902	144
3982	pet_366	11903	230
3983	pet_367	10301	240
3984	pet_367	10801	52
3985	pet_367	10802	144
3986	pet_367	10803	229
3987	pet_367	10901	90
3988	pet_367	10902	247
3989	pet_367	10903	394
3990	pet_367	11001	156
3991	pet_367	11002	429
3992	pet_367	11003	683
3993	pet_367	11101	156
3994	pet_367	11102	429
3995	pet_367	11103	683
3996	pet_367	11201	156
3997	pet_367	11202	429
3998	pet_367	11203	683
3999	pet_367	11301	156
4000	pet_367	11302	429
4001	pet_367	11303	683
4002	pet_367	11401	52
4003	pet_367	11402	144
4004	pet_367	11403	229
4005	pet_367	11501	90
4006	pet_367	11502	247
4007	pet_367	11503	394
4008	pet_367	11601	96
4009	pet_367	11602	264
4010	pet_367	11603	420
4011	pet_367	11701	90
4012	pet_367	11702	247
4013	pet_367	11703	394
4014	pet_367	11801	52
4015	pet_367	11802	144
4016	pet_367	11803	229
4017	pet_367	11901	52
4018	pet_367	11902	144
4019	pet_367	11903	230
4020	pet_368	10301	240
4021	pet_368	10701	52
4022	pet_368	10702	144
4023	pet_368	10703	229
4024	pet_368	10901	90
4025	pet_368	10902	247
4026	pet_368	10903	394
4027	pet_368	11001	156
4028	pet_368	11002	429
4029	pet_368	11003	683
4030	pet_368	11101	156
4031	pet_368	11102	429
4032	pet_368	11103	683
4033	pet_368	11201	156
4034	pet_368	11202	429
4035	pet_368	11203	683
4036	pet_368	11301	156
4037	pet_368	11302	429
4038	pet_368	11303	683
4039	pet_368	11401	52
4040	pet_368	11402	144
4041	pet_368	11403	229
4042	pet_368	11501	90
4043	pet_368	11502	247
4044	pet_368	11503	394
4045	pet_368	11601	96
4046	pet_368	11602	264
4047	pet_368	11603	420
4048	pet_368	11701	90
4049	pet_368	11702	247
4050	pet_368	11703	394
4051	pet_368	11801	52
4052	pet_368	11802	144
4053	pet_368	11803	229
4054	pet_368	11901	52
4055	pet_368	11902	144
4056	pet_368	11903	230
4057	pet_369	10401	240
4058	pet_369	10801	52
4059	pet_369	10802	144
4060	pet_369	10803	229
4061	pet_369	10901	90
4062	pet_369	10902	247
4063	pet_369	10903	394
4064	pet_369	11001	156
4065	pet_369	11002	429
4066	pet_369	11003	683
4067	pet_369	11101	156
4068	pet_369	11102	429
4069	pet_369	11103	683
4070	pet_369	11201	156
4071	pet_369	11202	429
4072	pet_369	11203	683
4073	pet_369	11301	156
4074	pet_369	11302	429
4075	pet_369	11303	683
4076	pet_369	11401	52
4077	pet_369	11402	144
4078	pet_369	11403	229
4079	pet_369	11501	90
4080	pet_369	11502	247
4081	pet_369	11503	394
4082	pet_369	11601	96
4083	pet_369	11602	264
4084	pet_369	11603	420
4085	pet_369	11701	90
4086	pet_369	11702	247
4087	pet_369	11703	394
4088	pet_369	11801	52
4089	pet_369	11802	144
4090	pet_369	11803	229
4091	pet_369	11901	52
4092	pet_369	11902	144
4093	pet_369	11903	230
4094	pet_370	10101	240
4095	pet_370	10801	52
4096	pet_370	10802	144
4097	pet_370	10803	229
4098	pet_370	10901	90
4099	pet_370	10902	247
4100	pet_370	10903	394
4101	pet_370	11001	156
4102	pet_370	11002	429
4103	pet_370	11003	683
4104	pet_370	11101	156
4105	pet_370	11102	429
4106	pet_370	11103	683
4107	pet_370	11201	156
4108	pet_370	11202	429
4109	pet_370	11203	683
4110	pet_370	11301	156
4111	pet_370	11302	429
4112	pet_370	11303	683
4113	pet_370	11401	52
4114	pet_370	11402	144
4115	pet_370	11403	229
4116	pet_370	11501	90
4117	pet_370	11502	247
4118	pet_370	11503	394
4119	pet_370	11601	96
4120	pet_370	11602	264
4121	pet_370	11603	420
4122	pet_370	11701	90
4123	pet_370	11702	247
4124	pet_370	11703	394
4125	pet_370	11801	52
4126	pet_370	11802	144
4127	pet_370	11803	229
4128	pet_370	11901	52
4129	pet_370	11902	144
4130	pet_370	11903	230
4131	pet_371	10401	240
4132	pet_371	10801	52
4133	pet_371	10802	144
4134	pet_371	10803	229
4135	pet_371	10901	90
4136	pet_371	10902	247
4137	pet_371	10903	394
4138	pet_371	11001	156
4139	pet_371	11002	429
4140	pet_371	11003	683
4141	pet_371	11101	156
4142	pet_371	11102	429
4143	pet_371	11103	683
4144	pet_371	11201	156
4145	pet_371	11202	429
4146	pet_371	11203	683
4147	pet_371	11301	156
4148	pet_371	11302	429
4149	pet_371	11303	683
4150	pet_371	11401	52
4151	pet_371	11402	144
4152	pet_371	11403	229
4153	pet_371	11501	90
4154	pet_371	11502	247
4155	pet_371	11503	394
4156	pet_371	11601	96
4157	pet_371	11602	264
4158	pet_371	11603	420
4159	pet_371	11701	90
4160	pet_371	11702	247
4161	pet_371	11703	394
4162	pet_371	11801	52
4163	pet_371	11802	144
4164	pet_371	11803	229
4165	pet_371	11901	52
4166	pet_371	11902	144
4167	pet_371	11903	230
4168	pet_372	10101	240
4169	pet_372	10801	52
4170	pet_372	10802	144
4171	pet_372	10803	229
4172	pet_372	10901	90
4173	pet_372	10902	247
4174	pet_372	10903	394
4175	pet_372	11001	156
4176	pet_372	11002	429
4177	pet_372	11003	683
4178	pet_372	11101	156
4179	pet_372	11102	429
4180	pet_372	11103	683
4181	pet_372	11201	156
4182	pet_372	11202	429
4183	pet_372	11203	683
4184	pet_372	11301	156
4185	pet_372	11302	429
4186	pet_372	11303	683
4187	pet_372	11401	52
4188	pet_372	11402	144
4189	pet_372	11403	229
4190	pet_372	11501	90
4191	pet_372	11502	247
4192	pet_372	11503	394
4193	pet_372	11601	96
4194	pet_372	11602	264
4195	pet_372	11603	420
4196	pet_372	11701	90
4197	pet_372	11702	247
4198	pet_372	11703	394
4199	pet_372	11801	52
4200	pet_372	11802	144
4201	pet_372	11803	229
4202	pet_372	11901	52
4203	pet_372	11902	144
4204	pet_372	11903	230
4205	pet_373	10501	240
4206	pet_373	10801	52
4207	pet_373	10802	144
4208	pet_373	10803	229
4209	pet_373	10901	90
4210	pet_373	10902	247
4211	pet_373	10903	394
4212	pet_373	11001	156
4213	pet_373	11002	429
4214	pet_373	11003	683
4215	pet_373	11101	156
4216	pet_373	11102	429
4217	pet_373	11103	683
4218	pet_373	11201	156
4219	pet_373	11202	429
4220	pet_373	11203	683
4221	pet_373	11301	156
4222	pet_373	11302	429
4223	pet_373	11303	683
4224	pet_373	11401	52
4225	pet_373	11402	144
4226	pet_373	11403	229
4227	pet_373	11501	90
4228	pet_373	11502	247
4229	pet_373	11503	394
4230	pet_373	11601	96
4231	pet_373	11602	264
4232	pet_373	11603	420
4233	pet_373	11701	90
4234	pet_373	11702	247
4235	pet_373	11703	394
4236	pet_373	11801	52
4237	pet_373	11802	144
4238	pet_373	11803	229
4239	pet_373	11901	52
4240	pet_373	11902	144
4241	pet_373	11903	230
4242	pet_374	10401	240
4243	pet_374	10701	52
4244	pet_374	10702	144
4245	pet_374	10703	229
4246	pet_374	10901	90
4247	pet_374	10902	247
4248	pet_374	10903	394
4249	pet_374	11001	156
4250	pet_374	11002	429
4251	pet_374	11003	683
4252	pet_374	11101	156
4253	pet_374	11102	429
4254	pet_374	11103	683
4255	pet_374	11201	156
4256	pet_374	11202	429
4257	pet_374	11203	683
4258	pet_374	11301	156
4259	pet_374	11302	429
4260	pet_374	11303	683
4261	pet_374	11401	52
4262	pet_374	11402	144
4263	pet_374	11403	229
4264	pet_374	11501	90
4265	pet_374	11502	247
4266	pet_374	11503	394
4267	pet_374	11601	96
4268	pet_374	11602	264
4269	pet_374	11603	420
4270	pet_374	11701	90
4271	pet_374	11702	247
4272	pet_374	11703	394
4273	pet_374	11801	52
4274	pet_374	11802	144
4275	pet_374	11803	229
4276	pet_374	11901	52
4277	pet_374	11902	144
4278	pet_374	11903	230
4279	pet_375	12001	240
4280	pet_375	10801	52
4281	pet_375	10802	144
4282	pet_375	10803	229
4283	pet_375	10901	90
4284	pet_375	10902	247
4285	pet_375	10903	394
4286	pet_375	11001	156
4287	pet_375	11002	429
4288	pet_375	11003	683
4289	pet_375	11101	156
4290	pet_375	11102	429
4291	pet_375	11103	683
4292	pet_375	11201	156
4293	pet_375	11202	429
4294	pet_375	11203	683
4295	pet_375	11301	156
4296	pet_375	11302	429
4297	pet_375	11303	683
4298	pet_375	11401	52
4299	pet_375	11402	144
4300	pet_375	11403	229
4301	pet_375	11501	90
4302	pet_375	11502	247
4303	pet_375	11503	394
4304	pet_375	11601	96
4305	pet_375	11602	264
4306	pet_375	11603	420
4307	pet_375	11701	90
4308	pet_375	11702	247
4309	pet_375	11703	394
4310	pet_375	11801	52
4311	pet_375	11802	144
4312	pet_375	11803	229
4313	pet_375	11901	52
4314	pet_375	11902	144
4315	pet_375	11903	230
4316	pet_376	10101	240
4317	pet_376	10701	52
4318	pet_376	10702	144
4319	pet_376	10703	229
4320	pet_376	10901	90
4321	pet_376	10902	247
4322	pet_376	10903	394
4323	pet_376	11001	156
4324	pet_376	11002	429
4325	pet_376	11003	683
4326	pet_376	11101	156
4327	pet_376	11102	429
4328	pet_376	11103	683
4329	pet_376	11201	156
4330	pet_376	11202	429
4331	pet_376	11203	683
4332	pet_376	11301	156
4333	pet_376	11302	429
4334	pet_376	11303	683
4335	pet_376	11401	52
4336	pet_376	11402	144
4337	pet_376	11403	229
4338	pet_376	11501	90
4339	pet_376	11502	247
4340	pet_376	11503	394
4341	pet_376	11601	96
4342	pet_376	11602	264
4343	pet_376	11603	420
4344	pet_376	11701	90
4345	pet_376	11702	247
4346	pet_376	11703	394
4347	pet_376	11801	52
4348	pet_376	11802	144
4349	pet_376	11803	229
4350	pet_376	11901	52
4351	pet_376	11902	144
4352	pet_376	11903	230
4353	pet_377	10301	240
4354	pet_377	10801	52
4355	pet_377	10802	144
4356	pet_377	10803	229
4357	pet_377	10901	90
4358	pet_377	10902	247
4359	pet_377	10903	394
4360	pet_377	11001	156
4361	pet_377	11002	429
4362	pet_377	11003	683
4363	pet_377	11101	156
4364	pet_377	11102	429
4365	pet_377	11103	683
4366	pet_377	11201	156
4367	pet_377	11202	429
4368	pet_377	11203	683
