流水	精灵	突破等级	所需等级	人物等级	需求材料	合成需求货币	货币数量	等级上限	主动技能	被动技能	魔灵进阶出战属性列表	突破外观变化	协助奖励	战宠阵列突破属性	突破属性描述	进阶等级	突破消耗碎片数量
431	pet_320	8	100	81	item101020505207,3;item101020505315,70	0	0	110	skill60181,6	skill60191,6	52,400;31,400;33,400	pet_320	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3198	1	30
432	pet_320	9	110	81	item101020505207,2	0	0	120	skill60181,6	skill60191,6	4,60;25,160;21,160	pet_320	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3199	1	50
433	pet_320	10	120	81	item101020505207,2	0	0	130	skill60181,6	skill60191,6	51,400;75,400;34,400	pet_320	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3200	1	80
434	pet_321	0	0	1		0	0	30	skill60201,1	skill60211,1		pet_321		3,15;4,15;1,150;23,60	UnlockPropListDECpet_3210	0	0
435	pet_321	1	30	21	item101020505316,12	1	12000000	40	skill60201,2	skill60211,2	1,600;22,200;23,200	pet_321	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3211	0	0
436	pet_321	2	40	21	item101020505316,20	1	18000000	50	skill60201,3	skill60211,3	1,600;3,60;4,60	pet_321	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3212	0	0
437	pet_321	3	50	31	item101020505316,28	1	24000000	60	skill60201,4	skill60211,4	1,800;24,260;26,260	pet_321	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3213	0	0
438	pet_321	4	60	41	item101020505316,40	1	30000000	70	skill60201,5	skill60211,5	3,80;25,260;23,260	pet_321	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3214	0	0
439	pet_321	5	70	51	item101020505316,50	1	36000000	70	skill60201,6	skill60211,6	51,400;32,400;31,400	pet_321	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3215	0	0
440	pet_322	0	0	1		0	0	30	skill60201,1	skill60211,1		pet_322		3,15;4,15;1,150;23,60	UnlockPropListDECpet_3210	0	0
441	pet_322	1	30	21	item101020505316,12	1	12000000	40	skill60201,2	skill60211,2	1,600;22,200;23,200	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3211	0	0
442	pet_322	2	40	21	item101020505316,20	1	18000000	50	skill60201,3	skill60211,3	1,600;3,60;4,60	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3212	0	0
443	pet_322	3	50	31	item101020505316,28	1	24000000	60	skill60201,4	skill60211,4	1,800;24,260;26,260	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3213	0	0
444	pet_322	4	60	41	item101020505316,40	1	30000000	70	skill60201,5	skill60211,5	3,80;25,260;23,260	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3214	0	0
445	pet_322	5	70	51	item101020505316,50	1	36000000	70	skill60201,6	skill60211,6	51,400;32,400;31,400	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3215	0	0
446	pet_322	6	80	71	item101020505207,1	0	0	90	skill60201,6	skill60211,6	3,60;22,160;25,160	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3216	1	25
447	pet_322	7	90	71	item101020505207,1	0	0	100	skill60201,6	skill60211,6	1,600;24,160;26,160	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3217	1	40
448	pet_322	8	100	81	item101020505207,3;item101020505316,70	0	0	110	skill60201,6	skill60211,6	52,400;31,400;33,400	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3218	1	30
449	pet_322	9	110	81	item101020505207,2	0	0	120	skill60201,6	skill60211,6	4,60;25,160;21,160	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3219	1	50
450	pet_322	10	120	81	item101020505207,2	0	0	130	skill60201,6	skill60211,6	51,400;83,400;66,400	pet_322	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3220	1	80
451	pet_323	0	0	1		0	0	30	skill60221,1	skill60231,1		pet_323		3,15;4,15;1,150;24,60	UnlockPropListDECpet_3230	0	0
452	pet_323	1	30	21	item101020505317,12	1	12000000	40	skill60221,2	skill60231,2	1,600;25,200;23,200	pet_323	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3231	0	0
453	pet_323	2	40	21	item101020505317,20	1	18000000	50	skill60221,3	skill60231,3	1,600;3,60;4,60	pet_323	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3232	0	0
454	pet_323	3	50	31	item101020505317,28	1	24000000	60	skill60221,4	skill60231,4	4,80;24,260;26,260	pet_323	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3233	0	0
455	pet_323	4	60	41	item101020505317,40	1	30000000	70	skill60221,5	skill60231,5	3,80;22,260;23,260	pet_323	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3234	0	0
456	pet_323	5	70	51	item101020505317,50	1	36000000	70	skill60221,6	skill60231,6	52,400;34,400;30,400	pet_323	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3235	0	0
457	pet_324	0	0	1		0	0	30	skill60221,1	skill60231,1		pet_324		3,15;4,15;1,150;24,60	UnlockPropListDECpet_3230	0	0
458	pet_324	1	30	21	item101020505317,12	1	12000000	40	skill60221,2	skill60231,2	1,600;25,200;23,200	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3231	0	0
459	pet_324	2	40	21	item101020505317,20	1	18000000	50	skill60221,3	skill60231,3	1,600;3,60;4,60	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3232	0	0
460	pet_324	3	50	31	item101020505317,28	1	24000000	60	skill60221,4	skill60231,4	4,80;24,260;26,260	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3233	0	0
461	pet_324	4	60	41	item101020505317,40	1	30000000	70	skill60221,5	skill60231,5	3,80;22,260;23,260	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3234	0	0
462	pet_324	5	70	51	item101020505317,50	1	36000000	70	skill60221,6	skill60231,6	52,400;34,400;30,400	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3235	0	0
463	pet_324	6	80	71	item101020505207,1	0	0	90	skill60221,6	skill60231,6	3,60;22,160;25,160	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3236	1	25
464	pet_324	7	90	71	item101020505207,1	0	0	100	skill60221,6	skill60231,6	1,600;24,160;26,160	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3237	1	40
465	pet_324	8	100	81	item101020505207,3;item101020505317,70	0	0	110	skill60221,6	skill60231,6	52,400;31,400;33,400	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3238	1	30
466	pet_324	9	110	81	item101020505207,2	0	0	120	skill60221,6	skill60231,6	4,60;25,160;21,160	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3239	1	50
467	pet_324	10	120	81	item101020505207,2	0	0	130	skill60221,6	skill60231,6	51,400;75,400;34,400	pet_324	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3240	1	80
468	pet_325	0	0	1		0	0	30	skill60381,1	skill60391,1		pet_325		3,11;4,11;1,112;26,30	UnlockPropListDECpet_3250	0	0
469	pet_325	1	30	21	item101020505318,10	1	1000000	40	skill60381,2	skill60391,2	1,300;22,100;21,100	pet_325	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_3251	0	0
470	pet_325	2	40	21	item101020505318,18	1	2000000	50	skill60381,3	skill60391,3	1,300;3,30;4,30	pet_325	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_3252	0	0
471	pet_325	3	50	31	item101020505318,26	1	3000000	60	skill60381,4	skill60391,4	4,40;24,120;26,120	pet_325	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_3253	0	0
472	pet_325	4	60	41	item101020505318,34	1	4000000	70	skill60381,5	skill60391,5	3,40;22,120;25,120	pet_325	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_3254	0	0
473	pet_325	5	70	51	item101020505318,42	1	5000000	70	skill60381,6	skill60391,6	34,200;32,200;31,200	pet_325	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_3255	0	0
474	pet_327	0	0	1		0	0	30	skill60401,1	skill60411,1		pet_327		3,11;4,11;1,112;22,30	UnlockPropListDECpet_3270	0	0
475	pet_327	1	30	21	item101020505319,10	1	1000000	40	skill60401,2	skill60411,2	1,300;21,100;25,100	pet_327	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3271	0	0
476	pet_327	2	40	21	item101020505319,18	1	2000000	50	skill60401,3	skill60411,3	1,300;3,30;4,30	pet_327	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3272	0	0
477	pet_327	3	50	31	item101020505319,26	1	3000000	60	skill60401,4	skill60411,4	4,40;24,120;26,120	pet_327	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3273	0	0
478	pet_327	4	60	41	item101020505319,34	1	4000000	70	skill60401,5	skill60411,5	3,40;21,120;23,120	pet_327	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3274	0	0
479	pet_327	5	70	51	item101020505319,42	1	5000000	70	skill60401,6	skill60411,6	30,200;52,200;31,200	pet_327	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3275	0	0
480	pet_329	0	0	1		0	0	30	skill60881,1	skill60891,1		pet_329		3,11;4,11;1,112;24,30	UnlockPropListDECpet_3290	0	0
481	pet_329	1	30	21	item101020505331,10	1	1000000	40	skill60881,2	skill60891,2	1,300;22,100;21,100	pet_329	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_3291	0	0
482	pet_329	2	40	21	item101020505331,18	1	2000000	50	skill60881,3	skill60891,3	1,300;3,30;4,30	pet_329	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_3292	0	0
483	pet_329	3	50	31	item101020505331,26	1	3000000	60	skill60881,4	skill60891,4	4,40;24,120;26,120	pet_329	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_3293	0	0
484	pet_329	4	60	41	item101020505331,34	1	4000000	70	skill60881,5	skill60891,5	3,40;25,120;23,120	pet_329	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_3294	0	0
485	pet_329	5	70	51	item101020505331,42	1	5000000	70	skill60881,6	skill60891,6	51,200;33,200;34,200	pet_329	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_3295	0	0
486	pet_331	0	0	1		0	0	30	skill60921,1	skill60931,1		pet_331		3,11;4,11;1,112;22,30	UnlockPropListDECpet_3310	0	0
487	pet_331	1	30	21	item101020505335,10	1	1000000	40	skill60921,2	skill60931,2	1,300;22,100;21,100	pet_331	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3311	0	0
488	pet_331	2	40	21	item101020505335,18	1	2000000	50	skill60921,3	skill60931,3	1,300;3,30;4,30	pet_331	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3312	0	0
489	pet_331	3	50	31	item101020505335,26	1	3000000	60	skill60921,4	skill60931,4	4,40;24,120;26,120	pet_331	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3313	0	0
490	pet_331	4	60	41	item101020505335,34	1	4000000	70	skill60921,5	skill60931,5	3,40;22,120;25,120	pet_331	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3314	0	0
491	pet_331	5	70	51	item101020505335,42	1	5000000	70	skill60921,6	skill60931,6	34,200;32,200;31,200	pet_331	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_3315	0	0
492	pet_333	0	0	1		0	0	30	skill60941,1	skill60951,1		pet_333		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3330	0	0
493	pet_333	1	30	21	item101020505336,12	1	12000000	40	skill60941,2	skill60951,2	4,60;23,200;24,200	pet_333	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3331	0	0
494	pet_333	2	40	21	item101020505336,20	1	18000000	50	skill60941,3	skill60951,3	1,600;3,60;4,60	pet_333	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3332	0	0
495	pet_333	3	50	31	item101020505336,28	1	24000000	60	skill60941,4	skill60951,4	4,80;24,260;22,260	pet_333	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3333	0	0
496	pet_333	4	60	41	item101020505336,40	1	30000000	70	skill60941,5	skill60951,5	3,80;25,260;23,260	pet_333	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3334	0	0
497	pet_333	5	70	51	item101020505336,50	1	36000000	70	skill60941,6	skill60951,6	51,400;34,400;31,400	pet_333	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3335	0	0
498	pet_203	0	0	1		0	0	30	skill60961,1	skill60971,1		pet_203		3,7;4,7;1,75;22,15	UnlockPropListDECpet_2030	0	0
499	pet_203	1	30	21	item101020505337,6	1	500000	40	skill60961,2	skill60971,2	1,200;22,60;21,60	pet_203	item100000000005,3	3,2;4,2;1,25;22,5	UnlockPropListDECpet_2031	0	0
500	pet_203	2	40	21	item101020505337,12	1	1000000	50	skill60961,3	skill60971,3	1,250;3,25;4,25	pet_203	item100000000005,3	3,2;4,2;1,25;22,5	UnlockPropListDECpet_2032	0	0
501	pet_203	3	50	31	item101020505337,18	1	1500000	60	skill60961,4	skill60971,4	4,30;24,80;26,80	pet_203	item100000000005,3	3,2;4,2;1,25;22,5	UnlockPropListDECpet_2033	0	0
502	pet_203	4	60	41	item101020505337,28	1	2000000	70	skill60961,5	skill60971,5	3,35;25,90;23,90	pet_203	item100000000005,3	3,2;4,2;1,25;22,5	UnlockPropListDECpet_2034	0	0
503	pet_203	5	70	51	item101020505337,36	1	2500000	70	skill60961,6	skill60971,6	52,150;33,150;51,150	pet_203	item100000000005,3	3,2;4,2;1,25;22,5	UnlockPropListDECpet_2035	0	0
504	pet_204	0	0	1		0	0	30	skill60961,1	skill60971,1		pet_204		3,11;4,11;1,112;24,30	UnlockPropListDECpet_2040	0	0
505	pet_204	1	30	21	item101020505338,10	1	1000000	40	skill60961,2	skill60971,2	1,300;22,100;21,100	pet_204	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_2041	0	0
506	pet_204	2	40	21	item101020505338,18	1	2000000	50	skill60961,3	skill60971,3	1,300;3,30;4,30	pet_204	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_2042	0	0
507	pet_204	3	50	31	item101020505338,26	1	3000000	60	skill60961,4	skill60971,4	4,40;24,120;26,120	pet_204	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_2043	0	0
508	pet_204	4	60	41	item101020505338,34	1	4000000	70	skill60961,5	skill60971,5	3,40;25,120;23,120	pet_204	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_2044	0	0
509	pet_204	5	70	51	item101020505338,42	1	5000000	70	skill60961,6	skill60971,6	52,200;33,200;51,200	pet_204	item100000000005,5	3,3;4,3;1,37;24,10	UnlockPropListDECpet_2045	0	0
510	pet_335	0	0	1		0	0	30	skill60981,1	skill60991,1		pet_335		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3350	0	0
511	pet_335	1	30	21	item101020505339,14	1	12000000	40	skill60981,2	skill60991,2	4,60;23,200;24,200	pet_335	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3351	0	0
512	pet_335	2	40	21	item101020505339,14	1	18000000	50	skill60981,3	skill60991,3	1,600;3,60;4,60	pet_335	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3352	0	0
513	pet_335	3	50	31	item101020505339,28	1	24000000	60	skill60981,4	skill60991,4	4,80;24,260;22,260	pet_335	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3353	0	0
514	pet_335	4	60	41	item101020505339,42	1	30000000	70	skill60981,5	skill60991,5	3,80;25,260;23,260	pet_335	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3354	0	0
515	pet_335	5	70	51	item101020505339,56	1	36000000	70	skill60981,6	skill60991,6	51,400;34,400;31,400	pet_335	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3355	0	0
516	pet_205	0	0	1		0	0	30	skill61001,1	skill61011,1		pet_205		3,11;4,11;1,112;25,30	UnlockPropListDECpet_2050	0	0
517	pet_205	1	30	21	item101020505340,10	1	1000000	40	skill61001,2	skill61011,2	1,300;26,100;23,100	pet_205	item100000000005,5	3,3;4,3;1,37;25,10	UnlockPropListDECpet_2051	0	0
518	pet_205	2	40	21	item101020505340,18	1	2000000	50	skill61001,3	skill61011,3	1,300;3,30;4,30	pet_205	item100000000005,5	3,3;4,3;1,37;25,10	UnlockPropListDECpet_2052	0	0
519	pet_205	3	50	31	item101020505340,26	1	3000000	60	skill61001,4	skill61011,4	4,40;24,120;22,120	pet_205	item100000000005,5	3,3;4,3;1,37;25,10	UnlockPropListDECpet_2053	0	0
520	pet_205	4	60	41	item101020505340,34	1	4000000	70	skill61001,5	skill61011,5	3,40;22,120;21,120	pet_205	item100000000005,5	3,3;4,3;1,37;25,10	UnlockPropListDECpet_2054	0	0
521	pet_205	5	70	51	item101020505340,42	1	5000000	70	skill61001,6	skill61011,6	32,200;33,200;52,200	pet_205	item100000000005,5	3,3;4,3;1,37;25,10	UnlockPropListDECpet_2055	0	0
522	pet_337	0	0	1		0	0	30	skill61021,1	skill61031,1		pet_337		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3370	0	0
523	pet_337	1	30	21	item101020505341,12	1	12000000	40	skill61021,2	skill61031,2	3,60;23,200;24,200	pet_337	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3371	0	0
524	pet_337	2	40	21	item101020505341,20	1	18000000	50	skill61021,3	skill61031,3	1,600;3,60;4,60	pet_337	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3372	0	0
525	pet_337	3	50	31	item101020505341,28	1	24000000	60	skill61021,4	skill61031,4	4,80;24,260;22,260	pet_337	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3373	0	0
526	pet_337	4	60	41	item101020505341,40	1	30000000	70	skill61021,5	skill61031,5	3,80;25,260;23,260	pet_337	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3374	0	0
527	pet_337	5	70	51	item101020505341,50	1	36000000	70	skill61021,6	skill61031,6	51,400;34,400;31,400	pet_337	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3375	0	0
528	pet_338	0	0	1		0	0	30	skill61081,1	skill61091,1		pet_338		3,13;4,13;1,135;21,36	UnlockPropListDECpet_3380	0	0
529	pet_338	1	30	21	item101020505342,10	1	4000000	40	skill61081,2	skill61091,2	4,60;25,200;21,200	pet_338	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3381	0	0
530	pet_338	2	40	21	item101020505342,18	1	6000000	50	skill61081,3	skill61091,3	26,200;3,60;4,60	pet_338	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3382	0	0
531	pet_338	3	50	31	item101020505342,26	1	8000000	60	skill61081,4	skill61091,4	25,260;21,260;1,800	pet_338	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3383	0	0
532	pet_338	4	60	41	item101020505342,34	1	10000000	70	skill61081,5	skill61091,5	3,80;22,260;21,260	pet_338	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3384	0	0
533	pet_338	5	70	51	item101020505342,42	1	12000000	70	skill61081,6	skill61091,6	30,400;32,400;33,400	pet_338	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3385	0	0
534	pet_339	0	0	1		0	0	30	skill61141,1	skill61151,1		pet_339		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3390	0	0
535	pet_339	1	30	21	item101020505343,12	1	12000000	40	skill61141,2	skill61151,2	3,60;25,200;26,200	pet_339	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3391	0	0
536	pet_339	2	40	21	item101020505343,20	1	18000000	50	skill61141,3	skill61151,3	1,600;3,60;4,60	pet_339	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3392	0	0
537	pet_339	3	50	31	item101020505343,28	1	24000000	60	skill61141,4	skill61151,4	4,80;24,260;22,260	pet_339	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3393	0	0
538	pet_339	4	60	41	item101020505343,40	1	30000000	70	skill61141,5	skill61151,5	3,80;25,260;23,260	pet_339	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3394	0	0
539	pet_339	5	70	51	item101020505343,50	1	36000000	70	skill61141,6	skill61151,6	51,400;30,400;31,400	pet_339	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3395	0	0
540	pet_340	0	0	1		0	0	30	skill61101,1	skill61111,1		pet_340		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3400	0	0
541	pet_340	1	30	21	item101020505344,12	1	12000000	40	skill61101,2	skill61111,2	3,60;21,200;24,200	pet_340	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3401	0	0
542	pet_340	2	40	21	item101020505344,20	1	18000000	50	skill61101,3	skill61111,3	1,600;3,60;4,60	pet_340	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3402	0	0
543	pet_340	3	50	31	item101020505344,28	1	24000000	60	skill61101,4	skill61111,4	4,80;24,260;22,260	pet_340	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3403	0	0
544	pet_340	4	60	41	item101020505344,40	1	30000000	70	skill61101,5	skill61111,5	3,80;25,260;23,260	pet_340	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3404	0	0
545	pet_340	5	70	51	item101020505344,50	1	36000000	70	skill61101,6	skill61111,6	30,400;34,400;52,400	pet_340	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3405	0	0
546	pet_341	0	0	1		0	0	30	skill61121,1	skill61131,1		pet_341		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3410	0	0
547	pet_341	1	30	21	item101020505345,12	1	12000000	40	skill61121,2	skill61131,2	3,60;25,200;26,200	pet_341	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3411	0	0
548	pet_341	2	40	21	item101020505345,20	1	18000000	50	skill61121,3	skill61131,3	1,600;3,60;4,60	pet_341	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3412	0	0
549	pet_341	3	50	31	item101020505345,28	1	24000000	60	skill61121,4	skill61131,4	4,80;24,260;22,260	pet_341	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3413	0	0
550	pet_341	4	60	41	item101020505345,40	1	30000000	70	skill61121,5	skill61131,5	3,80;25,260;23,260	pet_341	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3414	0	0
551	pet_341	5	70	51	item101020505345,50	1	36000000	70	skill61121,6	skill61131,6	51,400;34,400;31,400	pet_341	item100000000005,5	3,5;4,5;1,50;131,20	UnlockPropListDECpet_3415	0	0
552	pet_342	0	0	1		0	0	30	skill61181,1	skill61191,1		pet_342		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3420	0	0
553	pet_342	1	30	21	item101020505346,12	1	12000000	40	skill61181,2	skill61191,2	3,60;21,200;24,200	pet_342	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3421	0	0
554	pet_342	2	40	21	item101020505346,20	1	18000000	50	skill61181,3	skill61191,3	1,600;3,60;4,60	pet_342	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3422	0	0
555	pet_342	3	50	31	item101020505346,28	1	24000000	60	skill61181,4	skill61191,4	4,80;24,260;22,260	pet_342	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3423	0	0
556	pet_342	4	60	41	item101020505346,40	1	30000000	70	skill61181,5	skill61191,5	3,80;25,260;23,260	pet_342	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3424	0	0
557	pet_342	5	70	51	item101020505346,50	1	36000000	70	skill61181,6	skill61191,6	30,400;34,400;52,400	pet_342	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3425	0	0
558	pet_343	0	0	1		0	0	30	skill61201,1	skill61211,1		pet_343		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3430	0	0
559	pet_343	1	30	21	item101020505346,12	1	12000000	40	skill61201,2	skill61211,2	3,60;25,200;26,200	pet_343	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3431	0	0
560	pet_343	2	40	21	item101020505346,20	1	18000000	50	skill61201,3	skill61211,3	1,600;3,60;4,60	pet_343	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3432	0	0
561	pet_343	3	50	31	item101020505346,28	1	24000000	60	skill61201,4	skill61211,4	4,80;24,260;22,260	pet_343	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3433	0	0
562	pet_343	4	60	41	item101020505346,40	1	30000000	70	skill61201,5	skill61211,5	3,80;25,260;23,260	pet_343	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3434	0	0
563	pet_343	5	70	51	item101020505346,50	1	36000000	70	skill61201,6	skill61211,6	51,400;34,400;31,400	pet_343	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3435	0	0
564	pet_344	0	0	1		0	0	30	skill61221,1	skill61231,1		pet_344		3,15;4,15;1,150;132,120	UnlockPropListDECpet_3440	0	0
565	pet_344	1	30	21	item101020505348,12	1	12000000	40	skill61221,2	skill61231,2	3,60;21,200;24,200	pet_344	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3441	0	0
566	pet_344	2	40	21	item101020505348,20	1	18000000	50	skill61221,3	skill61231,3	1,600;3,60;4,60	pet_344	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3442	0	0
567	pet_344	3	50	31	item101020505348,28	1	24000000	60	skill61221,4	skill61231,4	4,80;24,260;22,260	pet_344	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3443	0	0
568	pet_344	4	60	41	item101020505348,40	1	30000000	70	skill61221,5	skill61231,5	3,80;25,260;21,260	pet_344	item100000000005,5	3,5;4,5;1,50;132,10	UnlockPropListDECpet_3444	0	0
569	pet_344	5	70	51	item101020505348,50	1	36000000	70	skill61221,6	skill61231,6	51,400;34,400;52,400	pet_344	item100000000005,5	3,5;4,5;1,50;132,20	UnlockPropListDECpet_3445	0	0
570	pet_345	0	0	1		0	0	30	skill61301,1	skill61311,1		pet_345		3,15;4,15;1,150;131,120	UnlockPropListDECpet_3450	0	0
571	pet_345	1	30	21	item101020505349,12	1	12000000	40	skill61301,2	skill61311,2	3,60;21,200;24,200	pet_345	item100000000005,5	3,5;4,5;1,50;131,10	UnlockPropListDECpet_3451	0	0
