流水	场景ID	Npc配置ID	对象类型	出生位置	出生角度
1069	41	npc_ditujiantou_hl	ShowNpc	-6.6, 0.7, -26.8	0.000000
1070	41	npc_homeland	ShowNpc	-0.5, 0.7, -48.7	220.000000
1071	41	npc_homeland001	ShowNpc	33.1, 0.2, -17.4	180.000000
1072	41	npc_homeland002	ShowNpc	32.7, 0.2, -29.2	180.000000
1073	41	npc_homeland003	ShowNpc	57.4, 0.2, -17.1	180.000000
1074	41	npc_homeland004	ShowNpc	-2.7, 0.7, -52.6	11.200000
1075	41	npc_homeland005	ShowNpc	-4.3, 0.7, -50.4	37.000000
1076	41	npc_homeland006	ShowNpc	-2.4, 0.7, -46.3	146.000000
1077	41	npc_homeland007	ShowNpc	-0.5, 0.7, -48.7	220.000000
1078	41	npc_homeland008	ShowNpc	-0.5, 0.7, -48.7	220.000000
1079	42	npc_10152	ShowNpc	35.7, 5.1, 73.1	60.000000
1080	42	npc_10144	ShowNpc	81.1, -3.1, 95.2	261.728607
1081	42	npc_100812	ShowNpc	-84.0, 151.9, -91.2	173.000000
1082	42	npc_10145	ShowNpc	-78.9, 151.9, -95.3	0.000000
1083	42	npc_10146	ShowNpc	-82.0, 151.9, -88.2	180.000000
1084	44	npc_weddingpresent	ShowNpc	15.4, 3.9, 14.9	200.000000
1085	44	box_weddingbuffet_001	ShowNpc	-19.1, 1.6, -0.2	135.000000
1086	44	box_weddingbuffet_001	ShowNpc	-9.9, 1.6, 8.9	135.000000
1087	44	box_weddingbuffet_001	ShowNpc	-0.9, 1.6, -18.4	225.000000
1088	44	box_weddingbuffet_001	ShowNpc	8.2, 1.6, -9.2	225.000000
1089	44	npc_weddingdrum01	ShowNpc	-20.6, 1.3, 28.0	161.000000
1090	44	npc_weddingviolin01	ShowNpc	-26.7, 1.4, 12.3	161.000000
1091	44	npc_weddingstone01	ShowNpc	34.4, 1.4, 3.9	0.000000
1092	44	npc_weddingshell01	ShowNpc	1.8, 1.0, 32.2	0.608000
1093	44	npc_weddingviolin01	ShowNpc	-26.7, 1.4, 12.3	161.000000
1094	45	npc_weddingpresent	ShowNpc	15.4, 3.9, 14.9	200.000000
1095	45	box_weddingbuffet_001	ShowNpc	-19.1, 1.6, -0.2	135.000000
1096	45	box_weddingbuffet_001	ShowNpc	-9.9, 1.6, 8.9	135.000000
1097	45	box_weddingbuffet_001	ShowNpc	-0.9, 1.6, -18.4	225.000000
1098	45	box_weddingbuffet_001	ShowNpc	8.2, 1.6, -9.2	225.000000
1099	45	npc_weddingdrum01	ShowNpc	-20.6, 1.3, 28.0	161.000000
1100	45	npc_weddingviolin01	ShowNpc	-26.7, 1.4, 12.3	161.000000
1101	45	npc_weddingstone01	ShowNpc	34.4, 1.4, 3.9	0.000000
1102	45	npc_weddingshell01	ShowNpc	1.8, 1.0, 32.2	0.608000
1103	45	npc_weddingviolin01	ShowNpc	-26.7, 1.4, 12.3	161.000000
1104	47	npc_starawake_10002	ShowNpc	4.3, 0.3, 2.5	200.300003
1105	47	npc_star001	ShowNpc	0.2, 0.3, -0.6	169.199997
1106	47	npc_101592	ShowNpc	-3.2, 0.3, -2.5	21.600000
1107	47	npc_starawake_10003	ShowNpc	6.3, 0.3, 2.5	200.300003
1108	48	npc_homland_housedoor	ShowNpc	0.0, 0.0, 0.0	0.000000
1109	98	npc_multi_prepare	ShowNpc	-0.2, 0.5, -0.1	180.000000
1110	71	npc_guildareahide1	ShowNpc	-35.6, -4.5, -24.2	0.000000
1111	71	cannon_npc_071	ShowNpc	-28.0, -3.7, -28.0	88.000000
1112	171	npc_guildareahide2	ShowNpc	18.0, 2.8, -37.2	0.000000
1113	171	cannon_npc_171	ShowNpc	25.2, 2.9, -34.8	307.799988
1114	271	npc_guildareahide3	ShowNpc	24.2, 4.8, -45.7	0.000000
1115	271	cannon_npc_271	ShowNpc	33.6, 4.8, -47.0	264.000000
1116	61	npc_guildwar_eastwait	ShowNpc	22.1, 0.8, 0.0	271.899994
1117	61	npc_guildwar_southwait	ShowNpc	0.0, 0.8, -21.9	358.299988
1118	61	npc_guildwar_westwait	ShowNpc	-22.0, 0.8, 0.0	89.800003
1119	61	npc_guildwar_northwait	ShowNpc	0.0, 0.8, 22.0	176.699997
1120	62	npc_guildwar_eastindoor	ShowNpc	-16.6, 0.0, -16.5	225.000000
1121	162	npc_guildwar_southindoor	ShowNpc	-15.7, 0.0, -15.6	224.639999
1122	262	npc_guildwar_westindoor	ShowNpc	-16.1, 0.0, -15.7	224.509995
1123	362	npc_guildwar_northindoor	ShowNpc	-15.7, 0.0, -16.6	224.339996
1124	1037	npc_300021_003	ShowNpc	-28.7, 5.6, 10.7	205.757507
1125	1037	npc_300021_004	ShowNpc	-17.4, 3.3, 11.8	68.399483
1126	1027	npc_300021_003	ShowNpc	-28.7, 5.6, 10.7	205.757507
1127	1027	npc_300021_004	ShowNpc	-17.4, 3.3, 11.8	68.399483
1128	1028	npc_300022_003	ShowNpc	-28.7, 5.6, 10.7	205.757507
1129	1028	npc_300022_004	ShowNpc	-17.4, 3.3, 11.8	68.399483
1130	1033	npc_300051_001	ShowNpc	-33.6, -1.7, -29.8	350.759399
1131	1033	npc_300051_002	ShowNpc	19.9, -8.0, -37.3	350.759399
1132	1034	npc_300052_001	ShowNpc	-33.6, -1.7, -29.8	350.759399
1133	1034	npc_300052_002	ShowNpc	19.9, -8.0, -37.3	350.759399
1134	1104	npc_350021_001	ShowNpc	-7.7, 0.9, -41.7	205.757507
1135	1101	npc_350021_001	ShowNpc	-7.7, 0.9, -41.7	205.757507
1136	1106	npc_35005_statue_boss2	ShowNpc	51.7, 19.2, 51.4	225.000198
1137	1106	npc_35005_statue_boss1	ShowNpc	0.5, 9.8, -0.7	225.000198
1138	1108	npc_35005_statue_boss4	ShowNpc	51.7, 19.2, 51.4	225.000198
1139	1108	npc_35005_statue_boss3	ShowNpc	0.5, 9.8, -0.7	225.000198
1140	1151	npc_300020_001	ShowNpc	-28.7, 5.6, 10.7	205.757507
1141	1151	npc_clone_001	ShowNpc	22.3, -0.1, 11.1	205.757507
1142	1801	npc_300022_003	ShowNpc	-28.7, 5.6, 10.7	205.757507
1143	1801	npc_300022_004	ShowNpc	-17.4, 3.3, 11.8	68.399483
1144	1852	npc_350021_001	ShowNpc	-7.7, 0.9, -41.7	205.757507
1145	1854	npc_400040_light	ShowNpc	-10.8, 4.0, 1.2	84.000000
1146	65	npc_guildleague_cannon	ShowNpc	0.0, -0.6, -10.4	180.000000
1147	65	npc_guildleague_crystal	ShowNpc	-15.4, -0.6, 10.4	133.000000
1148	65	npc_guildleague_energy	ShowNpc	0.0, -0.6, 10.4	180.000000
1149	1211	npc_guildleague_flag	ShowNpc	-106.8, 518.4, 101.5	0.000000
1150	1211	cannon_guildleague_enemy	ShowNpc	-75.4, 1.0, -73.9	44.999981
1151	1211	cannon_guildleague_me	ShowNpc	74.9, 1.1, 74.3	225.000000
1152	1212	npc_guildleague_disturbdevice	ShowNpc	-0.2, 0.0, 0.2	0.000000
1153	53	npc_guildareahide53	ShowNpc	18.0, 2.8, -37.2	0.000000
1154	53	cannon_npc_53	ShowNpc	25.2, 2.9, -34.8	307.799988
1155	54	npc_guildareahide54	ShowNpc	24.2, 4.8, -45.7	0.000000
1156	54	cannon_npc_54	ShowNpc	33.6, 4.8, -47.0	264.000000
1157	55	npc_guildareahide55	ShowNpc	-59.3, 6.6, 24.9	0.000000
1158	55	cannon_npc_55	ShowNpc	-62.9, 6.6, 22.6	0.000000
1159	56	npc_guildareahide56	ShowNpc	84.7, 2.4, -13.8	0.000000
1160	56	cannon_npc_56	ShowNpc	77.0, 2.1, -15.2	0.000000
1161	57	npc_guildareahide57	ShowNpc	-35.5, -4.5, -24.2	0.000000
1162	57	cannon_npc_57	ShowNpc	-28.0, -3.7, -28.0	88.000000
1163	1960	npc_soulstar	ShowNpc	-8.0, 0.1, -10.8	156.699997
1164	998	npc_guildwar_eastwait	ShowNpc	22.1, 0.8, 0.0	271.899994
1165	998	npc_guildwar_southwait	ShowNpc	0.0, 0.8, -21.9	358.299988
1166	998	npc_guildwar_westwait	ShowNpc	-22.0, 0.8, 0.0	89.800003
1167	998	npc_guildwar_northwait	ShowNpc	0.0, 0.8, 22.0	176.699997
1168	4	npc_crack_3001	CrackNpc	28.1, 6.9, 25.6	0.000000
1169	4	npc_crack_3002	CrackNpc	59.9, 5.5, 21.1	0.000000
1170	4	npc_crack_3003	CrackNpc	72.5, 5.5, 3.6	0.000000
1171	4	npc_crack_3004	CrackNpc	20.9, 4.8, -37.2	0.000000
1172	4	npc_crack_3005	CrackNpc	1.6, 4.8, -47.2	0.000000
1173	4	npc_crack_3006	CrackNpc	-45.2, 10.5, -74.1	0.000000
1174	4	npc_crack_3007	CrackNpc	-21.4, 3.8, -39.3	0.000000
1175	4	npc_crack_3008	CrackNpc	-49.9, 3.2, -34.9	0.000000
1176	4	npc_crack_3009	CrackNpc	6.0, 4.8, -23.4	0.000000
1177	4	npc_crack_3010	CrackNpc	42.8, 5.5, -13.8	0.000000
1178	4	npc_specialcrack_3001	CrackNpc	15.3, 6.9, 25.6	0.000000
1179	4	npc_specialcrack_3002	CrackNpc	12.4, 4.8, -42.9	0.000000
1180	4	npc_specialcrack_3003	CrackNpc	-31.0, 2.8, -28.1	0.000000
1181	4	npc_specialcrack_3004	CrackNpc	66.7, 5.5, -6.8	0.000000
1182	4	npc_goldcrack_3001	CrackNpc	-47.1, 3.3, -39.1	0.000000
1183	1	npc_crack_1001	CrackNpc	-30.1, -4.9, -16.0	0.000000
1184	1	npc_crack_1002	CrackNpc	34.5, -0.3, 11.7	0.000000
1185	1	npc_crack_1003	CrackNpc	26.5, -5.1, -48.0	0.000000
1186	1	npc_crack_1004	CrackNpc	33.3, -0.3, -10.9	0.000000
1187	1	npc_crack_1005	CrackNpc	-16.0, -4.9, -28.5	0.000000
1188	1	npc_crack_1006	CrackNpc	-4.3, -0.3, 4.6	0.000000
1189	1	npc_crack_1007	CrackNpc	39.4, 3.8, 43.0	0.000000
1190	1	npc_crack_1008	CrackNpc	-15.3, -0.5, 55.1	0.000000
1191	1	npc_crack_1009	CrackNpc	-11.3, -5.1, -50.2	0.000000
1192	1	npc_crack_1010	CrackNpc	-37.5, -2.8, 13.6	0.000000
1193	1	npc_specialcrack_1001	CrackNpc	-32.1, -4.9, -15.8	0.000000
1194	1	npc_specialcrack_1002	CrackNpc	34.3, -0.3, 12.9	0.000000
1195	1	npc_specialcrack_1003	CrackNpc	27.0, -5.1, -47.9	0.000000
1196	1	npc_specialcrack_1004	CrackNpc	33.5, -0.3, -10.8	0.000000
1197	1	npc_specialcrack_1005	CrackNpc	-15.6, -4.9, -28.8	0.000000
1198	1	npc_goldcrack_1001	CrackNpc	34.9, -0.4, -0.4	0.000000
1199	3	npc_crack_4001	CrackNpc	-6.6, 0.3, -53.2	0.000000
1200	3	npc_crack_4002	CrackNpc	0.8, 0.2, -27.8	0.000000
1201	3	npc_crack_4003	CrackNpc	-23.4, 0.2, -15.7	0.000000
1202	3	npc_crack_4004	CrackNpc	-56.3, 0.2, 5.1	0.000000
1203	3	npc_crack_4005	CrackNpc	-1.5, 0.2, 37.2	0.000000
1204	3	npc_crack_4006	CrackNpc	28.0, 0.2, 38.3	0.000000
1205	3	npc_crack_4007	CrackNpc	45.2, 0.1, 8.1	0.000000
1206	3	npc_crack_4008	CrackNpc	59.4, 0.1, -1.7	0.000000
1207	3	npc_crack_4009	CrackNpc	13.4, 2.9, -37.8	0.000000
1208	3	npc_crack_4010	CrackNpc	0.2, 0.2, -7.3	0.000000
1209	3	npc_specialcrack_4001	CrackNpc	-34.8, 0.2, 14.5	0.000000
1210	3	npc_specialcrack_4002	CrackNpc	-56.3, 0.2, 5.1	0.000000
1211	3	npc_specialcrack_4003	CrackNpc	-23.4, 0.2, -15.7	0.000000
1212	3	npc_specialcrack_4004	CrackNpc	0.8, 0.2, -27.8	0.000000
1213	3	npc_specialcrack_4005	CrackNpc	-6.6, 0.3, -53.2	0.000000
1214	3	npc_goldcrack_4001	CrackNpc	2.0, 0.2, -19.3	0.000000
1215	5	npc_specialcrack_5004	CrackNpc	-64.6, 6.6, 42.3	0.000000
1216	5	npc_specialcrack_5003	CrackNpc	-34.0, 4.4, 42.6	0.000000
1217	5	npc_specialcrack_5002	CrackNpc	-16.7, 4.4, 36.5	0.000000
1218	5	npc_specialcrack_5001	CrackNpc	-34.8, 3.1, 27.6	0.000000
1219	5	npc_crack_5010	CrackNpc	-11.0, 3.8, 8.3	0.000000
1220	5	npc_crack_5009	CrackNpc	14.6, 3.6, 21.1	0.000000
1221	5	npc_crack_5008	CrackNpc	16.2, 3.6, 5.4	0.000000
1222	5	npc_crack_5007	CrackNpc	-44.6, 4.4, -33.2	0.000000
1223	5	npc_crack_5006	CrackNpc	-13.2, 4.4, -62.1	0.000000
1224	5	npc_crack_5005	CrackNpc	3.5, 4.4, -40.2	0.000000
1225	5	npc_crack_5004	CrackNpc	20.7, 4.4, -37.7	0.000000
1226	5	npc_crack_5003	CrackNpc	-9.9, 4.4, -28.6	0.000000
1227	5	npc_crack_5002	CrackNpc	45.3, 5.5, 12.0	0.000000
1228	5	npc_crack_5001	CrackNpc	-45.9, 4.5, -14.6	0.000000
1229	5	npc_goldcrack_5001	CrackNpc	5.5, 4.5, -38.2	0.000000
1230	6	npc_specialcrack_6004	CrackNpc	-42.3, -0.6, 47.8	0.000000
1231	6	npc_specialcrack_6003	CrackNpc	-30.4, 0.6, -27.9	0.000000
1232	6	npc_specialcrack_6002	CrackNpc	-26.0, 0.3, -6.6	0.000000
1233	6	npc_specialcrack_6001	CrackNpc	-42.3, 0.0, 30.2	0.000000
1234	6	npc_crack_6010	CrackNpc	-16.8, 0.7, 42.3	0.000000
1235	6	npc_crack_6009	CrackNpc	17.6, 0.1, 37.5	0.000000
1236	6	npc_crack_6008	CrackNpc	21.3, 0.0, 20.3	0.000000
1237	6	npc_crack_6007	CrackNpc	-24.4, -2.0, -54.2	0.000000
1238	6	npc_crack_6006	CrackNpc	-4.8, -1.9, -73.4	0.000000
1239	6	npc_crack_6005	CrackNpc	22.0, -5.0, -59.7	0.000000
1240	6	npc_crack_6004	CrackNpc	49.5, -5.0, -47.9	0.000000
1241	6	npc_crack_6003	CrackNpc	58.7, -5.0, -56.5	0.000000
1242	6	npc_crack_6002	CrackNpc	83.6, 2.9, -12.6	0.000000
1243	6	npc_crack_6001	CrackNpc	-30.9, -2.0, -71.6	0.000000
1244	6	npc_goldcrack_6001	CrackNpc	-40.4, 0.0, 37.1	0.000000
1245	9	npc_100080010	FuncNpc	-15.2,1.6,-15.3	153.800003
1246	9	npc_103207	FuncNpc	15.5, 4.1, 33.2	267.000000
1247	1113	monster31000707	ShowNpc	27.6, 25.7, 85.9	0.000000
1248	1113	monster31000708	ShowNpc	20.4, -3.4, -107.3	0.000000
1249	1113	door_30012_transfer1	DoorNpc	-28.0, 15.7, -25.4	0.000000
1250	9	door_30012	DoorNpc	-4.6, 4.0, 48.2	0.000000
1251	23	npc_keypoint	ShowNpc	-82.8, 29.3, 33.2	0.000000
1252	23	npc_104401	ShowNpc	-76.3, 29.2, 64.5	117.000000
1253	23	npc_104801	ShowNpc	-15.7,38.4,58.3	0.000000
1254	9	collect_npc015	ShowNpc	10, 4.0, 49	185.000000
1255	9	collect_npc016	ShowNpc	46.9, 2.7, -3.7	185.000000
1256	9	mine_npc015	ShowNpc	22.3, -2.4, -72.7	185.000000
1257	9	mine_npc016	ShowNpc	59.7, 9, 20.4	185.000000
1258	9	npc_collect_029	ShowNpc	4.9,-0.6,4.2	220.699997
1259	7	door_Map7_To_Map37	ShowNpc	16.1,2.1,-62.1	0.000000
1260	37	cannon_npc_58	ShowNpc	80.4, 1.0, -9.2	60.000000
1261	37	door_Map37_To_Map7	DoorNpc	-75.9, 3.4, 11.0	90.000000
1262	37	door_Map37_Resurrection	DoorNpc	41.8, -3.0, -44.6	90.000000
1263	37	npc_109019	FuncNpc	-34.8, 3.8, 31.9	90.000000
1264	37	npc_109020	FuncNpc	11.8, 2.6, 0.5	168.300003
1265	2	npc_wishtree	ShowNpc	12.4, 0, -19.7	0.000000
1266	37	collect_npc017	ShowNpc	-45.7, 3.9, -85.9	185.000000
1267	37	collect_npc018	ShowNpc	41.2, -2.0, -76.5	185.000000
1268	37	mine_npc017	ShowNpc	-29.6, 5.3, 79.8	185.000000
1269	37	mine_npc018	ShowNpc	92.3, 0.9, 2.8	185.000000
1270	18	cannon_npc_59	ShowNpc	-82.5, 61.7, 98.3	130.000000
1271	18	door_Map18_Resurrection	DoorNpc	-34.0, 58.2, 85.8	90.000000
1272	18	door_Map18_To_Map8	DoorNpc	-73.6, 61.6, 107.1	90.000000
1273	2	npc_fairycastle	FuncNpc	-36.1, 1.2, -31.9	208.699997
1274	5	npc_mappoint_fishing_0401	ShowNpc	15.0,4.4,-18.9	285.000000
1275	5	npc_mappoint_fishing_0402	ShowNpc	-1.3,4.4,36.4	171.100006
1276	9	npc_mappoint_fishing_0501	ShowNpc	1.8,1.6,-27.7	276.899994
1277	9	npc_mappoint_fishing_0502	ShowNpc	-16.5,1.6,-16.4	161.699997
1278	18	npc_mappoint_fishing_0601	ShowNpc	-20.5,58.0,97.0	204.699997
1279	18	npc_mappoint_fishing_0602	ShowNpc	37.8,59.4,25.1	56.500000
1280	18	npc_mappoint_fishing_0603	ShowNpc	68.7,59.7,34.8	154.500000
1281	5	npc_fishingground_040101	ShowNpc	20.5,3.8,-15	285.000000
1282	5	npc_fishingground_040201	ShowNpc	-5.7,3.8,37.6	171.100006
1283	9	npc_fishingground_050101	ShowNpc	6.8,1.1,-25	276.899994
1284	9	npc_fishingground_050201	ShowNpc	-27.3,-0.3,-13.4	161.699997
1285	18	npc_fishingground_060101	ShowNpc	-22.3,58,104.5	204.699997
1286	18	npc_fishingground_060201	ShowNpc	37.6,58,18	56.500000
1287	18	npc_fishingground_060301	ShowNpc	62,59,39.5	154.500000
