流水ID	属性ID	修炼等级	升级需要经验	修炼1次提升经验	单次提升消耗	增加属性参数	历史帮贡限制	玩家角色等级限制	解锁圣器等级
51014	13	14	1150	10	4,1;1,0	140	0	50	3
51015	13	15	1280	10	4,1;1,0	150	0	50	3
51016	13	16	1410	10	4,1;1,0	160	0	50	3
51017	13	17	1550	10	4,1;1,0	170	0	50	3
51018	13	18	1680	10	4,1;1,0	180	0	50	3
51019	13	19	1810	10	4,1;1,0	190	0	50	3
51020	13	20	1940	10	4,1;1,0	200	3060	50	3
51021	13	21	2140	10	4,1;1,0	210	3450	50	3
51022	13	22	2340	10	4,1;1,0	220	3876	50	3
51023	13	23	2540	10	4,1;1,0	230	4338	50	3
51024	13	24	2730	10	4,1;1,0	240	4836	50	3
51025	13	25	2930	10	4,1;1,0	250	5370	50	3
51026	13	26	3130	10	4,1;1,0	260	5940	50	3
51027	13	27	3330	10	4,1;1,0	270	6546	50	3
51028	13	28	3530	10	4,1;1,0	280	7188	50	3
51029	13	29	3720	10	4,1;1,0	290	7866	50	3
51030	13	30	3920	10	4,1;1,0	300	8580	50	3
51031	13	31	4760	10	4,1;1,0	310	9342	50	3
51032	13	32	5060	10	4,1;1,0	320	10152	50	3
51033	13	33	5360	10	4,1;1,0	330	11010	50	3
51034	13	34	5660	10	4,1;1,0	340	11916	50	3
51035	13	35	5960	10	4,1;1,0	350	12870	50	3
51036	13	36	6260	10	4,1;1,0	360	13872	50	3
51037	13	37	6560	10	4,1;1,0	370	14922	50	3
51038	13	38	6860	10	4,1;1,0	380	16020	50	3
51039	13	39	7160	10	4,1;1,0	390	17166	50	3
51040	13	40	7460	10	4,1;1,0	400	18360	50	3
51041	13	41	9400	10	4,1;1,0	410	19614	50	3
51042	13	42	9850	10	4,1;1,0	420	20928	50	3
51043	13	43	10300	10	4,1;1,0	430	22302	50	3
51044	13	44	10750	10	4,1;1,0	440	23736	50	3
51045	13	45	11200	10	4,1;1,0	450	25230	50	3
51046	13	46	11650	10	4,1;1,0	460	26784	50	3
51047	13	47	12100	10	4,1;1,0	470	28398	50	3
51048	13	48	12550	10	4,1;1,0	480	30072	50	3
51049	13	49	13000	10	4,1;1,0	490	31806	50	3
51050	13	50	13450	10	4,1;1,0	500	33600	50	3
51051	13	51	18660	10	4,1;1,0	510	35466	51	3
51052	13	52	19380	10	4,1;1,0	520	38850	52	3
51053	13	53	20100	10	4,1;1,0	530	41865	53	3
51054	13	54	20820	10	4,1;1,0	540	44988	54	3
51055	13	55	21540	10	4,1;1,0	550	48219	55	3
51056	13	56	22260	10	4,1;1,0	560	51558	56	3
51057	13	57	22980	10	4,1;1,0	570	55005	57	3
51058	13	58	23700	10	4,1;1,0	580	58560	58	3
51059	13	59	24420	10	4,1;1,0	590	62223	59	3
51060	13	60	25140	10	4,1;1,0	600	65994	60	3
51061	13	61	32470	10	4,1;1,0	610	70864	61	3
51062	13	62	33520	10	4,1;1,0	620	75892	61	3
51063	13	63	34570	10	4,1;1,0	630	81078	61	3
51064	13	64	35620	10	4,1;1,0	640	86421	61	3
51065	13	65	36670	10	4,1;1,0	650	91921	61	3
51066	13	66	37720	10	4,1;1,0	660	97579	61	3
51067	13	67	38770	10	4,1;1,0	670	103395	61	3
51068	13	68	39820	10	4,1;1,0	680	109368	61	3
51069	13	69	40870	10	4,1;1,0	690	115498	61	3
51070	13	70	41920	10	4,1;1,0	700	121786	61	3
52001	12	1	30	10	4,1;1,0	10	0	50	4
52002	12	2	90	10	4,1;1,0	20	0	50	4
52003	12	3	150	10	4,1;1,0	30	0	50	4
52004	12	4	210	10	4,1;1,0	40	0	50	4
52005	12	5	270	10	4,1;1,0	50	0	50	4
52006	12	6	330	10	4,1;1,0	60	0	50	4
52007	12	7	390	10	4,1;1,0	70	0	50	4
52008	12	8	450	10	4,1;1,0	80	0	50	4
52009	12	9	510	10	4,1;1,0	90	0	50	4
52010	12	10	570	10	4,1;1,0	100	0	50	4
52011	12	11	750	10	4,1;1,0	110	0	50	4
52012	12	12	890	10	4,1;1,0	120	0	50	4
52013	12	13	1020	10	4,1;1,0	130	0	50	4
52014	12	14	1150	10	4,1;1,0	140	0	50	4
52015	12	15	1280	10	4,1;1,0	150	0	50	4
52016	12	16	1410	10	4,1;1,0	160	0	50	4
52017	12	17	1550	10	4,1;1,0	170	0	50	4
52018	12	18	1680	10	4,1;1,0	180	0	50	4
52019	12	19	1810	10	4,1;1,0	190	0	50	4
52020	12	20	1940	10	4,1;1,0	200	3060	50	4
52021	12	21	2140	10	4,1;1,0	210	3450	50	4
52022	12	22	2340	10	4,1;1,0	220	3876	50	4
52023	12	23	2540	10	4,1;1,0	230	4338	50	4
52024	12	24	2730	10	4,1;1,0	240	4836	50	4
52025	12	25	2930	10	4,1;1,0	250	5370	50	4
52026	12	26	3130	10	4,1;1,0	260	5940	50	4
52027	12	27	3330	10	4,1;1,0	270	6546	50	4
52028	12	28	3530	10	4,1;1,0	280	7188	50	4
52029	12	29	3720	10	4,1;1,0	290	7866	50	4
52030	12	30	3920	10	4,1;1,0	300	8580	50	4
52031	12	31	4760	10	4,1;1,0	310	9342	50	4
52032	12	32	5060	10	4,1;1,0	320	10152	50	4
52033	12	33	5360	10	4,1;1,0	330	11010	50	4
52034	12	34	5660	10	4,1;1,0	340	11916	50	4
52035	12	35	5960	10	4,1;1,0	350	12870	50	4
52036	12	36	6260	10	4,1;1,0	360	13872	50	4
52037	12	37	6560	10	4,1;1,0	370	14922	50	4
52038	12	38	6860	10	4,1;1,0	380	16020	50	4
52039	12	39	7160	10	4,1;1,0	390	17166	50	4
52040	12	40	7460	10	4,1;1,0	400	18360	50	4
52041	12	41	9400	10	4,1;1,0	410	19614	50	4
52042	12	42	9850	10	4,1;1,0	420	20928	50	4
52043	12	43	10300	10	4,1;1,0	430	22302	50	4
52044	12	44	10750	10	4,1;1,0	440	23736	50	4
52045	12	45	11200	10	4,1;1,0	450	25230	50	4
52046	12	46	11650	10	4,1;1,0	460	26784	50	4
52047	12	47	12100	10	4,1;1,0	470	28398	50	4
52048	12	48	12550	10	4,1;1,0	480	30072	50	4
52049	12	49	13000	10	4,1;1,0	490	31806	50	4
52050	12	50	13450	10	4,1;1,0	500	33600	50	4
52051	12	51	18660	10	4,1;1,0	510	35466	51	4
52052	12	52	19380	10	4,1;1,0	520	38850	52	4
52053	12	53	20100	10	4,1;1,0	530	41865	53	4
52054	12	54	20820	10	4,1;1,0	540	44988	54	4
52055	12	55	21540	10	4,1;1,0	550	48219	55	4
52056	12	56	22260	10	4,1;1,0	560	51558	56	4
52057	12	57	22980	10	4,1;1,0	570	55005	57	4
52058	12	58	23700	10	4,1;1,0	580	58560	58	4
52059	12	59	24420	10	4,1;1,0	590	62223	59	4
52060	12	60	25140	10	4,1;1,0	600	65994	60	4
52061	12	61	32470	10	4,1;1,0	610	70864	61	4
52062	12	62	33520	10	4,1;1,0	620	75892	61	4
52063	12	63	34570	10	4,1;1,0	630	81078	61	4
52064	12	64	35620	10	4,1;1,0	640	86421	61	4
52065	12	65	36670	10	4,1;1,0	650	91921	61	4
52066	12	66	37720	10	4,1;1,0	660	97579	61	4
52067	12	67	38770	10	4,1;1,0	670	103395	61	4
52068	12	68	39820	10	4,1;1,0	680	109368	61	4
52069	12	69	40870	10	4,1;1,0	690	115498	61	4
52070	12	70	41920	10	4,1;1,0	700	121786	61	4
53001	54	1	30	10	4,1;1,0	1	0	50	5
53002	54	2	90	10	4,1;1,0	2	0	50	5
53003	54	3	150	10	4,1;1,0	3	0	50	5
53004	54	4	210	10	4,1;1,0	4	0	50	5
53005	54	5	270	10	4,1;1,0	5	0	50	5
53006	54	6	330	10	4,1;1,0	6	0	50	5
53007	54	7	390	10	4,1;1,0	7	0	50	5
53008	54	8	450	10	4,1;1,0	8	0	50	5
53009	54	9	510	10	4,1;1,0	9	0	50	5
53010	54	10	570	10	4,1;1,0	10	0	50	5
53011	54	11	750	10	4,1;1,0	11	0	50	5
53012	54	12	890	10	4,1;1,0	12	0	50	5
53013	54	13	1020	10	4,1;1,0	13	0	50	5
53014	54	14	1150	10	4,1;1,0	14	0	50	5
53015	54	15	1280	10	4,1;1,0	15	0	50	5
53016	54	16	1410	10	4,1;1,0	16	0	50	5
53017	54	17	1550	10	4,1;1,0	17	0	50	5
53018	54	18	1680	10	4,1;1,0	18	0	50	5
53019	54	19	1810	10	4,1;1,0	19	0	50	5
53020	54	20	1940	10	4,1;1,0	20	3060	50	5
53021	54	21	2140	10	4,1;1,0	21	3450	50	5
53022	54	22	2340	10	4,1;1,0	22	3876	50	5
53023	54	23	2540	10	4,1;1,0	23	4338	50	5
53024	54	24	2730	10	4,1;1,0	24	4836	50	5
53025	54	25	2930	10	4,1;1,0	25	5370	50	5
53026	54	26	3130	10	4,1;1,0	26	5940	50	5
53027	54	27	3330	10	4,1;1,0	27	6546	50	5
53028	54	28	3530	10	4,1;1,0	28	7188	50	5
53029	54	29	3720	10	4,1;1,0	29	7866	50	5
53030	54	30	3920	10	4,1;1,0	30	8580	50	5
53031	54	31	4760	10	4,1;1,0	31	9342	50	5
53032	54	32	5060	10	4,1;1,0	32	10152	50	5
53033	54	33	5360	10	4,1;1,0	33	11010	50	5
53034	54	34	5660	10	4,1;1,0	34	11916	50	5
53035	54	35	5960	10	4,1;1,0	35	12870	50	5
53036	54	36	6260	10	4,1;1,0	36	13872	50	5
53037	54	37	6560	10	4,1;1,0	37	14922	50	5
53038	54	38	6860	10	4,1;1,0	38	16020	50	5
53039	54	39	7160	10	4,1;1,0	39	17166	50	5
53040	54	40	7460	10	4,1;1,0	40	18360	50	5
53041	54	41	9400	10	4,1;1,0	41	19614	50	5
53042	54	42	9850	10	4,1;1,0	42	20928	50	5
53043	54	43	10300	10	4,1;1,0	43	22302	50	5
53044	54	44	10750	10	4,1;1,0	44	23736	50	5
53045	54	45	11200	10	4,1;1,0	45	25230	50	5
53046	54	46	11650	10	4,1;1,0	46	26784	50	5
53047	54	47	12100	10	4,1;1,0	47	28398	50	5
53048	54	48	12550	10	4,1;1,0	48	30072	50	5
53049	54	49	13000	10	4,1;1,0	49	31806	50	5
53050	54	50	13450	10	4,1;1,0	50	33600	50	5
53051	54	51	18660	10	4,1;1,0	51	35466	51	5
53052	54	52	19380	10	4,1;1,0	52	38850	52	5
53053	54	53	20100	10	4,1;1,0	53	41865	53	5
53054	54	54	20820	10	4,1;1,0	54	44988	54	5
53055	54	55	21540	10	4,1;1,0	55	48219	55	5
53056	54	56	22260	10	4,1;1,0	56	51558	56	5
53057	54	57	22980	10	4,1;1,0	57	55005	57	5
53058	54	58	23700	10	4,1;1,0	58	58560	58	5
53059	54	59	24420	10	4,1;1,0	59	62223	59	5
53060	54	60	25140	10	4,1;1,0	60	65994	60	5
53061	54	61	32470	10	4,1;1,0	61	70864	61	5
53062	54	62	33520	10	4,1;1,0	62	75892	61	5
53063	54	63	34570	10	4,1;1,0	63	81078	61	5
53064	54	64	35620	10	4,1;1,0	64	86421	61	5
53065	54	65	36670	10	4,1;1,0	65	91921	61	5
53066	54	66	37720	10	4,1;1,0	66	97579	61	5
53067	54	67	38770	10	4,1;1,0	67	103395	61	5
53068	54	68	39820	10	4,1;1,0	68	109368	61	5
53069	54	69	40870	10	4,1;1,0	69	115498	61	5
53070	54	70	41920	10	4,1;1,0	70	121786	61	5
54001	58	1	30	10	4,1;1,0	1	0	50	6
54002	58	2	90	10	4,1;1,0	2	0	50	6
54003	58	3	150	10	4,1;1,0	3	0	50	6
54004	58	4	210	10	4,1;1,0	4	0	50	6
54005	58	5	270	10	4,1;1,0	5	0	50	6
54006	58	6	330	10	4,1;1,0	6	0	50	6
54007	58	7	390	10	4,1;1,0	7	0	50	6
54008	58	8	450	10	4,1;1,0	8	0	50	6
54009	58	9	510	10	4,1;1,0	9	0	50	6
54010	58	10	570	10	4,1;1,0	10	0	50	6
54011	58	11	750	10	4,1;1,0	11	0	50	6
54012	58	12	890	10	4,1;1,0	12	0	50	6
54013	58	13	1020	10	4,1;1,0	13	0	50	6
54014	58	14	1150	10	4,1;1,0	14	0	50	6
54015	58	15	1280	10	4,1;1,0	15	0	50	6
54016	58	16	1410	10	4,1;1,0	16	0	50	6
54017	58	17	1550	10	4,1;1,0	17	0	50	6
54018	58	18	1680	10	4,1;1,0	18	0	50	6
54019	58	19	1810	10	4,1;1,0	19	0	50	6
54020	58	20	1940	10	4,1;1,0	20	3060	50	6
54021	58	21	2140	10	4,1;1,0	21	3450	50	6
54022	58	22	2340	10	4,1;1,0	22	3876	50	6
54023	58	23	2540	10	4,1;1,0	23	4338	50	6
54024	58	24	2730	10	4,1;1,0	24	4836	50	6
54025	58	25	2930	10	4,1;1,0	25	5370	50	6
54026	58	26	3130	10	4,1;1,0	26	5940	50	6
54027	58	27	3330	10	4,1;1,0	27	6546	50	6
54028	58	28	3530	10	4,1;1,0	28	7188	50	6
54029	58	29	3720	10	4,1;1,0	29	7866	50	6
54030	58	30	3920	10	4,1;1,0	30	8580	50	6
54031	58	31	4760	10	4,1;1,0	31	9342	50	6
54032	58	32	5060	10	4,1;1,0	32	10152	50	6
54033	58	33	5360	10	4,1;1,0	33	11010	50	6
54034	58	34	5660	10	4,1;1,0	34	11916	50	6
54035	58	35	5960	10	4,1;1,0	35	12870	50	6
54036	58	36	6260	10	4,1;1,0	36	13872	50	6
54037	58	37	6560	10	4,1;1,0	37	14922	50	6
54038	58	38	6860	10	4,1;1,0	38	16020	50	6
54039	58	39	7160	10	4,1;1,0	39	17166	50	6
54040	58	40	7460	10	4,1;1,0	40	18360	50	6
54041	58	41	9400	10	4,1;1,0	41	19614	50	6
54042	58	42	9850	10	4,1;1,0	42	20928	50	6
54043	58	43	10300	10	4,1;1,0	43	22302	50	6
54044	58	44	10750	10	4,1;1,0	44	23736	50	6
54045	58	45	11200	10	4,1;1,0	45	25230	50	6
54046	58	46	11650	10	4,1;1,0	46	26784	50	6
54047	58	47	12100	10	4,1;1,0	47	28398	50	6
54048	58	48	12550	10	4,1;1,0	48	30072	50	6
54049	58	49	13000	10	4,1;1,0	49	31806	50	6
54050	58	50	13450	10	4,1;1,0	50	33600	50	6
54051	58	51	18660	10	4,1;1,0	51	35466	51	6
54052	58	52	19380	10	4,1;1,0	52	38850	52	6
54053	58	53	20100	10	4,1;1,0	53	41865	53	6
54054	58	54	20820	10	4,1;1,0	54	44988	54	6
54055	58	55	21540	10	4,1;1,0	55	48219	55	6
54056	58	56	22260	10	4,1;1,0	56	51558	56	6
54057	58	57	22980	10	4,1;1,0	57	55005	57	6
54058	58	58	23700	10	4,1;1,0	58	58560	58	6
54059	58	59	24420	10	4,1;1,0	59	62223	59	6
54060	58	60	25140	10	4,1;1,0	60	65994	60	6
54061	58	61	32470	10	4,1;1,0	61	70864	61	6
54062	58	62	33520	10	4,1;1,0	62	75892	61	6
54063	58	63	34570	10	4,1;1,0	63	81078	61	6
54064	58	64	35620	10	4,1;1,0	64	86421	61	6
54065	58	65	36670	10	4,1;1,0	65	91921	61	6
54066	58	66	37720	10	4,1;1,0	66	97579	61	6
54067	58	67	38770	10	4,1;1,0	67	103395	61	6
54068	58	68	39820	10	4,1;1,0	68	109368	61	6
54069	58	69	40870	10	4,1;1,0	69	115498	61	6
54070	58	70	41920	10	4,1;1,0	70	121786	61	6
55001	64	1	30	10	4,1;1,0	1	0	50	7
55002	64	2	90	10	4,1;1,0	2	0	50	7
55003	64	3	150	10	4,1;1,0	3	0	50	7
55004	64	4	210	10	4,1;1,0	4	0	50	7
55005	64	5	270	10	4,1;1,0	5	0	50	7
55006	64	6	330	10	4,1;1,0	6	0	50	7
55007	64	7	390	10	4,1;1,0	7	0	50	7
55008	64	8	450	10	4,1;1,0	8	0	50	7
55009	64	9	510	10	4,1;1,0	9	0	50	7
55010	64	10	570	10	4,1;1,0	10	0	50	7
55011	64	11	750	10	4,1;1,0	11	0	50	7
55012	64	12	890	10	4,1;1,0	12	0	50	7
55013	64	13	1020	10	4,1;1,0	13	0	50	7
55014	64	14	1150	10	4,1;1,0	14	0	50	7
55015	64	15	1280	10	4,1;1,0	15	0	50	7
55016	64	16	1410	10	4,1;1,0	16	0	50	7
55017	64	17	1550	10	4,1;1,0	17	0	50	7
55018	64	18	1680	10	4,1;1,0	18	0	50	7
55019	64	19	1810	10	4,1;1,0	19	0	50	7
55020	64	20	1940	10	4,1;1,0	20	3060	50	7
55021	64	21	2140	10	4,1;1,0	21	3450	50	7
55022	64	22	2340	10	4,1;1,0	22	3876	50	7
55023	64	23	2540	10	4,1;1,0	23	4338	50	7
55024	64	24	2730	10	4,1;1,0	24	4836	50	7
55025	64	25	2930	10	4,1;1,0	25	5370	50	7
55026	64	26	3130	10	4,1;1,0	26	5940	50	7
55027	64	27	3330	10	4,1;1,0	27	6546	50	7
55028	64	28	3530	10	4,1;1,0	28	7188	50	7
55029	64	29	3720	10	4,1;1,0	29	7866	50	7
55030	64	30	3920	10	4,1;1,0	30	8580	50	7
55031	64	31	4760	10	4,1;1,0	31	9342	50	7
55032	64	32	5060	10	4,1;1,0	32	10152	50	7
55033	64	33	5360	10	4,1;1,0	33	11010	50	7
55034	64	34	5660	10	4,1;1,0	34	11916	50	7
55035	64	35	5960	10	4,1;1,0	35	12870	50	7
55036	64	36	6260	10	4,1;1,0	36	13872	50	7
55037	64	37	6560	10	4,1;1,0	37	14922	50	7
55038	64	38	6860	10	4,1;1,0	38	16020	50	7
55039	64	39	7160	10	4,1;1,0	39	17166	50	7
55040	64	40	7460	10	4,1;1,0	40	18360	50	7
55041	64	41	9400	10	4,1;1,0	41	19614	50	7
55042	64	42	9850	10	4,1;1,0	42	20928	50	7
55043	64	43	10300	10	4,1;1,0	43	22302	50	7
55044	64	44	10750	10	4,1;1,0	44	23736	50	7
55045	64	45	11200	10	4,1;1,0	45	25230	50	7
55046	64	46	11650	10	4,1;1,0	46	26784	50	7
55047	64	47	12100	10	4,1;1,0	47	28398	50	7
55048	64	48	12550	10	4,1;1,0	48	30072	50	7
55049	64	49	13000	10	4,1;1,0	49	31806	50	7
55050	64	50	13450	10	4,1;1,0	50	33600	50	7
55051	64	51	18660	10	4,1;1,0	51	35466	51	7
55052	64	52	19380	10	4,1;1,0	52	38850	52	7
55053	64	53	20100	10	4,1;1,0	53	41865	53	7
55054	64	54	20820	10	4,1;1,0	54	44988	54	7
55055	64	55	21540	10	4,1;1,0	55	48219	55	7
55056	64	56	22260	10	4,1;1,0	56	51558	56	7
55057	64	57	22980	10	4,1;1,0	57	55005	57	7
55058	64	58	23700	10	4,1;1,0	58	58560	58	7
55059	64	59	24420	10	4,1;1,0	59	62223	59	7
55060	64	60	25140	10	4,1;1,0	60	65994	60	7
55061	64	61	32470	10	4,1;1,0	61	70864	61	7
55062	64	62	33520	10	4,1;1,0	62	75892	61	7
55063	64	63	34570	10	4,1;1,0	63	81078	61	7
55064	64	64	35620	10	4,1;1,0	64	86421	61	7
55065	64	65	36670	10	4,1;1,0	65	91921	61	7
55066	64	66	37720	10	4,1;1,0	66	97579	61	7
55067	64	67	38770	10	4,1;1,0	67	103395	61	7
55068	64	68	39820	10	4,1;1,0	68	109368	61	7
55069	64	69	40870	10	4,1;1,0	69	115498	61	7
55070	64	70	41920	10	4,1;1,0	70	121786	61	7
