流水	商店编号	商店分组	商店标签1	商品编号	道具排序	物品名	购买所需货币	购买价格	消耗兑换ID	消耗兑换道具数量	限购类型	限购数量	出售获得货币	出售价格	获得道具ID	获得道具数量	限售类型	限售数量	角色可见的等级	购买次数保留上限	需求公会圣器等级	需求英雄塔罗历史积分	需求活动军衔	兑换规则角标	需求家园等级	显示家园等级	地区渠道号
1824	1001	0	0	3	3	item140000004011	0	0	item178100000001	50	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;UI_MonthPve_MainShopItem;204,99,19,255	0	0	
1825	1001	0	0	4	4	item8103010139401	0	0	item178100000001	10000	4	4	0	0		0	0	0		0	0	0	0	agl_activity_red;UI_MonthPve_MainShopItem;204,99,19,255	0	0	
1826	1001	0	0	5	5	item230000000134	0	0	item178100000001	6000	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;UI_MonthPve_MainShopItem;204,99,19,255	0	0	
1827	1001	0	0	6	6	item171002010001	0	0	item178100000001	120	1	10	0	0		0	0	0		0	0	0	0	agl_activity_red;UI_MonthPve_MainShopItem;204,99,19,255	0	0	
1828	1001	0	0	7	7	item91000001127	0	0	item178100000001	1000	4	6	0	0		0	0	0		0	0	0	0	agl_activity_red;UI_MonthPve_MainShopItem;204,99,19,255	0	0	
1829	1001	0	0	8	8	item107999900012	0	0	item178100000001	20000	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;UI_MonthPve_MainShopItem;204,99,19,255	0	0	
1830	1001	0	0	9	9	item107100052304	0	0	item178100000001	13500	4	1	0	0		0	0	0		0	0	0	0		0	0	
1831	1001	0	0	10	10	item91000000235	0	0	item178100000001	5000	4	1	0	0		0	0	0		0	0	0	0		0	0	
1832	1001	0	0	11	11	item90000000125	0	0	item178100000001	12500	4	1	0	0		0	0	0		0	0	0	0		0	0	
1833	1001	0	0	12	12	item101020507334	0	0	item178100000001	6480	4	1	0	0		0	0	0		0	0	0	0		0	0	
1834	1001	0	0	13	13	item200000800004	0	0	item178100000001	500	4	2	0	0		0	0	0		0	0	0	0		0	0	
1835	1001	0	0	14	14	item200000830003	0	0	item178100000001	8000	4	1	0	0		0	0	0		0	0	0	0		0	0	
1836	1001	0	0	15	15	item8200000800003	0	0	item178100000001	500	4	5	0	0		0	0	0		0	0	0	0		0	0	
1837	1001	0	0	16	16	item8200000800002	0	0	item178100000001	120	4	10	0	0		0	0	0		0	0	0	0		0	0	
1838	1001	0	0	17	17	item8200000800001	0	0	item178100000001	30	4	10	0	0		0	0	0		0	0	0	0		0	0	
1839	1001	0	0	18	18	item8102020061002	0	0	item178100000001	100	4	20	0	0		0	0	0		0	0	0	0		0	0	
1840	1001	0	0	19	19	item8102020061003	0	0	item178100000001	1200	4	2	0	0		0	0	0		0	0	0	0		0	0	
1841	1001	0	0	20	20	item8171000101071	0	0	item178100000001	100	4	10	0	0		0	0	0		0	0	0	0		0	0	
1842	1001	0	0	21	21	item105000000073	0	0	item178100000001	1000	4	5	0	0		0	0	0		0	0	0	0		0	0	
1843	1001	0	0	22	22	item8103010139003	0	0	item178100000001	500	4	10	0	0		0	0	0		0	0	0	0		0	0	
1844	1001	0	0	23	23	item8103010139002	0	0	item178100000001	50	4	5	0	0		0	0	0		0	0	0	0		0	0	
1845	1001	0	0	24	24	item105000000029	0	0	item178100000001	240	4	10	0	0		0	0	0		0	0	0	0		0	0	
1846	1001	0	0	25	25	item105000000030	0	0	item178100000001	10	4	100	0	0		0	0	0		0	0	0	0		0	0	
1847	1001	0	0	26	26	item105000000031	0	0	item178100000001	30	4	20	0	0		0	0	0		0	0	0	0		0	0	
1848	1001	0	0	27	27	item91000000058	0	0	item178100000001	6000	4	1	0	0		0	0	0		0	0	0	0		0	0	
1849	1001	0	0	28	28	item8107100042101	0	0	item178100000001	600	4	1	0	0		0	0	0		0	0	0	0		0	0	
1850	1001	0	0	29	29	item8107100051203	0	0	item178100000001	6750	4	1	0	0		0	0	0		0	0	0	0		0	0	
1851	1001	0	0	30	30	item107000052203	0	0	item178100000001	13500	4	1	0	0		0	0	0		0	0	0	0		0	0	
1852	1001	0	0	31	31	item107300000001	0	0	item178100000001	20	4	200	0	0		0	0	0		0	0	0	0		0	0	
1853	1001	0	0	32	32	item107300000002	0	0	item178100000001	50	4	60	0	0		0	0	0		0	0	0	0		0	0	
1854	1001	0	0	33	33	item107999900003	0	0	item178100000001	120	4	20	0	0		0	0	0		0	0	0	0		0	0	
1855	1001	0	0	34	34	item107999900002	0	0	item178100000001	30	4	500	0	0		0	0	0		0	0	0	0		0	0	
1856	1001	0	0	35	35	item102000020233	0	0	item178100000001	100	4	15	0	0		0	0	0		0	0	0	0		0	0	
1857	1001	0	0	36	36	item100000000002	0	0	item178100000001	120	4	10	0	0		0	0	0		0	0	0	0		0	0	
1858	1001	0	0	37	37	item8103010121004	0	0	item178100000001	20	4	50	0	0		0	0	0		0	0	0	0		0	0	
1859	1001	0	0	38	38	item8103010121005	0	0	item178100000001	80	4	40	0	0		0	0	0		0	0	0	0		0	0	
1860	1001	0	0	39	39	item100500000001	0	0	item178100000001	10	4	30	0	0		0	0	0		0	0	0	0		0	0	
1861	1001	0	0	40	40	item90000000123	0	0	item178100000001	250	4	20	0	0		0	0	0		0	0	0	0		0	0	
1862	1001	0	0	41	41	item8103010131003	0	0	item178100000001	100	4	30	0	0		0	0	0		0	0	0	0		0	0	
1863	1001	0	0	42	42	item100000000000	0	0	item178100000001	100	4	20	0	0		0	0	0		0	0	0	0		0	0	
1864	1002	0	0	1	1	item90000001117	3	60		0	1	10	0	0		0	0	0		0	0	0	0	agl_activity_red;CampShopSaleLanguage1;204,99,19,255	0	0	
1865	1002	0	0	2	2	item130000040332	40	24000		0	4	1	0	0		0	0	0		0	0	0	0	agl_activity_red;CampShopSaleLanguage1;204,99,19,255	0	0	
1866	1002	0	0	3	3	item105000000066	40	24000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1867	1002	0	0	4	4	item91000001050	40	40000		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1868	1002	0	0	5	5	item91000001051	40	5000		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1869	1002	0	0	6	6	item8101020503093	40	40000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1870	1002	0	0	7	7	item8119100000000	40	72		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
1871	1002	0	0	8	8	item8119100000001	40	240		0	1	5	0	0		0	0	0		0	0	0	0		0	0	
1872	1002	0	0	9	9	item8119100000002	40	720		0	1	3	0	0		0	0	0		0	0	0	0		0	0	
1873	1002	0	0	10	10	item170000120020	40	12		0	1	50	0	0		0	0	0		0	0	0	0		0	0	
1874	1002	0	0	11	11	item8103010121004	40	48		0	4	100	0	0		0	0	0		0	0	0	0		0	0	
1875	1002	0	0	12	12	item8103010121005	40	200		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1876	1002	0	0	13	13	item8103010121008	40	7200		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1877	1002	0	0	14	14	item8103010111017	40	24		0	4	200	0	0		0	0	0		0	0	0	0		0	0	
1878	1002	0	0	15	15	item8103010111018	40	300		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1879	1002	0	0	16	16	item107300000001	40	48		0	4	100	0	0		0	0	0		0	0	0	0		0	0	
1880	1002	0	0	17	17	item107300000002	40	120		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1881	1002	0	0	18	18	item107300000003	40	720		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1882	1002	0	0	19	19	item107999900001	40	15		0	4	200	0	0		0	0	0		0	0	0	0		0	0	
1883	1002	0	0	20	20	item107999900002	40	72		0	4	60	0	0		0	0	0		0	0	0	0		0	0	
1884	1002	0	0	21	21	item8105000000029	40	600		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1885	1002	0	0	22	22	item105000000030	40	25		0	4	300	0	0		0	0	0		0	0	0	0		0	0	
1886	1002	0	0	23	23	item105000000031	40	75		0	4	100	0	0		0	0	0		0	0	0	0		0	0	
1887	1002	0	0	24	24	item105000000032	40	250		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1888	1002	0	0	25	25	item8101020504800	40	100		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1889	1002	0	0	26	26	item8101020504901	40	75		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1890	1002	0	0	27	27	item8101020504900	40	750		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1891	1002	0	0	28	28	item101040101015	40	25		0	4	200	0	0		0	0	0		0	0	0	0		0	0	
1892	1002	0	0	29	29	item101040101016	40	500		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1893	1002	0	0	30	30	item171002010001	40	150		0	4	40	0	0		0	0	0		0	0	0	0		0	0	
1894	1002	0	0	31	31	item171002010002	40	300		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1895	1002	0	0	32	32	item8200000800002	40	300		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1896	1002	0	0	33	33	item8200000800003	40	1200		0	4	5	0	0		0	0	0		0	0	0	0		0	0	
1897	1002	0	0	34	34	item8200000800004	40	1200		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1898	1002	0	0	35	35	item107999900012	40	48000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1899	1002	0	0	36	36	item8107999900011	40	3600		0	4	5	0	0		0	0	0		0	0	0	0		0	0	
1900	1002	0	0	37	37	item8171000101081	40	4800		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1901	1002	0	0	38	38	item107999900013	40	48000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1902	1002	0	0	39	39	item200000831003	40	1920		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1903	1002	0	0	40	40	item200000830001	40	240		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1904	1003	0	0	1	1	item90000001119	3	60		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
1905	1003	0	0	2	2	item130000040332	41	24000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1906	1003	0	0	3	3	item105000000066	41	24000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1907	1003	0	0	4	4	item91000001050	41	40000		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1908	1003	0	0	5	5	item91000001051	41	5000		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1909	1003	0	0	6	6	item8101020503093	41	40000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1910	1003	0	0	7	7	item8119100000000	41	72		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
1911	1003	0	0	8	8	item8119100000001	41	240		0	1	5	0	0		0	0	0		0	0	0	0		0	0	
1912	1003	0	0	9	9	item8119100000002	41	720		0	1	3	0	0		0	0	0		0	0	0	0		0	0	
1913	1003	0	0	10	10	item170000120020	41	12		0	1	50	0	0		0	0	0		0	0	0	0		0	0	
1914	1003	0	0	11	11	item8103010121004	41	48		0	4	100	0	0		0	0	0		0	0	0	0		0	0	
1915	1003	0	0	12	12	item8103010121005	41	200		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1916	1003	0	0	13	13	item8103010121008	41	7200		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1917	1003	0	0	14	14	item8103010111017	41	24		0	4	200	0	0		0	0	0		0	0	0	0		0	0	
1918	1003	0	0	15	15	item8103010111018	41	300		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1919	1003	0	0	16	16	item107300000001	41	48		0	4	100	0	0		0	0	0		0	0	0	0		0	0	
1920	1003	0	0	17	17	item107300000002	41	120		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1921	1003	0	0	18	18	item107300000003	41	720		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1922	1003	0	0	19	19	item107999900001	41	15		0	4	200	0	0		0	0	0		0	0	0	0		0	0	
1923	1003	0	0	20	20	item107999900002	41	72		0	4	60	0	0		0	0	0		0	0	0	0		0	0	
1924	1003	0	0	21	21	item8105000000029	41	600		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1925	1003	0	0	22	22	item105000000030	41	25		0	4	300	0	0		0	0	0		0	0	0	0		0	0	
1926	1003	0	0	23	23	item105000000031	41	75		0	4	100	0	0		0	0	0		0	0	0	0		0	0	
1927	1003	0	0	24	24	item105000000032	41	250		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1928	1003	0	0	25	25	item8101020504800	41	100		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1929	1003	0	0	26	26	item8101020504901	41	75		0	4	50	0	0		0	0	0		0	0	0	0		0	0	
1930	1003	0	0	27	27	item8101020504900	41	750		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1931	1003	0	0	28	28	item101040101015	41	25		0	4	200	0	0		0	0	0		0	0	0	0		0	0	
1932	1003	0	0	29	29	item101040101016	41	500		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1933	1003	0	0	30	30	item171002010001	41	150		0	4	40	0	0		0	0	0		0	0	0	0		0	0	
1934	1003	0	0	31	31	item171002010002	41	300		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1935	1003	0	0	32	32	item8200000800002	41	300		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1936	1003	0	0	33	33	item8200000800003	41	1200		0	4	5	0	0		0	0	0		0	0	0	0		0	0	
1937	1003	0	0	34	34	item8200000800004	41	1200		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1938	1003	0	0	35	35	item107999900012	41	48000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1939	1003	0	0	36	36	item8107999900011	41	3600		0	4	5	0	0		0	0	0		0	0	0	0		0	0	
1940	1003	0	0	37	37	item8171000101081	41	4800		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1941	1003	0	0	38	38	item107999900013	41	48000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1942	1003	0	0	39	39	item200000831003	41	1920		0	4	10	0	0		0	0	0		0	0	0	0		0	0	
1943	1003	0	0	40	40	item200000830001	41	240		0	4	20	0	0		0	0	0		0	0	0	0		0	0	
1944	908	0	0	150	46	item200000102046	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1945	908	0	0	151	47	item200000102047	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1946	908	0	0	152	48	item200000102048	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1947	908	0	0	153	49	item200000102049	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1948	908	0	0	154	50	item200000102050	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1949	908	0	0	155	51	item200000102051	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1950	908	0	0	156	52	item200000102052	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1951	908	0	0	157	53	item200000102053	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1952	908	0	0	158	98	item200000103045	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1953	908	0	0	159	99	item200000103046	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1954	908	0	0	160	100	item200000103047	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1955	908	0	0	161	101	item200000103048	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1956	908	0	0	162	102	item200000103049	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1957	908	0	0	163	103	item200000103050	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1958	908	0	0	164	104	item200000103051	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1959	908	0	0	165	105	item200000103052	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1960	908	0	0	166	151	item200000104046	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1961	908	0	0	167	147	item200000104042	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1962	908	0	0	168	148	item200000104043	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1963	908	0	0	169	149	item200000104044	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1964	908	0	0	170	150	item200000104045	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1965	908	0	0	171	171	item200000105023	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1966	908	0	0	172	172	item200000105024	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1967	908	0	0	173	173	item200000105025	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1968	908	0	0	174	174	item200000105026	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1969	908	0	0	175	175	item200000105027	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1970	933	0	0	1	1	item105900000048	42	40		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1971	933	0	0	2	2	item105900000052	42	500		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1972	933	0	0	3	3	item105900000050	42	60		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1973	933	0	0	4	4	item105900000053	42	750		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1974	933	0	0	5	5	item105900000048	2	20000		0	2	20	0	0		0	0	0		0	0	0	0		0	0	
1975	933	0	0	6	6	item105900000049	15	2000		0	2	1	0	0		0	0	0		0	0	0	0		0	0	
1976	933	0	0	7	7	item105900000051	15	3000		0	2	1	0	0		0	0	0		0	0	0	0		0	0	
1977	933	0	0	8	8	item100000000115	15	900		0	2	20	0	0		0	0	0		0	0	0	0		0	0	
1978	933	0	0	9	9	item105900000050	15	150		0	2	20	0	0		0	0	0		0	0	0	0		0	0	
1979	934	0	0	1	1	item91000000657	0	0	item91000000747	500	3	1	0	0		0	0	0		0	0	0	0		0	0	
1980	934	0	0	2	2	item8101020503093	0	0	item91000000747	800	3	1	0	0		0	0	0		0	0	0	0		0	0	
1981	934	0	0	3	3	item171002010002	0	0	item91000000747	20	3	20	0	0		0	0	0		0	0	0	0		0	0	
1982	934	0	0	4	4	item171002010001	0	0	item91000000747	10	3	100	0	0		0	0	0		0	0	0	0		0	0	
1983	934	0	0	5	5	item82120900100071	0	0	item91000000747	800	3	1	0	0		0	0	0		0	0	0	0		0	0	
1984	934	0	0	6	6	item82120600100066	0	0	item91000000747	800	3	1	0	0		0	0	0		0	0	0	0		0	0	
1985	934	0	0	7	7	item105000000032	0	0	item91000000747	5	3	10	0	0		0	0	0		0	0	0	0		0	0	
1986	934	0	0	8	8	item101200040003	0	0	item91000000747	6	2	6	0	0		0	0	0		0	0	0	0		0	0	
1987	934	0	0	9	9	item101200040004	0	0	item91000000747	3	2	4	0	0		0	0	0		0	0	0	0		0	0	
1988	934	0	0	10	10	item101200000016	0	0	item91000000747	1	2	50	0	0		0	0	0		0	0	0	0		0	0	
1989	934	0	0	11	11	item8103010121004	0	0	item91000000747	1	2	5	0	0		0	0	0		0	0	0	0		0	0	
1990	934	0	0	12	12	item107999900002	0	0	item91000000747	2	2	5	0	0		0	0	0		0	0	0	0		0	0	
1991	934	0	0	13	13	item8103010111017	0	0	item91000000747	1	2	3	0	0		0	0	0		0	0	0	0		0	0	
1992	934	0	0	14	14	item101040101017	0	0	item91000000747	1	2	5	0	0		0	0	0		0	0	0	0		0	0	
1993	934	0	0	15	15	item107300000001	0	0	item91000000747	1	2	5	0	0		0	0	0		0	0	0	0		0	0	
1994	934	0	0	16	16	item107300000002	0	0	item91000000747	3	2	3	0	0		0	0	0		0	0	0	0		0	0	
1995	934	0	0	17	17	item8103010131001	0	0	item91000000747	1	2	5	0	0		0	0	0		0	0	0	0		0	0	
1996	934	0	0	18	18	item100000000000	0	0	item91000000747	5	2	2	0	0		0	0	0		0	0	0	0		0	0	
1997	934	0	0	19	19	item8170000120010	0	0	item91000000747	1	2	5	0	0		0	0	0		0	0	0	0		0	0	
1998	934	0	0	20	20	item100000000002	0	0	item91000000747	15	3	1	0	0		0	0	0		0	0	0	0		0	0	
1999	1101	0	0	1	3	item100000000000	48	100		0	0	0	0	0		0	0	0	60,999	0	0	0	0		0	0	
2000	1101	0	0	2	4	item101040101015	48	10		0	2	100	0	0		0	0	0	60,999	200	0	0	0		0	0	
2001	1101	0	0	3	5	item91000001225	48	180		0	2	10	0	0		0	0	0	60,999	20	0	0	0		0	0	
2002	1101	0	0	4	6	item91000001226	48	360		0	2	10	0	0		0	0	0	60,999	20	0	0	0		0	0	
2003	1101	0	0	5	7	item91000000048	48	1000		0	3	10	0	0		0	0	0	60,999	0	0	0	0		0	0	
2004	1101	0	0	6	8	item17909000000002	48	5		0	2	50	0	0		0	0	0	60,999	100	0	0	0		0	0	
2005	1101	0	0	7	9	item17908000000002	48	225		0	2	5	0	0		0	0	0	60,999	10	0	0	0		0	0	
2006	1101	0	0	8	10	item17908000000003	48	900		0	3	20	0	0		0	0	0	60,999	0	0	0	0		0	0	
2007	1101	0	0	9	11	item102000020251	48	400		0	2	10	0	0		0	0	0	60,999	20	0	0	0		0	0	
2008	1101	0	0	10	12	item17908000000004	48	180		0	2	2	0	0		0	0	0	60,999	4	0	0	0		0	0	
2009	1101	0	0	11	13	item8230000000005	48	1200		0	2	1	0	0		0	0	0	60,999	2	0	0	0		0	0	
2010	1101	0	0	12	14	item11001	48	200		0	2	2	0	0		0	0	0	60,999	4	0	0	0		0	0	
2011	1101	0	0	13	1	item17908000000006	48	2000		0	2	2	0	0		0	0	0	60,999	4	0	0	0		0	0	
2012	1101	0	0	14	2	item171000101081	48	4000		0	2	1	0	0		0	0	0	60,999	2	0	0	0		0	0	
2013	1004	0	0	43	1	item18000000000016	46	1000		0	4	10	0	0		0	0	0	70,999	0	0	0	0		0	0	
2014	1004	0	0	44	2	item95000000297	46	20000		0	4	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2015	1004	0	0	45	3	item8102020061005	46	18000		0	4	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2016	1004	0	0	46	4	item8103015110406	46	15000		0	4	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2017	1004	0	0	47	5	item107100053304	46	13000		0	4	3	0	0		0	0	0	1,999	0	0	0	0		0	0	
2018	1004	0	0	48	6	item107100052209	46	9000		0	4	4	0	0		0	0	0	1,999	0	0	0	0		0	0	
2019	1004	0	0	49	7	item18000000000003	46	20		0	4	100	0	0		0	0	0	70,999	0	0	0	0		0	0	
2020	1004	0	0	50	8	item8200000800002	46	120		0	4	10	0	0		0	0	0	40,999	0	0	0	0		0	0	
2021	1004	0	0	51	9	item105000000075	46	15000		0	4	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2022	1004	0	0	52	10	item171002010002	46	120		0	4	100	0	0		0	0	0	70,999	0	0	0	0		0	0	
2023	1004	0	0	53	12	item94000000019	46	10000		0	4	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2024	1004	0	0	54	13	item94000000022	46	10000		0	4	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2025	1004	0	0	55	14	item94000000025	46	10000		0	4	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2026	1004	0	0	56	15	item91000000030	46	15000		0	4	3	0	0		0	0	0	1,999	0	0	0	0		0	0	
2027	1004	0	0	57	16	item91000001050	46	10000		0	4	1	0	0		0	0	0	70,999	0	0	0	0		0	0	
2028	1004	0	0	58	17	item91000001051	46	2500		0	4	3	0	0		0	0	0	70,999	0	0	0	0		0	0	
2029	1004	0	0	59	18	item8171000101061	46	300		0	4	30	0	0		0	0	0	60,999	0	0	0	0		0	0	
2030	1004	0	0	60	19	item8171000101071	46	150		0	4	20	0	0		0	0	0	60,999	0	0	0	0		0	0	
2031	1004	0	0	61	20	item171000101021	46	12		0	4	150	0	0		0	0	0	60,999	0	0	0	0		0	0	
2032	1004	0	0	62	21	item107999900011	46	2000		0	4	20	0	0		0	0	0	70,999	0	0	0	0		0	0	
2033	1004	0	0	63	22	item100000000000	46	100		0	1	1	0	0		0	0	0	1,999	0	0	0	0		0	0	
2034	1004	0	0	64	23	item170000120020	46	5		0	1	50	0	0		0	0	0	1,999	0	0	0	0		0	0	
2035	1004	0	0	65	24	item171000101032	46	2000		0	4	2	0	0		0	0	0	50,999	0	0	0	0		0	0	
2036	1004	0	0	66	25	item8119100000000	46	480		0	4	3	0	0		0	0	0	1,999	0	0	0	0		0	0	
2037	1004	0	0	67	26	item8119100000001	46	30		0	1	10	0	0		0	0	0	1,999	0	0	0	0		0	0	
2038	1004	0	0	68	27	item8119100000002	46	100		0	1	5	0	0		0	0	0	1,999	0	0	0	0		0	0	
2039	1004	0	0	69	28	item8102020061002	46	300		0	1	3	0	0		0	0	0	1,999	0	0	0	0		0	0	
2040	1004	0	0	70	29	item8102020061001	46	100		0	4	20	0	0		0	0	0	35,999	0	0	0	0		0	0	
2041	1004	0	0	71	30	item8103010121004	46	10		0	4	100	0	0		0	0	0	35,999	0	0	0	0		0	0	
2042	1004	0	0	72	31	item8103010121005	46	20		0	1	20	0	0		0	0	0	1,999	0	0	0	0		0	0	
2043	1004	0	0	73	32	item8103010111017	46	80		0	1	20	0	0		0	0	0	1,999	0	0	0	0		0	0	
2044	1004	0	0	74	33	item8103010111018	46	10		0	1	20	0	0		0	0	0	40,999	0	0	0	0		0	0	
2045	1004	0	0	75	34	item107300000001	46	125		0	1	10	0	0		0	0	0	40,999	0	0	0	0		0	0	
2046	1004	0	0	76	35	item107300000002	46	20		0	1	60	0	0		0	0	0	1,999	0	0	0	0		0	0	
2047	1004	0	0	77	36	item105000000031	46	50		0	1	60	0	0		0	0	0	1,999	0	0	0	0		0	0	
2048	1004	0	0	78	37	item105000000030	46	30		0	1	50	0	0		0	0	0	1,999	0	0	0	0		0	0	
2049	1004	0	0	79	38	item107999900001	46	10		0	1	80	0	0		0	0	0	1,999	0	0	0	0		0	0	
2050	1004	0	0	80	39	item107999900002	46	6		0	4	60	0	0		0	0	0	1,999	0	0	0	0		0	0	
2051	1004	0	0	81	40	item101040101016	46	30		0	4	30	0	0		0	0	0	1,999	0	0	0	0		0	0	
2052	1004	0	0	82	41	item101040101017	46	200		0	1	5	0	0		0	0	0	1,999	0	0	0	0		0	0	
2053	1005	0	0	1	1	item21000000000003	45	200		0	4	1	45	120		0	0	0		0	0	0	0		0	0	
2054	1005	0	0	2	2	item21000000000006	45	220		0	4	1	45	132		0	0	0		0	0	0	0		0	0	
2055	1005	0	0	3	3	item21000000000009	45	240		0	4	1	45	144		0	0	0		0	0	0	0		0	0	
2056	1005	0	0	4	4	item21000000000011	45	180		0	4	1	45	108		0	0	0		0	0	0	0		0	0	
2057	1005	0	0	5	5	item21000000000013	45	220		0	4	1	45	132		0	0	0		0	0	0	0		0	0	
2058	1005	0	0	6	6	item21000000000016	45	180		0	4	1	45	108		0	0	0		0	0	0	0		0	0	
2059	1005	0	0	7	7	item21000000000018	45	140		0	4	1	45	84		0	0	0		0	0	0	0		0	0	
2060	1005	0	0	8	8	item21000000000019	45	180		0	4	1	45	108		0	0	0		0	0	0	0		0	0	
2061	1005	0	0	9	9	item21000000000020	45	180		0	4	1	45	108		0	0	0		0	0	0	0		0	0	
2062	1005	0	0	10	10	item21000000000021	45	200		0	4	1	45	120		0	0	0		0	0	0	0		0	0	
2063	1005	0	0	11	11	item21000000000028	45	160		0	4	1	45	96		0	0	0		0	0	0	0		0	0	
2064	1005	0	0	12	12	item21000000000029	45	260		0	4	1	45	156		0	0	0		0	0	0	0		0	0	
2065	1005	0	0	13	13	item21000000000030	45	280		0	4	1	45	168		0	0	0		0	0	0	0		0	0	
2066	1005	0	0	14	14	item21000000000033	45	240		0	4	1	45	144		0	0	0		0	0	0	0		0	0	
