流水	专精ID	等级	升级所需角色等级	升级消耗	属性	评分类型	值/公式	参数1	参数2	参数3	参数4	参数5
7688	10117503	13			331,1950;186,360	2	1785					
7689	10117503	14			331,2100;186,380	2	1905					
7690	10117503	15			331,2250;186,400	2	2025					
7691	10117503	16			331,2400;186,420	2	2145					
7692	10117503	17			331,2550;186,440	2	2265					
7693	10117503	18			331,2700;186,460	2	2385					
7694	10117503	19			331,2850;186,480	2	2505					
7695	10117503	20			331,3000;186,500	2	2625					
7696	10127101	1			3,16	2	40					
7697	10127101	2			3,32	2	80					
7698	10127101	3			3,48	2	120					
7699	10127101	4			3,64	2	160					
7700	10127101	5			3,80	2	200					
7701	10127101	6			3,96	2	240					
7702	10127101	7			3,112	2	280					
7703	10127101	8			3,128	2	320					
7704	10127101	9			3,144	2	360					
7705	10127101	10			3,160	2	400					
7706	10127102	1			1,190	2	47					
7707	10127102	2			1,380	2	95					
7708	10127102	3			1,570	2	142					
7709	10127102	4			1,760	2	190					
7710	10127102	5			1,950	2	237					
7711	10127102	6			1,1140	2	285					
7712	10127102	7			1,1330	2	332					
7713	10127102	8			1,1520	2	380					
7714	10127102	9			1,1710	2	427					
7715	10127102	10			1,1900	2	475					
7716	101213	1				2	50					
7717	101213	2				2	100					
7718	101213	3				2	150					
7719	101213	4				2	200					
7720	101213	5				2	250					
7721	10127202	1			31,40	2	40					
7722	10127202	2			31,80	2	80					
7723	10127202	3			31,120	2	120					
7724	10127202	4			31,160	2	160					
7725	10127202	5			31,200	2	200					
7726	10127202	6			31,240	2	240					
7727	10127202	7			31,280	2	280					
7728	10127202	8			31,320	2	320					
7729	10127202	9			31,360	2	360					
7730	10127202	10			31,400	2	400					
7731	10127301	1			25,40	2	30					
7732	10127301	2			25,80	2	60					
7733	10127301	3			25,120	2	90					
7734	10127301	4			25,160	2	120					
7735	10127301	5			25,200	2	150					
7736	10127301	6			25,240	2	180					
7737	10127301	7			25,280	2	210					
7738	10127301	8			25,320	2	240					
7739	10127301	9			25,360	2	270					
7740	10127301	10			25,400	2	300					
7741	10127302	1			23,40	2	30					
7742	10127302	2			23,80	2	60					
7743	10127302	3			23,120	2	90					
7744	10127302	4			23,160	2	120					
7745	10127302	5			23,200	2	150					
7746	10127302	6			23,240	2	180					
7747	10127302	7			23,280	2	210					
7748	10127302	8			23,320	2	240					
7749	10127302	9			23,360	2	270					
7750	10127302	10			23,400	2	300					
7751	10127303	1			21,40	2	30					
7752	10127303	2			21,80	2	60					
7753	10127303	3			21,120	2	90					
7754	10127303	4			21,160	2	120					
7755	10127303	5			21,200	2	150					
7756	10127303	6			21,240	2	180					
7757	10127303	7			21,280	2	210					
7758	10127303	8			21,320	2	240					
7759	10127303	9			21,360	2	270					
7760	10127303	10			21,400	2	300					
7761	10127401	1			4,19	2	47					
7762	10127401	2			4,38	2	95					
7763	10127401	3			4,57	2	142					
7764	10127401	4			4,76	2	190					
7765	10127401	5			4,95	2	237					
7766	10127401	6			4,114	2	285					
7767	10127401	7			4,133	2	332					
7768	10127401	8			4,152	2	380					
7769	10127401	9			4,171	2	427					
7770	10127401	10			4,190	2	475					
7771	10127501	1			301,50;15,40	2	62					
7772	10127501	2			301,100;15,60	2	95					
7773	10127501	3			301,150;15,80	2	127					
7774	10127501	4			301,200;15,100	2	160					
7775	10127501	5			301,250;15,120	2	192					
7776	10127501	6			301,300;15,140	2	225					
7777	10127501	7			301,350;15,160	2	257					
7778	10127501	8			301,400;15,180	2	290					
7779	10127501	9			301,450;15,200	2	322					
7780	10127501	10			301,500;15,220	2	355					
7781	10127501	11			301,550;15,240	2	387					
7782	10127501	12			301,600;15,260	2	420					
7783	10127501	13			301,650;15,280	2	452					
7784	10127501	14			301,700;15,300	2	485					
7785	10127501	15			301,750;15,320	2	517					
7786	10127501	16			301,800;15,340	2	550					
7787	10127501	17			301,850;15,360	2	582					
7788	10127501	18			301,900;15,380	2	615					
7789	10127501	19			301,950;15,400	2	647					
7790	10127501	20			301,1000;15,420	2	680					
7791	10127502	1			313,100;187,60	2	235					
7792	10127502	2			313,200;187,90	2	402					
7793	10127502	3			313,300;187,120	2	570					
7794	10127502	4			313,400;187,150	2	737					
7795	10127502	5			313,500;187,180	2	905					
7796	10127502	6			313,600;187,210	2	1072					
7797	10127502	7			313,700;187,240	2	1240					
7798	10127502	8			313,800;187,270	2	1407					
7799	10127502	9			313,900;187,300	2	1575					
7800	10127502	10			313,1000;187,330	2	1742					
7801	10127502	11			313,1100;187,360	2	1910					
7802	10127502	12			313,1200;187,390	2	2077					
7803	10127502	13			313,1300;187,420	2	2245					
7804	10127502	14			313,1400;187,450	2	2412					
7805	10127502	15			313,1500;187,480	2	2580					
7806	10127502	16			313,1600;187,510	2	2747					
7807	10127502	17			313,1700;187,540	2	2915					
7808	10127502	18			313,1800;187,570	2	3082					
7809	10127502	19			313,1900;187,600	2	3250					
7810	10127502	20			313,2000;187,630	2	3417					
7811	10127503	1			331,150;186,120	2	345					
7812	10127503	2			331,300;186,140	2	465					
7813	10127503	3			331,450;186,160	2	585					
7814	10127503	4			331,600;186,180	2	705					
7815	10127503	5			331,750;186,200	2	825					
7816	10127503	6			331,900;186,220	2	945					
7817	10127503	7			331,1050;186,240	2	1065					
7818	10127503	8			331,1200;186,260	2	1185					
7819	10127503	9			331,1350;186,280	2	1305					
7820	10127503	10			331,1500;186,300	2	1425					
7821	10127503	11			331,1650;186,320	2	1545					
7822	10127503	12			331,1800;186,340	2	1665					
7823	10127503	13			331,1950;186,360	2	1785					
7824	10127503	14			331,2100;186,380	2	1905					
7825	10127503	15			331,2250;186,400	2	2025					
7826	10127503	16			331,2400;186,420	2	2145					
7827	10127503	17			331,2550;186,440	2	2265					
7828	10127503	18			331,2700;186,460	2	2385					
7829	10127503	19			331,2850;186,480	2	2505					
7830	10127503	20			331,3000;186,500	2	2625					
7831	10217101	1			3,16	2	40					
7832	10217101	2			3,32	2	80					
7833	10217101	3			3,48	2	120					
7834	10217101	4			3,64	2	160					
7835	10217101	5			3,80	2	200					
7836	10217101	6			3,96	2	240					
7837	10217101	7			3,112	2	280					
7838	10217101	8			3,128	2	320					
7839	10217101	9			3,144	2	360					
7840	10217101	10			3,160	2	400					
7841	10217102	1			1,190	2	47					
7842	10217102	2			1,380	2	95					
7843	10217102	3			1,570	2	142					
7844	10217102	4			1,760	2	190					
7845	10217102	5			1,950	2	237					
7846	10217102	6			1,1140	2	285					
7847	10217102	7			1,1330	2	332					
7848	10217102	8			1,1520	2	380					
7849	10217102	9			1,1710	2	427					
7850	10217102	10			1,1900	2	475					
7851	102113	1				2	50					
7852	102113	2				2	100					
7853	102113	3				2	150					
7854	102113	4				2	200					
7855	102113	5				2	250					
7856	10217202	1			31,40	2	40					
7857	10217202	2			31,80	2	80					
7858	10217202	3			31,120	2	120					
7859	10217202	4			31,160	2	160					
7860	10217202	5			31,200	2	200					
7861	10217202	6			31,240	2	240					
7862	10217202	7			31,280	2	280					
7863	10217202	8			31,320	2	320					
7864	10217202	9			31,360	2	360					
7865	10217202	10			31,400	2	400					
7866	10217301	1			25,40	2	30					
7867	10217301	2			25,80	2	60					
7868	10217301	3			25,120	2	90					
7869	10217301	4			25,160	2	120					
7870	10217301	5			25,200	2	150					
7871	10217301	6			25,240	2	180					
7872	10217301	7			25,280	2	210					
7873	10217301	8			25,320	2	240					
7874	10217301	9			25,360	2	270					
7875	10217301	10			25,400	2	300					
7876	10217302	1			23,40	2	30					
7877	10217302	2			23,80	2	60					
7878	10217302	3			23,120	2	90					
7879	10217302	4			23,160	2	120					
7880	10217302	5			23,200	2	150					
7881	10217302	6			23,240	2	180					
7882	10217302	7			23,280	2	210					
7883	10217302	8			23,320	2	240					
7884	10217302	9			23,360	2	270					
7885	10217302	10			23,400	2	300					
7886	10217303	1			21,40	2	30					
7887	10217303	2			21,80	2	60					
7888	10217303	3			21,120	2	90					
7889	10217303	4			21,160	2	120					
7890	10217303	5			21,200	2	150					
7891	10217303	6			21,240	2	180					
7892	10217303	7			21,280	2	210					
7893	10217303	8			21,320	2	240					
7894	10217303	9			21,360	2	270					
7895	10217303	10			21,400	2	300					
7896	10217401	1			4,19	2	47					
7897	10217401	2			4,38	2	95					
7898	10217401	3			4,57	2	142					
7899	10217401	4			4,76	2	190					
7900	10217401	5			4,95	2	237					
7901	10217401	6			4,114	2	285					
7902	10217401	7			4,133	2	332					
7903	10217401	8			4,152	2	380					
7904	10217401	9			4,171	2	427					
7905	10217401	10			4,190	2	475					
7906	10217501	1			301,50;15,40	2	62					
7907	10217501	2			301,100;15,60	2	95					
7908	10217501	3			301,150;15,80	2	127					
7909	10217501	4			301,200;15,100	2	160					
7910	10217501	5			301,250;15,120	2	192					
7911	10217501	6			301,300;15,140	2	225					
7912	10217501	7			301,350;15,160	2	257					
7913	10217501	8			301,400;15,180	2	290					
7914	10217501	9			301,450;15,200	2	322					
7915	10217501	10			301,500;15,220	2	355					
7916	10217501	11			301,550;15,240	2	387					
7917	10217501	12			301,600;15,260	2	420					
7918	10217501	13			301,650;15,280	2	452					
7919	10217501	14			301,700;15,300	2	485					
7920	10217501	15			301,750;15,320	2	517					
7921	10217501	16			301,800;15,340	2	550					
7922	10217501	17			301,850;15,360	2	582					
7923	10217501	18			301,900;15,380	2	615					
7924	10217501	19			301,950;15,400	2	647					
7925	10217501	20			301,1000;15,420	2	680					
7926	10217502	1			313,100;187,60	2	235					
7927	10217502	2			313,200;187,90	2	402					
7928	10217502	3			313,300;187,120	2	570					
7929	10217502	4			313,400;187,150	2	737					
7930	10217502	5			313,500;187,180	2	905					
7931	10217502	6			313,600;187,210	2	1072					
7932	10217502	7			313,700;187,240	2	1240					
7933	10217502	8			313,800;187,270	2	1407					
7934	10217502	9			313,900;187,300	2	1575					
7935	10217502	10			313,1000;187,330	2	1742					
7936	10217502	11			313,1100;187,360	2	1910					
7937	10217502	12			313,1200;187,390	2	2077					
7938	10217502	13			313,1300;187,420	2	2245					
7939	10217502	14			313,1400;187,450	2	2412					
7940	10217502	15			313,1500;187,480	2	2580					
7941	10217502	16			313,1600;187,510	2	2747					
7942	10217502	17			313,1700;187,540	2	2915					
7943	10217502	18			313,1800;187,570	2	3082					
7944	10217502	19			313,1900;187,600	2	3250					
7945	10217502	20			313,2000;187,630	2	3417					
7946	10217503	1			331,150;186,120	2	345					
7947	10217503	2			331,300;186,140	2	465					
7948	10217503	3			331,450;186,160	2	585					
7949	10217503	4			331,600;186,180	2	705					
7950	10217503	5			331,750;186,200	2	825					
7951	10217503	6			331,900;186,220	2	945					
7952	10217503	7			331,1050;186,240	2	1065					
7953	10217503	8			331,1200;186,260	2	1185					
7954	10217503	9			331,1350;186,280	2	1305					
7955	10217503	10			331,1500;186,300	2	1425					
7956	10217503	11			331,1650;186,320	2	1545					
7957	10217503	12			331,1800;186,340	2	1665					
7958	10217503	13			331,1950;186,360	2	1785					
7959	10217503	14			331,2100;186,380	2	1905					
7960	10217503	15			331,2250;186,400	2	2025					
7961	10217503	16			331,2400;186,420	2	2145					
7962	10217503	17			331,2550;186,440	2	2265					
7963	10217503	18			331,2700;186,460	2	2385					
7964	10217503	19			331,2850;186,480	2	2505					
7965	10217503	20			331,3000;186,500	2	2625					
7966	10227101	1			3,16	2	40					
7967	10227101	2			3,32	2	80					
7968	10227101	3			3,48	2	120					
7969	10227101	4			3,64	2	160					
7970	10227101	5			3,80	2	200					
7971	10227101	6			3,96	2	240					
7972	10227101	7			3,112	2	280					
7973	10227101	8			3,128	2	320					
7974	10227101	9			3,144	2	360					
7975	10227101	10			3,160	2	400					
7976	10227102	1			1,190	2	47					
7977	10227102	2			1,380	2	95					
7978	10227102	3			1,570	2	142					
7979	10227102	4			1,760	2	190					
7980	10227102	5			1,950	2	237					
7981	10227102	6			1,1140	2	285					
7982	10227102	7			1,1330	2	332					
7983	10227102	8			1,1520	2	380					
7984	10227102	9			1,1710	2	427					
7985	10227102	10			1,1900	2	475					
7986	102213	1				2	50					
7987	102213	2				2	100					
7988	102213	3				2	150					
7989	102213	4				2	200					
7990	102213	5				2	250					
7991	10227202	1			31,40	2	40					
7992	10227202	2			31,80	2	80					
7993	10227202	3			31,120	2	120					
7994	10227202	4			31,160	2	160					
7995	10227202	5			31,200	2	200					
7996	10227202	6			31,240	2	240					
7997	10227202	7			31,280	2	280					
7998	10227202	8			31,320	2	320					
7999	10227202	9			31,360	2	360					
8000	10227202	10			31,400	2	400					
8001	10227301	1			25,40	2	30					
8002	10227301	2			25,80	2	60					
8003	10227301	3			25,120	2	90					
8004	10227301	4			25,160	2	120					
8005	10227301	5			25,200	2	150					
8006	10227301	6			25,240	2	180					
8007	10227301	7			25,280	2	210					
8008	10227301	8			25,320	2	240					
8009	10227301	9			25,360	2	270					
8010	10227301	10			25,400	2	300					
8011	10227302	1			23,40	2	30					
8012	10227302	2			23,80	2	60					
8013	10227302	3			23,120	2	90					
8014	10227302	4			23,160	2	120					
8015	10227302	5			23,200	2	150					
8016	10227302	6			23,240	2	180					
8017	10227302	7			23,280	2	210					
8018	10227302	8			23,320	2	240					
8019	10227302	9			23,360	2	270					
8020	10227302	10			23,400	2	300					
8021	10227303	1			21,40	2	30					
8022	10227303	2			21,80	2	60					
8023	10227303	3			21,120	2	90					
8024	10227303	4			21,160	2	120					
8025	10227303	5			21,200	2	150					
8026	10227303	6			21,240	2	180					
8027	10227303	7			21,280	2	210					
8028	10227303	8			21,320	2	240					
8029	10227303	9			21,360	2	270					
8030	10227303	10			21,400	2	300					
8031	10227401	1			4,19	2	47					
8032	10227401	2			4,38	2	95					
8033	10227401	3			4,57	2	142					
8034	10227401	4			4,76	2	190					
8035	10227401	5			4,95	2	237					
8036	10227401	6			4,114	2	285					
8037	10227401	7			4,133	2	332					
8038	10227401	8			4,152	2	380					
8039	10227401	9			4,171	2	427					
8040	10227401	10			4,190	2	475					
8041	10227501	1			301,50;15,40	2	62					
8042	10227501	2			301,100;15,60	2	95					
8043	10227501	3			301,150;15,80	2	127					
8044	10227501	4			301,200;15,100	2	160					
8045	10227501	5			301,250;15,120	2	192					
8046	10227501	6			301,300;15,140	2	225					
8047	10227501	7			301,350;15,160	2	257					
8048	10227501	8			301,400;15,180	2	290					
8049	10227501	9			301,450;15,200	2	322					
8050	10227501	10			301,500;15,220	2	355					
8051	10227501	11			301,550;15,240	2	387					
8052	10227501	12			301,600;15,260	2	420					
8053	10227501	13			301,650;15,280	2	452					
8054	10227501	14			301,700;15,300	2	485					
8055	10227501	15			301,750;15,320	2	517					
8056	10227501	16			301,800;15,340	2	550					
8057	10227501	17			301,850;15,360	2	582					
8058	10227501	18			301,900;15,380	2	615					
8059	10227501	19			301,950;15,400	2	647					
8060	10227501	20			301,1000;15,420	2	680					
8061	10227502	1			313,100;187,60	2	235					
8062	10227502	2			313,200;187,90	2	402					
8063	10227502	3			313,300;187,120	2	570					
8064	10227502	4			313,400;187,150	2	737					
8065	10227502	5			313,500;187,180	2	905					
8066	10227502	6			313,600;187,210	2	1072					
8067	10227502	7			313,700;187,240	2	1240					
8068	10227502	8			313,800;187,270	2	1407					
8069	10227502	9			313,900;187,300	2	1575					
8070	10227502	10			313,1000;187,330	2	1742					
8071	10227502	11			313,1100;187,360	2	1910					
8072	10227502	12			313,1200;187,390	2	2077					
8073	10227502	13			313,1300;187,420	2	2245					
8074	10227502	14			313,1400;187,450	2	2412					
8075	10227502	15			313,1500;187,480	2	2580					
8076	10227502	16			313,1600;187,510	2	2747					
8077	10227502	17			313,1700;187,540	2	2915					
8078	10227502	18			313,1800;187,570	2	3082					
8079	10227502	19			313,1900;187,600	2	3250					
8080	10227502	20			313,2000;187,630	2	3417					
8081	10227503	1			331,150;186,120	2	345					
8082	10227503	2			331,300;186,140	2	465					
8083	10227503	3			331,450;186,160	2	585					
8084	10227503	4			331,600;186,180	2	705					
8085	10227503	5			331,750;186,200	2	825					
8086	10227503	6			331,900;186,220	2	945					
8087	10227503	7			331,1050;186,240	2	1065					
8088	10227503	8			331,1200;186,260	2	1185					
8089	10227503	9			331,1350;186,280	2	1305					
8090	10227503	10			331,1500;186,300	2	1425					
8091	10227503	11			331,1650;186,320	2	1545					
8092	10227503	12			331,1800;186,340	2	1665					
8093	10227503	13			331,1950;186,360	2	1785					
8094	10227503	14			331,2100;186,380	2	1905					
8095	10227503	15			331,2250;186,400	2	2025					
8096	10227503	16			331,2400;186,420	2	2145					
8097	10227503	17			331,2550;186,440	2	2265					
8098	10227503	18			331,2700;186,460	2	2385					
8099	10227503	19			331,2850;186,480	2	2505					
8100	10227503	20			331,3000;186,500	2	2625					
8101	10317101	1			3,16	2	40					
8102	10317101	2			3,32	2	80					
8103	10317101	3			3,48	2	120					
8104	10317101	4			3,64	2	160					
8105	10317101	5			3,80	2	200					
8106	10317101	6			3,96	2	240					
8107	10317101	7			3,112	2	280					
8108	10317101	8			3,128	2	320					
8109	10317101	9			3,144	2	360					
8110	10317101	10			3,160	2	400					
8111	10317102	1			1,190	2	47					
8112	10317102	2			1,380	2	95					
8113	10317102	3			1,570	2	142					
8114	10317102	4			1,760	2	190					
8115	10317102	5			1,950	2	237					
8116	10317102	6			1,1140	2	285					
8117	10317102	7			1,1330	2	332					
8118	10317102	8			1,1520	2	380					
8119	10317102	9			1,1710	2	427					
8120	10317102	10			1,1900	2	475					
8121	103113	1				2	50					
8122	103113	2				2	100					
8123	103113	3				2	150					
8124	103113	4				2	200					
8125	103113	5				2	250					
8126	10317202	1			31,40	2	40					
8127	10317202	2			31,80	2	80					
8128	10317202	3			31,120	2	120					
8129	10317202	4			31,160	2	160					
8130	10317202	5			31,200	2	200					
8131	10317202	6			31,240	2	240					
8132	10317202	7			31,280	2	280					
8133	10317202	8			31,320	2	320					
8134	10317202	9			31,360	2	360					
8135	10317202	10			31,400	2	400					
8136	10317301	1			25,40	2	30					
8137	10317301	2			25,80	2	60					
8138	10317301	3			25,120	2	90					
8139	10317301	4			25,160	2	120					
8140	10317301	5			25,200	2	150					
8141	10317301	6			25,240	2	180					
8142	10317301	7			25,280	2	210					
8143	10317301	8			25,320	2	240					
8144	10317301	9			25,360	2	270					
8145	10317301	10			25,400	2	300					
8146	10317302	1			23,40	2	30					
8147	10317302	2			23,80	2	60					
8148	10317302	3			23,120	2	90					
8149	10317302	4			23,160	2	120					
8150	10317302	5			23,200	2	150					
8151	10317302	6			23,240	2	180					
8152	10317302	7			23,280	2	210					
8153	10317302	8			23,320	2	240					
8154	10317302	9			23,360	2	270					
8155	10317302	10			23,400	2	300					
8156	10317303	1			21,40	2	30					
8157	10317303	2			21,80	2	60					
8158	10317303	3			21,120	2	90					
8159	10317303	4			21,160	2	120					
8160	10317303	5			21,200	2	150					
8161	10317303	6			21,240	2	180					
8162	10317303	7			21,280	2	210					
8163	10317303	8			21,320	2	240					
8164	10317303	9			21,360	2	270					
8165	10317303	10			21,400	2	300					
8166	10317401	1			4,19	2	47					
8167	10317401	2			4,38	2	95					
8168	10317401	3			4,57	2	142					
8169	10317401	4			4,76	2	190					
8170	10317401	5			4,95	2	237					
8171	10317401	6			4,114	2	285					
8172	10317401	7			4,133	2	332					
8173	10317401	8			4,152	2	380					
8174	10317401	9			4,171	2	427					
8175	10317401	10			4,190	2	475					
8176	10317501	1			301,50;15,40	2	62					
8177	10317501	2			301,100;15,60	2	95					
8178	10317501	3			301,150;15,80	2	127					
8179	10317501	4			301,200;15,100	2	160					
8180	10317501	5			301,250;15,120	2	192					
8181	10317501	6			301,300;15,140	2	225					
8182	10317501	7			301,350;15,160	2	257					
8183	10317501	8			301,400;15,180	2	290					
8184	10317501	9			301,450;15,200	2	322					
8185	10317501	10			301,500;15,220	2	355					
8186	10317501	11			301,550;15,240	2	387					
8187	10317501	12			301,600;15,260	2	420					
8188	10317501	13			301,650;15,280	2	452					
8189	10317501	14			301,700;15,300	2	485					
8190	10317501	15			301,750;15,320	2	517					
8191	10317501	16			301,800;15,340	2	550					
8192	10317501	17			301,850;15,360	2	582					
8193	10317501	18			301,900;15,380	2	615					
8194	10317501	19			301,950;15,400	2	647					
8195	10317501	20			301,1000;15,420	2	680					
8196	10317502	1			313,100;187,60	2	235					
8197	10317502	2			313,200;187,90	2	402					
8198	10317502	3			313,300;187,120	2	570					
8199	10317502	4			313,400;187,150	2	737					
8200	10317502	5			313,500;187,180	2	905					
8201	10317502	6			313,600;187,210	2	1072					
8202	10317502	7			313,700;187,240	2	1240					
8203	10317502	8			313,800;187,270	2	1407					
8204	10317502	9			313,900;187,300	2	1575					
8205	10317502	10			313,1000;187,330	2	1742					
8206	10317502	11			313,1100;187,360	2	1910					
8207	10317502	12			313,1200;187,390	2	2077					
8208	10317502	13			313,1300;187,420	2	2245					
8209	10317502	14			313,1400;187,450	2	2412					
8210	10317502	15			313,1500;187,480	2	2580					
8211	10317502	16			313,1600;187,510	2	2747					
8212	10317502	17			313,1700;187,540	2	2915					
8213	10317502	18			313,1800;187,570	2	3082					
8214	10317502	19			313,1900;187,600	2	3250					
8215	10317502	20			313,2000;187,630	2	3417					
8216	10317503	1			331,150;186,120	2	345					
8217	10317503	2			331,300;186,140	2	465					
8218	10317503	3			331,450;186,160	2	585					
8219	10317503	4			331,600;186,180	2	705					
8220	10317503	5			331,750;186,200	2	825					
8221	10317503	6			331,900;186,220	2	945					
8222	10317503	7			331,1050;186,240	2	1065					
8223	10317503	8			331,1200;186,260	2	1185					
8224	10317503	9			331,1350;186,280	2	1305					
8225	10317503	10			331,1500;186,300	2	1425					
8226	10317503	11			331,1650;186,320	2	1545					
8227	10317503	12			331,1800;186,340	2	1665					
8228	10317503	13			331,1950;186,360	2	1785					
8229	10317503	14			331,2100;186,380	2	1905					
8230	10317503	15			331,2250;186,400	2	2025					
8231	10317503	16			331,2400;186,420	2	2145					
8232	10317503	17			331,2550;186,440	2	2265					
8233	10317503	18			331,2700;186,460	2	2385					
8234	10317503	19			331,2850;186,480	2	2505					
8235	10317503	20			331,3000;186,500	2	2625					
8236	10327101	1			3,16	2	40					
8237	10327101	2			3,32	2	80					
8238	10327101	3			3,48	2	120					
8239	10327101	4			3,64	2	160					
8240	10327101	5			3,80	2	200					
8241	10327101	6			3,96	2	240					
8242	10327101	7			3,112	2	280					
8243	10327101	8			3,128	2	320					
8244	10327101	9			3,144	2	360					
8245	10327101	10			3,160	2	400					
8246	10327102	1			1,190	2	47					
8247	10327102	2			1,380	2	95					
8248	10327102	3			1,570	2	142					
8249	10327102	4			1,760	2	190					
8250	10327102	5			1,950	2	237					
8251	10327102	6			1,1140	2	285					
8252	10327102	7			1,1330	2	332					
8253	10327102	8			1,1520	2	380					
8254	10327102	9			1,1710	2	427					
8255	10327102	10			1,1900	2	475					
8256	103213	1				2	50					
8257	103213	2				2	100					
8258	103213	3				2	150					
8259	103213	4				2	200					
8260	103213	5				2	250					
8261	10327202	1			31,40	2	40					
8262	10327202	2			31,80	2	80					
8263	10327202	3			31,120	2	120					
8264	10327202	4			31,160	2	160					
8265	10327202	5			31,200	2	200					
8266	10327202	6			31,240	2	240					
8267	10327202	7			31,280	2	280					
8268	10327202	8			31,320	2	320					
8269	10327202	9			31,360	2	360					
8270	10327202	10			31,400	2	400					
8271	10327301	1			25,40	2	30					
8272	10327301	2			25,80	2	60					
8273	10327301	3			25,120	2	90					
8274	10327301	4			25,160	2	120					
8275	10327301	5			25,200	2	150					
8276	10327301	6			25,240	2	180					
8277	10327301	7			25,280	2	210					
8278	10327301	8			25,320	2	240					
8279	10327301	9			25,360	2	270					
8280	10327301	10			25,400	2	300					
8281	10327302	1			23,40	2	30					
8282	10327302	2			23,80	2	60					
8283	10327302	3			23,120	2	90					
8284	10327302	4			23,160	2	120					
8285	10327302	5			23,200	2	150					
8286	10327302	6			23,240	2	180					
8287	10327302	7			23,280	2	210					
8288	10327302	8			23,320	2	240					
8289	10327302	9			23,360	2	270					
8290	10327302	10			23,400	2	300					
8291	10327303	1			21,40	2	30					
8292	10327303	2			21,80	2	60					
8293	10327303	3			21,120	2	90					
8294	10327303	4			21,160	2	120					
8295	10327303	5			21,200	2	150					
8296	10327303	6			21,240	2	180					
8297	10327303	7			21,280	2	210					
8298	10327303	8			21,320	2	240					
8299	10327303	9			21,360	2	270					
8300	10327303	10			21,400	2	300					
8301	10327401	1			4,19	2	47					
8302	10327401	2			4,38	2	95					
8303	10327401	3			4,57	2	142					
8304	10327401	4			4,76	2	190					
8305	10327401	5			4,95	2	237					
8306	10327401	6			4,114	2	285					
8307	10327401	7			4,133	2	332					
8308	10327401	8			4,152	2	380					
8309	10327401	9			4,171	2	427					
8310	10327401	10			4,190	2	475					
8311	10327501	1			301,50;15,40	2	62					
8312	10327501	2			301,100;15,60	2	95					
8313	10327501	3			301,150;15,80	2	127					
8314	10327501	4			301,200;15,100	2	160					
8315	10327501	5			301,250;15,120	2	192					
8316	10327501	6			301,300;15,140	2	225					
8317	10327501	7			301,350;15,160	2	257					
8318	10327501	8			301,400;15,180	2	290					
8319	10327501	9			301,450;15,200	2	322					
8320	10327501	10			301,500;15,220	2	355					
8321	10327501	11			301,550;15,240	2	387					
8322	10327501	12			301,600;15,260	2	420					
8323	10327501	13			301,650;15,280	2	452					
8324	10327501	14			301,700;15,300	2	485					
8325	10327501	15			301,750;15,320	2	517					
8326	10327501	16			301,800;15,340	2	550					
8327	10327501	17			301,850;15,360	2	582					
8328	10327501	18			301,900;15,380	2	615					
8329	10327501	19			301,950;15,400	2	647					
8330	10327501	20			301,1000;15,420	2	680					
8331	10327502	1			313,100;187,60	2	235					
8332	10327502	2			313,200;187,90	2	402					
8333	10327502	3			313,300;187,120	2	570					
8334	10327502	4			313,400;187,150	2	737					
8335	10327502	5			313,500;187,180	2	905					
8336	10327502	6			313,600;187,210	2	1072					
8337	10327502	7			313,700;187,240	2	1240					
8338	10327502	8			313,800;187,270	2	1407					
8339	10327502	9			313,900;187,300	2	1575					
8340	10327502	10			313,1000;187,330	2	1742					
8341	10327502	11			313,1100;187,360	2	1910					
8342	10327502	12			313,1200;187,390	2	2077					
8343	10327502	13			313,1300;187,420	2	2245					
8344	10327502	14			313,1400;187,450	2	2412					
8345	10327502	15			313,1500;187,480	2	2580					
8346	10327502	16			313,1600;187,510	2	2747					
8347	10327502	17			313,1700;187,540	2	2915					
8348	10327502	18			313,1800;187,570	2	3082					
8349	10327502	19			313,1900;187,600	2	3250					
8350	10327502	20			313,2000;187,630	2	3417					
8351	10327503	1			331,150;186,120	2	345					
8352	10327503	2			331,300;186,140	2	465					
8353	10327503	3			331,450;186,160	2	585					
8354	10327503	4			331,600;186,180	2	705					
8355	10327503	5			331,750;186,200	2	825					
8356	10327503	6			331,900;186,220	2	945					
8357	10327503	7			331,1050;186,240	2	1065					
8358	10327503	8			331,1200;186,260	2	1185					
8359	10327503	9			331,1350;186,280	2	1305					
8360	10327503	10			331,1500;186,300	2	1425					
8361	10327503	11			331,1650;186,320	2	1545					
8362	10327503	12			331,1800;186,340	2	1665					
8363	10327503	13			331,1950;186,360	2	1785					
8364	10327503	14			331,2100;186,380	2	1905					
8365	10327503	15			331,2250;186,400	2	2025					
8366	10327503	16			331,2400;186,420	2	2145					
8367	10327503	17			331,2550;186,440	2	2265					
8368	10327503	18			331,2700;186,460	2	2385					
8369	10327503	19			331,2850;186,480	2	2505					
8370	10327503	20			331,3000;186,500	2	2625					
8371	10417101	1			3,16	2	40					
8372	10417101	2			3,32	2	80					
8373	10417101	3			3,48	2	120					
8374	10417101	4			3,64	2	160					
8375	10417101	5			3,80	2	200					
8376	10417101	6			3,96	2	240					
8377	10417101	7			3,112	2	280					
8378	10417101	8			3,128	2	320					
8379	10417101	9			3,144	2	360					
8380	10417101	10			3,160	2	400					
8381	10417102	1			1,190	2	47					
8382	10417102	2			1,380	2	95					
