流水号	星蕴ID	星蕴等级	星蕴名称	星蕴描述	星蕴类型	升级消耗	星蕴属性	觉醒星蕴属性	显示前置条件	前置星蕴	玩家所需等级	坐标	链接坐标	星蕴Icon	评分类型	值/公式
8333	170038053	3	starsoulcontent_name_11	talentdes1011005	1	320000	22,45		170038052,1	170038052,1	70	1,3	1,2;1,3	skill_400601	1	6
8334	170038053	4	starsoulcontent_name_11	talentdes1011010	1		22,54		170038052,1	170038052,1	70	1,3	1,2;1,3	skill_400601	1	6
8335	170038054	0	starsoulcontent_name_4	talentdes1011012	1	640000	1,0		170038053,1	170038053,1	70	2,3	1,3;2,3	skill_60561	1	6
8336	170038054	1	starsoulcontent_name_4	talentdes1011014	1	320000	1,80		170038053,1	170038053,1	70	2,3	1,3;2,3	skill_60561	1	6
8337	170038054	2	starsoulcontent_name_4	talentdes101105	1	320000	1,110		170038053,1	170038053,1	70	2,3	1,3;2,3	skill_60561	1	6
8338	170038054	3	starsoulcontent_name_4	talentdes1011004	1	320000	1,140		170038053,1	170038053,1	70	2,3	1,3;2,3	skill_60561	1	6
8339	170038054	4	starsoulcontent_name_4	talentdes1011013	1		1,170		170038053,1	170038053,1	70	2,3	1,3;2,3	skill_60561	1	6
8340	170038055	0	starsoulcontent_name_12	talentdes1011011	1	640000	24,0		170038051,1	170038051,1	70	2,1	1,1;2,1	skill_400109	1	6
8341	170038055	1	starsoulcontent_name_12	talentdes101103	1	320000	24,27		170038051,1	170038051,1	70	2,1	1,1;2,1	skill_400109	1	6
8342	170038055	2	starsoulcontent_name_12	talentdes101108	1	320000	24,36		170038051,1	170038051,1	70	2,1	1,1;2,1	skill_400109	1	6
8343	170038055	3	starsoulcontent_name_12	talentdes1011003	1	320000	24,45		170038051,1	170038051,1	70	2,1	1,1;2,1	skill_400109	1	6
8344	170038055	4	starsoulcontent_name_12	talentdes1011802	1		24,54		170038051,1	170038051,1	70	2,1	1,1;2,1	skill_400109	1	6
8345	170038056	0	starsoulcontent_name_4	talentdes1011006	1	640000	1,0		170038050,1	170038050,1	70	1,7	1,8;1,7	skill_60561	1	6
8346	170038056	1	starsoulcontent_name_4	talentdes1011015	1	320000	1,80		170038050,1	170038050,1	70	1,7	1,8;1,7	skill_60561	1	6
8347	170038056	2	starsoulcontent_name_4	talentdes1011016	1	320000	1,110		170038050,1	170038050,1	70	1,7	1,8;1,7	skill_60561	1	6
8348	170038056	3	starsoulcontent_name_4	talentdes101107	1	320000	1,140		170038050,1	170038050,1	70	1,7	1,8;1,7	skill_60561	1	6
8349	170038056	4	starsoulcontent_name_4	talentdes1011017	1		1,170		170038050,1	170038050,1	70	1,7	1,8;1,7	skill_60561	1	6
8350	170038057	0	starsoulcontent_name_13	talentdes1011018	1	640000	26,0		170038056,1	170038056,1	70	1,6	1,7;1,6	skill_60721	1	6
8351	170038057	1	starsoulcontent_name_13	talentdes1011019	1	320000	26,27		170038056,1	170038056,1	70	1,6	1,7;1,6	skill_60721	1	6
8352	170038057	2	starsoulcontent_name_13	talentdes101109	1	320000	26,36		170038056,1	170038056,1	70	1,6	1,7;1,6	skill_60721	1	6
8353	170038057	3	starsoulcontent_name_13	talentdes101110	1	320000	26,45		170038056,1	170038056,1	70	1,6	1,7;1,6	skill_60721	1	6
8354	170038057	4	starsoulcontent_name_13	talentdes1011020	1		26,54		170038056,1	170038056,1	70	1,6	1,7;1,6	skill_60721	1	6
8355	170038058	0	starsoulcontent_name_2	talentdes1011803	1	640000	3,0		170038057,1	170038057,1	70	1,5	1,6;1,5	skill_60441	1	6
8356	170038058	1	starsoulcontent_name_2	talentdes1011021	1	320000	3,8		170038057,1	170038057,1	70	1,5	1,6;1,5	skill_60441	1	6
8357	170038058	2	starsoulcontent_name_2	talentdes1000022	1	320000	3,11		170038057,1	170038057,1	70	1,5	1,6;1,5	skill_60441	1	6
8358	170038058	3	starsoulcontent_name_2	talentdes1000023	1	320000	3,14		170038057,1	170038057,1	70	1,5	1,6;1,5	skill_60441	1	6
8359	170038058	4	starsoulcontent_name_2	talentdes101111	1		3,17		170038057,1	170038057,1	70	1,5	1,6;1,5	skill_60441	1	6
8360	170038059	0	starsoulcontent_name_3	talentdes1000024	1	640000	4,0		170038058,1	170038058,1	70	2,5	1,5;2,5	skill_60521	1	6
8361	170038059	1	starsoulcontent_name_3	talentdes1000025	1	320000	4,8		170038058,1	170038058,1	70	2,5	1,5;2,5	skill_60521	1	6
8362	170038059	2	starsoulcontent_name_3	talentdes10001001	1	320000	4,11		170038058,1	170038058,1	70	2,5	1,5;2,5	skill_60521	1	6
8363	170038059	3	starsoulcontent_name_3	talentdes10001002	1	320000	4,14		170038058,1	170038058,1	70	2,5	1,5;2,5	skill_60521	1	6
8364	170038059	4	starsoulcontent_name_3	talentdes10001003	1		4,17		170038058,1	170038058,1	70	2,5	1,5;2,5	skill_60521	1	6
8365	170038060	0	ItemName_107000042303	talentdes1000026	2	item107000042303;12;1920000			170038055,1	170038055,1	70	2,2	2,1;2,2	#N/A	1	6
8366	170038060	1	ItemName_107000042303	talentdes1000804	2				170038055,1	170038055,1	70	2,2	2,1;2,2	#N/A	1	6
8367	170038061	0	ItemName_107000042103	talentdes1000027	2	item107000042103;12;1920000			170038059,1	170038059,1	70	2,6	2,5;2,6	#N/A	1	6
8368	170038061	1	ItemName_107000042103	talentdes1011028	2				170038059,1	170038059,1	70	2,6	2,5;2,6	#N/A	1	6
8369	170038062	0	ItemName_107000043203	talentdes1011029	2	item107000043203;12;1920000			170038056,1	170038056,1	70	2,7	1,7;2,7	#N/A	1	6
8370	170038062	1	ItemName_107000043203	talentdes1011030	2				170038056,1	170038056,1	70	2,7	1,7;2,7	#N/A	1	6
8371	170038063	0	ItemName_107000043301	talentdes1011031	2	item107000043301;12;1920000			170038055,1	170038055,1	70	2,8	2,1;2,8	#N/A	1	6
8372	170038063	1	ItemName_107000043301	talentdes1011032	2				170038055,1	170038055,1	70	2,8	2,1;2,8	#N/A	1	6
8373	170038064	0	starsoulcontent_name_1	talentdes1011805	1	750000		1,0;3,0	8		75	0,0	0,0;0,0	skill_60481	1	6
8374	170038064	1	starsoulcontent_name_1	talentdes1011034	1			1,2000;3,200	8		75	0,0	0,0;0,0	skill_60481	1	6
8375	170038065	0	starsoulcontent_name_3	talentdes1011035	1	750000	4,0		170038064,1	170038064,1	75	1,2	0,0;1,2	skill_60521	1	6
8376	170038065	1	starsoulcontent_name_3	talentdes1011036	1	375000	4,8		170038064,1	170038064,1	75	1,2	0,0;1,2	skill_60521	1	6
8377	170038065	2	starsoulcontent_name_3	talentdes1011037	1	375000	4,11		170038064,1	170038064,1	75	1,2	0,0;1,2	skill_60521	1	6
8378	170038065	3	starsoulcontent_name_3	talentdes1011038	1	375000	4,14		170038064,1	170038064,1	75	1,2	0,0;1,2	skill_60521	1	6
8379	170038065	4	starsoulcontent_name_3	talentdes101204	1	375000	4,17		170038064,1	170038064,1	75	1,2	0,0;1,2	skill_60521	1	6
8380	170038065	5	starsoulcontent_name_3	talentdes101208	1		4,20		170038064,1	170038064,1	75	1,2	0,0;1,2	skill_60521	1	6
8381	170038066	0	starsoulcontent_name_4	talentdes1012007	1	750000	1,0		170038065,1	170038065,1	75	1,3	1,2;1,3	skill_60561	1	6
8382	170038066	1	starsoulcontent_name_4	talentdes1012008	1	375000	1,80		170038065,1	170038065,1	75	1,3	1,2;1,3	skill_60561	1	6
8383	170038066	2	starsoulcontent_name_4	talentdes1012009	1	375000	1,110		170038065,1	170038065,1	75	1,3	1,2;1,3	skill_60561	1	6
8384	170038066	3	starsoulcontent_name_4	talentdes1012801	1	375000	1,140		170038065,1	170038065,1	75	1,3	1,2;1,3	skill_60561	1	6
8385	170038066	4	starsoulcontent_name_4	talentdes101202	1	375000	1,170		170038065,1	170038065,1	75	1,3	1,2;1,3	skill_60561	1	6
8386	170038066	5	starsoulcontent_name_4	talentdes101206	1		1,200		170038065,1	170038065,1	75	1,3	1,2;1,3	skill_60561	1	6
8387	170038067	0	starsoulcontent_name_2	talentdes1012002	1	750000	3,0		170038066,1	170038066,1	75	1,4	1,3;1,4	skill_60441	1	6
8388	170038067	1	starsoulcontent_name_2	talentdes1012005	1	375000	3,8		170038066,1	170038066,1	75	1,4	1,3;1,4	skill_60441	1	6
8389	170038067	2	starsoulcontent_name_2	talentdes1012010	1	375000	3,11		170038066,1	170038066,1	75	1,4	1,3;1,4	skill_60441	1	6
8390	170038067	3	starsoulcontent_name_2	talentdes1012012	1	375000	3,14		170038066,1	170038066,1	75	1,4	1,3;1,4	skill_60441	1	6
8391	170038067	4	starsoulcontent_name_2	talentdes1012014	1	375000	3,17		170038066,1	170038066,1	75	1,4	1,3;1,4	skill_60441	1	6
8392	170038067	5	starsoulcontent_name_2	talentdes101205	1		3,20		170038066,1	170038066,1	75	1,4	1,3;1,4	skill_60441	1	6
8393	170038068	0	starsoulcontent_name_11	talentdes1012004	1	750000	22,0		170038067,1	170038067,1	75	1,5	1,4;1,5	skill_400601	1	6
8394	170038068	1	starsoulcontent_name_11	talentdes1012013	1	375000	22,27		170038067,1	170038067,1	75	1,5	1,4;1,5	skill_400601	1	6
8395	170038068	2	starsoulcontent_name_11	talentdes1012011	1	375000	22,36		170038067,1	170038067,1	75	1,5	1,4;1,5	skill_400601	1	6
8396	170038068	3	starsoulcontent_name_11	talentdes101207	1	375000	22,45		170038067,1	170038067,1	75	1,5	1,4;1,5	skill_400601	1	6
8397	170038068	4	starsoulcontent_name_11	talentdes101209	1	375000	22,54		170038067,1	170038067,1	75	1,5	1,4;1,5	skill_400601	1	6
8398	170038068	5	starsoulcontent_name_11	talentdes1012003	1		22,63		170038067,1	170038067,1	75	1,5	1,4;1,5	skill_400601	1	6
8399	170038069	0	starsoulcontent_name_12	talentdes1012802	1	750000	24,0		170038068,1	170038068,1	75	2,5	1,5;2,5	skill_400109	1	6
8400	170038069	1	starsoulcontent_name_12	talentdes1012006	1	375000	24,27		170038068,1	170038068,1	75	2,5	1,5;2,5	skill_400109	1	6
8401	170038069	2	starsoulcontent_name_12	talentdes1012015	1	375000	24,36		170038068,1	170038068,1	75	2,5	1,5;2,5	skill_400109	1	6
8402	170038069	3	starsoulcontent_name_12	talentdes1012016	1	375000	24,45		170038068,1	170038068,1	75	2,5	1,5;2,5	skill_400109	1	6
8403	170038069	4	starsoulcontent_name_12	talentdes101203	1	375000	24,54		170038068,1	170038068,1	75	2,5	1,5;2,5	skill_400109	1	6
8404	170038069	5	starsoulcontent_name_12	talentdes1012017	1		24,63		170038068,1	170038068,1	75	2,5	1,5;2,5	skill_400109	1	6
8405	170038070	0	starsoulcontent_name_4	talentdes1012018	1	750000	1,0		170038064,1	170038064,1	75	1,7	0,0;1,7	skill_60561	1	6
8406	170038070	1	starsoulcontent_name_4	talentdes1012019	1	375000	1,80		170038064,1	170038064,1	75	1,7	0,0;1,7	skill_60561	1	6
8407	170038070	2	starsoulcontent_name_4	talentdes101210	1	375000	1,110		170038064,1	170038064,1	75	1,7	0,0;1,7	skill_60561	1	6
8408	170038070	3	starsoulcontent_name_4	talentdes101201	1	375000	1,140		170038064,1	170038064,1	75	1,7	0,0;1,7	skill_60561	1	6
8409	170038070	4	starsoulcontent_name_4	talentdes1012020	1	375000	1,170		170038064,1	170038064,1	75	1,7	0,0;1,7	skill_60561	1	6
8410	170038070	5	starsoulcontent_name_4	talentdes1012803	1		1,200		170038064,1	170038064,1	75	1,7	0,0;1,7	skill_60561	1	6
8411	170038071	0	starsoulcontent_name_13	talentdes1012021	1	750000	26,0		170038070,1	170038070,1	75	1,8	1,7;1,8	skill_60721	1	6
8412	170038071	1	starsoulcontent_name_13	talentdes1000022	1	375000	26,27		170038070,1	170038070,1	75	1,8	1,7;1,8	skill_60721	1	6
8413	170038071	2	starsoulcontent_name_13	talentdes1000023	1	375000	26,36		170038070,1	170038070,1	75	1,8	1,7;1,8	skill_60721	1	6
8414	170038071	3	starsoulcontent_name_13	talentdes101211	1	375000	26,45		170038070,1	170038070,1	75	1,8	1,7;1,8	skill_60721	1	6
8415	170038071	4	starsoulcontent_name_13	talentdes1000024	1	375000	26,54		170038070,1	170038070,1	75	1,8	1,7;1,8	skill_60721	1	6
8416	170038071	5	starsoulcontent_name_13	talentdes1000025	1		26,63		170038070,1	170038070,1	75	1,8	1,7;1,8	skill_60721	1	6
8417	170038072	0	starsoulcontent_name_3	talentdes10001001	1	750000	4,0		170038071,1	170038071,1	75	1,1	1,8;1,1	skill_60521	1	6
8418	170038072	1	starsoulcontent_name_3	talentdes10001002	1	375000	4,8		170038071,1	170038071,1	75	1,1	1,8;1,1	skill_60521	1	6
8419	170038072	2	starsoulcontent_name_3	talentdes10001003	1	375000	4,11		170038071,1	170038071,1	75	1,1	1,8;1,1	skill_60521	1	6
8420	170038072	3	starsoulcontent_name_3	talentdes1000026	1	375000	4,14		170038071,1	170038071,1	75	1,1	1,8;1,1	skill_60521	1	6
8421	170038072	4	starsoulcontent_name_3	talentdes1000804	1	375000	4,17		170038071,1	170038071,1	75	1,1	1,8;1,1	skill_60521	1	6
8422	170038072	5	starsoulcontent_name_3	talentdes1000027	1		4,20		170038071,1	170038071,1	75	1,1	1,8;1,1	skill_60521	1	6
8423	170038073	0	starsoulcontent_name_8	talentdes1012028	1	750000	21,0		170038072,1	170038072,1	75	2,1	1,1;2,1	skill_400504	1	6
8424	170038073	1	starsoulcontent_name_8	talentdes1012029	1	375000	21,27		170038072,1	170038072,1	75	2,1	1,1;2,1	skill_400504	1	6
8425	170038073	2	starsoulcontent_name_8	talentdes1012030	1	375000	21,36		170038072,1	170038072,1	75	2,1	1,1;2,1	skill_400504	1	6
8426	170038073	3	starsoulcontent_name_8	talentdes1012031	1	375000	21,45		170038072,1	170038072,1	75	2,1	1,1;2,1	skill_400504	1	6
8427	170038073	4	starsoulcontent_name_8	talentdes1012032	1	375000	21,54		170038072,1	170038072,1	75	2,1	1,1;2,1	skill_400504	1	6
8428	170038073	5	starsoulcontent_name_8	talentdes1012805	1		21,63		170038072,1	170038072,1	75	2,1	1,1;2,1	skill_400504	1	6
8429	170038074	0	ItemName_107000043302	talentdes1012034	2	item107000043302;12;2250000			170038070,1	170038070,1	75	1,6	1,7;1,6	#N/A	1	6
8430	170038074	1	ItemName_107000043302	talentdes1012035	2				170038070,1	170038070,1	75	1,6	1,7;1,6	#N/A	1	6
8431	170038075	0	ItemName_107000043303	talentdes1012036	2	item107000043303;12;2250000			170038076,1	170038076,1	75	2,3	2,4;2,3	#N/A	1	6
8432	170038075	1	ItemName_107000043303	talentdes1012037	2				170038076,1	170038076,1	75	2,3	2,4;2,3	#N/A	1	6
8433	170038076	0	ItemName_107000043103	talentdes1012038	2	item107000043103;12;2250000			170038069,1	170038069,1	75	2,4	2,5;2,4	#N/A	1	6
8434	170038076	1	ItemName_107000043103	talentdes102109	2				170038069,1	170038069,1	75	2,4	2,5;2,4	#N/A	1	6
8435	170038077	0	ItemName_107000051202	talentdes102102	2	item107000051202;15;2250000			170038073,1	170038073,1	75	2,2	2,1;2,2	#N/A	1	6
8436	170038077	1	ItemName_107000051202	talentdes1021007	2				170038073,1	170038073,1	75	2,2	2,1;2,2	#N/A	1	6
8437	170038078	0	ItemName_107000051301	talentdes1021008	2	item107000051301;15;2250000			170038070,1	170038070,1	75	2,7	1,7;2,7	#N/A	1	6
8438	170038078	1	ItemName_107000051301	talentdes1021009	2				170038070,1	170038070,1	75	2,7	1,7;2,7	#N/A	1	6
8439	170038079	0	starsoulcontent_name_1	talentdes1021801	1	1400000		1,0;3,0	9		75	0,0	0,0;0,0	skill_60481	1	6
8440	170038079	1	starsoulcontent_name_1	talentdes102103	1			1,2500;3,250	9		75	0,0	0,0;0,0	skill_60481	1	6
8441	170038080	0	starsoulcontent_name_3	talentdes102104	1	1400000	4,0		170038079,1	170038079,1	75	1,1	0,0;1,1	skill_60521	1	6
8442	170038080	1	starsoulcontent_name_3	talentdes1021002	1	700000	4,8		170038079,1	170038079,1	75	1,1	0,0;1,1	skill_60521	1	6
8443	170038080	2	starsoulcontent_name_3	talentdes1021005	1	700000	4,11		170038079,1	170038079,1	75	1,1	0,0;1,1	skill_60521	1	6
8444	170038080	3	starsoulcontent_name_3	talentdes1021010	1	700000	4,14		170038079,1	170038079,1	75	1,1	0,0;1,1	skill_60521	1	6
8445	170038080	4	starsoulcontent_name_3	talentdes1021012	1	700000	4,17		170038079,1	170038079,1	75	1,1	0,0;1,1	skill_60521	1	6
8446	170038080	5	starsoulcontent_name_3	talentdes1021014	1	700000	4,20		170038079,1	170038079,1	75	1,1	0,0;1,1	skill_60521	1	6
8447	170038080	6	starsoulcontent_name_3	talentdes102106	1		4,23		170038079,1	170038079,1	75	1,1	0,0;1,1	skill_60521	1	6
8448	170038081	0	starsoulcontent_name_4	talentdes1021004	1	1400000	1,0		170038080,1	170038080,1	75	1,2	1,1;1,2	skill_60561	1	6
8449	170038081	1	starsoulcontent_name_4	talentdes1021013	1	700000	1,80		170038080,1	170038080,1	75	1,2	1,1;1,2	skill_60561	1	6
8450	170038081	2	starsoulcontent_name_4	talentdes1021011	1	700000	1,110		170038080,1	170038080,1	75	1,2	1,1;1,2	skill_60561	1	6
8451	170038081	3	starsoulcontent_name_4	talentdes102110	1	700000	1,140		170038080,1	170038080,1	75	1,2	1,1;1,2	skill_60561	1	6
8452	170038081	4	starsoulcontent_name_4	talentdes102107	1	700000	1,170		170038080,1	170038080,1	75	1,2	1,1;1,2	skill_60561	1	6
8453	170038081	5	starsoulcontent_name_4	talentdes1021003	1	700000	1,200		170038080,1	170038080,1	75	1,2	1,1;1,2	skill_60561	1	6
8454	170038081	6	starsoulcontent_name_4	talentdes1021802	1		1,230		170038080,1	170038080,1	75	1,2	1,1;1,2	skill_60561	1	6
8455	170038082	0	starsoulcontent_name_2	talentdes1021006	1	1400000	3,0		170038080,1	170038080,1	75	2,1	1,1;2,1	skill_60441	1	6
8456	170038082	1	starsoulcontent_name_2	talentdes1021015	1	700000	3,8		170038080,1	170038080,1	75	2,1	1,1;2,1	skill_60441	1	6
8457	170038082	2	starsoulcontent_name_2	talentdes1021016	1	700000	3,11		170038080,1	170038080,1	75	2,1	1,1;2,1	skill_60441	1	6
8458	170038082	3	starsoulcontent_name_2	talentdes102101	1	700000	3,14		170038080,1	170038080,1	75	2,1	1,1;2,1	skill_60441	1	6
8459	170038082	4	starsoulcontent_name_2	talentdes1021017	1	700000	3,17		170038080,1	170038080,1	75	2,1	1,1;2,1	skill_60441	1	6
8460	170038082	5	starsoulcontent_name_2	talentdes1021018	1	700000	3,20		170038080,1	170038080,1	75	2,1	1,1;2,1	skill_60441	1	6
8461	170038082	6	starsoulcontent_name_2	talentdes1021019	1		3,23		170038080,1	170038080,1	75	2,1	1,1;2,1	skill_60441	1	6
8462	170038083	0	starsoulcontent_name_11	talentdes102105	1	1400000	22,0		170038093,1	170038093,1	75	2,7	2,8;2,7	skill_400601	1	6
8463	170038083	1	starsoulcontent_name_11	talentdes1021020	1	700000	22,27		170038093,1	170038093,1	75	2,7	2,8;2,7	skill_400601	1	6
8464	170038083	2	starsoulcontent_name_11	talentdes1021803	1	700000	22,36		170038093,1	170038093,1	75	2,7	2,8;2,7	skill_400601	1	6
8465	170038083	3	starsoulcontent_name_11	talentdes1021021	1	700000	22,45		170038093,1	170038093,1	75	2,7	2,8;2,7	skill_400601	1	6
8466	170038083	4	starsoulcontent_name_11	talentdes1000022	1	700000	22,54		170038093,1	170038093,1	75	2,7	2,8;2,7	skill_400601	1	6
8467	170038083	5	starsoulcontent_name_11	talentdes1000023	1	700000	22,63		170038093,1	170038093,1	75	2,7	2,8;2,7	skill_400601	1	6
8468	170038083	6	starsoulcontent_name_11	talentdes102111	1		22,72		170038093,1	170038093,1	75	2,7	2,8;2,7	skill_400601	1	6
8469	170038084	0	starsoulcontent_name_4	talentdes102106	1	1400000	1,0		170038083,1	170038083,1	75	2,6	2,7;2,6	skill_60561	1	6
8470	170038084	1	starsoulcontent_name_4	talentdes1021004	1	700000	1,80		170038083,1	170038083,1	75	2,6	2,7;2,6	skill_60561	1	6
8471	170038084	2	starsoulcontent_name_4	talentdes1021013	1	700000	1,110		170038083,1	170038083,1	75	2,6	2,7;2,6	skill_60561	1	6
8472	170038084	3	starsoulcontent_name_4	talentdes101101	1	700000	1,140		170038083,1	170038083,1	75	2,6	2,7;2,6	skill_60561	1	6
8473	170038084	4	starsoulcontent_name_4	talentdes101104	1	700000	1,170		170038083,1	170038083,1	75	2,6	2,7;2,6	skill_60561	1	6
8474	170038084	5	starsoulcontent_name_4	talentdes1011008	1	700000	1,200		170038083,1	170038083,1	75	2,6	2,7;2,6	skill_60561	1	6
8475	170038084	6	starsoulcontent_name_4	talentdes1011009	1		1,230		170038083,1	170038083,1	75	2,6	2,7;2,6	skill_60561	1	6
8476	170038085	0	starsoulcontent_name_12	talentdes1011801	1	1400000	24,0		170038079,1	170038079,1	75	1,5	0,0;1,5	skill_400109	1	6
8477	170038085	1	starsoulcontent_name_12	talentdes101106	1	700000	24,27		170038079,1	170038079,1	75	1,5	0,0;1,5	skill_400109	1	6
8478	170038085	2	starsoulcontent_name_12	talentdes101102	1	700000	24,36		170038079,1	170038079,1	75	1,5	0,0;1,5	skill_400109	1	6
8479	170038085	3	starsoulcontent_name_12	talentdes1011002	1	700000	24,45		170038079,1	170038079,1	75	1,5	0,0;1,5	skill_400109	1	6
8480	170038085	4	starsoulcontent_name_12	talentdes1011005	1	700000	24,54		170038079,1	170038079,1	75	1,5	0,0;1,5	skill_400109	1	6
8481	170038085	5	starsoulcontent_name_12	talentdes1011010	1	700000	24,63		170038079,1	170038079,1	75	1,5	0,0;1,5	skill_400109	1	6
8482	170038085	6	starsoulcontent_name_12	talentdes1011012	1		24,72		170038079,1	170038079,1	75	1,5	0,0;1,5	skill_400109	1	6
8483	170038086	0	starsoulcontent_name_3	talentdes1011014	1	1400000	4,0		170038092,1	170038092,1	75	2,4	2,5;2,4	skill_60521	1	6
8484	170038086	1	starsoulcontent_name_3	talentdes101105	1	700000	4,8		170038092,1	170038092,1	75	2,4	2,5;2,4	skill_60521	1	6
8485	170038086	2	starsoulcontent_name_3	talentdes1011004	1	700000	4,11		170038092,1	170038092,1	75	2,4	2,5;2,4	skill_60521	1	6
8486	170038086	3	starsoulcontent_name_3	talentdes1011013	1	700000	4,14		170038092,1	170038092,1	75	2,4	2,5;2,4	skill_60521	1	6
8487	170038086	4	starsoulcontent_name_3	talentdes1011011	1	700000	4,17		170038092,1	170038092,1	75	2,4	2,5;2,4	skill_60521	1	6
8488	170038086	5	starsoulcontent_name_3	talentdes101103	1	700000	4,20		170038092,1	170038092,1	75	2,4	2,5;2,4	skill_60521	1	6
8489	170038086	6	starsoulcontent_name_3	talentdes101108	1		4,23		170038092,1	170038092,1	75	2,4	2,5;2,4	skill_60521	1	6
8490	170038087	0	starsoulcontent_name_10	talentdes1011003	1	1400000	25,0		170038086,1	170038086,1	75	2,3	2,4;2,3	skill_400506	1	6
8491	170038087	1	starsoulcontent_name_10	talentdes1011802	1	700000	25,27		170038086,1	170038086,1	75	2,3	2,4;2,3	skill_400506	1	6
8492	170038087	2	starsoulcontent_name_10	talentdes1011006	1	700000	25,36		170038086,1	170038086,1	75	2,3	2,4;2,3	skill_400506	1	6
8493	170038087	3	starsoulcontent_name_10	talentdes1011015	1	700000	25,45		170038086,1	170038086,1	75	2,3	2,4;2,3	skill_400506	1	6
8494	170038087	4	starsoulcontent_name_10	talentdes1011016	1	700000	25,54		170038086,1	170038086,1	75	2,3	2,4;2,3	skill_400506	1	6
8495	170038087	5	starsoulcontent_name_10	talentdes101107	1	700000	25,63		170038086,1	170038086,1	75	2,3	2,4;2,3	skill_400506	1	6
8496	170038087	6	starsoulcontent_name_10	talentdes1011017	1		25,72		170038086,1	170038086,1	75	2,3	2,4;2,3	skill_400506	1	6
8497	170038088	0	ItemName_107000043201	talentdes1011018	2	item107000043201;12;4200000			170038081,1	170038081,1	75	1,3	1,2;1,3	#N/A	1	6
8498	170038088	1	ItemName_107000043201	talentdes1011019	2				170038081,1	170038081,1	75	1,3	1,2;1,3	#N/A	1	6
8499	170038089	0	ItemName_107000051303	talentdes101109	2	item107000051303;15;4200000			170038084,1	170038084,1	75	1,6	2,6;1,6	#N/A	1	6
8500	170038089	1	ItemName_107000051303	talentdes101110	2				170038084,1	170038084,1	75	1,6	2,6;1,6	#N/A	1	6
8501	170038090	0	ItemName_107000051101	talentdes1011020	2	item107000051101;15;4200000			170038083,1	170038083,1	75	1,7	2,7;1,7	#N/A	1	6
8502	170038090	1	ItemName_107000051101	talentdes1011803	2				170038083,1	170038083,1	75	1,7	2,7;1,7	#N/A	1	6
8503	170038091	0	ItemName_107000051103	talentdes1011021	2	item107000051103;15;4200000			170038087,1	170038087,1	75	2,2	2,3;2,2	#N/A	1	6
8504	170038091	1	ItemName_107000051103	talentdes1000022	2				170038087,1	170038087,1	75	2,2	2,3;2,2	#N/A	1	6
8505	170038092	0	ItemName_107000052302	talentdes1000023	2	item107000052302;15;4200000			170038085,1	170038085,1	75	2,5	1,5;2,5	#N/A	1	6
8506	170038092	1	ItemName_107000052302	talentdes101111	2				170038085,1	170038085,1	75	2,5	1,5;2,5	#N/A	1	6
8507	170038093	0	ItemName_107000053301	talentdes1000024	2	item107000053301;15;4200000			170038082,1	170038082,1	75	2,8	2,1;2,8	#N/A	1	6
8508	170038093	1	ItemName_107000053301	talentdes1000025	2				170038082,1	170038082,1	75	2,8	2,1;2,8	#N/A	1	6
8509	170038094	0	starsoulcontent_name_1	talentdes10001002	1	2000000		1,0;3,0	10		80	0,0	0,0;0,0	skill_60481	1	6
8510	170038094	1	starsoulcontent_name_1	talentdes10001003	1			1,3000;3,300	10		80	0,0	0,0;0,0	skill_60481	1	6
8511	170038095	0	starsoulcontent_name_3	talentdes1000026	1	2000000	4,0		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8512	170038095	1	starsoulcontent_name_3	talentdes1000804	1	1000000	4,8		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8513	170038095	2	starsoulcontent_name_3	talentdes1000027	1	1000000	4,11		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8514	170038095	3	starsoulcontent_name_3	talentdes1011028	1	1000000	4,14		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8515	170038095	4	starsoulcontent_name_3	talentdes1011029	1	1000000	4,17		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8516	170038095	5	starsoulcontent_name_3	talentdes1011030	1	1000000	4,20		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8517	170038095	6	starsoulcontent_name_3	talentdes1011031	1	1000000	4,23		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8518	170038095	7	starsoulcontent_name_3	talentdes1011032	1		4,26		170038100,1	170038100,1	80	1,1	1,8;1,1	skill_60521	1	6
8519	170038096	0	starsoulcontent_name_4	talentdes1011805	1	2000000	1,0		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
8520	170038096	1	starsoulcontent_name_4	talentdes1011034	1	1000000	1,80		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
8521	170038096	2	starsoulcontent_name_4	talentdes1011035	1	1000000	1,110		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
8522	170038096	3	starsoulcontent_name_4	talentdes1011036	1	1000000	1,140		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
8523	170038096	4	starsoulcontent_name_4	talentdes1011037	1	1000000	1,170		170038095,1	170038095,1	80	1,2	1,1;1,2	skill_60561	1	6
