装备ID	类ID	默认装备名	使用职业限制	所属等级段	穿戴等级限制	装备部位	装备品质	物品等级	物品等级描述	装备潜力值	叠加数量	可拥有数量上限	整理权重	绑定道具ID	组ID	道具描述	默认道具Icon	装备预览图	交易锁定时间	分解产物	货币种类	货币公式类型	出售公式ID	背包标签	掉落表现	脚本	流程ID	属性值ID	拾取表现	男角穿戴装备后附加的特效id	女角穿戴装备后附加的特效id	套装ID	男性模型	女性模型	武器高模特效	武器低模特效	获取通知	获取途径	是否衣橱时装转换	转换的道具ID	男性装备道具Icon	女性性装备道具Icon	男性装备道具名字	女性性装备道具名字	稀有道具是否展示	未鉴定装备	判断稀有道具
equip305110231003	3051102003	EquipName_305110211003	3	110	101	5	3	1020	1	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110231003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523007	equip_305050523003	EquipName_305110211003	EquipName_305110211003		unidfequip305110220003	0
equip305110231004	3051102004	EquipName_305110211004	4	110	101	5	3	1020	1	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110231004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523008	equip_305050523004	EquipName_305110211004	EquipName_305110211004		unidfequip305110220004	0
equip305110231005	3051102005	EquipName_305110211005	5	110	101	5	3	1020	1	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110231005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523005	equip_305050523005	EquipName_305110211005	EquipName_305110211005		unidfequip305110220005	0
equip305110231006	3051102006	EquipName_305110211006	6	110	101	5	3	1020	1	110	1	9999	7000	0	0		equip_305030111006	equip_305030111006	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110231006	0			0	c006_bottoms002_t1	c006_bottoms002_t1	0	0	Notice_Receive_Item	1	0		equip_305030111006	equip_305030111006	EquipName_305110211006	EquipName_305110211006		unidfequip305110220006	0
equip305110232000	3051102000	EquipName_305110211000		110	101	5	3	1077	2	110	1	9999	7000	0	0				604800	item1000,16500;item8103010111006,3	1	2	16500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_305110211000	EquipName_305110211000			0
equip305110232001	3051102001	EquipName_305110211001	1	110	101	5	3	1077	2	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110232001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1	0		equip_305040523001	equip_305040523001	EquipName_305110211001	EquipName_305110211001		unidfequip305110220001	0
equip305110232002	3051102002	EquipName_305110211002	2	110	101	5	3	1077	2	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110232002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523002	equip_305050523002	EquipName_305110211002	EquipName_305110211002		unidfequip305110220002	0
equip305110232003	3051102003	EquipName_305110211003	3	110	101	5	3	1077	2	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110232003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523007	equip_305050523003	EquipName_305110211003	EquipName_305110211003		unidfequip305110220003	0
equip305110232004	3051102004	EquipName_305110211004	4	110	101	5	3	1077	2	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110232004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523008	equip_305050523004	EquipName_305110211004	EquipName_305110211004		unidfequip305110220004	0
equip305110232005	3051102005	EquipName_305110211005	5	110	101	5	3	1077	2	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110232005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523005	equip_305050523005	EquipName_305110211005	EquipName_305110211005		unidfequip305110220005	0
equip305110232006	3051102006	EquipName_305110211006	6	110	101	5	3	1077	2	110	1	9999	7000	0	0		equip_305030111006	equip_305030111006	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110232006	0			0	c006_bottoms002_t1	c006_bottoms002_t1	0	0	Notice_Receive_Item	1	0		equip_305030111006	equip_305030111006	EquipName_305110211006	EquipName_305110211006		unidfequip305110220006	0
equip305110233000	3051102000	EquipName_305110211000		110	101	5	3	1134	3	110	1	9999	7000	0	0				604800	item1000,16500;item8103010111006,3	1	2	16500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_305110211000	EquipName_305110211000			0
equip305110233001	3051102001	EquipName_305110211001	1	110	101	5	3	1134	3	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110233001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1	0		equip_305040523001	equip_305040523001	EquipName_305110211001	EquipName_305110211001		unidfequip305110220001	0
equip305110233002	3051102002	EquipName_305110211002	2	110	101	5	3	1134	3	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110233002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523002	equip_305050523002	EquipName_305110211002	EquipName_305110211002		unidfequip305110220002	0
equip305110233003	3051102003	EquipName_305110211003	3	110	101	5	3	1134	3	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110233003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523007	equip_305050523003	EquipName_305110211003	EquipName_305110211003		unidfequip305110220003	0
equip305110233004	3051102004	EquipName_305110211004	4	110	101	5	3	1134	3	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110233004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523008	equip_305050523004	EquipName_305110211004	EquipName_305110211004		unidfequip305110220004	0
equip305110233005	3051102005	EquipName_305110211005	5	110	101	5	3	1134	3	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110233005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523005	equip_305050523005	EquipName_305110211005	EquipName_305110211005		unidfequip305110220005	0
equip305110233006	3051102006	EquipName_305110211006	6	110	101	5	3	1134	3	110	1	9999	7000	0	0		equip_305030111006	equip_305030111006	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110233006	0			0	c006_bottoms002_t1	c006_bottoms002_t1	0	0	Notice_Receive_Item	1	0		equip_305030111006	equip_305030111006	EquipName_305110211006	EquipName_305110211006		unidfequip305110220006	0
equip305110241000	3051102000	EquipName_305110211000		110	101	5	4	1020	1	110	1	9999	7000	0	0				604800	item1000,22000;item8103010111006,4	1	2	22000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_305110211000	EquipName_305110211000			0
equip305110241001	3051102001	EquipName_305110211001	1	110	101	5	4	1020	1	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110241001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1	0		equip_305040523001	equip_305040523001	EquipName_305110211001	EquipName_305110211001		unidfequip305110220001	0
equip305110241002	3051102002	EquipName_305110211002	2	110	101	5	4	1020	1	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110241002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523002	equip_305050523002	EquipName_305110211002	EquipName_305110211002		unidfequip305110220002	0
equip305110241003	3051102003	EquipName_305110211003	3	110	101	5	4	1020	1	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110241003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523007	equip_305050523003	EquipName_305110211003	EquipName_305110211003		unidfequip305110220003	0
equip305110241004	3051102004	EquipName_305110211004	4	110	101	5	4	1020	1	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110241004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523008	equip_305050523004	EquipName_305110211004	EquipName_305110211004		unidfequip305110220004	0
equip305110241005	3051102005	EquipName_305110211005	5	110	101	5	4	1020	1	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110241005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523005	equip_305050523005	EquipName_305110211005	EquipName_305110211005		unidfequip305110220005	0
equip305110241006	3051102006	EquipName_305110211006	6	110	101	5	4	1020	1	110	1	9999	7000	0	0		equip_305030111006	equip_305030111006	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110241006	0			0	c006_bottoms002_t1	c006_bottoms002_t1	0	0	Notice_Receive_Item	1	0		equip_305030111006	equip_305030111006	EquipName_305110211006	EquipName_305110211006		unidfequip305110220006	0
equip305110242000	3051102000	EquipName_305110211000		110	101	5	4	1077	2	110	1	9999	7000	0	0				604800	item1000,22000;item8103010111006,4	1	2	22000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_305110211000	EquipName_305110211000			0
equip305110242001	3051102001	EquipName_305110211001	1	110	101	5	4	1077	2	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110242001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1	0		equip_305040523001	equip_305040523001	EquipName_305110211001	EquipName_305110211001		unidfequip305110220001	0
equip305110242002	3051102002	EquipName_305110211002	2	110	101	5	4	1077	2	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110242002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523002	equip_305050523002	EquipName_305110211002	EquipName_305110211002		unidfequip305110220002	0
equip305110242003	3051102003	EquipName_305110211003	3	110	101	5	4	1077	2	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110242003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523007	equip_305050523003	EquipName_305110211003	EquipName_305110211003		unidfequip305110220003	0
equip305110242004	3051102004	EquipName_305110211004	4	110	101	5	4	1077	2	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110242004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523008	equip_305050523004	EquipName_305110211004	EquipName_305110211004		unidfequip305110220004	0
equip305110242005	3051102005	EquipName_305110211005	5	110	101	5	4	1077	2	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110242005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523005	equip_305050523005	EquipName_305110211005	EquipName_305110211005		unidfequip305110220005	0
equip305110242006	3051102006	EquipName_305110211006	6	110	101	5	4	1077	2	110	1	9999	7000	0	0		equip_305030111006	equip_305030111006	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110242006	0			0	c006_bottoms002_t1	c006_bottoms002_t1	0	0	Notice_Receive_Item	1	0		equip_305030111006	equip_305030111006	EquipName_305110211006	EquipName_305110211006		unidfequip305110220006	0
equip305110243000	3051102000	EquipName_305110211000		110	101	5	4	1134	3	110	1	9999	7000	0	0				604800	item1000,22000;item8103010111006,4	1	2	22000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_305110211000	EquipName_305110211000			0
equip305110243001	3051102001	EquipName_305110211001	1	110	101	5	4	1134	3	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110243001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1	0		equip_305040523001	equip_305040523001	EquipName_305110211001	EquipName_305110211001		unidfequip305110220001	0
equip305110243002	3051102002	EquipName_305110211002	2	110	101	5	4	1134	3	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110243002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523002	equip_305050523002	EquipName_305110211002	EquipName_305110211002		unidfequip305110220002	0
equip305110243003	3051102003	EquipName_305110211003	3	110	101	5	4	1134	3	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110243003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523007	equip_305050523003	EquipName_305110211003	EquipName_305110211003		unidfequip305110220003	0
equip305110243004	3051102004	EquipName_305110211004	4	110	101	5	4	1134	3	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110243004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523008	equip_305050523004	EquipName_305110211004	EquipName_305110211004		unidfequip305110220004	0
equip305110243005	3051102005	EquipName_305110211005	5	110	101	5	4	1134	3	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110243005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1	0		equip_305050523005	equip_305050523005	EquipName_305110211005	EquipName_305110211005		unidfequip305110220005	0
equip305110243006	3051102006	EquipName_305110211006	6	110	101	5	4	1134	3	110	1	9999	7000	0	0		equip_305030111006	equip_305030111006	604800	item1000,22000;item8103010111006,4	1	2	22000	1	112	EquipItem		305110243006	0			0	c006_bottoms002_t1	c006_bottoms002_t1	0	0	Notice_Receive_Item	1	0		equip_305030111006	equip_305030111006	EquipName_305110211006	EquipName_305110211006		unidfequip305110220006	0
equip305110321000	3051103000	EquipName_305110311000		110	101	5	2	806	1	110	1	9999	7000	0	0				604800	item1000,11000;item8103010111006,2	1	2	11000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1004	0				EquipName_305110311000	EquipName_305110311000			0
equip305110321001	3051103001	EquipName_305110311001	1	110	101	5	2	806	1	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,11000;item8103010111006,2	1	2	11000	1	112	EquipItem		305110321001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1004	0		equip_305040523001	equip_305040523001	EquipName_305110311001	EquipName_305110311001			0
equip305110321002	3051103002	EquipName_305110311002	2	110	101	5	2	806	1	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,11000;item8103010111006,2	1	2	11000	1	112	EquipItem		305110321002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1004	0		equip_305050523002	equip_305050523002	EquipName_305110311002	EquipName_305110311002			0
equip305110321003	3051103003	EquipName_305110311003	3	110	101	5	2	806	1	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,11000;item8103010111006,2	1	2	11000	1	112	EquipItem		305110321003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1004	0		equip_305050523007	equip_305050523003	EquipName_305110311003	EquipName_305110311003			0
equip305110321004	3051103004	EquipName_305110311004	4	110	101	5	2	806	1	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,11000;item8103010111006,2	1	2	11000	1	112	EquipItem		305110321004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1004	0		equip_305050523008	equip_305050523004	EquipName_305110311004	EquipName_305110311004			0
equip305110321005	3051103005	EquipName_305110311005	5	110	101	5	2	806	1	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,11000;item8103010111006,2	1	2	11000	1	112	EquipItem		305110321005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1004	0		equip_305050523005	equip_305050523005	EquipName_305110311005	EquipName_305110311005			0
equip305110321006	3051103006	EquipName_305110311006	6	110	101	5	2	806	1	110	1	9999	7000	0	0		equip_305040523006	equip_305040523006	604800	item1000,11000;item8103010111006,2	1	2	11000	1	112	EquipItem		305110321006	0			0	c006_bottoms003_t1	c006_bottoms003_t1	0	0	Notice_Receive_Item	1004	0		equip_305040523006	equip_305040523006	EquipName_305110311006	EquipName_305110311006			0
equip305110331000	3051103000	EquipName_305110311000		110	101	5	3	907	1	110	1	9999	7000	0	0				604800	item1000,16500;item8103010111006,3	1	2	16500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1004;1054	0				EquipName_305110311000	EquipName_305110311000			0
equip305110331001	3051103001	EquipName_305110311001	1	110	101	5	3	907	1	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110331001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305040523001	equip_305040523001	EquipName_305110311001	EquipName_305110311001			0
equip305110331002	3051103002	EquipName_305110311002	2	110	101	5	3	907	1	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110331002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523002	equip_305050523002	EquipName_305110311002	EquipName_305110311002			0
equip305110331003	3051103003	EquipName_305110311003	3	110	101	5	3	907	1	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110331003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523007	equip_305050523003	EquipName_305110311003	EquipName_305110311003			0
equip305110331004	3051103004	EquipName_305110311004	4	110	101	5	3	907	1	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110331004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523008	equip_305050523004	EquipName_305110311004	EquipName_305110311004			0
equip305110331005	3051103005	EquipName_305110311005	5	110	101	5	3	907	1	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110331005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523005	equip_305050523005	EquipName_305110311005	EquipName_305110311005			0
equip305110331006	3051103006	EquipName_305110311006	6	110	101	5	3	907	1	110	1	9999	7000	0	0		equip_305040523006	equip_305040523006	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110331006	0			0	c006_bottoms003_t1	c006_bottoms003_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305040523006	equip_305040523006	EquipName_305110311006	EquipName_305110311006			0
equip305110332000	3051103000	EquipName_305110311000		110	101	5	3	957	2	110	1	9999	7000	0	0				604800	item1000,16500;item8103010111006,3	1	2	16500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1004;1054	0				EquipName_305110311000	EquipName_305110311000			0
equip305110332001	3051103001	EquipName_305110311001	1	110	101	5	3	957	2	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110332001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305040523001	equip_305040523001	EquipName_305110311001	EquipName_305110311001			0
equip305110332002	3051103002	EquipName_305110311002	2	110	101	5	3	957	2	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110332002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523002	equip_305050523002	EquipName_305110311002	EquipName_305110311002			0
equip305110332003	3051103003	EquipName_305110311003	3	110	101	5	3	957	2	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110332003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523007	equip_305050523003	EquipName_305110311003	EquipName_305110311003			0
equip305110332004	3051103004	EquipName_305110311004	4	110	101	5	3	957	2	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110332004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523008	equip_305050523004	EquipName_305110311004	EquipName_305110311004			0
equip305110332005	3051103005	EquipName_305110311005	5	110	101	5	3	957	2	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110332005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523005	equip_305050523005	EquipName_305110311005	EquipName_305110311005			0
equip305110332006	3051103006	EquipName_305110311006	6	110	101	5	3	957	2	110	1	9999	7000	0	0		equip_305040523006	equip_305040523006	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110332006	0			0	c006_bottoms003_t1	c006_bottoms003_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305040523006	equip_305040523006	EquipName_305110311006	EquipName_305110311006			0
equip305110333000	3051103000	EquipName_305110311000		110	101	5	3	1008	3	110	1	9999	7000	0	0				604800	item1000,16500;item8103010111006,3	1	2	16500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1004;1054	0				EquipName_305110311000	EquipName_305110311000			0
equip305110333001	3051103001	EquipName_305110311001	1	110	101	5	3	1008	3	110	1	9999	7000	0	0		equip_305040523001	equip_305040523001	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110333001	0			0	c001_bottoms004_t1	c001_bottoms004_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305040523001	equip_305040523001	EquipName_305110311001	EquipName_305110311001			0
equip305110333002	3051103002	EquipName_305110311002	2	110	101	5	3	1008	3	110	1	9999	7000	0	0		equip_305050523002	equip_305050523002	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110333002	0			0	c002_bottoms005_t1	c002_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523002	equip_305050523002	EquipName_305110311002	EquipName_305110311002			0
equip305110333003	3051103003	EquipName_305110311003	3	110	101	5	3	1008	3	110	1	9999	7000	0	0		equip_305050523007	equip_305050523007	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110333003	0			0	c007_bottoms005_t1	c003_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523007	equip_305050523003	EquipName_305110311003	EquipName_305110311003			0
equip305110333004	3051103004	EquipName_305110311004	4	110	101	5	3	1008	3	110	1	9999	7000	0	0		equip_305050523008	equip_305050523008	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110333004	0			0	c008_bottoms005_t1	c004_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523008	equip_305050523004	EquipName_305110311004	EquipName_305110311004			0
equip305110333005	3051103005	EquipName_305110311005	5	110	101	5	3	1008	3	110	1	9999	7000	0	0		equip_305050523005	equip_305050523005	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110333005	0			0	c005_bottoms005_t1	c005_bottoms005_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305050523005	equip_305050523005	EquipName_305110311005	EquipName_305110311005			0
equip305110333006	3051103006	EquipName_305110311006	6	110	101	5	3	1008	3	110	1	9999	7000	0	0		equip_305040523006	equip_305040523006	604800	item1000,16500;item8103010111006,3	1	2	16500	1	112	EquipItem		305110333006	0			0	c006_bottoms003_t1	c006_bottoms003_t1	0	0	Notice_Receive_Item	1004;1054	0		equip_305040523006	equip_305040523006	EquipName_305110311006	EquipName_305110311006			0
equip305110541000	3051105000	EquipName_305110511000		110	103	5	4	1782	3	130	1	9999	7000	0	0	EquipDes_305080541000			604800	item8103015110405,70;item8103015110407,278;item8103015110303,42;item8103015110416,96;item8103015110417,5	1	2	22000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	65	0				EquipName_305110511000	EquipName_305110511000			1
equip305110541001	3051105001	EquipName_305110511001	1	110	103	5	4	1782	3	130	1	9999	7000	0	0	EquipDes_305080541001	equip_305020221001	equip_305020221001	604800	item8103015110405,70;item8103015110407,278;item8103015110303,42;item8103015110416,96;item8103015110417,5	1	2	22000	1	112	EquipItem		305110541001	1	1		10405401	c001_bottoms801_t1	c001_bottoms801_t1	0	0	Notice_Receive_Item	65	0		equip_305020221001	equip_305020221001	EquipName_305110511001	EquipName_305110511001			1
equip305110541002	3051105002	EquipName_305110511002	2	110	103	5	4	1782	3	130	1	9999	7000	0	0	EquipDes_305080541002	equip_305020221002	equip_305020221002	604800	item8103015110405,70;item8103015110407,278;item8103015110303,42;item8103015110416,96;item8103015110417,5	1	2	22000	1	112	EquipItem		305110541002	1	1		10405402	c002_bottoms801_t1	c002_bottoms801_t1	0	0	Notice_Receive_Item	65	0		equip_305020221002	equip_305020221002	EquipName_305110511002	EquipName_305110511002			1
equip305110541003	3051105003	EquipName_305110511003	3	110	103	5	4	1782	3	130	1	9999	7000	0	0	EquipDes_305080541003	equip_305020221007	equip_305020221007	604800	item8103015110405,70;item8103015110407,278;item8103015110303,42;item8103015110416,96;item8103015110417,5	1	2	22000	1	112	EquipItem		305110541003	1	1		10405403	c007_bottoms801_t1	c003_bottoms801_t1	0	0	Notice_Receive_Item	65	0		equip_305020221007	equip_305020221003	EquipName_305110511003	EquipName_305110511003			1
