编号	动作编号	普攻标识	播放倍率	是否循环动作	动作编号	动作名字	前摇时间	后摇时间	结束判定帧
1262	13026004		1.000000		81	skill01	1.300000	1.000000	1.000000
1263	13026004		1.000000		82	skill02	0.400000	2.000000	2.000000
1264	13027004	1	1.000000		100	atk01	0.500000	1.500000	0.800000
1265	13027004		0.650000		81	skill01	2.000000	1.538462	1.538462
1266	13027004		1.000000		82	skill02	0.600000	1.100000	1.100000
1267	13028004	1	1.000000		100	atk01	0.600000	1.400000	0.900000
1268	13028004		0.650000		81	skill01	0.692308	3.076923	3.076923
1269	13028004		1.000000		82	skill02	1.400000	1.800000	1.800000
1270	13703004		1.000000		100	atk01	0.400000	0.870000	0.870000
1271	13703004		1.000000		81	skill01	1.300000	1.470000	1.470000
1272	13703004		1.000000		82	skill02	0.950000	1.200000	1.200000
1273	13703004		1.000000		83	skill03	0.600000	1.400000	1.400000
1274	13703004		1.000000		84	skill04	1.300000	0.700000	0.700000
1275	13703004		1.000000		85	skill05	1.300000	1.000000	1.000000
1276	13703004		1.000000		91	skill0101	5.000000	0.000000	0.000000
1277	13703004		1.000000		92	skill0102	1.500000	0.000000	0.000000
1278	13703004		1.000000		93	skill0103	0.000000	0.000000	1.500000
1279	13704004	1	1.000000		100	atk01	0.400000	1.600000	1.400000
1280	13704004		1.000000		81	skill01	1.000000	2.500000	2.500000
1281	13704004		1.000000		82	skill02	1.200000	2.100000	2.100000
1282	13704004		1.000000		83	skill03	0.700000	3.300000	3.300000
1283	13704004		1.000000		84	skill04	1.400000	2.900000	2.900000
1284	13704004		1.000000		85	skill05	0.400000	3.500000	3.500000
1285	13704004		1.000000		91	skill0101	1.330000	0.000000	0.000000
1286	13704004		1.000000	1	92	skill0102	1.660000	0.000000	0.000000
1287	13704004		1.000000		93	skill0103	0.500000	7.100000	7.100000
1288	13704004		1.000000		94	skill0201	10.000000	0.000000	0.000000
1289	13704004		1.000000	1	95	skill0202	3.400000	0.000000	0.000000
1290	13704004		1.000000		96	skill0203	0.000000	1.200000	1.200000
1291	13705004	1	1.000000		100	atk01	0.300000	1.700000	0.700000
1292	13705004		1.000000		81	skill01	0.700000	1.100000	1.100000
1293	13705004		1.000000		82	skill02	0.500000	3.000000	3.000000
1294	13705004		1.000000		83	skill03	0.500000	2.400000	2.400000
1295	13705004		1.000000		84	skill04	3.000000	2.100000	2.100000
1296	13705004		1.000000		85	skill05	2.000000	1.000000	1.000000
1297	13705004		1.000000		86	skill06	0.300000	1.000000	1.000000
1298	13705004		1.000000		87	skill07	2.000000	1.000000	1.000000
1299	13705004		1.000000		907	skill08	1.000000	7.000000	7.000000
1300	13705004		1.000000		908	skill09	9.200000	0.000000	0.000000
1301	13705004		1.000000		91	skill0101	2.500000	0.000000	0.000000
1302	13705004		1.000000	1	92	skill0102	2.000000	0.000000	0.000000
1303	13705004		2.000000		93	skill0103	0.000000	0.500000	0.500000
1304	13706004	1	1.000000		100	atk01	0.500000	1.500000	0.800000
1305	13706004		1.000000		82	skill02	2.300000	1.800000	1.800000
1306	13706004		1.000000		83	skill03	2.400000	1.700000	1.700000
1307	13706004		1.000000		84	skill04	0.100000	1.600000	1.600000
1308	13706004		1.000000		85	skill05	1.600000	1.800000	1.800000
1309	13706004		1.000000		86	skill06	3.500000	1.900000	1.900000
1310	13706004		1.000000		87	skill07	3.000000	3.000000	3.000000
1311	13706004		1.000000		91	skill0101	1.000000	0.000000	0.000000
1312	13706004		1.000000	1	92	skill0102	1.670000	0.000000	0.000000
1313	13706004		2.000000		93	skill0103	0.000000	0.500000	0.500000
1314	13707004	1	1.000000		100	atk01	0.400000	1.700000	1.700000
1315	13707004		1.000000		81	skill01	2.400000	1.700000	1.700000
1316	13707004		1.000000		82	skill02	2.200000	2.000000	2.000000
1317	13707004		1.000000		83	skill03	2.200000	1.500000	1.500000
1318	13707004		1.000000		84	skill04	2.000000	1.600000	1.600000
1319	13707004		1.000000		85	skill05	2.500000	2.000000	2.000000
1320	13707004		1.000000		86	skill06	3.000000	1.500000	1.500000
1321	13707004		1.000000		87	skill07	1.800000	2.000000	2.000000
1322	13707004		1.000000		907	skill08	2.500000	2.000000	2.000000
1323	13708004	1	1.000000		100	atk01	0.400000	1.600000	0.800000
1324	13708004		1.000000		81	skill01	0.500000	1.000000	1.000000
1325	13708004		1.000000		82	skill02	0.400000	0.800000	0.800000
1326	13709004	1	1.000000		100	atk01	0.300000	1.700000	1.000000
1327	13709004		1.000000		81	skill01	0.900000	1.100000	1.100000
1328	13709004		1.000000		82	skill02	0.200000	1.900000	1.100000
1329	13710004	1	1.000000		100	atk01	0.900000	1.100000	1.100000
1330	13710004		1.000000		81	skill01	1.200000	1.800000	1.800000
1331	13711004	1	1.000000		100	atk01	0.300000	1.700000	0.600000
1332	13711004		1.000000		91	skill0101	0.200000	0.300000	0.300000
1333	13711004		1.000000		92	skill0102	3.200000	3.300000	3.300000
1334	13711004		1.000000		93	skill0103	0.300000	0.600000	0.600000
1335	13712004	1	1.000000		100	atk01	0.300000	1.700000	1.000000
1336	13712004		1.000000		81	skill01	1.200000	1.800000	1.800000
1337	14029102	1	1.000000		100	atk01	0.430000	0.900000	0.900000
1338	14029102		1.000000		81	skill01	0.330000	1.000000	1.000000
1339	14029102		1.000000		82	skill02	0.730000	1.100000	1.100000
1340	14029102		1.000000		83	skill03	0.400000	1.100000	1.100000
1341	14029102		1.000000		85	skill05	0.700000	1.200000	1.200000
1342	14052002	1	1.000000		100	atk01	0.230000	0.600000	0.600000
1343	14052002		1.000000		81	skill01	0.500000	1.300000	1.300000
1344	14052002		1.000000		83	skill03	0.200000	1.600000	1.600000
1345	14052102	1	1.000000		100	atk01	0.230000	0.600000	0.600000
1346	14052102		1.000000		81	skill01	0.500000	1.300000	1.300000
1347	14052102		1.000000		94	skill0201	0.000000	0.200000	0.200000
1348	14052102		1.000000		95	skill0202	0.000000	0.700000	0.700000
1349	14052102		1.000000		83	skill03	0.800000	1.000000	1.000000
1350	14052102		1.000000		84	skill04	0.400000	0.800000	0.800000
1351	14052102		1.000000		85	skill05	0.350000	0.650000	0.000000
1352	14052102		1.000000		86	skill06	0.500000	0.800000	0.800000
1353	14053002	1	1.000000		100	atk01	0.700000	1.500000	1.500000
1354	14053002		1.000000		81	skill01	1.100000	0.700000	0.700000
1355	14053002		1.000000		82	skill02	1.500000	1.100000	1.100000
1356	14053002		1.000000		83	skill03	1.000000	1.300000	1.300000
1357	14053102	1	2.000000		100	atk01	0.350000	0.750000	0.750000
1358	14053102		2.000000		81	skill01	0.550000	0.350000	0.350000
1359	14053102		2.500000		82	skill02	0.600000	0.440000	0.440000
1360	14053102		2.000000		83	skill03	0.500000	0.650000	0.650000
1361	14054102	1	1.000000		100	atk01	0.600000	1.300000	1.300000
1362	14054102		1.000000		94	skill0201	0.000000	0.470000	0.000000
1363	14054102		1.000000	1	95	skill0202	0.000000	0.200000	0.000000
1364	14054102		1.000000		96	skill0203	0.000000	0.830000	0.000000
1365	14054102		1.000000		83	skill03	0.900000	0.800000	0.800000
1366	14054102		1.000000		85	skill05	0.500000	0.500000	0.500000
1367	14054102		1.000000		86	skill06	0.550000	1.550000	1.550000
1368	14056112	1	1.000000		101	atk02	0.300000	0.760000	0.760000
1369	14056112		1.000000		88	skill0301	0.000000	0.533000	0.000000
1370	14056112		1.000000	1	89	skill0302	0.000000	0.533000	0.000000
1371	14056112		1.000000		90	skill0303	0.000000	1.200000	1.200000
1372	14056112		1.000000		85	skill05	0.400000	1.360000	1.360000
1373	14056112		1.000000		86	skill06	0.400000	0.900000	0.900000
1374	14056112		1.000000		87	skill07	0.500000	0.900000	0.900000
1375	14057102	1	1.000000		100	atk01	0.270000	0.730000	0.730000
1376	14057102		1.000000		81	skill01	0.750000	0.350000	0.350000
1377	14057102		1.400000		82	skill02	0.442857	0.571429	0.500000
1378	14057102		1.000000		83	skill03	0.540000	1.000000	1.000000
1379	14057102		1.000000		84	skill04	0.800000	0.530000	0.530000
1380	14057102		1.000000		85	skill05	0.830000	1.000000	1.000000
1381	14065002	1	1.000000		100	atk01	0.500000	1.500000	1.100000
1382	14065002		1.000000		81	skill01	2.000000	0.800000	0.800000
1383	14065002		1.000000		82	skill02	1.000000	1.200000	1.200000
1384	14065002		1.000000		201	plot01	0.000000	4.830000	4.830000
1385	14065002		1.000000		204	plot04	0.400000	1.130000	1.130000
1386	14065002		1.000000		208	plot08	0.300000	0.970000	0.970000
1387	14065002		1.000000		210	plot010	0.000000	1.670000	1.670000
1388	14065002		1.000000		211	plot011	0.200000	1.470000	1.470000
1389	14065102	1	2.000000		100	atk01	0.250000	1.000000	0.500000
1390	14065102		2.000000		81	skill01	1.000000	0.400000	0.400000
1391	14065102		2.000000		82	skill02	0.500000	0.600000	0.600000
1392	14065102		2.000000		201	plot01	0.000000	2.415000	2.415000
1393	14065102		2.000000		204	plot04	0.200000	0.565000	0.565000
1394	14065102		2.000000		208	plot08	0.150000	0.485000	0.485000
1395	14065102		2.000000		210	plot010	0.000000	0.835000	0.835000
1396	14065102		2.000000		211	plot011	0.100000	0.735000	0.735000
1397	14084024	1	1.000000		100	atk01	0.300000	2.700000	0.700000
1398	14900002	1	1.000000		100	atk01	0.200000	1.800000	0.700000
1399	14900002		0.800000		91	skill0101	1.125000	0.625000	0.625000
1400	14900002		1.000000	1	92	skill0102	0.000000	1.100000	1.100000
1401	14900002		1.000000		93	skill0103	0.000000	1.400000	1.400000
1402	14900002		1.000000		82	skill02	1.000000	1.400000	1.400000
1403	14900002		1.000000		83	skill03	2.800000	1.700000	1.700000
1404	14900002		1.000000		84	skill04	0.500000	1.000000	1.000000
1405	14900002		1.000000		85	skill05	0.800000	2.500000	2.500000
1406	14900102	1	1.000000		100	atk01	0.200000	0.700000	0.700000
1407	14900102		2.000000		91	skill0101	0.450000	0.250000	0.250000
1408	14900102		1.000000	1	92	skill0102	0.000000	1.100000	1.100000
1409	14900102		2.000000		93	skill0103	0.000000	0.700000	0.700000
1410	14900102		1.600000		82	skill02	0.625000	0.875000	0.875000
1411	14900102		1.000000		83	skill03	2.800000	1.700000	1.700000
1412	14900102		1.000000		84	skill04	0.500000	1.000000	1.000000
1413	14900102		1.000000		85	skill05	0.800000	2.500000	2.500000
1414	14908002	1	1.000000		100	atk01	0.500000	1.500000	1.500000
1415	14908002		1.000000		81	skill01	1.400000	1.200000	1.200000
1416	14908002		1.000000		82	skill02	1.300000	0.800000	0.800000
1417	14908002		1.600000		83	skill03	2.000000	1.375000	1.375000
1418	14908002		1.500000		84	skill04	2.000000	1.600000	1.600000
1419	14908002		1.000000		85	skill05	2.000000	2.700000	2.700000
1420	14908002		1.000000		143	skill0601	0.000000	1.400000	1.400000
1421	14908002		1.000000	1	144	skill0602	0.000000	1.230000	1.230000
1422	14908002		1.000000		145	skill0603	1.300000	1.300000	1.300000
1423	14908002		1.000000		87	skill07	2.000000	2.200000	2.200000
1424	14909002	1	1.000000		100	atk01	0.500000	1.500000	0.800000
1425	14909002		1.000000		81	skill01	2.000000	0.800000	0.800000
1426	14909002		1.000000		82	skill02	1.000000	1.000000	1.000000
1427	14909002		1.000000		83	skill03	1.000000	1.400000	1.400000
1428	14909002		1.000000		84	skill04	1.000000	1.300000	1.300000
1429	14909002		1.000000		97	skill0401	1.000000	1.000000	1.000000
1430	14909002		1.000000		98	skill0402	1.000000	1.000000	1.000000
1431	14909002		1.000000		99	skill0403	0.000000	1.000000	1.000000
1432	23003004	1	1.000000		100	atk01	0.300000	2.700000	2.700000
1433	23003004		1.000000		81	skill01	2.500000	0.800000	0.800000
1434	23003004		1.000000		82	skill02	1.100000	1.000000	1.000000
1435	23003004		1.000000		83	skill03	2.200000	0.800000	0.800000
1436	23003004		1.000000		84	skill04	2.700000	0.400000	0.400000
1437	23003004		1.000000		85	skill05	2.700000	0.400000	0.400000
1438	23003004		1.000000		86	skill06	1.600000	1.500000	1.500000
1439	23003004		1.000000		907	skill08	1.000000	0.800000	0.800000
1440	23003004		1.000000		91	skill0101	2.830000	0.000000	0.000000
1441	23003004		1.000000	1	92	skill0102	0.530000	0.000000	0.000000
1442	23003004		1.000000		93	skill0103	0.300000	1.000000	1.000000
1443	23003004		1.000000		94	skill0201	0.660000	0.000000	0.000000
1444	23003004		1.000000	1	95	skill0202	1.330000	0.000000	0.000000
1445	23003004		1.000000		96	skill0203	0.100000	0.700000	0.700000
1446	23007004	1	1.000000		100	atk01	0.400000	2.600000	0.800000
1447	23007004		1.000000		81	skill01	1.700000	0.900000	0.900000
1448	23007004		1.000000		82	skill02	1.800000	0.700000	0.700000
1449	23007004		1.000000		83	skill03	0.800000	1.700000	1.700000
1450	23007004		1.000000		84	skill04	1.000000	1.100000	1.100000
1451	23007004		1.000000		85	skill05	1.000000	0.800000	0.800000
1452	23007004		1.000000		86	skill06	2.000000	0.600000	0.600000
1453	23007004		1.000000		87	skill07	4.300000	1.100000	1.100000
1454	23007004		1.000000		91	skill0101	6.160000	0.000000	0.000000
1455	23007004		1.000000	1	92	skill0102	1.000000	0.000000	0.000000
1456	23007004		1.000000		93	skill0103	0.600000	2.000000	2.000000
1457	23009004	1	1.000000		100	atk01	0.570000	0.830000	0.830000
1458	23009004		1.000000		81	skill01	2.000000	1.330000	1.330000
1459	23009004		1.000000		82	skill02	1.930000	2.830000	2.830000
1460	23009004		1.000000		83	skill03	1.000000	1.900000	1.900000
1461	23009004		1.000000		91	skill0101	1.500000	0.000000	0.000000
1462	23009004		1.000000	1	92	skill0102	2.000000	0.000000	0.000000
1463	23009004		1.000000		93	skill0103	1.230000	0.730000	0.730000
1464	23009004		1.000000		94	skill0201	2.000000	0.000000	0.000000
1465	23009004		1.000000	1	95	skill0202	2.000000	0.000000	0.000000
1466	23009004		1.000000		96	skill0203	0.000000	1.230000	1.230000
1467	23010004	1	1.000000		100	atk01	0.330000	2.670000	0.700000
1468	23010004		1.000000		82	skill02	1.000000	1.900000	1.900000
1469	23010004		1.000000		91	skill0101	0.900000	0.000000	0.000000
1470	23010004		1.000000	1	92	skill0102	1.333000	0.000000	0.000000
1471	23010004		1.000000		93	skill0103	0.300000	0.700000	0.700000
1472	23010004		1.000000	1	96	skill0203	1.333000	0.000000	0.000000
1473	23010004		1.000000		88	skill0301	0.860000	0.000000	0.000000
1474	23010004		1.000000	1	89	skill0302	0.800000	0.000000	0.000000
1475	23010004		1.000000		90	skill0303	0.500000	0.500000	0.500000
1476	23011004	1	1.000000		100	atk01	0.500000	2.500000	0.900000
1477	23011004		1.000000		81	skill01	2.000000	1.200000	1.200000
1478	23011004		1.000000		82	skill02	2.100000	1.000000	1.000000
1479	23011004		1.000000		83	skill03	1.400000	1.000000	1.000000
1480	23011004		1.000000		900	skill0501	0.460000	0.000000	0.000000
1481	23011004		1.000000	1	901	skill0502	1.000000	0.000000	0.000000
1482	23011004		1.000000		902	skill0503	0.000000	0.500000	0.500000
1483	23011004		1.000000		87	skill07	2.000000	1.500000	1.500000
1484	23011004		1.000000		907	skill08	1.500000	0.700000	0.700000
1485	23011004		1.000000		908	skill09	0.300000	0.800000	0.800000
1486	23011004		1.000000		910	skill11	1.500000	1.500000	1.500000
1487	23012004	1	1.000000		100	atk01	0.300000	2.700000	1.800000
1488	23012004		1.000000		81	skill01	0.600000	1.600000	1.600000
1489	23012004		1.000000		82	skill02	1.000000	0.300000	0.300000
1490	23012004		1.000000		83	skill03	1.000000	0.300000	0.300000
1491	23012004		1.000000		97	skill0401	2.000000	1.000000	1.000000
1492	23012004		0.500000		98	skill0402	0.400000	3.600000	3.600000
1493	23012004		0.500000		900	skill0501	1.600000	0.400000	0.400000
1494	23012004		1.000000	1	901	skill0502	0.100000	0.100000	0.100000
1495	23012004		1.000000		86	skill06	0.500000	0.800000	0.800000
1496	23012004		1.000000		87	skill07	1.000000	0.500000	0.500000
1497	23013004	1	1.000000		100	atk01	0.400000	2.600000	0.900000
1498	23013004		1.000000		81	skill01	0.600000	1.100000	1.100000
1499	23013004		1.000000	1	91	skill0101	0.400000	0.000000	0.000000
1500	23013004		1.000000		92	skill0102	0.000000	0.700000	0.700000
1501	23013004		1.000000		94	skill0201	0.660000	0.000000	0.000000
1502	23013004		1.000000	1	95	skill0202	0.600000	0.000000	0.000000
1503	23013004		0.800000		96	skill0203	0.000000	1.500000	4.000000
1504	23013004		1.000000		86	skill06	1.500000	1.100000	1.100000
1505	23024004		1.000000		91	skill0101	1.333000	0.000000	0.000000
1506	23024004		1.000000	1	92	skill0102	1.333000	0.000000	0.000000
1507	23024004		1.000000		93	skill0103	0.000000	1.000000	1.000000
1508	23709004		1.000000		81	skill01	0.000000	1.000000	1.000000
1509	23034004		1.000000		91	skill0101	1.333000	0.000000	0.000000
1510	23034004		1.000000	1	92	skill0102	0.000000	0.000000	0.000000
1511	23034004		1.000000		93	skill0103	0.000000	1.000000	1.000000
1512	24701112	1	1.000000		100	atk01	0.300000	1.070000	1.070000
1513	24701112		1.000000		81	skill01	3.330000	1.300000	1.300000
1514	24701112		1.000000		83	skill03	0.800000	1.670000	1.670000
1515	24701112		1.000000		85	skill05	3.670000	2.000000	2.000000
1516	24701112		1.000000		97	skill0401	0.670000	0.000000	0.000000
1517	24701112		1.000000		98	skill0402	0.730000	0.000000	0.000000
1518	24701112		1.000000		99	skill0403	0.000000	1.000000	1.000000
1519	24702112	1	1.000000		100	atk01	0.870000	1.330000	1.330000
1520	24702112		1.000000		81	skill01	2.000000	1.000000	1.000000
1521	24702112		1.000000		82	skill02	2.270000	1.670000	1.670000
1522	24702112		2.000000		83	skill03	1.140000	0.840000	0.840000
1523	24702112		1.000000		84	skill04	1.930000	2.200000	2.200000
1524	24702112		1.000000		85	skill05	1.930000	2.200000	2.200000
1525	24703112	1	1.000000		100	atk01	0.500000	1.500000	1.500000
1526	24703112		1.000000		81	skill01	3.500000	1.300000	1.300000
1527	24703112		1.000000		82	skill02	1.600000	2.400000	2.400000
1528	24703112		1.000000		83	skill03	0.500000	1.600000	1.600000
1529	24703112		1.000000		84	skill04	1.200000	2.000000	2.000000
1530	24703112		1.000000		85	skill05	0.100000	1.500000	1.500000
1531	24704112	1	1.000000		100	atk01	0.600000	1.100000	1.100000
1532	24704112		1.000000		81	skill01	1.000000	3.000000	3.000000
1533	24704112		1.000000		82	skill02	1.700000	1.600000	1.600000
1534	24704112		1.000000		83	skill03	1.160000	1.500000	1.500000
1535	24705112	1	1.000000		100	atk01	0.300000	1.570000	1.570000
1536	24705112		1.000000		81	skill01	0.500000	1.000000	1.000000
1537	24705112		1.000000		82	skill02	2.170000	2.330000	2.330000
1538	24705112		1.000000		83	skill03	0.400000	2.400000	2.400000
1539	24705112		1.000000		84	skill04	1.000000	2.430000	2.430000
1540	24705112		1.000000		85	skill05	0.500000	4.500000	4.500000
1541	24706112	1	1.000000		100	atk01	0.300000	1.800000	1.800000
1542	24706112		1.000000		91	skill0101	1.600000	0.900000	0.900000
1543	24706112		1.000000		92	skill0102	0.000000	1.300000	1.300000
1544	24706112		1.000000		93	skill0103	0.000000	1.300000	1.300000
1545	24706112		1.000000		84	skill04	0.300000	2.700000	2.700000
1546	24706112		1.000000		85	skill05	0.100000	1.900000	1.900000
1547	24707112	1	1.000000		100	atk01	0.450000	1.150000	1.150000
1548	24707112		1.000000		81	skill01	1.000000	2.600000	2.600000
1549	24707112		1.000000		82	skill02	1.100000	1.000000	1.000000
1550	24707112		1.000000		83	skill03	1.200000	1.300000	1.300000
1551	24707112		1.000000		84	skill04	4.700000	2.900000	2.900000
1552	24707112		1.000000		85	skill05	1.700000	1.700000	1.700000
1553	24708112	1	1.000000		100	atk01	0.530000	1.230000	1.230000
1554	24708112		1.000000		81	skill01	0.433000	2.330000	2.330000
1555	24708112		1.000000		82	skill02	0.300000	5.000000	5.000000
1556	24708112		1.000000		83	skill03	1.200000	1.670000	1.670000
1557	24708112		1.000000		84	skill04	0.500000	3.000000	3.000000
1558	24709112	1	1.000000		100	atk01	0.500000	0.800000	0.800000
1559	24709112		1.000000		82	skill02	1.400000	1.900000	1.900000
1560	24709112		1.000000		83	skill03	1.200000	1.700000	1.700000
1561	24709112		1.000000		84	skill04	1.100000	1.800000	1.800000
1562	24709112		1.000000		85	skill05	0.700000	1.900000	1.900000
1563	24709112		1.000000		91	skill0101	0.800000	0.000000	0.000000
1564	24709112		1.000000	1	92	skill0102	1.670000	0.000000	0.000000
1565	24709112		2.000000		93	skill0103	0.000000	0.500000	0.500000
1566	24710112	1	1.000000		100	atk01	0.400000	1.700000	1.700000
1567	24710112		1.000000		81	skill01	1.200000	1.700000	1.700000
1568	24710112		1.000000		82	skill02	1.500000	1.900000	1.900000
1569	24710112		1.000000		83	skill03	1.700000	1.500000	1.500000
1570	24710112		1.000000		84	skill04	0.800000	2.000000	2.000000
1571	24710112		1.000000		85	skill05	0.900000	1.500000	1.500000
1572	24711112	1	1.000000		100	atk01	0.400000	1.000000	1.000000
1573	24711112		1.000000		81	skill01	0.600000	0.400000	0.000000
1574	24711112		1.000000		82	skill02	0.500000	2.500000	1.500000
1575	24711112		1.000000		83	skill03	0.500000	1.500000	1.500000
1576	24711112		1.000000		84	skill04	0.500000	1.100000	0.000000
1577	24711112		1.000000		85	skill05	0.400000	0.600000	0.600000
1578	24712112	1	1.000000		100	atk01	0.700000	0.600000	0.600000
1579	24712112		1.000000		81	skill01	0.800000	1.200000	0.800000
1580	24712112		1.000000		82	skill02	0.500000	1.700000	1.200000
1581	24712112		1.000000		83	skill03	0.600000	1.400000	1.000000
1582	24712112		1.000000		84	skill04	0.700000	0.800000	0.600000
1583	24712112		1.000000		85	skill05	2.100000	1.900000	1.000000
1584	24713112	1	1.000000		100	atk01	0.600000	0.800000	0.800000
1585	24713112		1.000000		81	skill01	0.400000	1.600000	1.400000
1586	24713112		1.000000		82	skill02	0.400000	1.400000	1.000000
1587	24713112		1.000000		83	skill03	1.300000	0.800000	0.200000
1588	24713112		1.000000		84	skill04	0.500000	1.000000	0.300000
1589	24713112		1.000000		85	skill05	0.500000	1.000000	0.300000
1590	24714112	1	1.000000		100	atk01	0.400000	1.000000	1.000000
1591	24714112		1.000000		81	skill01	0.700000	1.600000	0.000000
1592	24714112		1.000000		82	skill02	0.400000	1.100000	0.000000
1593	24714112		1.000000		83	skill03	0.900000	1.000000	0.800000
1594	24714112		1.000000		84	skill04	0.800000	1.100000	0.300000
1595	24714112		1.000000		85	skill05	0.400000	1.300000	0.200000
1596	24901112	1	1.000000		100	atk01	0.230000	0.900000	0.900000
1597	24901112		1.000000		81	skill01	0.400000	1.100000	1.100000
1598	24901112		1.000000		94	skill0201	0.000000	0.830000	0.000000
1599	24901112		1.000000		95	skill0202	0.000000	0.200000	0.000000
1600	24901112		1.000000		96	skill0203	0.000000	0.100000	1.200000
1601	24901112		1.000000		83	skill03	0.230000	0.900000	0.900000
1602	24901112		1.000000		84	skill04	0.800000	1.800000	1.800000
1603	24901112		1.000000		85	skill05	0.200000	1.300000	1.300000
1604	24902112	1	1.000000		100	atk01	0.300000	0.700000	0.700000
1605	24902112		1.000000		81	skill01	0.530000	0.900000	0.900000
1606	24902112		1.000000		82	skill02	1.000000	2.100000	2.100000
1607	24902112		1.000000		83	skill03	0.500000	1.400000	1.400000
1608	24902112		1.000000		84	skill04	0.600000	2.700000	2.700000
1609	24902112		1.000000		85	skill05	1.000000	1.600000	1.600000
1610	24903112	1	1.000000		100	atk01	0.330000	0.700000	0.700000
1611	24903112		1.000000		81	skill01	0.600000	0.370000	0.370000
1612	24903112		1.000000		82	skill02	0.740000	0.600000	0.600000
1613	24903112		1.000000		83	skill03	0.840000	0.900000	0.900000
1614	24904112	1	1.000000		100	atk01	0.400000	1.000000	1.000000
1615	24904112		1.000000		81	skill01	0.800000	1.200000	1.200000
1616	24904112		1.000000		82	skill02	1.000000	1.400000	1.400000
1617	24904112		1.000000		83	skill03	0.500000	1.200000	1.200000
1618	24904112		1.000000		84	skill04	0.800000	1.400000	1.400000
1619	24904112		1.000000		85	skill05	1.500000	3.100000	3.100000
1620	24905112	1	1.000000		100	atk01	0.300000	0.700000	0.700000
1621	24905112		1.000000		81	skill01	0.400000	0.900000	0.900000
1622	24905112		1.000000		82	skill02	0.400000	1.200000	1.200000
1623	24905112		1.200000		83	skill03	0.750000	1.000000	1.000000
1624	24905112		1.000000		84	skill04	1.300000	1.000000	1.000000
1625	24905112		1.000000		85	skill05	0.500000	0.900000	0.900000
1626	24905112		1.000000		110	atk01	0.300000	0.200000	0.200000
1627	24906112	1	1.000000		100	atk01	0.300000	0.900000	0.900000
1628	24906112		1.000000		81	skill01	0.300000	1.400000	1.400000
1629	24906112		1.000000		82	skill02	0.700000	1.300000	1.300000
1630	24906112		1.800000		83	skill03	1.000000	0.800000	0.800000
1631	24906112		1.000000		84	skill04	0.400000	1.300000	1.300000
1632	24906112		1.500000		85	skill05	0.600000	1.000000	1.000000
1633	24907112	1	1.000000		100	atk01	0.300000	1.100000	1.100000
1634	24907112		1.000000		81	skill01	0.900000	1.200000	1.200000
1635	24907112		1.000000		82	skill02	0.400000	1.300000	1.300000
1636	24907112		1.000000		83	skill03	0.700000	1.600000	1.600000
1637	24907112		1.000000		84	skill04	1.700000	1.900000	1.900000
1638	24907112		1.000000		85	skill05	0.700000	1.300000	1.300000
1639	24908112	1	1.000000		100	atk01	0.600000	1.000000	1.000000
1640	24908112		1.000000		81	skill01	1.000000	2.300000	2.300000
1641	24908112		1.000000		82	skill02	0.600000	1.500000	1.500000
1642	24908112		1.000000		83	skill03	0.600000	1.700000	1.700000
1643	24908112		1.000000		84	skill04	1.000000	1.200000	1.200000
1644	24908112		1.000000		85	skill05	0.700000	1.400000	1.400000
1645	24909112	1	1.000000		100	atk01	0.300000	0.700000	0.700000
1646	24909112		1.000000		81	skill01	0.900000	1.100000	1.100000
1647	24909112		1.000000		82	skill02	0.600000	0.700000	0.700000
1648	24909112		1.000000		83	skill03	0.500000	1.500000	1.500000
1649	24909112		1.000000		85	skill05	0.800000	1.400000	1.400000
1650	24910112	1	1.000000		100	atk01	0.300000	0.900000	0.900000
1651	24910112		1.000000		81	skill01	0.900000	1.200000	1.200000
1652	24910112		1.000000		82	skill02	0.500000	1.200000	1.200000
1653	24910112		1.000000		83	skill03	0.900000	1.200000	1.200000
1654	24910112		1.000000		84	skill04	0.300000	2.300000	2.300000
1655	24910112		1.000000		85	skill05	1.000000	1.700000	1.700000
1656	24911112	1	1.000000		100	atk01	0.600000	1.200000	1.200000
1657	24911112		1.000000		81	skill01	1.000000	1.300000	1.300000
1658	24911112		1.000000		82	skill02	0.800000	5.100000	5.100000
1659	24911112		1.250000		83	skill03	1.280000	1.120000	1.120000
1660	24911112		1.000000		84	skill04	1.700000	1.500000	1.500000
1661	24911112		1.000000		85	skill05	0.500000	3.100000	3.100000
1662	24912112	1	1.000000		100	atk01	0.800000	2.000000	2.000000
1663	24912112		1.000000		81	skill01	1.500000	4.100000	2.000000
1664	24912112		1.000000		82	skill02	1.000000	1.700000	1.700000
1665	24912112		1.000000		83	skill03	1.600000	2.000000	2.000000
1666	24912112		2.000000		84	skill04	2.500000	1.450000	0.500000
1667	24912112		1.000000		140	skill05	0.600000	0.000000	0.000000
1668	24912112		1.000000		141	skill05	0.300000	2.500000	2.500000
1669	24913112	1	1.000000		100	atk01	0.530000	0.670000	0.670000
1670	24913112		1.000000		81	skill01	0.400000	0.800000	0.800000
1671	24913112		1.000000		82	skill02	0.600000	0.600000	0.600000
1672	24913112		1.000000		83	skill03	0.700000	0.700000	0.700000
1673	24913112		1.000000		84	skill04	0.600000	0.600000	0.600000
1674	24913112		1.000000		85	skill05	0.900000	0.500000	0.500000
1675	24914112	1	1.000000		100	atk01	0.400000	1.400000	1.400000
