流水	纹章ID	类别	品质	进阶等级	分解返还材料(不包含觉醒材料）	属性值	物品等级	物品等级描述	默认孔数	最多锁属性数量	底图	插槽坐标	未鉴定纹章ID	觉醒最大孔位数量
687	item171001040402	badge_10404	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,25245;26,1035;112,620;52,620	1539	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080402	3
688	item171001040402	badge_10404	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,25650;26,1062;112,636;52,636	1539	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080402	3
689	item171001040403	badge_10404	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	1,12000;26,800;112,480;52,480	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
690	item171001040403	badge_10404	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	1,12360;26,800;112,480;52,480	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
691	item171001040403	badge_10404	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	1,12720;26,800;112,480;52,480	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
692	item171001040403	badge_10404	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	1,13080;26,800;112,480;52,480	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
693	item171001040403	badge_10404	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,13440;26,800;112,480;52,480	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
694	item171001040403	badge_10404	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,13800;26,824;112,494;52,494	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
695	item171001040403	badge_10404	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,14160;26,824;112,494;52,494	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
696	item171001040403	badge_10404	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	1,14520;26,824;112,494;52,494	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
697	item171001040403	badge_10404	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	1,14880;26,824;112,494;52,494	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
698	item171001040403	badge_10404	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	1,15240;26,824;112,494;52,494	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
699	item171001040403	badge_10404	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	1,15600;26,848;112,508;52,508	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
700	item171001040403	badge_10404	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	1,15960;26,848;112,508;52,508	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
701	item171001040403	badge_10404	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	1,16320;26,848;112,508;52,508	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
702	item171001040403	badge_10404	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	1,16680;26,848;112,508;52,508	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
703	item171001040403	badge_10404	5	14	item8171000101061,352;item171000101012,300;item171000101032,10	1,17040;26,848;112,508;52,508	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
704	item171001040403	badge_10404	5	15	item8171000101061,385;item171000101012,300;item171000101032,10	1,17400;26,872;112,522;52,522	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
705	item171001040403	badge_10404	5	16	item8171000101061,420;item171000101012,300;item171000101032,10	1,17760;26,872;112,522;52,522	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
706	item171001040403	badge_10404	5	17	item8171000101061,457;item171000101012,300;item171000101032,10	1,18120;26,872;112,522;52,522	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
707	item171001040403	badge_10404	5	18	item8171000101061,496;item171000101012,300;item171000101032,10	1,18480;26,872;112,522;52,522	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
708	item171001040403	badge_10404	5	19	item8171000101061,537;item171000101012,300;item171000101032,10	1,18840;26,872;112,522;52,522	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
709	item171001040403	badge_10404	5	20	item8171000101061,580;item171000101012,300;item171000101032,10	1,19200;26,896;112,536;52,536	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
710	item171001040403	badge_10404	5	21	item8171000101061,625;item171000101012,300;item171000101032,10	1,19560;26,896;112,536;52,536	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
711	item171001040403	badge_10404	5	22	item8171000101061,672;item171000101012,300;item171000101032,10	1,19920;26,896;112,536;52,536	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
712	item171001040403	badge_10404	5	23	item8171000101061,721;item171000101012,300;item171000101032,10	1,20280;26,896;112,536;52,536	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
713	item171001040403	badge_10404	5	24	item8171000101061,772;item171000101012,300;item171000101032,10	1,20640;26,896;112,536;52,536	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
714	item171001040403	badge_10404	5	25	item8171000101061,825;item171000101012,300;item171000101032,10	1,21000;26,920;112,550;52,550	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
715	item171001040403	badge_10404	5	26	item8171000101061,880;item171000101012,300;item171000101032,10	1,21360;26,920;112,550;52,550	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
716	item171001040403	badge_10404	5	27	item8171000101061,937;item171000101012,300;item171000101032,10	1,21720;26,920;112,550;52,550	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
717	item171001040403	badge_10404	5	28	item8171000101061,996;item171000101012,300;item171000101032,10	1,22080;26,920;112,550;52,550	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
718	item171001040403	badge_10404	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,22440;26,920;112,550;52,550	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
719	item171001040403	badge_10404	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,22800;26,944;112,564;52,564	1368	1	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080403	3
720	item171001040501	badge_10405	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	1,6000;4,600;33,600;11,400	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
721	item171001040501	badge_10405	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	1,6300;4,600;33,600;11,400	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
722	item171001040501	badge_10405	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	1,6600;4,600;33,600;11,400	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
723	item171001040501	badge_10405	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	1,6900;4,600;33,600;11,400	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
724	item171001040501	badge_10405	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,7200;4,600;33,600;11,400	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
725	item171001040501	badge_10405	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,7500;4,630;33,630;11,420	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
726	item171001040501	badge_10405	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,7800;4,630;33,630;11,420	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
727	item171001040501	badge_10405	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	1,8100;4,630;33,630;11,420	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
728	item171001040501	badge_10405	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	1,8400;4,630;33,630;11,420	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
729	item171001040501	badge_10405	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	1,8700;4,630;33,630;11,420	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
730	item171001040501	badge_10405	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	1,9000;4,660;33,660;11,440	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
731	item171001040501	badge_10405	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	1,9300;4,660;33,660;11,440	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
732	item171001040501	badge_10405	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	1,9600;4,660;33,660;11,440	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
733	item171001040501	badge_10405	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	1,9900;4,660;33,660;11,440	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
734	item171001040501	badge_10405	5	14	item8171000101061,352;item171000101012,300;item171000101032,10	1,10200;4,660;33,660;11,440	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
735	item171001040501	badge_10405	5	15	item8171000101061,385;item171000101012,300;item171000101032,10	1,10500;4,690;33,690;11,460	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
736	item171001040501	badge_10405	5	16	item8171000101061,420;item171000101012,300;item171000101032,10	1,10800;4,690;33,690;11,460	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
737	item171001040501	badge_10405	5	17	item8171000101061,457;item171000101012,300;item171000101032,10	1,11100;4,690;33,690;11,460	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
738	item171001040501	badge_10405	5	18	item8171000101061,496;item171000101012,300;item171000101032,10	1,11400;4,690;33,690;11,460	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
739	item171001040501	badge_10405	5	19	item8171000101061,537;item171000101012,300;item171000101032,10	1,11700;4,690;33,690;11,460	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
740	item171001040501	badge_10405	5	20	item8171000101061,580;item171000101012,300;item171000101032,10	1,12000;4,720;33,720;11,480	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
741	item171001040501	badge_10405	5	21	item8171000101061,625;item171000101012,300;item171000101032,10	1,12300;4,720;33,720;11,480	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
742	item171001040501	badge_10405	5	22	item8171000101061,672;item171000101012,300;item171000101032,10	1,12600;4,720;33,720;11,480	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
743	item171001040501	badge_10405	5	23	item8171000101061,721;item171000101012,300;item171000101032,10	1,12900;4,720;33,720;11,480	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
744	item171001040501	badge_10405	5	24	item8171000101061,772;item171000101012,300;item171000101032,10	1,13200;4,720;33,720;11,480	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
745	item171001040501	badge_10405	5	25	item8171000101061,825;item171000101012,300;item171000101032,10	1,13500;4,750;33,750;11,500	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
746	item171001040501	badge_10405	5	26	item8171000101061,880;item171000101012,300;item171000101032,10	1,13800;4,750;33,750;11,500	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
747	item171001040501	badge_10405	5	27	item8171000101061,937;item171000101012,300;item171000101032,10	1,14100;4,750;33,750;11,500	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
748	item171001040501	badge_10405	5	28	item8171000101061,996;item171000101012,300;item171000101032,10	1,14400;4,750;33,750;11,500	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
749	item171001040501	badge_10405	5	29	item8171000101061,1057;item171000101012,300;item171000101032,10	1,14700;4,750;33,750;11,500	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
750	item171001040501	badge_10405	5	30	item8171000101061,1120;item171000101012,300;item171000101032,10	1,15000;4,780;33,780;11,520	1260	3	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080501	3
751	item171001040502	badge_10405	5	0	item8171000101061,100;item171000101012,300;item171000101032,10	1,5400;4,540;33,540;11,360	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
752	item171001040502	badge_10405	5	1	item8171000101061,105;item171000101012,300;item171000101032,10	1,5670;4,540;33,540;11,360	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
753	item171001040502	badge_10405	5	2	item8171000101061,112;item171000101012,300;item171000101032,10	1,5940;4,540;33,540;11,360	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
754	item171001040502	badge_10405	5	3	item8171000101061,121;item171000101012,300;item171000101032,10	1,6210;4,540;33,540;11,360	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
755	item171001040502	badge_10405	5	4	item8171000101061,132;item171000101012,300;item171000101032,10	1,6480;4,540;33,540;11,360	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
756	item171001040502	badge_10405	5	5	item8171000101061,145;item171000101012,300;item171000101032,10	1,6750;4,567;33,567;11,378	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
757	item171001040502	badge_10405	5	6	item8171000101061,160;item171000101012,300;item171000101032,10	1,7020;4,567;33,567;11,378	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
758	item171001040502	badge_10405	5	7	item8171000101061,177;item171000101012,300;item171000101032,10	1,7290;4,567;33,567;11,378	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
759	item171001040502	badge_10405	5	8	item8171000101061,196;item171000101012,300;item171000101032,10	1,7560;4,567;33,567;11,378	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
760	item171001040502	badge_10405	5	9	item8171000101061,217;item171000101012,300;item171000101032,10	1,7830;4,567;33,567;11,378	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
761	item171001040502	badge_10405	5	10	item8171000101061,240;item171000101012,300;item171000101032,10	1,8100;4,594;33,594;11,396	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
762	item171001040502	badge_10405	5	11	item8171000101061,265;item171000101012,300;item171000101032,10	1,8370;4,594;33,594;11,396	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
763	item171001040502	badge_10405	5	12	item8171000101061,292;item171000101012,300;item171000101032,10	1,8640;4,594;33,594;11,396	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
764	item171001040502	badge_10405	5	13	item8171000101061,321;item171000101012,300;item171000101032,10	1,8910;4,594;33,594;11,396	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
765	item171001040502	badge_10405	5	14	item8171000101061,352;item171000101012,300;item171000101032,10	1,9180;4,594;33,594;11,396	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
766	item171001040502	badge_10405	5	15	item8171000101061,385;item171000101012,300;item171000101032,10	1,9450;4,621;33,621;11,414	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
767	item171001040502	badge_10405	5	16	item8171000101061,420;item171000101012,300;item171000101032,10	1,9720;4,621;33,621;11,414	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
768	item171001040502	badge_10405	5	17	item8171000101061,457;item171000101012,300;item171000101032,10	1,9990;4,621;33,621;11,414	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
769	item171001040502	badge_10405	5	18	item8171000101061,496;item171000101012,300;item171000101032,10	1,10260;4,621;33,621;11,414	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
770	item171001040502	badge_10405	5	19	item8171000101061,537;item171000101012,300;item171000101032,10	1,10530;4,621;33,621;11,414	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
771	item171001040502	badge_10405	5	20	item8171000101061,580;item171000101012,300;item171000101032,10	1,10800;4,648;33,648;11,432	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
772	item171001040502	badge_10405	5	21	item8171000101061,625;item171000101012,300;item171000101032,10	1,11070;4,648;33,648;11,432	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
773	item171001040502	badge_10405	5	22	item8171000101061,672;item171000101012,300;item171000101032,10	1,11340;4,648;33,648;11,432	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
774	item171001040502	badge_10405	5	23	item8171000101061,721;item171000101012,300;item171000101032,10	1,11610;4,648;33,648;11,432	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
775	item171001040502	badge_10405	5	24	item8171000101061,772;item171000101012,300;item171000101032,10	1,11880;4,648;33,648;11,432	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
776	item171001040502	badge_10405	5	25	item8171000101061,825;item171000101012,300;item171000101032,10	1,12150;4,675;33,675;11,450	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
777	item171001040502	badge_10405	5	26	item8171000101061,880;item171000101012,300;item171000101032,10	1,12420;4,675;33,675;11,450	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
778	item171001040502	badge_10405	5	27	item8171000101061,937;item171000101012,300;item171000101032,10	1,12690;4,675;33,675;11,450	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
779	item171001040502	badge_10405	5	28	item8171000101061,996;item171000101012,300;item171000101032,10	1,12960;4,675;33,675;11,450	1134	2	4	3	icon_wenzhang;bg_opposite_wenzhang	135,168;187,40;165,-95;83,-228;-3,-139;-90,-228;-173,-95;-192,40;-141,168;0,130	item171001080502	3
