NPC编号	对象类型	NPC类型	头像显示	描边参数	头像	名字	功能名称	名称位置	小地图标志	场景头上icon	附近显示npc	模型编号	模型缩放	挂件模型	特殊icon	动作集	随机动作列表	是否转向	圆柱高度	圆柱半径	对话显示修正	对话显示缩放	对话摄像机位置修正	对话摄像机角度修正	特殊对话摄像机位置修正	特殊对话摄像机角度修正	送礼(聚焦)摄像机位置修正	送礼(聚焦)摄像机角度修正	是否不能被其他npc选择	常驻美术特效	模型效果	阻挡信息
npc_soldier_lottery	FuncNpc	1	1	1		NpcName_soldier_lottery	FunctionName_crack	0,1.2,0			1	c999h|weapon|c999h_weapon001_t1|clothes|c999h_clothes001_t1|face|c999h_face001_t1|head|c999h_head001_t1	1.000000			3902003		0	1.900000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_soldier_lottery_event01	FuncNpc	1	1	1		NpcName_soldier_lottery_event01	FunctionName_crack	0,1.2,0			1	soldier901h|body|soldier901h_body_t1	1.000000			24901102		0	1.830000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_soldier_lottery_event02	FuncNpc	1	1	1		NpcName_soldier_lottery_event02	FunctionName_crack	0,1.2,0			1	soldier902h|body|soldier902h_body_t1	1.000000			24902102		0	1.830000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_soldier_lottery_event03	FuncNpc	1	1	1		NpcName_soldier_lottery_event03	FunctionName_crack	0,1.2,0			1	soldier904h|body|soldier904h_body_t1	1.000000			24904112		0	1.830000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_soldier_lottery_event04	FuncNpc	1	1	1		NpcName_soldier_lottery_event04	FunctionName_crack	0,1.2,0			1	soldier905h|body|soldier905h_body_t1	1.000000			24905112		0	1.830000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_soldier_lottery_event05	FuncNpc	1	1	1		NpcName_soldier_lottery_event05	FunctionName_crack	0,1.2,0			1	soldier906h|body|soldier906h_body_t1	1.000000			24905112		0	1.830000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_soldier_lottery_event06	FuncNpc	1	1	1			FunctionName_crack	0,1.2,0			1	n029|body|n029_body_t1	1.000000			14029102		0	2.060000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0			1		0		0	
npc_soldier_lottery_event07	FuncNpc	1	1	1			FunctionName_crack	0,1.2,0			1	n900|body|n900_body_t1	1.000000			14900102		0	1.810000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0			1		0		0	
npc_soldier_lottery_event08	FuncNpc	1	1	1			FunctionName_crack	0,1.2,0			1	n065|body|n065_body_t1	1.000000			14065102		0	1.940000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0			1		0		0	
npc_soldier_lottery_event09	FuncNpc	1	1	1			FunctionName_crack	0,1.2,0			1	n053|body|n053_body_t1	1.000000			14053002		0	1.900000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0			1		0		0	
npc_soldier_lottery_event10	FuncNpc	1	1	1			FunctionName_crack	0,1.2,0			1	soldier903h|body|soldier903h_body_t1	1.000000			24903112		0	1.900000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0			1		0		0	
npc_soldier_lottery_event11	FuncNpc	1	1	1			FunctionName_crack	0,1.2,0			1	soldier910h|body|soldier910h_body_t1|parta|soldier910h_parta_t1|partb|soldier910h_partb_t1|partc|soldier910h_partc_t1|partd|soldier910h_partd_t1	1.000000			24910112		0	1.900000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0			1		0		0	
npc_soldier_lottery_event12	FuncNpc	1	1	1			FunctionName_crack	0,1.2,0			1	soldier909h|body|soldier909h_body_t1	1.000000			24909112		0	1.900000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0			1		0		0	
npc_hawker_001	FuncNpc	1	1	1		NpcName_hawker_001	FunctionName_crack	0,1.2,0			1	h021|body|h021_body_t1	1.000000			3903003		1	3.040000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_zhengqi	FuncNpc	1	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000042	20005	
npc_penquan	FuncNpc	1	0	1				0,1.2,0					1.000000			0		0	0.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000043	20005	
npc_zczx01	FuncNpc	1	0	1				0,1.2,0					1.000000			0		0	1.000000	0.000000		1.000000	0,0,0	0,0,0					1	40000155	0	
npc_idol_002	FuncNpc	1	1	1	JobPotrait_sp03	NpcName_10207		0,1.2,0			1	c003|bottoms|c003_bottoms004_t1|clothes|c003_clothes004_t1|shoulder|c003_shoulder004_t1|weapon|c003_weapon013_t1|face|c003_face001_t1|head|c003_head004_t1	1.000000			3906003	600605	1	1.880000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_chuizi	FuncNpc	1	1	1		NpcName_chuizi	FunctionName_crack	0,1.2,0			1	g140|body|g140_body_t1	1.000000			3902003		1	1.550000	0.500000	0,0,0.25	0.900000	0.3,-0.73,3.13	-1.8,-63,42					1		0	
npc_heka001	FuncNpc	1	0	1								g063|body|g063_body_t1	1.000000			3999403		1	1.000000	1.000000		1.000000	0,0,0	0,0,0					0		0	
npc_hallowp001	FuncNpc	1	0	1				0,1.2,0				g051|body|g051_body_t2	0.160000			3001003		0	1.000000	1.000000		0.800000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowp002	FuncNpc	1	0	1				0,1.2,0				g051|body|g051_body_t2	0.160000			3001003		0	1.000000	1.000000		0.800000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowp003	FuncNpc	1	0	1				0,1.2,0				g051|body|g051_body_t2	0.160000			3001003		0	1.000000	1.000000		0.800000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowp004	FuncNpc	1	0	1				0,1.2,0				g051|body|g051_body_t2	0.160000			3001003		0	1.000000	1.000000		0.800000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowp005	FuncNpc	1	0	1				0,1.2,0				g051|body|g051_body_t2	0.160000			3001003		0	1.000000	1.000000		0.800000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowg001	FuncNpc	11	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.700000			3001003		0	5.000000	1.500000		1.000000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowg002	FuncNpc	11	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.700000			3001003		0	5.000000	1.500000		1.000000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowg003	FuncNpc	11	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.700000			3001003		0	5.000000	1.500000		1.000000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowg004	FuncNpc	11	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.700000			3001003		0	5.000000	1.500000		1.000000	0,0.7,-1.89	5,0,0					0		0	
npc_hallowg005	FuncNpc	11	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.700000			3001003		0	5.000000	1.500000		1.000000	0,0.7,-1.89	5,0,0					0		0	
npc_hallow001	FuncNpc	1	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.010000			3001003		0	5.000000	1.500000		0.300000	0,0.2,-1.89	5,0,0					0		0	
npc_hallow002	FuncNpc	1	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.010000			3001003		0	5.000000	1.500000		0.300000	0,0.2,-1.89	5,0,0					0		0	
npc_hallow003	FuncNpc	1	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.010000			3001003		0	5.000000	1.500000		0.300000	0,0.2,-1.89	5,0,0					0		0	
npc_hallow004	FuncNpc	1	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.010000			3001003		0	5.000000	1.500000		0.300000	0,0.2,-1.89	5,0,0					0		0	
npc_hallow005	FuncNpc	1	0	1		NpcName_Hallow_01		0,1.2,0				g050|body|g050_body_t1	0.010000			3001003		0	5.000000	1.500000		0.300000	0,0.2,-1.89	5,0,0					0		0	
npc_noticeboard_001	FuncNpc	1	0	1		NpcName_noticeboard_001		0,1.2,0					1.000000			0		0	2.500000	0.700000		1.000000	0,0,0	0,0,0					0		0	
npc_noticeboard_002	FuncNpc	1	0	1		NpcName_noticeboard_002		0,1.2,0					1.000000			0		0	3.800000	1.000000		1.000000	0,0,0	0,0,0					0		0	
npc_noticeboard_003	FuncNpc	1	0	1		NpcName_noticeboard_003		0,1.2,0					1.000000			0		0	2.500000	0.700000		1.000000	0,0,0	0,0,0					0		0	
npc_andao_fakebox	FuncNpc	1	1	1		Boxname_FakePerfectBox		0,1.2,0				chest004|body|chest004_body_t1	2.000000			5		1	2.000000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_entrance	FuncNpc	4	0	1	n059_portrait01	NpcName_guildwar_entrance	FunctionName_guildwar	0,1.2,0	icon_relic	icon_relic	1	n059|body|n059_body_t1	1.000000			3005103		1	2.050000	0.500000	0.05,-0.1,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_eastwait	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_eastwait	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_southwait	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_southwait	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_westwait	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_westwait	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_northwait	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_northwait	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_eastindoor	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_eastindoor	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_southindoor	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_southindoor	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_westindoor	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_westindoor	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_guildwar_northindoor	FuncNpc	4	0	1	n017_portrait01	NpcName_guildwar_northindoor	FunctionName_guildwar_prepare	0,1.2,0	icon_relic	icon_relic	1	n017|body|n017_body_t1	1.000000			2000002		1	1.930000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_fairy_001	FuncNpc	1	1	1	p008_portrait01	NpcName_fairy_001		0,1.2,0	icon_fairytask	icon_fairytask		p008|body|p008_body_t1	1.000000			20		1	1.200000	0.500000	-0.3,-0.5,1.5	1.500000	0,0,0	0,0,0					0		0	
npc_fairy_002	FuncNpc	1	1	1	p009_portrait01	NpcName_fairy_002		0,1.2,0	icon_fairytask	icon_fairytask		p009|body|p009_body_t1	1.000000			6009020		1	1.200000	0.500000	-0.1,-0.1,1.2	1.200000	0,0,0	0,0,0					0	60017	0	
npc_fairy_003	FuncNpc	1	1	1	p012_portrait01	NpcName_fairy_003		0,1.2,0	icon_fairytask	icon_fairytask		p012|body|p012_body_t1	1.000000			20		1	1.200000	0.500000	-0.2,0,2	1.500000	0,0,0	0,0,0					0		0	
npc_fairy_004	FuncNpc	1	1	1	p013_portrait01	NpcName_fairy_004		0,1.2,0	icon_fairytask	icon_fairytask		p013|body|p013_body_t1	1.000000			20		1	1.200000	0.500000	-0.2,-0.2,1.5	1.300000	0,0,0	0,0,0					0		0	
npc_fairy_005	FuncNpc	1	1	1	m005_portrait01	NpcName_fairy_005		0,1.2,0	icon_fairytask	icon_fairytask		m005|body|m005_body_t1	1.000000			20		1	1.000000	0.400000	-0.2,0.1,1.8	1.500000	0,0,0	0,0,0					0		0	
npc_fairy_006	FuncNpc	1	1	1	m003_portrait01	NpcName_fairy_006		0,1.2,0	icon_fairytask	icon_fairytask		m003|body|m003_body_t1	1.000000			20		1	0.920000	0.520000	-0.3,0.2,2.5	1.300000	0,0,0	0,0,0					0		0	
npc_fairy_007	FuncNpc	1	1	1	p003_portrait01	NpcName_fairy_007		0,1.2,0	icon_fairytask	icon_fairytask		p003|body|p003_body_t1	1.000000			20		1	1.680000	0.500000	-0.3,-0.4,2	1.300000	0,0,0	0,0,0					0		0	
npc_fairy_008	FuncNpc	1	1	1	p011_portrait01	NpcName_fairy_008		0,1.2,0	icon_fairytask	icon_fairytask		p011|body|p011_body_t1	1.500000			6011020		1	1.300000	0.550000	0,0.8,-0.5	1.000000	0,0,0	0,0,0					0		0	
npc_fairy_009	FuncNpc	1	1	1	m014_portrait01	NpcName_fairy_009		0,1.2,0	icon_fairytask	icon_fairytask		m014|body|m014_body_t1	1.000000			21		1	1.270000	0.350000	-0.2,0.4,1.5	1.400000	0,0,0	0,0,0					0		0	
npc_fairy_010	FuncNpc	1	1	1	m030_portrait01	NpcName_fairy_010		0,1.2,0	icon_fairytask	icon_fairytask		m030|body|m030_body_t1	1.000000			20		1	1.720000	0.320000	-0.1,-0.5,0.8	1.200000	0,0,0	0,0,0					0		0	
npc_peak001	FuncNpc	1	1	1	n053_portrait01	NpcName_10028	FunctionNamepeak_001	0,1.2,0				n053|body|n053_body_t1	1.000000			3006003		1	1.900000	0.500000	0.1,-0.1,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_peak002	FuncNpc	1	1	1	n066_portrait01	NpcName_10132	FunctionNamepeak_002	0,1.2,0				n066|body|n066_body_t1	1.000000			3005003		1	1.940000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_peak003	FuncNpc	1	1	1	n900_portrait01	NpcName_10085	FunctionNamepeak_003	0,1.2,0				n900|body|n900_body_t1	1.000000			3001103		1	1.810000	0.500000	0,-0.05,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_peak004	FuncNpc	1	1	1	n908_portrait01	NpcName_10195	FunctionNamepeak_004	0,1.2,0				n908|body|n908_body_t1	1.000000			14908002		1	2.420000	0.500000	0.1,-0.1,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_peak005	FuncNpc	1	1	1	n909_portrait01	NpcName_10214	FunctionNamepeak_005	0,1.2,0				n909|body|n909_body_t1	1.000000			3003003		1	1.740000	0.500000	0,-0.1,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_peak006	FuncNpc	1	1	1	n911_portrait02	NpcName_10215	FunctionNamepeak_006	0,1.2,0				n911|body|n911_body_t1	1.000000			24901112		1	1.740000	0.500000	0,-0.1,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_30008_silenceball	FuncNpc	1	0	1		NpcName_30008_silenceball							1.000000			5001002		0	3.000000	0.500000		1.000000	0,0,0	0,0,0					1	30335	0	
npc_rimuru	FuncNpc	1	1	1	p701_portrait01	NpcName_rimuru		0,1.2,0				p701|body|p701_body_t1	1.000000			3001003		1	2.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
linknpc_libing	FuncNpc	1	1	1	b704_portrait01	NpcName_libing		0,1.2,0				b704|body|b704_body_t1	1.000000			3001003		1	2.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
linknpc_dalisic	FuncNpc	9	1	1	p023_portrait01	name_pet_337		0,1.2,0				p023|body|p023_body_t1	1.000000			3001003		1	2.000000	0.500000		1.000000	0,0,0	0,0,0					1	41000016	0	
npc_weddingentrance	FuncNpc	4	1	1	n023_portrait01	NpcName_WeddingEntrance	FunctionNameWeddingEntrance	0,1.2,0				n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_weddingpresent	FuncNpc	4	1	1	n034_portrait01	NpcName_WeddingPresent	FunctionNameWeddingPresent	0,1.2,0				n034|body|n034_body_t1	1.000000			3003003		1	1.940000	0.500000	0.05,-0.1,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_weddingbuffet001	FuncNpc	4	0	1								g060|body|g060_body_t1	1.000000			3004003		1	2.800000	2.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingbuffet002	FuncNpc	4	0	1								g060|body|g060_body_t1	1.000000			3003003		1	2.800000	2.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingbuffet003	FuncNpc	4	0	1								g060|body|g060_body_t1	1.000000			3001003		0	2.800000	2.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingbuffet004	FuncNpc	4	0	1								g060|body|g060_body_t1	1.000000			3001003		0	2.800000	2.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingdrum01	FuncNpc	4	0	1								g053|body|g053_body_t1	1.000000			3001003		0	2.800000	3.000000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingstone01	FuncNpc	4	0	1		NpcName_Weddingstone						g057|body|g057_body_t1	0.800000			3001003		0	3.500000	3.000000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingshell01	FuncNpc	4	0	1		NpcName_Weddingshell						g058|body|g058_body_t1	0.800000			3001003		0	2.000000	3.000000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingviolin01	FuncNpc	4	0	1								g052|body|g052_body_t1	1.800000			3001003		0	2.800000	3.000000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddinghape01	FuncNpc	4	0	1								g054|body|g054_body_t1	1.800000			3001003		0	2.800000	3.000000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_weddingfireworks_001	FuncNpc	1	0	1								g049|body|g049_body_t3	1.000000			0		0	0.000000	0.000000		0.000000							1		0	
npc_weddingfireworks_002	FuncNpc	1	0	1								g049|body|g049_body_t3	1.000000			0		0	0.000000	0.000000		0.000000							1	10189	0	
npc_weddingmelon_001	FuncNpc	1	0	1				0,1.2,0				n092|body|n092_body_t1	1.000000			5		0	1.700000	1.000000		1.000000	0,0,0	0,0,0					1		0	
npc_35005_statue_boss1	FuncNpc	2	0	1		NpcName_35005_statue_boss1						p011|body|p011_body_t0	5.500000			0		0	5.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_35005_statue_boss2	FuncNpc	2	0	1		NpcName_35005_statue_boss2						p003|body|p003_body_t0	3.500000			0		0	5.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_35005_statue_boss3	FuncNpc	2	0	1		NpcName_35005_statue_boss1						p011|body|p011_body_t0	5.500000			0		0	5.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_35005_statue_boss4	FuncNpc	2	0	1		NpcName_35005_statue_boss2						p003|body|p003_body_t0	3.500000			0		0	5.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_35005_statue_boss5	FuncNpc	2	0	1		NpcName_35005_statue_boss1						p011|body|p011_body_t0	5.500000			0		0	5.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_35005_statue_boss6	FuncNpc	2	0	1		NpcName_35005_statue_boss2						p003|body|p003_body_t0	3.500000			0		0	5.000000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeEntrance	FuncNpc	4	1	1	n018_portrait01	NpcName_10032	FunctionName_10231	0,1.2,0				n018|body|n018_body_t1	1.000000			3004003		0	1.750000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeBoss01	FuncNpc	4	1	1	b015_portrait01	name_mh001		0,1.2,0				b015|body|b015_body_t1	1.000000			13015004		0	5.240000	1.800000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeBoss02	FuncNpc	4	1	1	b008_portrait01	name_mh002		0,1.2,0				b008|body|b008_body_t1	1.000000			3005004		0	5.500000	2.250000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeBoss03	FuncNpc	4	1	1	b010_portrait02	name_mh003		0,1.2,0				b010|body|b010_body_t2|parta|b010_parta_t2	1.000000			3012004		0	5.500000	1.950000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeBoss04	FuncNpc	4	1	1	b902_portrait01	name_mh004		0,1.2,0				b902|body|b902_body_t1|parta|b902_parta_t1	1.000000			3014004		0	3.200000	2.250000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeBoss05	FuncNpc	4	1	1	b901_portrait01	name_mh005		0,1.2,0				b901|body|b901_body_t1|parta|b901_parta_t1|partb|b901_partb_t1|partc|b901_partc_t1	1.000000			3002004		0	6.500000	2.000000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeBoss06	FuncNpc	4	1	1	b011_portrait01	name_mh006		0,1.2,0				b011|body|b011_body_t1|parta|b011_parta_t1	1.000000			3015004		0	5.300000	1.456000		1.000000	0,0,0	0,0,0					1		0	
npc_DisasterInvadeBoss07	FuncNpc	4	1	1	b017_portrait01	name_mh007		0,1.2,0				b017|body|b017_body_t1	1.000000			13017004		0	6.500000	4.000000		1.000000	0,0,0	0,0,0					1		0	
npc_snowman01	FuncNpc	1	1	1	m041_portrait01	snowman_name01		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman02	FuncNpc	1	1	1	m041_portrait01	snowman_name02		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman03	FuncNpc	1	1	1	m041_portrait01	snowman_name03		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman04	FuncNpc	1	1	1	m041_portrait01	snowman_name04		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman05	FuncNpc	1	1	1	m041_portrait01	snowman_name05		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman06	FuncNpc	1	1	1	m041_portrait01	snowman_name06		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman07	FuncNpc	1	1	1	m041_portrait01	snowman_name07		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman08	FuncNpc	1	1	1	m041_portrait01	snowman_name08		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman09	FuncNpc	1	1	1	m041_portrait01	snowman_name09		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman10	FuncNpc	1	1	1	m041_portrait01	snowman_name10		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman11	FuncNpc	1	1	1	m041_portrait01	snowman_name11		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_snowman12	FuncNpc	1	1	1	m041_portrait01	snowman_name12		0,1.2,0				n093|body|n093_body_t1	1.000000			2000002		1	1.940000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_D_001	FuncNpc	1	1	1	b017_portrait01	name_mh007		0,1.2,0			1	b017|body|b017_body_t1	0.700000			13017004		1	4.000000	1.000000	-0.8,-3.3,6	1.000000	0,0,0	0,0,0					1		0	
npc_100321	FuncNpc	1	1	1	n018_portrait01	NpcName_10032		0,1.2,0			1	n018|body|n018_body_t1	1.000000			3004003		1	1.730000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100331	FuncNpc	1	1	1	n015_portrait01	NpcName_10033		0,1.2,0			1	n015|body|n015_body_t1	1.100000			3005003		1	1.960000	0.500000	-0.03,-0.15,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_100341	FuncNpc	1	1	1	n019_portrait01	NpcName_10034		0,1.2,0			1	n019|body|n019_body_t1	1.000000			3006003		1	1.870000	0.500000	-0.02,0,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_100351	FuncNpc	1	1	1	n017_portrait01	NpcName_10035		0,1.2,0			1	n017|body|n017_body_t1	1.000000			2000002		1	1.870000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100361	FuncNpc	1	1	1	n016_portrait01	NpcName_10036		0,1.2,0			1	n016|body|n016_body_t1	1.000000			2000002		1	1.620000	0.500000	0,0.0,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_100421	FuncNpc	1	1	1	n029_portrait01	NpcName_10042		0,1.2,0			1	n029|body|n029_body_t1	1.000000			3004003		1	2.060000	0.500000	0.1,-0.2,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_100431	FuncNpc	1	1	1	n905_portrait01	NpcName_10043		0,1.2,0			1	n905|body|n905_body_t1	1.000000			3004003		1	1.940000	0.500000	0.05,-0.14,-0.6	1.000000	0,0,0	0,0,0					1		0	
npc_100021	FuncNpc	1	1	1	n904_portrait01	NpcName_10002		0,1.2,0			1	n904|body|n904_body_t1	1.000000			3003003		1	2.700000	0.500000	0,-0.22,-0.45	1.000000	0,0,0	0,0,0					1		0	
npc_101831	FuncNpc	1	1	1	n028_portrait01	NpcName_crack		0,1.2,0			1	n028|body|n028_body_t1	1.000000			3001003		1	2.040000	0.500000	0,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_101601	FuncNpc	1	1	1		npcname_101601		0,1.2,0					1.000000			5		1	2.300000	1.000000	-0.1,-0.55,0.3	1.000000	0,0,0	0,0,0					1	120000	0	
npc_szellpeakshow_100101	FuncNpc	1	1	1	JobPotrait_sp01	NpcName_killstar_001		0,1.2,0				c001|face|c001_face001_t1|head|c001_head507_t1|clothes|c001_clothes507_t1|weapon|c001_weapon507_t1	1.200000			1002001		0	2.200000	0.500000		1.000000	0,0,0	0,0,0					0		0	
