流水id	npc编号	品阶等级	当前品阶星级	属性ID	进阶消耗材料	进阶消耗银币	升阶所需玩家等级限制
982	soldier_npc_10041	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
983	soldier_npc_10041	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
984	soldier_npc_10041	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
985	soldier_npc_10041	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
986	soldier_npc_10041	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
987	soldier_npc_10041	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
988	soldier_npc_10041	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
989	soldier_npc_10041	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
990	soldier_npc_10041	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
991	soldier_npc_10041	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
992	soldier_npc_10041	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
993	soldier_npc_10041	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
994	soldier_npc_10041	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
995	soldier_npc_10041	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
996	soldier_npc_10041	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
997	soldier_npc_10041	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
998	soldier_npc_10041	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
999	soldier_npc_10041	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1000	soldier_npc_10041	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1001	soldier_npc_10041	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1002	soldier_npc_10042	1	1	1300000050			1
1003	soldier_npc_10042	1	2	1300000051	item105000000030,10	1,20000	1
1004	soldier_npc_10042	1	3	1300000052	item105000000030,20	1,40000	1
1005	soldier_npc_10042	1	4	1300000053	item105000000030,35	1,60000	1
1006	soldier_npc_10042	1	5	1300000054	item105000000030,50	1,80000	1
1007	soldier_npc_10042	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1008	soldier_npc_10042	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1009	soldier_npc_10042	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1010	soldier_npc_10042	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1011	soldier_npc_10042	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1012	soldier_npc_10042	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1013	soldier_npc_10042	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1014	soldier_npc_10042	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1015	soldier_npc_10042	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1016	soldier_npc_10042	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1017	soldier_npc_10042	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1018	soldier_npc_10042	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1019	soldier_npc_10042	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1020	soldier_npc_10042	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1021	soldier_npc_10042	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1022	soldier_npc_10042	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1023	soldier_npc_10042	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1024	soldier_npc_10042	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1025	soldier_npc_10042	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1026	soldier_npc_10042	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1027	soldier_npc_10043	1	1	1300000050			1
1028	soldier_npc_10043	1	2	1300000051	item105000000030,10	1,20000	1
1029	soldier_npc_10043	1	3	1300000052	item105000000030,20	1,40000	1
1030	soldier_npc_10043	1	4	1300000053	item105000000030,35	1,60000	1
1031	soldier_npc_10043	1	5	1300000054	item105000000030,50	1,80000	1
1032	soldier_npc_10043	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1033	soldier_npc_10043	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1034	soldier_npc_10043	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1035	soldier_npc_10043	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1036	soldier_npc_10043	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1037	soldier_npc_10043	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1038	soldier_npc_10043	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1039	soldier_npc_10043	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1040	soldier_npc_10043	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1041	soldier_npc_10043	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1042	soldier_npc_10043	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1043	soldier_npc_10043	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1044	soldier_npc_10043	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1045	soldier_npc_10043	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1046	soldier_npc_10043	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1047	soldier_npc_10043	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1048	soldier_npc_10043	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1049	soldier_npc_10043	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1050	soldier_npc_10043	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1051	soldier_npc_10043	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1052	soldier_npc_10044	1	1	1300000025			1
1053	soldier_npc_10044	1	2	1300000026	item105000000030,6	1,15000	1
1054	soldier_npc_10044	1	3	1300000027	item105000000030,12	1,30000	1
1055	soldier_npc_10044	1	4	1300000028	item105000000030,18	1,45000	1
1056	soldier_npc_10044	1	5	1300000029	item105000000030,27	1,60000	1
1057	soldier_npc_10044	2	1	1300000030	item105000000030,36;item105000000031,6	1,75000	21
1058	soldier_npc_10044	2	2	1300000031	item105000000030,42;item105000000031,12	1,150000	21
1059	soldier_npc_10044	2	3	1300000032	item105000000030,48;item105000000031,18	1,300000	21
1060	soldier_npc_10044	2	4	1300000033	item105000000030,54;item105000000031,24	1,450000	21
1061	soldier_npc_10044	2	5	1300000034	item105000000030,60;item105000000031,30	1,600000	21
1062	soldier_npc_10044	3	1	1300000035	item105000000031,36;item105000000032,6	1,750000	31
1063	soldier_npc_10044	3	2	1300000036	item105000000031,42;item105000000032,12	1,1500000	31
1064	soldier_npc_10044	3	3	1300000037	item105000000031,48;item105000000032,18	1,3000000	31
1065	soldier_npc_10044	3	4	1300000038	item105000000031,54;item105000000032,24	1,4500000	31
1066	soldier_npc_10044	3	5	1300000039	item105000000031,60;item105000000032,30	1,6000000	31
1067	soldier_npc_10044	4	1	1300000040	item105000000032,36;item105000000033,6	1,7500000	41
1068	soldier_npc_10044	4	2	1300000041	item105000000032,42;item105000000033,12	1,9375000	41
1069	soldier_npc_10044	4	3	1300000042	item105000000032,48;item105000000033,18	1,11250000	41
1070	soldier_npc_10044	4	4	1300000043	item105000000032,54;item105000000033,24	1,13125000	41
1071	soldier_npc_10044	4	5	1300000044	item105000000032,60;item105000000033,30	1,15000000	41
1072	soldier_npc_10044	5	1	1300000045	item105000000033,36;item105000000034,6	1,18750000	61
1073	soldier_npc_10044	5	2	1300000046	item105000000033,42;item105000000034,12	1,22500000	61
1074	soldier_npc_10044	5	3	1300000047	item105000000033,48;item105000000034,18	1,26250000	61
1075	soldier_npc_10044	5	4	1300000048	item105000000033,54;item105000000034,24	1,30000000	61
1076	soldier_npc_10044	5	5	1300000049	item105000000033,60;item105000000034,30	1,33750000	61
1077	soldier_npc_10045	1	1	1300000025			1
1078	soldier_npc_10045	1	2	1300000026	item105000000030,6	1,15000	1
1079	soldier_npc_10045	1	3	1300000027	item105000000030,12	1,30000	1
1080	soldier_npc_10045	1	4	1300000028	item105000000030,18	1,45000	1
1081	soldier_npc_10045	1	5	1300000029	item105000000030,27	1,60000	1
1082	soldier_npc_10045	2	1	1300000030	item105000000030,36;item105000000031,6	1,75000	21
1083	soldier_npc_10045	2	2	1300000031	item105000000030,42;item105000000031,12	1,150000	21
1084	soldier_npc_10045	2	3	1300000032	item105000000030,48;item105000000031,18	1,300000	21
1085	soldier_npc_10045	2	4	1300000033	item105000000030,54;item105000000031,24	1,450000	21
1086	soldier_npc_10045	2	5	1300000034	item105000000030,60;item105000000031,30	1,600000	21
1087	soldier_npc_10045	3	1	1300000035	item105000000031,36;item105000000032,6	1,750000	31
1088	soldier_npc_10045	3	2	1300000036	item105000000031,42;item105000000032,12	1,1500000	31
1089	soldier_npc_10045	3	3	1300000037	item105000000031,48;item105000000032,18	1,3000000	31
1090	soldier_npc_10045	3	4	1300000038	item105000000031,54;item105000000032,24	1,4500000	31
1091	soldier_npc_10045	3	5	1300000039	item105000000031,60;item105000000032,30	1,6000000	31
1092	soldier_npc_10045	4	1	1300000040	item105000000032,36;item105000000033,6	1,7500000	41
1093	soldier_npc_10045	4	2	1300000041	item105000000032,42;item105000000033,12	1,9375000	41
1094	soldier_npc_10045	4	3	1300000042	item105000000032,48;item105000000033,18	1,11250000	41
1095	soldier_npc_10045	4	4	1300000043	item105000000032,54;item105000000033,24	1,13125000	41
1096	soldier_npc_10045	4	5	1300000044	item105000000032,60;item105000000033,30	1,15000000	41
1097	soldier_npc_10045	5	1	1300000045	item105000000033,36;item105000000034,6	1,18750000	61
1098	soldier_npc_10045	5	2	1300000046	item105000000033,42;item105000000034,12	1,22500000	61
1099	soldier_npc_10045	5	3	1300000047	item105000000033,48;item105000000034,18	1,26250000	61
1100	soldier_npc_10045	5	4	1300000048	item105000000033,54;item105000000034,24	1,30000000	61
1101	soldier_npc_10045	5	5	1300000049	item105000000033,60;item105000000034,30	1,33750000	61
1102	soldier_npc_10046	1	1	1300000050			1
1103	soldier_npc_10046	1	2	1300000051	item105000000030,10	1,20000	1
1104	soldier_npc_10046	1	3	1300000052	item105000000030,20	1,40000	1
1105	soldier_npc_10046	1	4	1300000053	item105000000030,35	1,60000	1
1106	soldier_npc_10046	1	5	1300000054	item105000000030,50	1,80000	1
1107	soldier_npc_10046	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1108	soldier_npc_10046	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1109	soldier_npc_10046	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1110	soldier_npc_10046	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1111	soldier_npc_10046	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1112	soldier_npc_10046	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1113	soldier_npc_10046	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1114	soldier_npc_10046	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1115	soldier_npc_10046	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1116	soldier_npc_10046	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1117	soldier_npc_10046	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1118	soldier_npc_10046	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1119	soldier_npc_10046	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1120	soldier_npc_10046	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1121	soldier_npc_10046	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1122	soldier_npc_10046	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1123	soldier_npc_10046	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1124	soldier_npc_10046	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1125	soldier_npc_10046	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1126	soldier_npc_10046	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1127	soldier_npc_10047	1	1	1300000050			1
1128	soldier_npc_10047	1	2	1300000051	item105000000030,10	1,20000	1
1129	soldier_npc_10047	1	3	1300000052	item105000000030,20	1,40000	1
1130	soldier_npc_10047	1	4	1300000053	item105000000030,35	1,60000	1
1131	soldier_npc_10047	1	5	1300000054	item105000000030,50	1,80000	1
1132	soldier_npc_10047	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1133	soldier_npc_10047	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1134	soldier_npc_10047	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1135	soldier_npc_10047	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1136	soldier_npc_10047	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1137	soldier_npc_10047	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1138	soldier_npc_10047	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1139	soldier_npc_10047	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1140	soldier_npc_10047	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1141	soldier_npc_10047	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1142	soldier_npc_10047	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1143	soldier_npc_10047	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1144	soldier_npc_10047	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1145	soldier_npc_10047	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1146	soldier_npc_10047	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1147	soldier_npc_10047	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1148	soldier_npc_10047	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1149	soldier_npc_10047	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1150	soldier_npc_10047	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1151	soldier_npc_10047	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1152	soldier_npc_10048	1	1	1300000050			1
1153	soldier_npc_10048	1	2	1300000051	item105000000030,10	1,20000	1
1154	soldier_npc_10048	1	3	1300000052	item105000000030,20	1,40000	1
1155	soldier_npc_10048	1	4	1300000053	item105000000030,35	1,60000	1
1156	soldier_npc_10048	1	5	1300000054	item105000000030,50	1,80000	1
1157	soldier_npc_10048	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1158	soldier_npc_10048	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1159	soldier_npc_10048	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1160	soldier_npc_10048	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1161	soldier_npc_10048	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1162	soldier_npc_10048	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1163	soldier_npc_10048	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1164	soldier_npc_10048	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1165	soldier_npc_10048	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1166	soldier_npc_10048	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1167	soldier_npc_10048	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1168	soldier_npc_10048	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1169	soldier_npc_10048	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1170	soldier_npc_10048	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1171	soldier_npc_10048	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1172	soldier_npc_10048	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1173	soldier_npc_10048	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1174	soldier_npc_10048	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1175	soldier_npc_10048	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1176	soldier_npc_10048	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1177	soldier_npc_10049	1	1	1300000050			1
1178	soldier_npc_10049	1	2	1300000051	item105000000030,10	1,20000	1
1179	soldier_npc_10049	1	3	1300000052	item105000000030,20	1,40000	1
1180	soldier_npc_10049	1	4	1300000053	item105000000030,35	1,60000	1
1181	soldier_npc_10049	1	5	1300000054	item105000000030,50	1,80000	1
1182	soldier_npc_10049	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1183	soldier_npc_10049	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1184	soldier_npc_10049	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1185	soldier_npc_10049	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1186	soldier_npc_10049	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1187	soldier_npc_10049	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1188	soldier_npc_10049	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1189	soldier_npc_10049	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1190	soldier_npc_10049	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1191	soldier_npc_10049	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1192	soldier_npc_10049	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1193	soldier_npc_10049	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1194	soldier_npc_10049	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1195	soldier_npc_10049	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1196	soldier_npc_10049	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1197	soldier_npc_10049	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1198	soldier_npc_10049	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1199	soldier_npc_10049	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1200	soldier_npc_10049	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1201	soldier_npc_10049	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1202	soldier_npc_10050	1	1	1300000050			1
1203	soldier_npc_10050	1	2	1300000051	item105000000030,10	1,20000	1
1204	soldier_npc_10050	1	3	1300000052	item105000000030,20	1,40000	1
1205	soldier_npc_10050	1	4	1300000053	item105000000030,35	1,60000	1
1206	soldier_npc_10050	1	5	1300000054	item105000000030,50	1,80000	1
1207	soldier_npc_10050	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1208	soldier_npc_10050	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1209	soldier_npc_10050	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1210	soldier_npc_10050	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1211	soldier_npc_10050	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1212	soldier_npc_10050	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1213	soldier_npc_10050	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1214	soldier_npc_10050	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1215	soldier_npc_10050	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1216	soldier_npc_10050	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1217	soldier_npc_10050	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1218	soldier_npc_10050	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1219	soldier_npc_10050	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1220	soldier_npc_10050	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1221	soldier_npc_10050	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1222	soldier_npc_10050	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1223	soldier_npc_10050	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1224	soldier_npc_10050	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1225	soldier_npc_10050	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1226	soldier_npc_10050	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1227	soldier_npc_10051	1	1	1300000050			1
1228	soldier_npc_10051	1	2	1300000051	item105000000030,10	1,20000	1
1229	soldier_npc_10051	1	3	1300000052	item105000000030,20	1,40000	1
1230	soldier_npc_10051	1	4	1300000053	item105000000030,35	1,60000	1
1231	soldier_npc_10051	1	5	1300000054	item105000000030,50	1,80000	1
1232	soldier_npc_10051	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1233	soldier_npc_10051	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1234	soldier_npc_10051	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1235	soldier_npc_10051	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1236	soldier_npc_10051	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1237	soldier_npc_10051	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1238	soldier_npc_10051	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1239	soldier_npc_10051	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1240	soldier_npc_10051	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1241	soldier_npc_10051	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1242	soldier_npc_10051	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1243	soldier_npc_10051	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1244	soldier_npc_10051	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1245	soldier_npc_10051	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1246	soldier_npc_10051	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1247	soldier_npc_10051	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1248	soldier_npc_10051	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1249	soldier_npc_10051	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1250	soldier_npc_10051	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1251	soldier_npc_10051	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1252	soldier_npc_10053	1	1	1300000050			1
1253	soldier_npc_10053	1	2	1300000051	item105000000030,10	1,20000	1
1254	soldier_npc_10053	1	3	1300000052	item105000000030,20	1,40000	1
1255	soldier_npc_10053	1	4	1300000053	item105000000030,35	1,60000	1
1256	soldier_npc_10053	1	5	1300000054	item105000000030,50	1,80000	1
1257	soldier_npc_10053	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1258	soldier_npc_10053	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1259	soldier_npc_10053	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1260	soldier_npc_10053	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1261	soldier_npc_10053	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1262	soldier_npc_10053	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1263	soldier_npc_10053	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1264	soldier_npc_10053	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1265	soldier_npc_10053	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1266	soldier_npc_10053	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1267	soldier_npc_10053	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1268	soldier_npc_10053	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1269	soldier_npc_10053	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1270	soldier_npc_10053	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1271	soldier_npc_10053	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1272	soldier_npc_10053	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1273	soldier_npc_10053	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1274	soldier_npc_10053	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1275	soldier_npc_10053	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1276	soldier_npc_10053	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
1277	soldier_npc_10054	1	1	1300000050			1
1278	soldier_npc_10054	1	2	1300000051	item105000000030,10	1,20000	1
1279	soldier_npc_10054	1	3	1300000052	item105000000030,20	1,40000	1
1280	soldier_npc_10054	1	4	1300000053	item105000000030,35	1,60000	1
1281	soldier_npc_10054	1	5	1300000054	item105000000030,50	1,80000	1
1282	soldier_npc_10054	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
1283	soldier_npc_10054	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
1284	soldier_npc_10054	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
1285	soldier_npc_10054	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
1286	soldier_npc_10054	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
1287	soldier_npc_10054	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
1288	soldier_npc_10054	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
1289	soldier_npc_10054	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
1290	soldier_npc_10054	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
1291	soldier_npc_10054	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
1292	soldier_npc_10054	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
1293	soldier_npc_10054	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
1294	soldier_npc_10054	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
1295	soldier_npc_10054	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
1296	soldier_npc_10054	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
1297	soldier_npc_10054	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
1298	soldier_npc_10054	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
1299	soldier_npc_10054	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
1300	soldier_npc_10054	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
1301	soldier_npc_10054	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
