主任务ID	主任务类型	任务二级分类	任务组	任务等级	主角等级	等级上限	限制职业	接取场景	接取NPC	接取坐标	触发范围	互斥任务	前置任务	前置任务组合类型	自动接取任务关联	判断进度条显示	鎏光特效显示	脚本接口	是否可放弃	显示图片	标题	内容	故事	任务难度	任务完成时间检查条件	世界任务内容	探索ID	副本任务标识
1750223	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750223	AcceptTaskContent1750223	AcceptTaskStory1750223	-1			0	0
1750224	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750224	AcceptTaskContent1750224	AcceptTaskStory1750224	-1			0	0
1750225	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750225	AcceptTaskContent1750225	AcceptTaskStory1750225	-1			0	0
1750226	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750226	AcceptTaskContent1750226	AcceptTaskStory1750226	-1			0	0
1750227	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750227	AcceptTaskContent1750227	AcceptTaskStory1750227	-1			0	0
1750228	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750228	AcceptTaskContent1750228	AcceptTaskStory1750228	-1			0	0
1750229	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750229	AcceptTaskContent1750229	AcceptTaskStory1750229	-1			0	0
1750230	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750230	AcceptTaskContent1750230	AcceptTaskStory1750230	-1			0	0
1750231	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750231	AcceptTaskContent1750231	AcceptTaskStory1750231	-1			0	0
1750232	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750232	AcceptTaskContent1750232	AcceptTaskStory1750232	-1			0	0
1750233	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750233	AcceptTaskContent1750233	AcceptTaskStory1750233	-1			0	0
1750234	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750234	AcceptTaskContent1750234	AcceptTaskStory1750234	-1			0	0
1750235	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750235	AcceptTaskContent1750235	AcceptTaskStory1750235	-1			0	0
1750236	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750236	AcceptTaskContent1750236	AcceptTaskStory1750236	-1			0	0
1750237	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750237	AcceptTaskContent1750237	AcceptTaskStory1750237	-1			0	0
1750238	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750238	AcceptTaskContent1750238	AcceptTaskStory1750238	-1			0	0
1750239	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750239	AcceptTaskContent1750239	AcceptTaskStory1750239	-1			0	0
1750240	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750240	AcceptTaskContent1750240	AcceptTaskStory1750240	-1			0	0
1750241	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750241	AcceptTaskContent1750241	AcceptTaskStory1750241	-1			0	0
1750242	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750242	AcceptTaskContent1750242	AcceptTaskStory1750242	-1			0	0
1750243	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750243	AcceptTaskContent1750243	AcceptTaskStory1750243	-1			0	0
1750244	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750244	AcceptTaskContent1750244	AcceptTaskStory1750244	-1			0	0
1750245	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750245	AcceptTaskContent1750245	AcceptTaskStory1750245	-1			0	0
1750246	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750246	AcceptTaskContent1750246	AcceptTaskStory1750246	-1			0	0
1750247	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750247	AcceptTaskContent1750247	AcceptTaskStory1750247	-1			0	0
1750248	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750248	AcceptTaskContent1750248	AcceptTaskStory1750248	-1			0	0
2750201	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750201	AcceptTaskContent2750201	AcceptTaskStory2750201	-1			0	0
2750202	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750202	AcceptTaskContent2750202	AcceptTaskStory2750202	-1			0	0
2750203	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750203	AcceptTaskContent2750203	AcceptTaskStory2750203	-1			0	0
2750204	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750204	AcceptTaskContent2750204	AcceptTaskStory2750204	-1			0	0
2750205	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750205	AcceptTaskContent2750205	AcceptTaskStory2750205	-1			0	0
2750206	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750206	AcceptTaskContent2750206	AcceptTaskStory2750206	-1			0	0
2750207	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750207	AcceptTaskContent2750207	AcceptTaskStory2750207	-1			0	0
2750208	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750208	AcceptTaskContent2750208	AcceptTaskStory2750208	-1			0	0
2750209	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750209	AcceptTaskContent2750209	AcceptTaskStory2750209	-1			0	0
2750210	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750210	AcceptTaskContent2750210	AcceptTaskStory2750210	-1			0	0
2750211	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750211	AcceptTaskContent2750211	AcceptTaskStory2750211	-1			0	0
2750212	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750212	AcceptTaskContent2750212	AcceptTaskStory2750212	-1			0	0
2750213	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750213	AcceptTaskContent2750213	AcceptTaskStory2750213	-1			0	0
2750214	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750214	AcceptTaskContent2750214	AcceptTaskStory2750214	-1			0	0
2750215	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750215	AcceptTaskContent2750215	AcceptTaskStory2750215	-1			0	0
2750216	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750216	AcceptTaskContent2750216	AcceptTaskStory2750216	-1			0	0
2750217	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750217	AcceptTaskContent2750217	AcceptTaskStory2750217	-1			0	0
2750218	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750218	AcceptTaskContent2750218	AcceptTaskStory2750218	-1			0	0
2750219	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750219	AcceptTaskContent2750219	AcceptTaskStory2750219	-1			0	0
2750220	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750220	AcceptTaskContent2750220	AcceptTaskStory2750220	-1			0	0
2750221	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750221	AcceptTaskContent2750221	AcceptTaskStory2750221	-1			0	0
2750222	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750222	AcceptTaskContent2750222	AcceptTaskStory2750222	-1			0	0
2750223	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750223	AcceptTaskContent2750223	AcceptTaskStory2750223	-1			0	0
2750224	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750224	AcceptTaskContent2750224	AcceptTaskStory2750224	-1			0	0
2750225	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750225	AcceptTaskContent2750225	AcceptTaskStory2750225	-1			0	0
2750226	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750226	AcceptTaskContent2750226	AcceptTaskStory2750226	-1			0	0
2750227	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750227	AcceptTaskContent2750227	AcceptTaskStory2750227	-1			0	0
2750228	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750228	AcceptTaskContent2750228	AcceptTaskStory2750228	-1			0	0
2750229	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750229	AcceptTaskContent2750229	AcceptTaskStory2750229	-1			0	0
2750230	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750230	AcceptTaskContent2750230	AcceptTaskStory2750230	-1			0	0
2750231	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750231	AcceptTaskContent2750231	AcceptTaskStory2750231	-1			0	0
2750232	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750232	AcceptTaskContent2750232	AcceptTaskStory2750232	-1			0	0
2750233	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750233	AcceptTaskContent2750233	AcceptTaskStory2750233	-1			0	0
2750234	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750234	AcceptTaskContent2750234	AcceptTaskStory2750234	-1			0	0
2750235	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750235	AcceptTaskContent2750235	AcceptTaskStory2750235	-1			0	0
2750236	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750236	AcceptTaskContent2750236	AcceptTaskStory2750236	-1			0	0
2750237	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750237	AcceptTaskContent2750237	AcceptTaskStory2750237	-1			0	0
2750238	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750238	AcceptTaskContent2750238	AcceptTaskStory2750238	-1			0	0
2750239	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750239	AcceptTaskContent2750239	AcceptTaskStory2750239	-1			0	0
2750240	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750240	AcceptTaskContent2750240	AcceptTaskStory2750240	-1			0	0
2750241	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750241	AcceptTaskContent2750241	AcceptTaskStory2750241	-1			0	0
2750242	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750242	AcceptTaskContent2750242	AcceptTaskStory2750242	-1			0	0
2750243	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750243	AcceptTaskContent2750243	AcceptTaskStory2750243	-1			0	0
2750244	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750244	AcceptTaskContent2750244	AcceptTaskStory2750244	-1			0	0
2750245	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750245	AcceptTaskContent2750245	AcceptTaskStory2750245	-1			0	0
2750246	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName2750246	AcceptTaskContent2750246	AcceptTaskStory2750246	-1			0	0
1750301	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750301	AcceptTaskContent1750301	AcceptTaskStory1750301	-1			0	0
1750302	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750302	AcceptTaskContent1750302	AcceptTaskStory1750302	-1			0	0
1750303	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750303	AcceptTaskContent1750303	AcceptTaskStory1750303	-1			0	0
1750304	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750304	AcceptTaskContent1750304	AcceptTaskStory1750304	-1			0	0
1750305	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750305	AcceptTaskContent1750305	AcceptTaskStory1750305	-1			0	0
1750306	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750306	AcceptTaskContent1750306	AcceptTaskStory1750306	-1			0	0
1750307	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750307	AcceptTaskContent1750307	AcceptTaskStory1750307	-1			0	0
1750308	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750308	AcceptTaskContent1750308	AcceptTaskStory1750308	-1			0	0
1750309	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750309	AcceptTaskContent1750309	AcceptTaskStory1750309	-1			0	0
1750310	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750310	AcceptTaskContent1750310	AcceptTaskStory1750310	-1			0	0
1750311	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750311	AcceptTaskContent1750311	AcceptTaskStory1750311	-1			0	0
1750312	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750312	AcceptTaskContent1750312	AcceptTaskStory1750312	-1			0	0
1750313	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750313	AcceptTaskContent1750313	AcceptTaskStory1750313	-1			0	0
1750314	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750314	AcceptTaskContent1750314	AcceptTaskStory1750314	-1			0	0
1750315	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750315	AcceptTaskContent1750315	AcceptTaskStory1750315	-1			0	0
1750316	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750316	AcceptTaskContent1750316	AcceptTaskStory1750316	-1			0	0
1750317	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750317	AcceptTaskContent1750317	AcceptTaskStory1750317	-1			0	0
1750318	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750318	AcceptTaskContent1750318	AcceptTaskStory1750318	-1			0	0
1750319	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750319	AcceptTaskContent1750319	AcceptTaskStory1750319	-1			0	0
1750320	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750320	AcceptTaskContent1750320	AcceptTaskStory1750320	-1			0	0
1750321	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750321	AcceptTaskContent1750321	AcceptTaskStory1750321	-1			0	0
1750322	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750322	AcceptTaskContent1750322	AcceptTaskStory1750322	-1			0	0
1750323	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750323	AcceptTaskContent1750323	AcceptTaskStory1750323	-1			0	0
1750324	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750324	AcceptTaskContent1750324	AcceptTaskStory1750324	-1			0	0
1750325	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750325	AcceptTaskContent1750325	AcceptTaskStory1750325	-1			0	0
1750326	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750326	AcceptTaskContent1750326	AcceptTaskStory1750326	-1			0	0
1750327	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750327	AcceptTaskContent1750327	AcceptTaskStory1750327	-1			0	0
1750328	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750328	AcceptTaskContent1750328	AcceptTaskStory1750328	-1			0	0
1750329	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750329	AcceptTaskContent1750329	AcceptTaskStory1750329	-1			0	0
1750330	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750330	AcceptTaskContent1750330	AcceptTaskStory1750330	-1			0	0
1750331	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750331	AcceptTaskContent1750331	AcceptTaskStory1750331	-1			0	0
1750332	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750332	AcceptTaskContent1750332	AcceptTaskStory1750332	-1			0	0
1750333	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750333	AcceptTaskContent1750333	AcceptTaskStory1750333	-1			0	0
1750334	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750334	AcceptTaskContent1750334	AcceptTaskStory1750334	-1			0	0
1750335	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750335	AcceptTaskContent1750335	AcceptTaskStory1750335	-1			0	0
1750336	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750336	AcceptTaskContent1750336	AcceptTaskStory1750336	-1			0	0
1750337	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750337	AcceptTaskContent1750337	AcceptTaskStory1750337	-1			0	0
1750338	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750338	AcceptTaskContent1750338	AcceptTaskStory1750338	-1			0	0
1750339	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750339	AcceptTaskContent1750339	AcceptTaskStory1750339	-1			0	0
1750340	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750340	AcceptTaskContent1750340	AcceptTaskStory1750340	-1			0	0
1750341	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750341	AcceptTaskContent1750341	AcceptTaskStory1750341	-1			0	0
1750342	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750342	AcceptTaskContent1750342	AcceptTaskStory1750342	-1			0	0
1750343	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750343	AcceptTaskContent1750343	AcceptTaskStory1750343	-1			0	0
1750344	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750344	AcceptTaskContent1750344	AcceptTaskStory1750344	-1			0	0
1750345	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750345	AcceptTaskContent1750345	AcceptTaskStory1750345	-1			0	0
1750346	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750346	AcceptTaskContent1750346	AcceptTaskStory1750346	-1			0	0
1750347	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750347	AcceptTaskContent1750347	AcceptTaskStory1750347	-1			0	0
1750348	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750348	AcceptTaskContent1750348	AcceptTaskStory1750348	-1			0	0
1750349	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750349	AcceptTaskContent1750349	AcceptTaskStory1750349	-1			0	0
1750350	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750350	AcceptTaskContent1750350	AcceptTaskStory1750350	-1			0	0
1750351	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750351	AcceptTaskContent1750351	AcceptTaskStory1750351	-1			0	0
1750352	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750352	AcceptTaskContent1750352	AcceptTaskStory1750352	-1			0	0
1750353	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750353	AcceptTaskContent1750353	AcceptTaskStory1750353	-1			0	0
1750354	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750354	AcceptTaskContent1750354	AcceptTaskStory1750354	-1			0	0
1750362	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750362	AcceptTaskContent1750362	AcceptTaskStory1750362	-1			0	0
1750363	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750363	AcceptTaskContent1750363	AcceptTaskStory1750363	-1			0	0
1750364	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750364	AcceptTaskContent1750364	AcceptTaskStory1750364	-1			0	0
1750365	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750365	AcceptTaskContent1750365	AcceptTaskStory1750365	-1			0	0
1750366	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750366	AcceptTaskContent1750366	AcceptTaskStory1750366	-1			0	0
1750355	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750355	AcceptTaskContent1750355	AcceptTaskStory1750355	-1			0	0
1750356	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750356	AcceptTaskContent1750356	AcceptTaskStory1750356	-1			0	0
1750357	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750357	AcceptTaskContent1750357	AcceptTaskStory1750357	-1			0	0
1750358	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750358	AcceptTaskContent1750358	AcceptTaskStory1750358	-1			0	0
1750359	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750359	AcceptTaskContent1750359	AcceptTaskStory1750359	-1			0	0
1750360	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750360	AcceptTaskContent1750360	AcceptTaskStory1750360	-1			0	0
1750361	21	0	0	-1	25	110		0			0			0	1	0			0		AcceptTaskName1750361	AcceptTaskContent1750361	AcceptTaskStory1750361	-1			0	0
2100100	2	0	0	-1	16	110		0			0			0	1	0		task/task2100100.lua	0		AcceptTaskName2100100	AcceptTaskContent2100100	AcceptTaskStory2100100	-1			0	0
560100	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560101	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560102	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560103	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560104	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560105	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560106	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560107	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560108	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560109	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560110	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560111	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560112	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560113	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560114	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560115	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560116	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560117	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560118	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560119	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560120	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560121	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560122	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560123	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560124	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560125	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560126	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560127	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560128	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560129	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560130	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560131	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560132	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560133	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560134	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560135	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560136	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560137	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560138	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560139	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560140	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560141	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560142	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560143	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560144	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560145	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560146	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560147	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560148	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
560149	6	0	0	-1	20	110		0			0			0	1	0			0		AcceptTaskName560100	AcceptTaskContent560100	AcceptTaskStory560100	-1			0	0
