编号	类型	图纸ID	图纸数量	分组标签	排序	合成道具	合成数量	合成需求货币	货币数量	需求材料1	材料1数量	材料1等级	需求材料2	材料2数量	材料2等级	需求材料3	材料3数量	材料3等级	需求材料4	材料4数量	材料4等级	需求材料5	材料5数量	材料5等级
9301110655004	6		0	9	842	equip301110655004	1	1	600000	equip301100655004	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110656004	6		0	9	843	equip301110656004	1	1	600000	equip301100656004	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9302110443004	6		0	9	844	equip302110541004	1	1	600000	equip302100541004	1	3	item103015110402	14	1	item103015110407	42	1	item103015110416	16	1	item103015110417	1	1
9303110443004	6		0	9	845	equip303110541004	1	1	600000	equip303100541004	1	3	item103015110403	12	1	item103015110407	68	1	item103015110415	16	1	item103015110417	1	1
9304110443004	6		0	9	846	equip304110541004	1	1	600000	equip304100541004	1	3	item103015110404	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9305110443004	6		0	9	847	equip305110541004	1	1	600000	equip305100541004	1	3	item103015110405	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9306110443004	6		0	9	848	equip306110541004	1	1	600000	equip306100541004	1	3	item103015110406	5	1	item103015110407	78	1	item103015110416	14	1	item103015110417	1	1
9301110443005	6		0	9	849	equip301110541005	1	1	600000	equip301100541005	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110651005	6		0	9	850	equip301110651005	1	1	600000	equip301100651005	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110652005	6		0	9	851	equip301110652005	1	1	600000	equip301100652005	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110653005	6		0	9	852	equip301110653005	1	1	600000	equip301100653005	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110654005	6		0	9	853	equip301110654005	1	1	600000	equip301100654005	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110655005	6		0	9	854	equip301110655005	1	1	600000	equip301100655005	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110656005	6		0	9	855	equip301110656005	1	1	600000	equip301100656005	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9302110443005	6		0	9	856	equip302110541005	1	1	600000	equip302100541005	1	3	item103015110402	14	1	item103015110407	42	1	item103015110416	16	1	item103015110417	1	1
9303110443005	6		0	9	857	equip303110541005	1	1	600000	equip303100541005	1	3	item103015110403	12	1	item103015110407	68	1	item103015110415	16	1	item103015110417	1	1
9304110443005	6		0	9	858	equip304110541005	1	1	600000	equip304100541005	1	3	item103015110404	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9305110443005	6		0	9	859	equip305110541005	1	1	600000	equip305100541005	1	3	item103015110405	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9306110443005	6		0	9	860	equip306110541005	1	1	600000	equip306100541005	1	3	item103015110406	5	1	item103015110407	78	1	item103015110416	14	1	item103015110417	1	1
9301110443006	6		0	9	861	equip301110541006	1	1	600000	equip301100541006	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110651006	6		0	9	862	equip301110651006	1	1	600000	equip301100651006	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110652006	6		0	9	863	equip301110652006	1	1	600000	equip301100652006	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110653006	6		0	9	864	equip301110653006	1	1	600000	equip301100653006	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110654006	6		0	9	865	equip301110654006	1	1	600000	equip301100654006	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110655006	6		0	9	866	equip301110655006	1	1	600000	equip301100655006	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110656006	6		0	9	867	equip301110656006	1	1	600000	equip301100656006	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9302110443006	6		0	9	868	equip302110541006	1	1	600000	equip302100541006	1	3	item103015110402	14	1	item103015110407	42	1	item103015110416	16	1	item103015110417	1	1
9303110443006	6		0	9	869	equip303110541006	1	1	600000	equip303100541006	1	3	item103015110403	12	1	item103015110407	68	1	item103015110415	16	1	item103015110417	1	1
9304110443006	6		0	9	870	equip304110541006	1	1	600000	equip304100541006	1	3	item103015110404	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9305110443006	6		0	9	871	equip305110541006	1	1	600000	equip305100541006	1	3	item103015110405	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9306110443006	6		0	9	872	equip306110541006	1	1	600000	equip306100541006	1	3	item103015110406	5	1	item103015110407	78	1	item103015110416	14	1	item103015110417	1	1
9301050430001	1	item9301050430001	1	3	1001	equip301050433001	1	1	100000	equip301040433001	1	3	item103015110302	16	1	item108100103152	32	1	item108100102103	64	1		0	0
9307040541999	4		0	2	1001	equip307040541999	1	1	300000	item103015110408	3	1	item103015110409	24	1	item108100102202	48	1	item108100103251	24	1		0	0
9302050430001	1	item9302050430001	1	3	1002	equip302050433001	1	1	100000	equip302040433001	1	3	item103015110303	6	1	item108100103052	12	1	item108100101203	24	1		0	0
9308040541999	4		0	2	1002	equip308040541999	1	1	300000	item103015110408	5	1	item103015110409	40	1	item108100102202	80	1	item108100103251	40	1		0	0
9303050430001	1	item9303050430001	1	3	1003	equip303050433001	1	1	100000	equip303040433001	1	3	item103015110302	6	1	item108100103152	12	1	item108100102103	24	1		0	0
9309040541999	4		0	2	1003	equip309040541999	1	1	300000	item103015110408	5	1	item103015110409	40	1	item108100102202	80	1	item108100103251	40	1		0	0
9304050430001	1	item9304050430001	1	3	1004	equip304050433001	1	1	100000	equip304040433001	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9310040541999	4		0	2	1004	equip310040541999	1	1	300000	item103015110408	3	1	item103015110409	24	1	item108100102202	48	1	item108100103251	24	1		0	0
9305050430001	1	item9305050430001	1	3	1005	equip305050433001	1	1	100000	equip305040433001	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9306050430001	1	item9306050430001	1	3	1006	equip306050433001	1	1	100000	equip306040433001	1	3	item103015110303	4	1	item108100103052	8	1	item108100101203	16	1		0	0
9301050430002	1	item9301050430002	1	3	1007	equip301050433002	1	1	100000	equip301040433002	1	3	item103015110302	16	1	item108100103152	32	1	item108100102103	64	1		0	0
9302050430002	1	item9302050430002	1	3	1008	equip302050433002	1	1	100000	equip302040433002	1	3	item103015110303	6	1	item108100103052	12	1	item108100101203	24	1		0	0
9303050430002	1	item9303050430002	1	3	1009	equip303050433002	1	1	100000	equip303040433002	1	3	item103015110302	6	1	item108100103152	12	1	item108100102103	24	1		0	0
9304050430002	1	item9304050430002	1	3	1010	equip304050433002	1	1	100000	equip304040433002	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9305050430002	1	item9305050430002	1	3	1011	equip305050433002	1	1	100000	equip305040433002	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9306050430002	1	item9306050430002	1	3	1012	equip306050433002	1	1	100000	equip306040433002	1	3	item103015110303	4	1	item108100103052	8	1	item108100101203	16	1		0	0
9301050430003	1	item9301050430003	1	3	1013	equip301050433003	1	1	100000	equip301040433003	1	3	item103015110302	16	1	item108100103152	32	1	item108100102103	64	1		0	0
9302050430003	1	item9302050430003	1	3	1014	equip302050433003	1	1	100000	equip302040433003	1	3	item103015110303	6	1	item108100103052	12	1	item108100101203	24	1		0	0
9303050430003	1	item9303050430003	1	3	1015	equip303050433003	1	1	100000	equip303040433003	1	3	item103015110302	6	1	item108100103152	12	1	item108100102103	24	1		0	0
9304050430003	1	item9304050430003	1	3	1016	equip304050433003	1	1	100000	equip304040433003	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9305050430003	1	item9305050430003	1	3	1017	equip305050433003	1	1	100000	equip305040433003	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9306050430003	1	item9306050430003	1	3	1018	equip306050433003	1	1	100000	equip306040433003	1	3	item103015110303	4	1	item108100103052	8	1	item108100101203	16	1		0	0
9301050430004	1	item9301050430004	1	3	1019	equip301050433004	1	1	100000	equip301040433004	1	3	item103015110302	16	1	item108100103152	32	1	item108100102103	64	1		0	0
9302050430004	1	item9302050430004	1	3	1020	equip302050433004	1	1	100000	equip302040433004	1	3	item103015110303	6	1	item108100103052	12	1	item108100101203	24	1		0	0
9303050430004	1	item9303050430004	1	3	1021	equip303050433004	1	1	100000	equip303040433004	1	3	item103015110302	6	1	item108100103152	12	1	item108100102103	24	1		0	0
9304050430004	1	item9304050430004	1	3	1022	equip304050433004	1	1	100000	equip304040433004	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9305050430004	1	item9305050430004	1	3	1023	equip305050433004	1	1	100000	equip305040433004	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9306050430004	1	item9306050430004	1	3	1024	equip306050433004	1	1	100000	equip306040433004	1	3	item103015110303	4	1	item108100103052	8	1	item108100101203	16	1		0	0
9301050430005	1	item9301050430005	1	3	1025	equip301050433005	1	1	100000	equip301040433005	1	3	item103015110302	16	1	item108100103152	32	1	item108100102103	64	1		0	0
9302050430005	1	item9302050430005	1	3	1026	equip302050433005	1	1	100000	equip302040433005	1	3	item103015110303	6	1	item108100103052	12	1	item108100101203	24	1		0	0
9303050430005	1	item9303050430005	1	3	1027	equip303050433005	1	1	100000	equip303040433005	1	3	item103015110302	6	1	item108100103152	12	1	item108100102103	24	1		0	0
9304050430005	1	item9304050430005	1	3	1028	equip304050433005	1	1	100000	equip304040433005	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9305050430005	1	item9305050430005	1	3	1029	equip305050433005	1	1	100000	equip305040433005	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9306050430005	1	item9306050430005	1	3	1030	equip306050433005	1	1	100000	equip306040433005	1	3	item103015110303	4	1	item108100103052	8	1	item108100101203	16	1		0	0
9301050430006	1	item9301050430006	1	3	1031	equip301050433006	1	1	100000	equip301040433006	1	3	item103015110302	16	1	item108100103152	32	1	item108100102103	64	1		0	0
9302050430006	1	item9302050430006	1	3	1032	equip302050433006	1	1	100000	equip302040433006	1	3	item103015110303	6	1	item108100103052	12	1	item108100101203	24	1		0	0
9303050430006	1	item9303050430006	1	3	1033	equip303050433006	1	1	100000	equip303040433006	1	3	item103015110302	6	1	item108100103152	12	1	item108100102103	24	1		0	0
9304050430006	1	item9304050430006	1	3	1034	equip304050433006	1	1	100000	equip304040433006	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9305050430006	1	item9305050430006	1	3	1035	equip305050433006	1	1	100000	equip305040433006	1	3	item103015110303	8	1	item108100103052	16	1	item108100101203	32	1		0	0
9306050430006	1	item9306050430006	1	3	1036	equip306050433006	1	1	100000	equip306040433006	1	3	item103015110303	4	1	item108100103052	8	1	item108100101203	16	1		0	0
9301060430001	1	item9301060430001	1	4	1101	equip301060433001	1	1	100000	equip301050433001	1	3	item103015110302	40	1	item108100103152	64	1	item108100102104	128	1		0	0
9302060430001	1	item9302060430001	1	4	1102	equip302060433001	1	1	100000	equip302050433001	1	3	item103015110303	15	1	item108100103052	24	1	item108100101204	48	1		0	0
9303060430001	1	item9303060430001	1	4	1103	equip303060433001	1	1	100000	equip303050433001	1	3	item103015110302	15	1	item108100103152	24	1	item108100102104	48	1		0	0
9304060430001	1	item9304060430001	1	4	1104	equip304060433001	1	1	100000	equip304050433001	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9305060430001	1	item9305060430001	1	4	1105	equip305060433001	1	1	100000	equip305050433001	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9306060430001	1	item9306060430001	1	4	1106	equip306060433001	1	1	100000	equip306050433001	1	3	item103015110303	10	1	item108100103052	16	1	item108100101204	32	1		0	0
9301060430002	1	item9301060430002	1	4	1107	equip301060433002	1	1	100000	equip301050433002	1	3	item103015110302	40	1	item108100103152	64	1	item108100102104	128	1		0	0
9302060430002	1	item9302060430002	1	4	1108	equip302060433002	1	1	100000	equip302050433002	1	3	item103015110303	15	1	item108100103052	24	1	item108100101204	48	1		0	0
9303060430002	1	item9303060430002	1	4	1109	equip303060433002	1	1	100000	equip303050433002	1	3	item103015110302	15	1	item108100103152	24	1	item108100102104	48	1		0	0
9304060430002	1	item9304060430002	1	4	1110	equip304060433002	1	1	100000	equip304050433002	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9305060430002	1	item9305060430002	1	4	1111	equip305060433002	1	1	100000	equip305050433002	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9306060430002	1	item9306060430002	1	4	1112	equip306060433002	1	1	100000	equip306050433002	1	3	item103015110303	10	1	item108100103052	16	1	item108100101204	32	1		0	0
9301060430003	1	item9301060430003	1	4	1113	equip301060433003	1	1	100000	equip301050433003	1	3	item103015110302	40	1	item108100103152	64	1	item108100102104	128	1		0	0
9302060430003	1	item9302060430003	1	4	1114	equip302060433003	1	1	100000	equip302050433003	1	3	item103015110303	15	1	item108100103052	24	1	item108100101204	48	1		0	0
9303060430003	1	item9303060430003	1	4	1115	equip303060433003	1	1	100000	equip303050433003	1	3	item103015110302	15	1	item108100103152	24	1	item108100102104	48	1		0	0
9304060430003	1	item9304060430003	1	4	1116	equip304060433003	1	1	100000	equip304050433003	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9305060430003	1	item9305060430003	1	4	1117	equip305060433003	1	1	100000	equip305050433003	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9306060430003	1	item9306060430003	1	4	1118	equip306060433003	1	1	100000	equip306050433003	1	3	item103015110303	10	1	item108100103052	16	1	item108100101204	32	1		0	0
9301060430004	1	item9301060430004	1	4	1119	equip301060433004	1	1	100000	equip301050433004	1	3	item103015110302	40	1	item108100103152	64	1	item108100102104	128	1		0	0
9302060430004	1	item9302060430004	1	4	1120	equip302060433004	1	1	100000	equip302050433004	1	3	item103015110303	15	1	item108100103052	24	1	item108100101204	48	1		0	0
9303060430004	1	item9303060430004	1	4	1121	equip303060433004	1	1	100000	equip303050433004	1	3	item103015110302	15	1	item108100103152	24	1	item108100102104	48	1		0	0
9304060430004	1	item9304060430004	1	4	1122	equip304060433004	1	1	100000	equip304050433004	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9305060430004	1	item9305060430004	1	4	1123	equip305060433004	1	1	100000	equip305050433004	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9306060430004	1	item9306060430004	1	4	1124	equip306060433004	1	1	100000	equip306050433004	1	3	item103015110303	10	1	item108100103052	16	1	item108100101204	32	1		0	0
9301060430005	1	item9301060430005	1	4	1125	equip301060433005	1	1	100000	equip301050433005	1	3	item103015110302	40	1	item108100103152	64	1	item108100102104	128	1		0	0
9302060430005	1	item9302060430005	1	4	1126	equip302060433005	1	1	100000	equip302050433005	1	3	item103015110303	15	1	item108100103052	24	1	item108100101204	48	1		0	0
9303060430005	1	item9303060430005	1	4	1127	equip303060433005	1	1	100000	equip303050433005	1	3	item103015110302	15	1	item108100103152	24	1	item108100102104	48	1		0	0
9304060430005	1	item9304060430005	1	4	1128	equip304060433005	1	1	100000	equip304050433005	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9305060430005	1	item9305060430005	1	4	1129	equip305060433005	1	1	100000	equip305050433005	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9306060430005	1	item9306060430005	1	4	1130	equip306060433005	1	1	100000	equip306050433005	1	3	item103015110303	10	1	item108100103052	16	1	item108100101204	32	1		0	0
9301060430006	1	item9301060430006	1	4	1131	equip301060433006	1	1	100000	equip301050433006	1	3	item103015110302	40	1	item108100103152	64	1	item108100102104	128	1		0	0
9302060430006	1	item9302060430006	1	4	1132	equip302060433006	1	1	100000	equip302050433006	1	3	item103015110303	15	1	item108100103052	24	1	item108100101204	48	1		0	0
9303060430006	1	item9303060430006	1	4	1133	equip303060433006	1	1	100000	equip303050433006	1	3	item103015110302	15	1	item108100103152	24	1	item108100102104	48	1		0	0
9304060430006	1	item9304060430006	1	4	1134	equip304060433006	1	1	100000	equip304050433006	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9305060430006	1	item9305060430006	1	4	1135	equip305060433006	1	1	100000	equip305050433006	1	3	item103015110303	20	1	item108100103052	32	1	item108100101204	64	1		0	0
9306060430006	1	item9306060430006	1	4	1136	equip306060433006	1	1	100000	equip306050433006	1	3	item103015110303	10	1	item108100103052	16	1	item108100101204	32	1		0	0
9301070430001	1	item9301070430001	1	5	1201	equip301070443001	1	1	100000	equip301060433001	1	3	item103015110415	16	1	item108100103153	64	1	item108100102105	128	1		0	0
9302070430001	1	item9302070430001	1	5	1202	equip302070443001	1	1	100000	equip302060433001	1	3	item103015110416	6	1	item108100103053	24	1	item108100101205	48	1		0	0
9303070430001	1	item9303070430001	1	5	1203	equip303070443001	1	1	100000	equip303060433001	1	3	item103015110415	6	1	item108100103153	24	1	item108100102105	48	1		0	0
9304070430001	1	item9304070430001	1	5	1204	equip304070443001	1	1	100000	equip304060433001	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9305070430001	1	item9305070430001	1	5	1205	equip305070443001	1	1	100000	equip305060433001	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9306070430001	1	item9306070430001	1	5	1206	equip306070443001	1	1	100000	equip306060433001	1	3	item103015110416	4	1	item108100103053	16	1	item108100101205	32	1		0	0
9301070430002	1	item9301070430002	1	5	1207	equip301070443002	1	1	100000	equip301060433002	1	3	item103015110415	16	1	item108100103153	64	1	item108100102105	128	1		0	0
9302070430002	1	item9302070430002	1	5	1208	equip302070443002	1	1	100000	equip302060433002	1	3	item103015110416	6	1	item108100103053	24	1	item108100101205	48	1		0	0
9303070430002	1	item9303070430002	1	5	1209	equip303070443002	1	1	100000	equip303060433002	1	3	item103015110415	6	1	item108100103153	24	1	item108100102105	48	1		0	0
9304070430002	1	item9304070430002	1	5	1210	equip304070443002	1	1	100000	equip304060433002	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9305070430002	1	item9305070430002	1	5	1211	equip305070443002	1	1	100000	equip305060433002	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9306070430002	1	item9306070430002	1	5	1212	equip306070443002	1	1	100000	equip306060433002	1	3	item103015110416	4	1	item108100103053	16	1	item108100101205	32	1		0	0
9301070430003	1	item9301070430003	1	5	1213	equip301070443003	1	1	100000	equip301060433003	1	3	item103015110415	16	1	item108100103153	64	1	item108100102105	128	1		0	0
9302070430003	1	item9302070430003	1	5	1214	equip302070443003	1	1	100000	equip302060433003	1	3	item103015110416	6	1	item108100103053	24	1	item108100101205	48	1		0	0
9303070430003	1	item9303070430003	1	5	1215	equip303070443003	1	1	100000	equip303060433003	1	3	item103015110415	6	1	item108100103153	24	1	item108100102105	48	1		0	0
9304070430003	1	item9304070430003	1	5	1216	equip304070443003	1	1	100000	equip304060433003	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9305070430003	1	item9305070430003	1	5	1217	equip305070443003	1	1	100000	equip305060433003	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9306070430003	1	item9306070430003	1	5	1218	equip306070443003	1	1	100000	equip306060433003	1	3	item103015110416	4	1	item108100103053	16	1	item108100101205	32	1		0	0
9301070430004	1	item9301070430004	1	5	1219	equip301070443004	1	1	100000	equip301060433004	1	3	item103015110415	16	1	item108100103153	64	1	item108100102105	128	1		0	0
9302070430004	1	item9302070430004	1	5	1220	equip302070443004	1	1	100000	equip302060433004	1	3	item103015110416	6	1	item108100103053	24	1	item108100101205	48	1		0	0
9303070430004	1	item9303070430004	1	5	1221	equip303070443004	1	1	100000	equip303060433004	1	3	item103015110415	6	1	item108100103153	24	1	item108100102105	48	1		0	0
9304070430004	1	item9304070430004	1	5	1222	equip304070443004	1	1	100000	equip304060433004	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9305070430004	1	item9305070430004	1	5	1223	equip305070443004	1	1	100000	equip305060433004	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9306070430004	1	item9306070430004	1	5	1224	equip306070443004	1	1	100000	equip306060433004	1	3	item103015110416	4	1	item108100103053	16	1	item108100101205	32	1		0	0
9301070430005	1	item9301070430005	1	5	1225	equip301070443005	1	1	100000	equip301060433005	1	3	item103015110415	16	1	item108100103153	64	1	item108100102105	128	1		0	0
9302070430005	1	item9302070430005	1	5	1226	equip302070443005	1	1	100000	equip302060433005	1	3	item103015110416	6	1	item108100103053	24	1	item108100101205	48	1		0	0
9303070430005	1	item9303070430005	1	5	1227	equip303070443005	1	1	100000	equip303060433005	1	3	item103015110415	6	1	item108100103153	24	1	item108100102105	48	1		0	0
9304070430005	1	item9304070430005	1	5	1228	equip304070443005	1	1	100000	equip304060433005	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9305070430005	1	item9305070430005	1	5	1229	equip305070443005	1	1	100000	equip305060433005	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9306070430005	1	item9306070430005	1	5	1230	equip306070443005	1	1	100000	equip306060433005	1	3	item103015110416	4	1	item108100103053	16	1	item108100101205	32	1		0	0
9301070430006	1	item9301070430006	1	5	1231	equip301070443006	1	1	100000	equip301060433006	1	3	item103015110415	16	1	item108100103153	64	1	item108100102105	128	1		0	0
9302070430006	1	item9302070430006	1	5	1232	equip302070443006	1	1	100000	equip302060433006	1	3	item103015110416	6	1	item108100103053	24	1	item108100101205	48	1		0	0
9303070430006	1	item9303070430006	1	5	1233	equip303070443006	1	1	100000	equip303060433006	1	3	item103015110415	6	1	item108100103153	24	1	item108100102105	48	1		0	0
9304070430006	1	item9304070430006	1	5	1234	equip304070443006	1	1	100000	equip304060433006	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9305070430006	1	item9305070430006	1	5	1235	equip305070443006	1	1	100000	equip305060433006	1	3	item103015110416	8	1	item108100103053	32	1	item108100101205	64	1		0	0
9306070430006	1	item9306070430006	1	5	1236	equip306070443006	1	1	100000	equip306060433006	1	3	item103015110416	4	1	item108100103053	16	1	item108100101205	32	1		0	0
9301080430001	1	item9301070430001	2	6	1301	equip301080443001	1	1	100000	equip301070443001	1	3	item103015110415	16	1	item108100103153	64	1	item108100102106	128	1		0	0
9302080430001	1	item9302070430001	2	6	1302	equip302080443001	1	1	100000	equip302070443001	1	3	item103015110416	6	1	item108100103053	24	1	item108100101206	48	1		0	0
9303080430001	1	item9303070430001	2	6	1303	equip303080443001	1	1	100000	equip303070443001	1	3	item103015110415	6	1	item108100103153	24	1	item108100102106	48	1		0	0
9304080430001	1	item9304070430001	2	6	1304	equip304080443001	1	1	100000	equip304070443001	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9305080430001	1	item9305070430001	2	6	1305	equip305080443001	1	1	100000	equip305070443001	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9306080430001	1	item9306070430001	2	6	1306	equip306080443001	1	1	100000	equip306070443001	1	3	item103015110416	4	1	item108100103053	16	1	item108100101206	32	1		0	0
9301080430002	1	item9301070430002	2	6	1307	equip301080443002	1	1	100000	equip301070443002	1	3	item103015110415	16	1	item108100103153	64	1	item108100102106	128	1		0	0
9302080430002	1	item9302070430002	2	6	1308	equip302080443002	1	1	100000	equip302070443002	1	3	item103015110416	6	1	item108100103053	24	1	item108100101206	48	1		0	0
9303080430002	1	item9303070430002	2	6	1309	equip303080443002	1	1	100000	equip303070443002	1	3	item103015110415	6	1	item108100103153	24	1	item108100102106	48	1		0	0
9304080430002	1	item9304070430002	2	6	1310	equip304080443002	1	1	100000	equip304070443002	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9305080430002	1	item9305070430002	2	6	1311	equip305080443002	1	1	100000	equip305070443002	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9306080430002	1	item9306070430002	2	6	1312	equip306080443002	1	1	100000	equip306070443002	1	3	item103015110416	4	1	item108100103053	16	1	item108100101206	32	1		0	0
9301080430003	1	item9301070430003	2	6	1313	equip301080443003	1	1	100000	equip301070443003	1	3	item103015110415	16	1	item108100103153	64	1	item108100102106	128	1		0	0
9302080430003	1	item9302070430003	2	6	1314	equip302080443003	1	1	100000	equip302070443003	1	3	item103015110416	6	1	item108100103053	24	1	item108100101206	48	1		0	0
9303080430003	1	item9303070430003	2	6	1315	equip303080443003	1	1	100000	equip303070443003	1	3	item103015110415	6	1	item108100103153	24	1	item108100102106	48	1		0	0
9304080430003	1	item9304070430003	2	6	1316	equip304080443003	1	1	100000	equip304070443003	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9305080430003	1	item9305070430003	2	6	1317	equip305080443003	1	1	100000	equip305070443003	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9306080430003	1	item9306070430003	2	6	1318	equip306080443003	1	1	100000	equip306070443003	1	3	item103015110416	4	1	item108100103053	16	1	item108100101206	32	1		0	0
9301080430004	1	item9301070430004	2	6	1319	equip301080443004	1	1	100000	equip301070443004	1	3	item103015110415	16	1	item108100103153	64	1	item108100102106	128	1		0	0
9302080430004	1	item9302070430004	2	6	1320	equip302080443004	1	1	100000	equip302070443004	1	3	item103015110416	6	1	item108100103053	24	1	item108100101206	48	1		0	0
9303080430004	1	item9303070430004	2	6	1321	equip303080443004	1	1	100000	equip303070443004	1	3	item103015110415	6	1	item108100103153	24	1	item108100102106	48	1		0	0
9304080430004	1	item9304070430004	2	6	1322	equip304080443004	1	1	100000	equip304070443004	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9305080430004	1	item9305070430004	2	6	1323	equip305080443004	1	1	100000	equip305070443004	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9306080430004	1	item9306070430004	2	6	1324	equip306080443004	1	1	100000	equip306070443004	1	3	item103015110416	4	1	item108100103053	16	1	item108100101206	32	1		0	0
9301080430005	1	item9301070430005	2	6	1325	equip301080443005	1	1	100000	equip301070443005	1	3	item103015110415	16	1	item108100103153	64	1	item108100102106	128	1		0	0
9302080430005	1	item9302070430005	2	6	1326	equip302080443005	1	1	100000	equip302070443005	1	3	item103015110416	6	1	item108100103053	24	1	item108100101206	48	1		0	0
9303080430005	1	item9303070430005	2	6	1327	equip303080443005	1	1	100000	equip303070443005	1	3	item103015110415	6	1	item108100103153	24	1	item108100102106	48	1		0	0
9304080430005	1	item9304070430005	2	6	1328	equip304080443005	1	1	100000	equip304070443005	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9305080430005	1	item9305070430005	2	6	1329	equip305080443005	1	1	100000	equip305070443005	1	3	item103015110416	8	1	item108100103053	32	1	item108100101206	64	1		0	0
9306080430005	1	item9306070430005	2	6	1330	equip306080443005	1	1	100000	equip306070443005	1	3	item103015110416	4	1	item108100103053	16	1	item108100101206	32	1		0	0
