怪物编号	对象类型	动作集	名字	功能名称	种族编号	模型编号	怪物头像	小地图图标	脚本编号	仇恨模式编号	怪物种类	怪物属性类型	属性匹配	世界等级匹配	属性值ID	普通技能	怪物技能	怪物等级	发射点偏移	模型缩放	阻挡信息	旋转	更新AI攻击目标的时间间隔	待机移动速度偏移	战斗移动速度偏移	怪物出场描述	是否显示阴影	触发范围	随机移动半径	是否保持追击	最大追击范围	经验值	死亡特效	死亡慢镜头	死亡程序效果	出场动作	出场美术特效ID	出场程序特效	出场特殊效果	常驻美术特效	常驻头顶标记	怪物说话模组	小地图红点显示	名称血条常驻显示	对话显示修正	对话显示缩放	隐藏进战斗感叹号	元素附体属性
monster37000308	MonsterNpc	2017002	name_m046_1		3	m020|body|m020_body_t1	m020_portrait01			1003	1	1	303212	0	303212001	skill20110	skill20111_02	40		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000309	MonsterNpc	5005002	name_g505		0	g505|body|g505_body_t2|parta|g505_parta_t2	g505_portrait01			1003	101	0	303213	0	303213001		skill20085	40		1.200000	1,4.5		1	-3.000000	-2.000000		0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000310	MonsterNpc	2019002	name_m051		3	m906|body|m906_body_t3	m906_portrait01			1003	3	3	303215	0	303215001	skill20130	skill20131_03,skill20132_01,skill20133_02,skill30001,skill20136	40		0.800000			1	-3.000000	1.500000		0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000311	MonsterNpc	2015002	name_m052		3	m907|body|m907_body_t3	m907_portrait01			1003	3	3	303214	0	303214001	skill20080	skill20081_02,skill20082_03,skill20085,skill20080_01	40		1.300000			1	-3.000000	1.500000		0	40.000000	5.000000	1	1000.000000	0	0	0	0	16	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000312	MonsterNpc	3001004	name_b003		3	b003|body|b003_body_t4	b003_portrait01			1003	3	3	303216	0	303216001	skill30200,skill30201	skill30202_02,skill30203_01,skill30204_02,skill30205_01,skill30206_01,skill30000	40		1.000000			1	0.000000	1.500000	name_des_m30000282	0	15.000000	5.000000	1	1000.000000	0	0	1	0	0	0	0	3			0	1	0	0,0,0	1.000000	0	0
monster37000313	MonsterNpc	0			0					0	62	0	0	0				0		1.000000			1	-3.000000	-2.000000		0	5.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000314	MonsterNpc	5006002	name_g509		0					1003	101	0	303218	0	303218001			40		1.000000			1	-3.000000	-2.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000351	MonsterNpc	2017002	name_m046		3	m020|body|m020_body_t1	m020_portrait01			1003	1	1	303211	0	303211002	skill20110	skill20111_01,skill20112_01	40		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000352	MonsterNpc	2016002	name_m043		3	m019|body|m019_body_t3	m019_portrait01			1003	1	1	303212	0	303212002	skill20090		40		1.000000			1	-3.000000	-2.000000		0	7.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000353	MonsterNpc	5003002	name_g508		0	g508|body|g508_body_t1	g508_portrait01			1003	101	0	303217	0	303217002			40		0.400000	1,1.5		1	-3.000000	-2.000000		0	10.000000	0.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000354	MonsterNpc	2016002	name_m043		3	m019|body|m019_body_t3	m019_portrait01			1003	1	1	303211	0	303211002	skill20090		40		1.000000			1	-3.000000	-2.000000		0	7.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000355	MonsterNpc	2009002	name_m022		3	m012|body|m012_body_t4	m012_portrait01			1003	1	1	303212	0	303212002	skill20010		40		1.000000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000356	MonsterNpc	2017002	name_m046		3	m020|body|m020_body_t1	m020_portrait01			1003	1	1	303212	0	303212002		skill20111_02	40		1.000000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000357	MonsterNpc	2009002	name_m022		3	m012|body|m012_body_t4	m012_portrait01			1003	1	1	303212	0	303212002	skill20010		40		1.000000			1	-3.000000	-2.000000		0	4.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000358	MonsterNpc	2017002	name_m046_1		3	m020|body|m020_body_t1	m020_portrait01			1003	1	1	303212	0	303212002	skill20110	skill20111_02	40		1.000000			1	-3.000000	-2.000000		0	15.000000	3.000000	1	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000359	MonsterNpc	5005002	name_g505		0	g505|body|g505_body_t2|parta|g505_parta_t2	g505_portrait01			1003	101	0	303213	0	303213002		skill20085	40		1.200000	1,4.5		1	-3.000000	-2.000000		0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000360	MonsterNpc	2019002	name_m051		3	m906|body|m906_body_t3	m906_portrait01			1003	3	3	303215	0	303215001	skill20130	skill20131_03,skill20132_01,skill20133_02,skill30001,skill20136	40		0.800000			1	-3.000000	1.500000		0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000361	MonsterNpc	2015002	name_m052		3	m907|body|m907_body_t3	m907_portrait01			1003	3	3	303214	0	303214001	skill20080	skill20081_02,skill20082_03,skill20085,skill20080_01	40		1.300000			1	-3.000000	1.500000		0	40.000000	5.000000	1	1000.000000	0	0	0	0	16	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000362	MonsterNpc	3001004	name_b003		3	b003|body|b003_body_t4	b003_portrait01			1003	3	3	303216	0	303216002	skill30200,skill30201	skill30202_02,skill30203_01,skill30204_02,skill30205_01,skill30206_01,skill30000	40		1.000000			1	0.000000	1.500000	name_des_m30000282	0	15.000000	5.000000	1	1000.000000	0	0	1	0	0	0	0	3			0	1	0	0,0,0	1.000000	0	0
monster37000363	MonsterNpc	2058002	name_m155		5	m040|body|m040_body_t1	m040_portrait01			0	62	1	0	0		skill20480		100		0.100000			1	-3.000000	-2.000000		0	15.000000	3.000000	0	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000501	MonsterNpc	2028002	name_m076		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311001	skill20230		41		0.900000			1	-3.000000	-2.000000		0	7.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000502	MonsterNpc	2028002	name_m077		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311001	skill20230		41		1.000000			1	-3.000000	-2.000000		0	7.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000503	MonsterNpc	2029002	name_m079		2	m027|body|m027_body_t1	m027_portrait01			1003	1	1	3033110	0	303311001	skill20240		41		0.800000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000504	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000505	MonsterNpc	2028002	name_m076		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311001	skill20230		41		1.000000			1	-3.000000	-2.000000		0	8.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000506	MonsterNpc	2028002	name_m077		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311001	skill20230		41		1.000000			1	-3.000000	-2.000000		0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000507	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000508	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000509	MonsterNpc	5008002	name_g515		0	g502|body|g502_body_t1	g502_portrait01			0	101	0	3033110	0	303311001			41		0.900000	2,5.11,2	-42,0,5	1	-5.000000	-5.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000510	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000511	MonsterNpc	0			0					0	5	0	3033110	0	303311001			41		1.000000			1	-3.000000	-2.000000		0	5.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000512	MonsterNpc	0			0					0	5	0	3033110	0	303311001			41		1.000000			1	-3.000000	-2.000000		0	5.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000513	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000514	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000515	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000516	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311001	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000517	MonsterNpc	2028002	name_m076		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311001	skill20230		41		0.800000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000518	MonsterNpc	2029002	name_m079		2	m027|body|m027_body_t1	m027_portrait01			1003	1	1	3033110	0	303311001	skill20240		41		0.800000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000519	MonsterNpc	2030002	name_m082		1	m911|body|m911_body_t4	m911_portrait01			1003	2	2	3033130	0	303313001	skill20250	skill20251_02,skill20252_02,skill20255	41		1.300000			1	-3.000000	0.500000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000520	MonsterNpc	2031002	name_m085		2	m912|body|m912_body_t1	m912_portrait01			1003	2	2	3033140	0	303314001	skill20260	skill20261_02,skill20262	41		1.300000	1,0.8		1	-3.000000	-2.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000521	MonsterNpc	2031002	name_m086		2	m913|body|m913_body_t1	m913_portrait01			1003	2	2	3033140	0	303314001	skill20270	skill20271_02,skill20262	41		1.300000	1,0.8		1	-3.000000	-2.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000522	MonsterNpc	2031002	name_m087		2	m914|body|m914_body_t1	m914_portrait01			1003	2	2	3033140	0	303314001	skill20280	skill20281_02,skill20262	41		1.300000	1,0.8		1	-3.000000	-2.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000523	MonsterNpc	3000004	name_b001		1	b001|body|b001_body_t3	b001_portrait01			1003	3	3	3033150	0	303315001	skill30100,skill30101	skill30102_02,skill30103_02,skill30104_02,skill30105_02,skill30106_02,skill30107_02,skill30108_02,skill30113_02,skill30110_02,skill30001	41		1.300000			1	0.000000	0.500000	name_des_m30000180	0	10.000000	5.000000	1	1000.000000	0	0	1	0	12	110018	0	4			0	1	0	0,0,0	1.000000	0	0
monster37000524	MonsterNpc	3004004	name_b001		1	b001|body|b001_body_t3	b001_portrait01			1003	3	0	3033150	0	303315001		skill30110_02,skill30111_02,skill30112_02	41		1.300000	1,5		1	0.000000	0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	12	110018	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000525	MonsterNpc	2037002			0	m306|body|m306_body_t1				0	62	0	0	0				0		0.100000			1	0.000000	0.000000		0	0.000000	0.000000	0	1.000000	0	0	0	0	0	0	100002	0			0	0	0	0,0,0	1.000000	1	0
monster37000526	MonsterNpc	2037002			0	m306|body|m306_body_t1				0	62	0	0	0				0		0.100000			1	0.000000	0.000000		0	0.000000	0.000000	0	1.000000	0	0	0	0	0	0	100002	0			0	0	0	0,0,0	1.000000	1	0
monster37000527	MonsterNpc	2037002			0	m306|body|m306_body_t1				0	62	0	0	0				0		0.100000			1	0.000000	0.000000		0	0.000000	0.000000	0	1.000000	0	0	0	0	0	0	100002	0			0	0	0	0,0,0	1.000000	1	0
monster37000528	MonsterNpc	2037002			0	m306|body|m306_body_t1				0	62	0	0	0				0		0.100000			1	0.000000	0.000000		0	0.000000	0.000000	0	1.000000	0	0	0	0	0	0	100002	0			0	0	0	0,0,0	1.000000	1	0
monster37000529	MonsterNpc	2037002			0	m306|body|m306_body_t1				0	62	0	0	0				0		0.100000			1	0.000000	0.000000		0	0.000000	0.000000	0	1.000000	0	0	0	0	0	0	100002	0			0	0	0	0,0,0	1.000000	1	0
monster37000530	MonsterNpc	2028002	name_m076		1	m026|body|m026_body_t3	m026_portrait01			1003	1	1	3033110	0	303311002	skill20230		41		1.000000			1	-3.000000	-2.000000		0	7.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000551	MonsterNpc	2028002	name_m076		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311002	skill20230		41		0.900000			1	-3.000000	-2.000000		0	7.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000552	MonsterNpc	2028002	name_m077		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311002	skill20230		41		1.000000			1	-3.000000	-2.000000		0	7.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000553	MonsterNpc	2029002	name_m079		2	m027|body|m027_body_t1	m027_portrait01			1003	1	1	3033110	0	303311002	skill20240		41		0.800000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000554	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000555	MonsterNpc	2028002	name_m076		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311002	skill20230		41		1.000000			1	-3.000000	-2.000000		0	8.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000556	MonsterNpc	2028002	name_m077		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311002	skill20230		41		1.000000			1	-3.000000	-2.000000		0	8.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000557	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000558	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000559	MonsterNpc	5008002	name_g515		0	g502|body|g502_body_t1	g502_portrait01			0	101	0	3033110	0	303311002			41		0.900000	2,5.11,2	-42,0,5	1	-5.000000	-5.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000560	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	10.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000561	MonsterNpc	0			0					0	5	0	3033110	0	303311002			41		1.000000			1	-3.000000	-2.000000		0	5.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000562	MonsterNpc	0			0					0	5	0	3033110	0	303311002			41		1.000000			1	-3.000000	-2.000000		0	5.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	0	0	0,0,0	1.000000	0	0
monster37000563	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000564	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000565	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000566	MonsterNpc	2029002	name_m081		2	m027|body|m027_body_t3	m027_portrait03			1003	1	1	3033110	0	303311002	skill20240		41		1.200000			1	-3.000000	-2.000000		0	40.000000	10.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000567	MonsterNpc	2028002	name_m076		1	m026|body|m026_body_t1	m026_portrait01			1003	1	1	3033110	0	303311002	skill20230		41		0.800000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000568	MonsterNpc	2029002	name_m079		2	m027|body|m027_body_t1	m027_portrait01			1003	1	1	3033110	0	303311002	skill20240		41		0.800000			1	-3.000000	-2.000000		0	10.000000	3.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000569	MonsterNpc	2030002	name_m082		1	m911|body|m911_body_t4	m911_portrait01			1003	2	2	3033130	0	303313002	skill20250	skill20251_02,skill20252_02,skill20255	41		1.300000			1	-3.000000	0.500000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000570	MonsterNpc	2031002	name_m085		2	m912|body|m912_body_t1	m912_portrait01			1003	2	2	3033140	0	303314002	skill20260	skill20261_02,skill20262	41		1.300000	1,0.8		1	-3.000000	-2.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000571	MonsterNpc	2031002	name_m086		2	m913|body|m913_body_t1	m913_portrait01			1003	2	2	3033140	0	303314002	skill20270	skill20271_02,skill20262	41		1.300000	1,0.8		1	-3.000000	-2.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000572	MonsterNpc	2031002	name_m087		2	m914|body|m914_body_t1	m914_portrait01			1003	2	2	3033140	0	303314002	skill20280	skill20281_02,skill20262	41		1.300000	1,0.8		1	-3.000000	-2.000000		0	20.000000	5.000000	1	1000.000000	0	0	0	0	0	110019	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000573	MonsterNpc	3000004	name_b001		1	b001|body|b001_body_t3	b001_portrait01			1003	3	3	3033150	0	303315002	skill30100,skill30101	skill30102_02,skill30103_02,skill30104_02,skill30105_02,skill30106_02,skill30107_02,skill30108_02,skill30113_02,skill30110_02,skill30001	41		1.300000			1	0.000000	0.500000	name_des_m30000180	0	10.000000	5.000000	1	1000.000000	0	0	1	0	12	110018	0	4			0	1	0	0,0,0	1.000000	0	0
monster37000574	MonsterNpc	3004004	name_b001		1	b001|body|b001_body_t3	b001_portrait01			1003	3	0	3033150	0	303315002		skill30110_02,skill30111_02,skill30112_02	41		1.300000	1,5		1	0.000000	0.500000		0	15.000000	5.000000	1	1000.000000	0	0	0	0	12	110018	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000400	MonsterNpc	13019004	name_traran_boss_001		4	b019|body|b019_body_t1	b019_portrait01		npc/yucun/monster31000782.lua	1003	3	3	0	0	400224231	skill33500	skill40318,skill40316	100		1.700000			1	2.000000	2.000000		0	30.000000	5.000000	1	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000401	MonsterNpc	2013002	name_traran_mon_001		1	m021|body|m021_body_t7	m021_portrait07			1003	1	1	0	0	400224101	skill20060		100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000402	MonsterNpc	2061002	name_traran_mon_002		2	m043|body|m043_body_t2	m043_portrait02			1003	1	1	0	0	400224102	skill20520		100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000403	MonsterNpc	2037002	name_traran_mon_003		9	m063|body|m063_body_t1	m063_portrait02			1003	1	1	0	0	400224103	skill21500		100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000404	MonsterNpc	2022002	name_traran_mon_004		4	m038|body|m038_body_t2	m038_portrait02			1003	1	1	0	0	400224104	skill20160		100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000405	MonsterNpc	2040002	name_traran_mon_005		2	m031|body|m031_body_t3	r001_portrait05			1003	1	1	0	0	400224001	skill20380		100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0	20153		0	1	0	0,0,0	1.000000	0	0
monster37000406	MonsterNpc	2059002	name_traran_mon_006		9	m041|body|m041_body_t3	m041_portrait03			1003	1	1	0	0	400224002	skill20491		100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000407	MonsterNpc	2003002	name_traran_mon_007		2	m003|body|m003_body_t1	m003_portrait01			1003	1	1	0	0	400224003	skill20300	skill20301	100		1.000000			1	-4.500000	-3.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000408	MonsterNpc	2001002	name_traran_mon_008		8	m004|body|m004_body_t4	m004_portrait04			1003	1	1	0	0	400224004	skill20400	skill20401	100		1.000000			1	-5.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000409	MonsterNpc	12309002	name_traran_mon_009		6	m309|body|m309_body_t1|parta|m309_parta_t1|partb|m309_partb_t1	m309_portrait01			1003	1	1	0	0	400224201	skill21711	skill21712	100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000410	MonsterNpc	12310002	name_traran_mon_010		6	m310|body|m310_body_t1|parta|m310_parta_t1|partb|m310_partb_t1	m310_portrait01			1003	1	1	0	0	400224202	skill21721	skill21722	100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000411	MonsterNpc	12311002	name_traran_mon_011		6	m311|body|m311_body_t1|parta|m311_parta_t1|partb|m311_partb_t1|partc|m311_partc_t1	m311_portrait01			1003	1	1	0	0	400224203	skill21731	skill21732	100		1.000000			1	-3.000000	-2.000000		0	20.000000	2.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000412	MonsterNpc	12313002	name_traran_mon_012		6	m313|body|m313_body_t1|parta|m313_parta_t1	m313_portrait01			1003	1	1	0	0	400224204	skill21751	skill21752	100		1.000000			1	-3.000000	-2.000000		0	20.000000	4.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000421	MonsterNpc	12063002	name_traran_elite_001		6	m063|body|m063_body_t1	m063_portrait01			1003	2	2	0	0	400224111	skill21500	skill21501,skill215022	100		1.500000			1	-3.000000	-2.000000		0	25.000000	4.000000	0	1000.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster37000422	MonsterNpc	11060002	name_traran_elite_002		4	m060|body|m060_body_t1|parta|m060_parta_t1	m060_portrait01			1003	2	2	0	0	400224112	skill20785	skill20783,skill20784_ff	100		1.000000			1	0.000000	0.500000		0	25.000000	4.000000	0	1000.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
