特色属性ID	六维1	六维2	六维3	六维4	六维5	六维6	属性id	六维1显示	六维2显示	六维3显示	六维4显示	六维5显示	六维6显示	特色属性语言包	特色属性参数	觉醒属性语言包	觉醒属性参数	战力评分
5022031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5022	6,8			450
5022032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5022	6,8			450
5022033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5022	6,8			450
5022034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5022	6,8			450
5022035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5022	6,8			450
5022036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5022	8			500
5022037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5022	8	AwakeLang5022	12	1000
5023001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5023	2.5,3			250
5023002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5023	2.5,3			250
5023003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5023	2.5,3			250
5023004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5023	2.5,3			250
5023005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5023	2.5,3			250
5023006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5023	2.5,3			250
5023007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5023	2.5,3			250
5023008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5023	3,3.5			300
5023009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5023	3,3.5			300
5023010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5023	3,3.5			300
5023011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5023	3,3.5			300
5023012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5023	3,3.5			300
5023013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5023	3,3.5			300
5023014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5023	3,3.5			300
5023015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5023	3.5,4			350
5023016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5023	3.5,4			350
5023017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5023	3.5,4			350
5023018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5023	3.5,4			350
5023019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5023	3.5,4			350
5023020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5023	3.5,4			350
5023021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5023	3.5,4			350
5023022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5023	4,4.5			400
5023023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5023	4,4.5			400
5023024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5023	4,4.5			400
5023025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5023	4,4.5			400
5023026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5023	4,4.5			400
5023027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5023	4,4.5			400
5023028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5023	4,4.5			400
5023029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5023	4.5,5			450
5023030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5023	4.5,5			450
5023031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5023	4.5,5			450
5023032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5023	4.5,5			450
5023033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5023	4.5,5			450
5023034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5023	4.5,5			450
5023035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5023	4.5,5			450
5023036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5023	5			500
5023037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5023	5	AwakeLang5023	10	1000
5024001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5024	2.5,3			250
5024002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5024	2.5,3			250
5024003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5024	2.5,3			250
5024004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5024	2.5,3			250
5024005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5024	2.5,3			250
5024006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5024	2.5,3			250
5024007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5024	2.5,3			250
5024008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5024	3,3.5			300
5024009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5024	3,3.5			300
5024010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5024	3,3.5			300
5024011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5024	3,3.5			300
5024012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5024	3,3.5			300
5024013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5024	3,3.5			300
5024014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5024	3,3.5			300
5024015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5024	3.5,4			350
5024016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5024	3.5,4			350
5024017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5024	3.5,4			350
5024018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5024	3.5,4			350
5024019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5024	3.5,4			350
5024020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5024	3.5,4			350
5024021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5024	3.5,4			350
5024022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5024	4,4.5			400
5024023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5024	4,4.5			400
5024024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5024	4,4.5			400
5024025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5024	4,4.5			400
5024026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5024	4,4.5			400
5024027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5024	4,4.5			400
5024028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5024	4,4.5			400
5024029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5024	4.5,5			450
5024030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5024	4.5,5			450
5024031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5024	4.5,5			450
5024032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5024	4.5,5			450
5024033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5024	4.5,5			450
5024034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5024	4.5,5			450
5024035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5024	4.5,5			450
5024036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5024	5			500
5024037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5024	5	AwakeLang5024	10	1000
5025001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5025	2.5,3			250
5025002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5025	2.5,3			250
5025003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5025	2.5,3			250
5025004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5025	2.5,3			250
5025005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5025	2.5,3			250
5025006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5025	2.5,3			250
5025007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5025	2.5,3			250
5025008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5025	3,3.5			300
5025009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5025	3,3.5			300
5025010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5025	3,3.5			300
5025011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5025	3,3.5			300
5025012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5025	3,3.5			300
5025013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5025	3,3.5			300
5025014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5025	3,3.5			300
5025015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5025	3.5,4			350
5025016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5025	3.5,4			350
5025017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5025	3.5,4			350
5025018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5025	3.5,4			350
5025019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5025	3.5,4			350
5025020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5025	3.5,4			350
5025021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5025	3.5,4			350
5025022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5025	4,4.5			400
5025023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5025	4,4.5			400
5025024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5025	4,4.5			400
5025025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5025	4,4.5			400
5025026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5025	4,4.5			400
5025027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5025	4,4.5			400
5025028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5025	4,4.5			400
5025029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5025	4.5,5			450
5025030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5025	4.5,5			450
5025031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5025	4.5,5			450
5025032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5025	4.5,5			450
5025033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5025	4.5,5			450
5025034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5025	4.5,5			450
5025035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5025	4.5,5			450
5025036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5025	5			500
5025037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5025	5	AwakeLang5025	10	1000
5026001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5026	2.5,3			250
5026002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5026	2.5,3			250
5026003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5026	2.5,3			250
5026004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5026	2.5,3			250
5026005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5026	2.5,3			250
5026006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5026	2.5,3			250
5026007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5026	2.5,3			250
5026008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5026	3,3.5			300
5026009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5026	3,3.5			300
5026010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5026	3,3.5			300
5026011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5026	3,3.5			300
5026012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5026	3,3.5			300
5026013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5026	3,3.5			300
5026014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5026	3,3.5			300
5026015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5026	3.5,4			350
5026016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5026	3.5,4			350
5026017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5026	3.5,4			350
5026018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5026	3.5,4			350
5026019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5026	3.5,4			350
5026020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5026	3.5,4			350
5026021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5026	3.5,4			350
5026022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5026	4,4.5			400
5026023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5026	4,4.5			400
5026024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5026	4,4.5			400
5026025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5026	4,4.5			400
5026026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5026	4,4.5			400
5026027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5026	4,4.5			400
5026028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5026	4,4.5			400
5026029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5026	4.5,5			450
5026030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5026	4.5,5			450
5026031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5026	4.5,5			450
5026032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5026	4.5,5			450
5026033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5026	4.5,5			450
5026034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5026	4.5,5			450
5026035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5026	4.5,5			450
5026036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5026	5			500
5026037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5026	5	AwakeLang5026	10	1000
5027001	32	32	32	32	32	32	32,200	32	32	32	32	32	32	CharacteristicLang5027	2,3			250
5027002	40	32	32	32	32	32	32,200	40	32	32	32	32	32	CharacteristicLang5027	2,3			250
5027003	40	40	32	32	32	32	32,200	40	40	32	32	32	32	CharacteristicLang5027	2,3			250
5027004	40	40	40	32	32	32	32,200	40	40	40	32	32	32	CharacteristicLang5027	2,3			250
5027005	40	40	40	40	32	32	32,200	40	40	40	40	32	32	CharacteristicLang5027	2,3			250
5027006	40	40	40	40	40	32	32,200	40	40	40	40	40	32	CharacteristicLang5027	2,3			250
5027007	40	40	40	40	40	40	32,200	40	40	40	40	40	40	CharacteristicLang5027	2,3			250
5027008	46	46	46	46	46	46	32,300	46	46	46	46	46	46	CharacteristicLang5027	3,4			300
5027009	55	46	46	46	46	46	32,300	55	46	46	46	46	46	CharacteristicLang5027	3,4			300
5027010	55	55	46	46	46	46	32,300	55	55	46	46	46	46	CharacteristicLang5027	3,4			300
5027011	55	55	55	46	46	46	32,300	55	55	55	46	46	46	CharacteristicLang5027	3,4			300
5027012	55	55	55	55	46	46	32,300	55	55	55	55	46	46	CharacteristicLang5027	3,4			300
5027013	55	55	55	55	55	46	32,300	55	55	55	55	55	46	CharacteristicLang5027	3,4			300
5027014	55	55	55	55	55	55	32,300	55	55	55	55	55	55	CharacteristicLang5027	3,4			300
5027015	63	63	63	63	63	63	32,400	63	63	63	63	63	63	CharacteristicLang5027	4,5			350
5027016	73	63	63	63	63	63	32,400	73	63	63	63	63	63	CharacteristicLang5027	4,5			350
5027017	73	73	63	63	63	63	32,400	73	73	63	63	63	63	CharacteristicLang5027	4,5			350
5027018	73	73	73	63	63	63	32,400	73	73	73	63	63	63	CharacteristicLang5027	4,5			350
5027019	73	73	73	73	63	63	32,400	73	73	73	73	63	63	CharacteristicLang5027	4,5			350
5027020	73	73	73	73	73	63	32,400	73	73	73	73	73	63	CharacteristicLang5027	4,5			350
5027021	73	73	73	73	73	73	32,400	73	73	73	73	73	73	CharacteristicLang5027	4,5			350
5027022	83	83	83	83	83	83	32,500	83	83	83	83	83	83	CharacteristicLang5027	5,6			400
5027023	94	83	83	83	83	83	32,500	94	83	83	83	83	83	CharacteristicLang5027	5,6			400
5027024	94	94	83	83	83	83	32,500	94	94	83	83	83	83	CharacteristicLang5027	5,6			400
5027025	94	94	94	83	83	83	32,500	94	94	94	83	83	83	CharacteristicLang5027	5,6			400
5027026	94	94	94	94	83	83	32,500	94	94	94	94	83	83	CharacteristicLang5027	5,6			400
5027027	94	94	94	94	94	83	32,500	94	94	94	94	94	83	CharacteristicLang5027	5,6			400
5027028	94	94	94	94	94	94	32,500	94	94	94	94	94	94	CharacteristicLang5027	5,6			400
5027029	106	106	106	106	106	106	32,600	106	106	106	106	106	106	CharacteristicLang5027	6,8			450
5027030	118	106	106	106	106	106	32,600	118	106	106	106	106	106	CharacteristicLang5027	6,8			450
5027031	118	118	106	106	106	106	32,600	118	118	106	106	106	106	CharacteristicLang5027	6,8			450
5027032	118	118	118	106	106	106	32,600	118	118	118	106	106	106	CharacteristicLang5027	6,8			450
5027033	118	118	118	118	106	106	32,600	118	118	118	118	106	106	CharacteristicLang5027	6,8			450
5027034	118	118	118	118	118	106	32,600	118	118	118	118	118	106	CharacteristicLang5027	6,8			450
5027035	118	118	118	118	118	118	32,600	118	118	118	118	118	118	CharacteristicLang5027	6,8			450
5027036	132	132	132	132	132	132	32,800	132	132	132	132	132	132	CharacteristicLangMax5027	8			500
5027037	182	182	182	182	182	182	32,1200	182	182	182	182	182	182	CharacteristicLangMax5027	8	AwakeLang5027	12	1000
5028001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5028	2,3			250
5028002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5028	2,3			250
5028003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5028	2,3			250
5028004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5028	2,3			250
5028005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5028	2,3			250
5028006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5028	2,3			250
5028007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5028	2,3			250
5028008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5028	3,4			300
5028009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5028	3,4			300
5028010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5028	3,4			300
5028011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5028	3,4			300
5028012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5028	3,4			300
5028013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5028	3,4			300
5028014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5028	3,4			300
5028015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5028	4,5			350
5028016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5028	4,5			350
5028017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5028	4,5			350
5028018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5028	4,5			350
5028019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5028	4,5			350
5028020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5028	4,5			350
5028021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5028	4,5			350
5028022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5028	5,6			400
5028023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5028	5,6			400
5028024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5028	5,6			400
5028025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5028	5,6			400
5028026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5028	5,6			400
5028027	94	94	94	94	94	83		94	94	94	94	94	83	CharacteristicLang5028	5,6			400
5028028	94	94	94	94	94	94		94	94	94	94	94	94	CharacteristicLang5028	5,6			400
5028029	106	106	106	106	106	106		106	106	106	106	106	106	CharacteristicLang5028	6,8			450
5028030	118	106	106	106	106	106		118	106	106	106	106	106	CharacteristicLang5028	6,8			450
5028031	118	118	106	106	106	106		118	118	106	106	106	106	CharacteristicLang5028	6,8			450
5028032	118	118	118	106	106	106		118	118	118	106	106	106	CharacteristicLang5028	6,8			450
5028033	118	118	118	118	106	106		118	118	118	118	106	106	CharacteristicLang5028	6,8			450
5028034	118	118	118	118	118	106		118	118	118	118	118	106	CharacteristicLang5028	6,8			450
5028035	118	118	118	118	118	118		118	118	118	118	118	118	CharacteristicLang5028	6,8			450
5028036	132	132	132	132	132	132		132	132	132	132	132	132	CharacteristicLangMax5028	8			500
5028037	182	182	182	182	182	182		182	182	182	182	182	182	CharacteristicLangMax5028	8	AwakeLang5028	12	1000
3015000	0	0	0	0	0	0		0	0	0	0	0	0					0
3016000	0	0	0	0	0	0		0	0	0	0	0	0					0
5029001	32	32	32	32	32	32	132,200	32	32	32	32	32	32	CharacteristicLang5029	2,3			250
5029002	40	32	32	32	32	32	132,200	40	32	32	32	32	32	CharacteristicLang5029	2,3			250
5029003	40	40	32	32	32	32	132,200	40	40	32	32	32	32	CharacteristicLang5029	2,3			250
5029004	40	40	40	32	32	32	132,200	40	40	40	32	32	32	CharacteristicLang5029	2,3			250
5029005	40	40	40	40	32	32	132,200	40	40	40	40	32	32	CharacteristicLang5029	2,3			250
5029006	40	40	40	40	40	32	132,200	40	40	40	40	40	32	CharacteristicLang5029	2,3			250
5029007	40	40	40	40	40	40	132,200	40	40	40	40	40	40	CharacteristicLang5029	2,3			250
5029008	46	46	46	46	46	46	132,300	46	46	46	46	46	46	CharacteristicLang5029	3,4			300
5029009	55	46	46	46	46	46	132,300	55	46	46	46	46	46	CharacteristicLang5029	3,4			300
5029010	55	55	46	46	46	46	132,300	55	55	46	46	46	46	CharacteristicLang5029	3,4			300
5029011	55	55	55	46	46	46	132,300	55	55	55	46	46	46	CharacteristicLang5029	3,4			300
5029012	55	55	55	55	46	46	132,300	55	55	55	55	46	46	CharacteristicLang5029	3,4			300
5029013	55	55	55	55	55	46	132,300	55	55	55	55	55	46	CharacteristicLang5029	3,4			300
5029014	55	55	55	55	55	55	132,300	55	55	55	55	55	55	CharacteristicLang5029	3,4			300
5029015	63	63	63	63	63	63	132,400	63	63	63	63	63	63	CharacteristicLang5029	4,5			350
5029016	73	63	63	63	63	63	132,400	73	63	63	63	63	63	CharacteristicLang5029	4,5			350
5029017	73	73	63	63	63	63	132,400	73	73	63	63	63	63	CharacteristicLang5029	4,5			350
5029018	73	73	73	63	63	63	132,400	73	73	73	63	63	63	CharacteristicLang5029	4,5			350
5029019	73	73	73	73	63	63	132,400	73	73	73	73	63	63	CharacteristicLang5029	4,5			350
5029020	73	73	73	73	73	63	132,400	73	73	73	73	73	63	CharacteristicLang5029	4,5			350
5029021	73	73	73	73	73	73	132,400	73	73	73	73	73	73	CharacteristicLang5029	4,5			350
5029022	83	83	83	83	83	83	132,500	83	83	83	83	83	83	CharacteristicLang5029	5,6			400
5029023	94	83	83	83	83	83	132,500	94	83	83	83	83	83	CharacteristicLang5029	5,6			400
5029024	94	94	83	83	83	83	132,500	94	94	83	83	83	83	CharacteristicLang5029	5,6			400
5029025	94	94	94	83	83	83	132,500	94	94	94	83	83	83	CharacteristicLang5029	5,6			400
5029026	94	94	94	94	83	83	132,500	94	94	94	94	83	83	CharacteristicLang5029	5,6			400
5029027	94	94	94	94	94	83	132,500	94	94	94	94	94	83	CharacteristicLang5029	5,6			400
5029028	94	94	94	94	94	94	132,500	94	94	94	94	94	94	CharacteristicLang5029	5,6			400
5029029	106	106	106	106	106	106	132,600	106	106	106	106	106	106	CharacteristicLang5029	6,8			450
5029030	118	106	106	106	106	106	132,600	118	106	106	106	106	106	CharacteristicLang5029	6,8			450
5029031	118	118	106	106	106	106	132,600	118	118	106	106	106	106	CharacteristicLang5029	6,8			450
5029032	118	118	118	106	106	106	132,600	118	118	118	106	106	106	CharacteristicLang5029	6,8			450
5029033	118	118	118	118	106	106	132,600	118	118	118	118	106	106	CharacteristicLang5029	6,8			450
5029034	118	118	118	118	118	106	132,600	118	118	118	118	118	106	CharacteristicLang5029	6,8			450
5029035	118	118	118	118	118	118	132,600	118	118	118	118	118	118	CharacteristicLang5029	6,8			450
5029036	132	132	132	132	132	132	132,800	132	132	132	132	132	132	CharacteristicLangMax5029	8			500
5029037	182	182	182	182	182	182	132,1200	182	182	182	182	182	182	CharacteristicLangMax5029	8	AwakeLang5029	12	1000
5030001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5030	2,3			250
5030002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5030	2,3			250
5030003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5030	2,3			250
5030004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5030	2,3			250
5030005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5030	2,3			250
5030006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5030	2,3			250
5030007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5030	2,3			250
5030008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5030	3,4			300
5030009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5030	3,4			300
5030010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5030	3,4			300
5030011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5030	3,4			300
5030012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5030	3,4			300
5030013	55	55	55	55	55	46		55	55	55	55	55	46	CharacteristicLang5030	3,4			300
5030014	55	55	55	55	55	55		55	55	55	55	55	55	CharacteristicLang5030	3,4			300
5030015	63	63	63	63	63	63		63	63	63	63	63	63	CharacteristicLang5030	4,5			350
5030016	73	63	63	63	63	63		73	63	63	63	63	63	CharacteristicLang5030	4,5			350
5030017	73	73	63	63	63	63		73	73	63	63	63	63	CharacteristicLang5030	4,5			350
5030018	73	73	73	63	63	63		73	73	73	63	63	63	CharacteristicLang5030	4,5			350
5030019	73	73	73	73	63	63		73	73	73	73	63	63	CharacteristicLang5030	4,5			350
5030020	73	73	73	73	73	63		73	73	73	73	73	63	CharacteristicLang5030	4,5			350
5030021	73	73	73	73	73	73		73	73	73	73	73	73	CharacteristicLang5030	4,5			350
5030022	83	83	83	83	83	83		83	83	83	83	83	83	CharacteristicLang5030	5,6			400
5030023	94	83	83	83	83	83		94	83	83	83	83	83	CharacteristicLang5030	5,6			400
5030024	94	94	83	83	83	83		94	94	83	83	83	83	CharacteristicLang5030	5,6			400
5030025	94	94	94	83	83	83		94	94	94	83	83	83	CharacteristicLang5030	5,6			400
5030026	94	94	94	94	83	83		94	94	94	94	83	83	CharacteristicLang5030	5,6			400
