特效编号	特效分类	特效优先级	对象绑点	对象的对象绑点	缩放方式	缩放比例	持续特效资源	持续特效时间	特效消失方式	特效消失开始时间点	旋转角偏移	是否使用固定旋转角偏移	固定旋转角偏移	偏移位置	是否头顶UI特效	是否普攻特效	持续特效是否循环播放	链接方式	自适应屏幕尺寸缩放	特效音效	阵营变色特效
41000187	3	100	36	0	0		r063_effect001_jyy	10000.000000	0	0.000000								0	0		0
41000188	3	100	35	0	0		r063_effect001_jyz	10000.000000	0	0.000000								0	0		0
41000189	3	100	171	0	0		r063_effect001_szong	10000.000000	0	0.000000								0	0		0
41000190	3	100	25	0	0		r063_effect001_yd	10000.000000	0	0.000000								0	0		0
41000191	3	100	172	0	0		r063_effect001_zzong	10000.000000	0	0.000000								0	0		0
41000192	3	100	10	0	0		backd141_eff001_huo	4.000000	0	0.000000								0	0		0
41000193	3	100	38	0	0		backd141_eff001_lz_lguang	10000.000000	0	0.000000								0	0		0
41000194	3	100	10	0	0		backd141_eff001_paopao	1.200000	0	0.000000								0	0		0
41000195	3	100	10	0	0		backd141_eff001_pp_changzhu	10000.000000	0	0.000000								0	0		0
41000196	3	100	25	0	0		backd140_eff001_huo	4.000000	0	0.000000								0	0		0
41000197	3	100	70	0	0		backd140_eff001_lz_lguang	10000.000000	0	0.000000								0	0		0
41000198	3	100	25	0	0		backd140_eff001_paopao	1.200000	0	0.000000								0	0		0
41000199	3	100	25	0	0		backd140_eff001_pp_changzhu	10000.000000	0	0.000000								0	0		0
41000200	3	100	37	0	1	1.5,1.5,1.5	r702_eff001	10000.000000	0	0.000000								0	0		0
41000201	3	100	4	0	0		backd139_eff001	10000.000000	0	0.000000								0	0		0
41000202	3	100	70	0	0		backd139_eff002	10000.000000	0	0.000000								0	0		0
41000203	3	100	86	0	0		backd139_eff003	10000.000000	0	0.000000								0	0		0
41000204	3	100	4	0	0		backd143_eff001	10000.000000	0	0.000000								0	0		0
41000205	3	100	38	0	0		backd143_eff002	10000.000000	0	0.000000								0	0		0
41000206	3	100	59	0	0		backd143_eff003	10000.000000	0	0.000000								0	0		0
41000207	3	100	125	0	0		backd153_eff001	10000.000000	0	0.000000								0	0		0
41000208	3	100	70	0	0		backd153_eff002	10000.000000	0	0.000000								0	0		0
41000209	3	100	1	0	0		backd155_eff001	2.000000	0	0.000000								0	0		0
41000210	3	100	125	0	0		backd147_effect001	10000.000000	0	0.000000								0	0		0
41000211	3	100	62	0	0		backd147_effect002	10000.000000	0	0.000000								0	0		0
41000212	3	100	58	0	0		p032_show01	10000.000000	0	0.000000								0	0		0
41000213	3	100	132	0	0		p032_show02	10000.000000	0	0.000000								0	0		0
41000214	3	100	1	0	0		p032_show03	10000.000000	0	0.000000								0	0		0
41000215	3	100	71	0	0		backd148_show01	10000.000000	0	0.000000								0	0		0
41000216	3	100	150	0	0		backd148_show02	10000.000000	0	0.000000								0	0		0
41000217	3	100	10	0	0		weapon543_c001show01	10000.000000	0	0.000000								0	0		0
41000218	3	100	175	0	0		clothes543_c001show01	10000.000000	0	0.000000								0	0		0
41000219	3	100	25	0	0		head543_c001show01	10000.000000	0	0.000000								0	0		0
41000220	3	100	10	0	0		weapon_c002show01	10000.000000	0	0.000000								0	0		0
41000221	3	100	4	0	0		weapon_c002show01_2	10000.000000	0	0.000000								0	0		0
41000222	3	100	175	0	0		clothes543_c002show01_2	10000.000000	0	0.000000								0	0		0
41000223	3	100	27	0	0		clothes543_c002show01_1	10000.000000	0	0.000000								0	0		0
41000224	3	100	25	0	0		head543_c002show01	10000.000000	0	0.000000								0	0		0
41000225	3	100	21	0	0		head543_c003show01	10000.000000	0	0.000000								0	0		0
41000226	3	100	27	0	0		clothes543_c003show01_1	10000.000000	0	0.000000								0	0		0
41000227	3	100	175	0	0		clothes543_c003show01_2	10000.000000	0	0.000000								0	0		0
41000228	3	100	27	0	0		clothes543_c001show02	10000.000000	0	0.000000								0	0		0
41000229	3	100	21	0	0		head543_c004show01	10000.000000	0	0.000000								0	0		0
41000230	3	100	175	0	0		clothes543_c004show01_2	10000.000000	0	0.000000								0	0		0
41000231	3	100	27	0	0		clothes543_c004show01_1	10000.000000	0	0.000000								0	0		0
41000232	3	100	1	0	0		weapon543_c004show01	10000.000000	0	0.000000								0	0		0
41000233	3	100	96	0	0		weapon_c005show01	10000.000000	0	0.000000								0	0		0
41000234	3	100	97	0	0		weapon_c005show01_1	10000.000000	0	0.000000								0	0		0
41000235	3	100	175	0	0		clothes543_c005show01_2	10000.000000	0	0.000000								0	0		0
41000236	3	100	27	0	0		clothes543_c005show01_1	10000.000000	0	0.000000								0	0		0
41000237	3	100	25	0	0		head543_c005show01	10000.000000	0	0.000000								0	0		0
41000238	3	100	25	0	0		head543_c006show01	10000.000000	0	0.000000								0	0		0
41000239	3	100	27	0	0		clothes543_c006show01_1	10000.000000	0	0.000000								0	0		0
41000240	3	100	175	0	0		clothes543_c006show01_2	10000.000000	0	0.000000								0	0		0
41000241	3	100	75	0	0		weapon_c006show01	10000.000000	0	0.000000								0	0		0
41000242	3	100	90	0	0		weapon_c006show01_1	10000.000000	0	0.000000								0	0		0
41000243	3	100	175	0	0		clothes543_c007show01_2	10000.000000	0	0.000000								0	0		0
41000244	3	100	27	0	0		clothes543_c007show01_1	10000.000000	0	0.000000								0	0		0
41000245	3	100	25	0	0		head543_c007show01	10000.000000	0	0.000000								0	0		0
41000246	3	100	1	0	0		weapon543_c007show01	10000.000000	0	0.000000								0	0		0
41000247	3	100	1	0	0		weapon_c008show01	10000.000000	0	0.000000								0	0		0
41000248	3	100	25	0	0		head543_c008show01	10000.000000	0	0.000000								0	0		0
41000249	3	100	175	0	0		clothes543_c008show01_1	10000.000000	0	0.000000								0	0		0
41000250	3	100	27	0	0		clothes543_c008show01_2	10000.000000	0	0.000000								0	0		0
41000251	3	100	4	0	0		r065_eff001	10000.000000	0	0.000000								0	0		0
41000252	3	100	3	0	0		r065_eff002	10000.000000	0	0.000000								0	0		0
41000253	3	100	11	0	0		r065_eff003	10000.000000	0	0.000000								0	0		0
41000254	3	100	37	0	0		r065_eff004	10000.000000	0	0.000000								0	0		0
41000255	3	100	8	0	0		r065_eff005	10000.000000	0	0.000000								0	0		0
41000256	3	100	174	0	0		p031_show01	10000.000000	0	0.000000								0	0		0
41000257	3	100	0	0	0		p031_show01_bat01	3.500000	0	0.000000								0	0		0
41000258	3	100	10	0	0		r068_show01	10000.000000	0	0.000000								0	0		0
41000259	3	100	1	0	0		backd154_eff001	10000.000000	0	0.000000								0	0		0
41000260	3	100	1	0	0		backd154_eff002	10000.000000	0	0.000000								0	0		0
41000261	3	100	58	0	0		clothes543_c001show03	10000.000000	0	0.000000								0	0		0
41000262	3	100	71	0	0		clothes543_c001show04	10000.000000	0	0.000000								0	0		0
41000263	3	100	4	0	0		weapon543_c001show01	10000.000000	0	0.000000								0	0		0
41000264	3	100	46	0	0		weapon_c002show01_1	10000.000000	0	0.000000								0	0		0
41000265	3	100	25	0	0		head543_c002show01_01	10000.000000	0	0.000000								0	0		0
41000266	3	100	175	0	0		clothes543_c002show01_R_01	10000.000000	0	0.000000								0	0		0
41000267	3	100	27	0	0		clothes543_c002show01_L_01	10000.000000	0	0.000000								0	0		0
41000268	3	100	21	0	0		headL543_c003show01	10000.000000	0	0.000000								0	0		0
41000269	3	100	27	0	0		clotheslL543_c003show01_1	10000.000000	0	0.000000								0	0		0
41000270	3	100	175	0	0		clothesL543_c003show01_2	10000.000000	0	0.000000								0	0		0
41000271	3	100	1	0	0		weaponL543_c003show01	10000.000000	0	0.000000								0	0		0
41000272	3	100	1	0	0		weapon543_c004show01_01	10000.000000	0	0.000000								0	0		0
41000273	3	100	21	0	0		head543_c004show01	10000.000000	0	0.000000								0	0		0
41000274	3	100	175	0	0		clothesL543_c004show01_2	10000.000000	0	0.000000								0	0		0
41000275	3	100	27	0	0		clothesL543_c004show01_1	10000.000000	0	0.000000								0	0		0
41000276	3	100	96	0	0		weapon_c005show01_1	10000.000000	0	0.000000								0	0		0
41000277	3	100	97	0	0		weapon_c005show01_1_01	10000.000000	0	0.000000								0	0		0
41000278	3	100	25	0	0		head543_c005show01_01	10000.000000	0	0.000000								0	0		0
41000279	3	100	175	0	0		clothes543_c005show01_R_01	10000.000000	0	0.000000								0	0		0
41000280	3	100	27	0	0		clothes543_c005show01_L_01	10000.000000	0	0.000000								0	0		0
41000281	3	100	25	0	0		headL543_c006show02	10000.000000	0	0.000000								0	0		0
41000282	3	100	27	0	0		clothes543_c006show01_1	10000.000000	0	0.000000								0	0		0
41000283	3	100	175	0	0		clothes543_c006show01_R_01	10000.000000	0	0.000000								0	0		0
41000284	3	100	47	0	0		weaponL_c006show01	10000.000000	0	0.000000								0	0		0
41000285	3	100	59	0	0		weaponL_c006show01_1	10000.000000	0	0.000000								0	0		0
41000286	3	100	25	0	0		head543_c007show01_01	10000.000000	0	0.000000								0	0		0
41000287	3	100	175	0	0		clothes543_c007show01_R_01	10000.000000	0	0.000000								0	0		0
41000288	3	100	27	0	0		clothes543_c007show01_L_01	10000.000000	0	0.000000								0	0		0
41000289	3	100	1	0	0		weapon543_c007show01	10000.000000	0	0.000000								0	0		0
41000290	3	100	25	0	0		headL543_c008show01	10000.000000	0	0.000000								0	0		0
41000291	3	100	175	0	0		clothesL543_c008show01_2	10000.000000	0	0.000000								0	0		0
41000292	3	100	27	0	0		clothesL543_c008show01_1	10000.000000	0	0.000000								0	0		0
41000293	3	100	1	0	0		weaponL_c008show01	10000.000000	0	0.000000								0	0		0
41000294	3	100	1	0	0		weapon543_c003show01	10000.000000	0	0.000000								0	0		0
41000295	3	100	1	0	0		weapon543_c004show01	10000.000000	0	0.000000								0	0		0
41000296	3	100	1	0	0		weapon543_c007show01	10000.000000	0	0.000000								0	0		0
41000297	3	100	7	0	0		r065_eff006	10000.000000	0	0.000000								0	0		0
41000298	3	100	10	0	0		r067_show01	10000.000000	0	0.000000								0	0		0
41000299	3	100	25	0	0		r067_show02	10000.000000	0	0.000000								0	0		0
41000300	3	100	169	0	0		r066_eff001	10000.000000	0	0.000000								0	0		0
41000301	3	100	49	0	0		r066_eff002	10000.000000	0	0.000000								0	0		0
41000302	3	100	94	0	0		r066_eff003	10000.000000	0	0.000000								0	0		0
41000303	3	100	90	0	0		r066_eff004	10000.000000	0	0.000000								0	0		0
41000304	3	100	23	0	0		r066_eff004_1	10000.000000	0	0.000000								0	0		0
41000305	3	100	150	0	0		r066_eff004_2	10000.000000	0	0.000000								0	0		0
41000306	3	100	176	0	0		r066_eff004_3	10000.000000	0	0.000000								0	0		0
41000307	3	100	177	0	0		r066_eff005	10000.000000	0	0.000000								0	0		0
41000308	3	100	82	0	0		r066_eff006	10000.000000	0	0.000000								0	0		0
41000309	3	100	125	0	0		r066_eff007	10000.000000	0	0.000000								0	0		0
41000310	3	100	79	0	0		r066_eff007_1	10000.000000	0	0.000000								0	0		0
41000311	3	100	61	0	0		backd149_show01	10000.000000	0	0.000000								0	0		0
41000312	3	100	32	0	0		backd149_show02	10000.000000	0	0.000000								0	0		0
41000313	3	100	94	0	0		backd149_show03	10000.000000	0	0.000000								0	0		0
41000314	3	100	37	0	0		backd149_show04	10000.000000	0	0.000000								0	0		0
41000315	3	100	25	0	0		head311_show01_high	10000.000000	0	0.000000								0	0		0
41000316	3	100	25	0	0		head311_show01	10000.000000	0	0.000000								0	0		0
41000317	3	100	110	0	0		soldier918_show01	10000.000000	0	0.000000								0	0		0
41000318	3	100	110	0	0		soldier918_show02	3.000000	0	0.000000								0	0		0
41000319	3	100	122	0	0		backd152_show01	10000.000000	0	0.000000								0	0		0
41000320	3	100	10	0	0		backd152_show02	10000.000000	0	0.000000								0	0		0
41000321	3	100	157	0	0		backd152_show03	10000.000000	0	0.000000								0	0		0
41000322	3	100	10	0	0		backd150_show01	10000.000000	0	0.000000								0	0		0
41000323	3	100	172	0	0		r069_show01	10000.000000	0	0.000000								0	0		0
41000324	3	100	19	0	0		r070_show01	10000.000000	0	0.000000								0	0		0
41000325	3	100	180	0	0		r070_show02	10000.000000	0	0.000000								0	0		0
41000326	3	100	3	0	0		r070_show03	10000.000000	0	0.000000								0	0		0
41000327	3	100	49	0	0		r070_show04	10000.000000	0	0.000000								0	0		0
41000328	3	100	21	0	0		r070_show05	10000.000000	0	0.000000								0	0		0
41000329	3	100	25	0	0		r071_show01	10000.000000	0	0.000000								0	0		0
41000330	3	100	180	0	0		r071_show02	10000.000000	0	0.000000								0	0		0
41000331	3	100	71	0	0		r071_show03	10000.000000	0	0.000000								0	0		0
41000332	3	100	157	0	0		r071_show04	10000.000000	0	0.000000								0	0		0
41000333	3	100	76	0	0		r071_show05	10000.000000	0	0.000000								0	0		0
41000334	3	100	0	0	0		p033_show1	10000.000000	0	0.000000								0	0		0
41000335	3	100	1	0	1	2,2,2	backd156_show01	10000.000000	0	0.000000								0	0		0
41000336	3	100	43	0	1	2,2,2	backd156_show02	10000.000000	0	0.000000								0	0		0
41000337	3	100	10	0	0		backd151_show01	10000.000000	0	0.000000								0	0		0
41000338	3	100	125	0	0		backd151_show02	10000.000000	0	0.000000								0	0		0
41000339	3	100	61	0	0		backd151_show03	10000.000000	0	0.000000								0	0		0
41000340	3	100	12	0	0		backd151_show04	10000.000000	0	0.000000								0	0		0
41000341	3	100	141	0	0		backd151_show05	10000.000000	0	0.000000								0	0		0
41000342	3	100	43	0	0		r703_show01	10000.000000	0	0.000000								0	0		0
41000343	3	100	13	0	0		r703_show02	10000.000000	0	0.000000								0	0		0
41000344	3	100	21	0	0		r075_show01	10000.000000	0	0.000000								0	0		0
41000345	3	100	16	0	0		r072_show01	10000.000000	0	0.000000								0	0		0
41000346	3	100	4	0	0		r072_show02	10000.000000	0	0.000000								0	0		0
41000347	3	100	32	0	0		r072_show03	10000.000000	0	0.000000								0	0		0
41000348	3	100	178	0	0		r072_show04	10000.000000	0	0.000000								0	0		0
41000349	3	100	184	0	0		r072_show05	10000.000000	0	0.000000								0	0		0
41000350	3	100	147	0	0		r072_show06	5.500000	0	0.000000								0	0		0
41000351	3	100	1	0	0		r704_show01	10000.000000	0	0.000000								0	0		0
41000352	3	100	1	0	0		r074_show01	10000.000000	0	0.000000								0	0		0
41000353	3	100	25	0	0		p035_show_jiao	10000.000000	0	0.000000								0	0		0
41000354	3	100	70	0	0		p035_show_yushuizhu	10000.000000	0	0.000000								0	0		0
41000355	3	100	3	0	0		p035_show_weiba	10000.000000	0	0.000000								0	0		0
41000356	3	100	86	0	0		p034_show01	10000.000000	0	0.000000								0	0		0
41000357	3	100	21	0	0		p034_show02	10000.000000	0	0.000000								0	0		0
41000358	3	100	119	0	0		p034_show03	10000.000000	0	0.000000								0	0		0
41000359	3	100	176	0	0		p034_show04	10000.000000	0	0.000000								0	0		0
41000360	3	100	10	0	0		weapon549_c001hshow01	10000.000000	0	0.000000								0	0		0
41000361	3	100	186	0	0		clothes549_c001hshow01	10000.000000	0	0.000000								0	0		0
41000362	3	100	187	0	0		clothes549_c001hshow02	10000.000000	0	0.000000								0	0		0
41000363	3	100	21	0	0		head549_c001show01	10000.000000	0	0.000000								0	0		0
41000364	3	100	4	0	0		weapon549_c001show01	10000.000000	0	0.000000								0	0		0
41000365	3	100	185	0	0		clothes549_c001show01	10000.000000	0	0.000000								0	0		0
41000366	3	100	30	0	0		clothes549_c001show02	10000.000000	0	0.000000								0	0		0
41000367	3	100	109	0	0		clothes549_c001show03	10000.000000	0	0.000000								0	0		0
41000368	3	100	4	0	0		weapon549_c002hshow01	10000.000000	0	0.000000								0	0		0
41000425	3	100	10	0	0		weapon549_c002hshow02	10000.000000	0	0.000000								0	0		0
41000369	3	100	189	0	0		clothes549_c002hshow01	10000.000000	0	0.000000								0	0		0
41000370	3	100	190	0	0		clothes549_c002hshow02	10000.000000	0	0.000000								0	0		0
41000371	3	100	109	0	0		clothes549_c002show03	10000.000000	0	0.000000								0	0		0
41000427	3	100	21	0	0		head549_c002hshow01	10000.000000	0	0.000000								0	0		0
41000372	3	100	21	0	0		head549_c002show01	10000.000000	0	0.000000								0	0		0
41000373	3	100	1	0	0		weapon549_c002show01	10000.000000	0	0.000000								0	0		0
41000374	3	100	188	0	0		clothes549_c002show01	10000.000000	0	0.000000								0	0		0
41000375	3	100	4	0	0		clothes549_c002show02	10000.000000	0	0.000000								0	0		0
41000376	3	100	109	0	0		clothes549_c002show03	10000.000000	0	0.000000								0	0		0
41000377	3	100	191	0	0		clothes549_c003hshow01	10000.000000	0	0.000000								0	0		0
41000378	3	100	201	0	0		clothes549_c003hshow02	10000.000000	0	0.000000								0	0		0
41000379	3	100	21	0	0		head549_c003show01	10000.000000	0	0.000000								0	0		0
41000380	3	100	1	0	0		weapon549_c003hshow01	10000.000000	0	0.000000								0	0		0
41000381	3	100	191	0	0		clothes549_c003show01	10000.000000	0	0.000000								0	0		0
41000382	3	100	192	0	0		clothes549_c003show02	10000.000000	0	0.000000								0	0		0
41000383	3	100	109	0	0		clothes549_c003show03	10000.000000	0	0.000000								0	0		0
41000384	3	100	193	0	0		clothes549_c004hshow01	10000.000000	0	0.000000								0	0		0
41000385	3	100	194	0	0		clothes549_c004hshow02	10000.000000	0	0.000000								0	0		0
41000386	3	100	21	0	0		head549_c004show01	10000.000000	0	0.000000								0	0		0
41000387	3	100	1	0	0		weapon549_c004hshow01	10000.000000	0	0.000000								0	0		0
41000388	3	100	188	0	0		clothes549_c004show01	10000.000000	0	0.000000								0	0		0
41000389	3	100	119	0	0		clothes549_c004show02	10000.000000	0	0.000000								0	0		0
41000390	3	100	109	0	0		clothes549_c004show03	10000.000000	0	0.000000								0	0		0
41000391	3	100	8	0	0		weapon549_c005hshow01	10000.000000	0	0.000000								0	0		0
41000392	3	100	7	0	0		weapon549_c005hshow02	10000.000000	0	0.000000								0	0		0
41000393	3	100	21	0	0		head549_c005show01	10000.000000	0	0.000000								0	0		0
41000394	3	100	8	0	0		weapon549_c005show01	10000.000000	0	0.000000								0	0		0
41000395	3	100	7	0	0		weapon549_c005show02	10000.000000	0	0.000000								0	0		0
41000396	3	100	195	0	0		clothes549_c005show01	10000.000000	0	0.000000								0	0		0
41000397	3	100	117	0	0		clothes549_c005show02	10000.000000	0	0.000000								0	0		0
41000398	3	100	109	0	0		clothes549_c005show03	10000.000000	0	0.000000								0	0		0
41000399	3	100	21	0	0		head549_c006hshow01	10000.000000	0	0.000000								0	0		0
41000400	3	100	90	0	0		weapon549_c006hshow01	10000.000000	0	0.000000								0	0		0
41000401	3	100	75	0	0		weapon549_c006hshow02	10000.000000	0	0.000000								0	0		0
41000402	3	100	196	0	0		clothes549_c006hshow01	10000.000000	0	0.000000								0	0		0
41000403	3	100	176	0	0		clothes549_c006show02	10000.000000	0	0.000000								0	0		0
41000404	3	100	21	0	0		head549_c006show01	10000.000000	0	0.000000								0	0		0
41000405	3	100	59	0	0		weapon549_c006show01	10000.000000	0	0.000000								0	0		0
41000406	3	100	47	0	0		weapon549_c006show02	10000.000000	0	0.000000								0	0		0
41000407	3	100	196	0	0		clothes549_c006show01	10000.000000	0	0.000000								0	0		0
41000408	3	100	176	0	0		clothes549_c006show02	10000.000000	0	0.000000								0	0		0
41000409	3	100	109	0	0		clothes549_c006show03	10000.000000	0	0.000000								0	0		0
41000410	3	100	199	0	0		clothes549_c007hshow01	10000.000000	0	0.000000								0	0		0
41000411	3	100	200	0	0		clothes549_c007hshow02	10000.000000	0	0.000000								0	0		0
41000426	3	100	21	0	0		head549_c007hshow01	10000.000000	0	0.000000								0	0		0
41000412	3	100	21	0	0		head549_c007show01	10000.000000	0	0.000000								0	0		0
41000413	3	100	1	0	0		weapon549_c007hshow01	10000.000000	0	0.000000								0	0		0
41000414	3	100	197	0	0		clothes549_c007show01	10000.000000	0	0.000000								0	0		0
41000415	3	100	198	0	0		clothes549_c007show02	10000.000000	0	0.000000								0	0		0
41000416	3	100	109	0	0		clothes549_c007show03	10000.000000	0	0.000000								0	0		0
41000417	3	100	21	0	0		head549_c008hshow01	10000.000000	0	0.000000								0	0		0
41000418	3	100	117	0	0		clothes549_c008hshow01	10000.000000	0	0.000000								0	0		0
41000419	3	100	29	0	0		clothes549_c008hshow02	10000.000000	0	0.000000								0	0		0
41000420	3	100	21	0	0		head549_c008show01	10000.000000	0	0.000000								0	0		0
41000421	3	100	1	0	0		weapon549_c008hshow01	10000.000000	0	0.000000								0	0		0
41000422	3	100	117	0	0		clothes549_c008show01	10000.000000	0	0.000000								0	0		0
41000423	3	100	29	0	0		clothes549_c008show02	10000.000000	0	0.000000								0	0		0
41000424	3	100	109	0	0		clothes549_c008show03	10000.000000	0	0.000000								0	0		0
41000428	3	100	43	0	0		p713_show01	10000.000000	0	0.000000								0	0		0
41000429	3	100	1	0	0		p713_show02	10000.000000	0	0.000000								0	0		0
41000430	3	100	10	0	0		backd157_show01	10000.000000	0	0.000000								0	0		0
41000431	3	100	3	0	0		backd157_show03	10000.000000	0	0.000000								0	0		0
41000432	3	100	70	0	0		backd157_show02	10000.000000	0	0.000000								0	0		0
41000433	3	100	10	0	0		backd158_show01	10000.000000	0	0.000000								0	0		0
41000434	3	100	94	0	0		backd158_show02	10000.000000	0	0.000000								0	0		0
41000435	3	100	3	0	0		backd158_show03	10000.000000	0	0.000000								0	0		0
41000436	3	100	79	0	0		backd158_show04	10000.000000	0	0.000000								0	0		0
41000437	3	100	46	0	0		backd158_show05	10000.000000	0	0.000000								0	0		0
41000438	3	100	94	0	0		r076_show01	10000.000000	0	0.000000								0	0		0
41000439	3	100	10	0	0		r076_show02	10000.000000	0	0.000000								0	0		0
41000440	3	100	94	0	0		r076_show03	10000.000000	0	0.000000								0	0		0
41000441	3	100	10	0	0		r076_show04	10000.000000	0	0.000000								0	0		0
41000442	3	100	75	0	0		backd161_show01	10000.000000	0	0.000000								0	0		0
41000443	3	100	75	0	0		backd161_show02	10000.000000	0	0.000000								0	0		0
41000444	3	100	75	0	0		backd161_show03	10000.000000	0	0.000000								0	0		0
41000445	3	100	12	0	0		backd159_show01	10000.000000	0	0.000000								0	0		0
41000446	3	100	79	0	0		backd159_show02	10000.000000	0	0.000000								0	0		0
41000447	3	100	0	0	0		p714_show01	10000.000000	0	0.000000								0	0		0
41000448	3	100	0	0	0		soldier715_show01	10000.000000	0	0.000000								0	0		0
41000449	3	100	35	0	0		backd708_show01	10000.000000	0	0.000000								0	0		0
41000450	3	100	36	0	0		backd708_show02	10000.000000	0	0.000000								0	0		0
41000451	3	100	1	0	0		r077_show02	10000.000000	0	0.000000								0	0		0
41000452	3	100	34	0	0		r077_show01	10000.000000	0	0.000000								0	0		0
41000453	3	100	43	0	0		r077_show03	10000.000000	0	0.000000								0	0		0
41000454	3	100	1	0	0		backd160_show01	10000.000000	0	0.000000								0	0		0
41000455	3	100	1	0	0		r073_show01	9999.000000	0	0.000000								0	0		0
41000456	3	100	21	0	0		r073_show02	9999.000000	0	0.000000								0	0		0
41000457	3	100	76	0	0		r073_show03	9999.000000	0	0.000000								0	0		0
41000458	3	100	10	0	0		r073_show04	9999.000000	0	0.000000								0	0		0
41000459	3	100	141	0	0		r073_show05	9999.000000	0	0.000000								0	0		0
41000460	3	100	10	0	0		backd162h_lizi	10000.000000	0	0.000000								0	0		0
41000461	3	100	0	0	0		p715_show01	1.500000	0	0.000000								0	0		0
41000462	3	100	1	0	0		backd168_show01	10000.000000	0	0.000000								0	0		0
41000463	3	100	16	0	0		backd163_show01	9999.000000	0	0.000000								0	0		0
41000464	3	100	61	0	0		backd163_show02	9999.000000	0	0.000000								0	0		0
41000465	3	100	43	0	0		backd163_show03	9999.000000	0	0.000000								0	0		0
41000466	3	100	1	0	0		backd163_show04	9999.000000	0	0.000000								0	0		0
41000467	3	100	21	0	0		554_show01	9999.000000	0	0.000000								0	0		0
41000468	3	100	10	0	0		554_show02	9999.000000	0	0.000000								0	0		0
41000469	3	100	27	0	0		554_show37	9999.000000	0	0.000000								0	0		0
41000512	3	100	175	0	0		554_show38	9999.000000	0	0.000000								0	0		0
41000497	3	100	1	0	0		554_show28	9999.000000	0	0.000000								0	0		0
41000470	3	100	21	0	0		554_show04	9999.000000	0	0.000000								0	0		0
41000472	3	100	46	0	0		554_show05	9999.000000	0	0.000000								0	0		0
41000498	3	100	87	0	0		554_show32	9999.000000	0	0.000000								0	0		0
41000499	3	100	75	0	0		554_show06	9999.000000	0	0.000000								0	0		0
41000500	3	100	90	0	0		554_show27	9999.000000	0	0.000000								0	0		0
41000473	3	100	21	0	0		554_show07	9999.000000	0	0.000000								0	0		0
41000474	3	100	10	0	0		554_show08	9999.000000	0	0.000000								0	0		0
41000475	3	100	114	0	0		554_show42	9999.000000	0	0.000000								0	0		0
41000513	3	100	58	0	0		554_show09	9999.000000	0	0.000000								0	0		0
41000505	3	100	71	0	0		554_show33	9999.000000	0	0.000000								0	0		0
41000511	3	100	4	0	0		554_show39	9999.000000	0	0.000000								0	0		0
41000476	3	100	21	0	0		554_show10	9999.000000	0	0.000000								0	0		0
41000477	3	100	1	0	0		554_show11	9999.000000	0	0.000000								0	0		0
41000478	3	100	27	0	0		554_show12	9999.000000	0	0.000000								0	0		0
41000506	3	100	175	0	0		554_show40	9999.000000	0	0.000000								0	0		0
41000515	3	100	1	0	0		554_show43	9999.000000	0	0.000000								0	0		0
41000479	3	100	21	0	0		554_show13	9999.000000	0	0.000000								0	0		0
41000480	3	100	13	0	0		554_show14	9999.000000	0	0.000000								0	0		0
41000481	3	100	27	0	0		554_show15	9999.000000	0	0.000000								0	0		0
41000507	3	100	175	0	0		554_show41	9999.000000	0	0.000000								0	0		0
41000482	3	100	21	0	0		554_show16	9999.000000	0	0.000000								0	0		0
41000483	3	100	34	0	0		554_show26	9999.000000	0	0.000000								0	0		0
41000496	3	100	97	0	0		554_show17	9999.000000	0	0.000000								0	0		0
41000484	3	100	115	0	0		554_show18	9999.000000	0	0.000000								0	0		0
41000508	3	100	116	0	0		554_show34	9999.000000	0	0.000000								0	0		0
41000485	3	100	21	0	0		554_show19	9999.000000	0	0.000000								0	0		0
41000486	3	100	1	0	0		554_show20	9999.000000	0	0.000000								0	0		0
41000487	3	100	202	0	0		554_show21	9999.000000	0	0.000000								0	0		0
41000509	3	100	203	0	0		554_show35	9999.000000	0	0.000000								0	0		0
41000516	3	100	1	0	0		554_show44	9999.000000	0	0.000000								0	0		0
41000488	3	100	21	0	0		554_show22	9999.000000	0	0.000000								0	0		0
41000489	3	100	13	0	0		554_show23	9999.000000	0	0.000000								0	0		0
41000490	3	100	204	0	0		554_show24	9999.000000	0	0.000000								0	0		0
41000510	3	100	205	0	0		554_show36	9999.000000	0	0.000000								0	0		0
41000495	3	100	2	0	0		554_show25	9999.000000	0	0.000000								0	0		0
41000501	3	100	10	0	0		554_show25	9999.000000	0	0.000000								0	0		0
41000502	3	100	4	0	0		554_show31	9999.000000	0	0.000000								0	0		0
41000503	3	100	47	0	0		554_show29	9999.000000	0	0.000000								0	0		0
41000504	3	100	59	0	0		554_show30	9999.000000	0	0.000000								0	0		0
41000491	3	100	22	0	0		p036_show01	10000.000000	0	0.000000								0	0		0
41000492	3	100	62	0	0		p036_show02	10000.000000	0	0.000000								0	0		0
41000493	3	100	1	0	0		backd709_show01	10000.000000	0	0.000000								0	0		0
41000494	3	100	1	0	0		backd711_show01	10000.000000	0	0.000000								0	0		0
41000514	3	100	1	0	0		backd164_show01	10000.000000	0	0.000000								0	0		0
41000517	3	100	50	0	0		backd713_show01	10000.000000	0	0.000000								0	0		0
41000518	3	100	25	0	0		soldier921_show01	10000.000000	0	0.000000								0	0		0
41000519	3	100	2	0	0		soldier921_show02	10000.000000	0	0.000000								0	0		0
41000520	3	100	11	0	0		soldier921_show03	10000.000000	0	0.000000								0	0		0
