ID	所属组合图鉴ID	星级	消耗	获得属性	获得巅峰点	增加评分
1474	50000020	4	103009,1;102032,1	3,2	5	6
1475	50000020	5	103009,1;102032,1	3,2	5	6
1476	50000021	1	104023,1;103022,1;103009,1;102032,1	3,6;4,6;1,48	13	42
1477	50000021	2	104023,1;103022,1;103009,1;102032,1	3,4;4,4;1,32	13	28
1478	50000021	3	104023,1;103022,1;103009,1;102032,1	3,4;4,4;1,32	13	28
1479	50000021	4	104023,1;103022,1;103009,1;102032,1	3,2;4,2;1,16	13	14
1480	50000021	5	104023,1;103022,1;103009,1;102032,1	3,2;4,2;1,16	13	14
1481	50000022	1	104005,1;103001,1	3,12	8	30
1482	50000022	2	104005,1;103001,1	3,8	8	20
1483	50000022	3	104005,1;103001,1	3,8	8	20
1484	50000022	4	104005,1;103001,1	3,4	8	10
1485	50000022	5	104005,1;103001,1	3,4	8	10
1486	50000023	1	104006,1;103002,1	1,120	8	30
1487	50000023	2	104006,1;103002,1	1,80	8	20
1488	50000023	3	104006,1;103002,1	1,80	8	20
1489	50000023	4	104006,1;103002,1	1,40	8	10
1490	50000023	5	104006,1;103002,1	1,40	8	10
1491	50000024	1	104002,1;103004,1;103008,1	1,90;4,7	11	41
1492	50000024	2	104002,1;103004,1;103008,1	1,60;4,5	11	27
1493	50000024	3	104002,1;103004,1;103008,1	1,60;4,5	11	27
1494	50000024	4	104002,1;103004,1;103008,1	1,30;4,2	11	14
1495	50000024	5	104002,1;103004,1;103008,1	1,30;4,2	11	14
1496	50000025	1	104004,1;103003,1;103007,1	1,90;3,7	11	41
1497	50000025	2	104004,1;103003,1;103007,1	1,60;3,5	11	27
1498	50000025	3	104004,1;103003,1;103007,1	1,60;3,5	11	27
1499	50000025	4	104004,1;103003,1;103007,1	1,30;3,2	11	14
1500	50000025	5	104004,1;103003,1;103007,1	1,30;3,2	11	14
1501	50000026	1	104003,1;103005,1	4,12	8	30
1502	50000026	2	104003,1;103005,1	4,8	8	20
1503	50000026	3	104003,1;103005,1	4,8	8	20
1504	50000026	4	104003,1;103005,1	4,4	8	10
1505	50000026	5	104003,1;103005,1	4,4	8	10
1506	50000027	1	104001,1;103006,1	1,120	8	30
1507	50000027	2	104001,1;103006,1	1,80	8	20
1508	50000027	3	104001,1;103006,1	1,80	8	20
1509	50000027	4	104001,1;103006,1	1,40	8	10
1510	50000027	5	104001,1;103006,1	1,40	8	10
1511	50000028	1	103019,1;103020,1;103021,1;104018,1	1,120;11,12	14	48
1512	50000028	2	103019,1;103020,1;103021,1;104018,1	1,80;11,8	14	32
1513	50000028	3	103019,1;103020,1;103021,1;104018,1	1,80;11,8	14	32
1514	50000028	4	103019,1;103020,1;103021,1;104018,1	1,40;11,4	14	16
1515	50000028	5	103019,1;103020,1;103021,1;104018,1	1,40;11,4	14	16
1516	50000029	1	103016,1;103017,1;103018,1	33,18;35,12	9	30
1517	50000029	2	103016,1;103017,1;103018,1	33,12;35,8	9	20
1518	50000029	3	103016,1;103017,1;103018,1	33,12;35,8	9	20
1519	50000029	4	103016,1;103017,1;103018,1	33,6;35,4	9	10
1520	50000029	5	103016,1;103017,1;103018,1	33,6;35,4	9	10
1521	50000030	1	105014,1;104014,1	173,120	13	72
1522	50000030	2	105014,1;104014,1	173,80	13	48
1523	50000030	3	105014,1;104014,1	173,80	13	48
1524	50000030	4	105014,1;104014,1	173,40	13	24
1525	50000030	5	105014,1;104014,1	173,40	13	24
1526	50000031	1	105015,1;104013,1	175,90	13	68
1527	50000031	2	105015,1;104013,1	175,60	13	45
1528	50000031	3	105015,1;104013,1	175,60	13	45
1529	50000031	4	105015,1;104013,1	175,30	13	23
1530	50000031	5	105015,1;104013,1	175,30	13	23
1531	50000032	1	105016,1;104027,1	174,120	13	72
1532	50000032	2	105016,1;104027,1	174,80	13	48
1533	50000032	3	105016,1;104027,1	174,80	13	48
1534	50000032	4	105016,1;104027,1	174,40	13	24
1535	50000032	5	105016,1;104027,1	174,40	13	24
1536	50000033	1	115005,1;105011,1;105002,1;104006,1;104011,1;104010,1	28,60;3,38	41	186
1537	50000033	2	115005,1;105011,1;105002,1;104006,1;104011,1;104010,1	28,40;3,26	41	124
1538	50000033	3	115005,1;105011,1;105002,1;104006,1;104011,1;104010,1	28,40;3,26	41	124
1539	50000033	4	115005,1;105011,1;105002,1;104006,1;104011,1;104010,1	28,20;3,13	41	62
1540	50000033	5	115005,1;105011,1;105002,1;104006,1;104011,1;104010,1	28,20;3,13	41	62
1541	50000034	1	115004,1;105013,1;105001,1;104005,1;104017,1;104021,1	52,150;22,48	41	186
1542	50000034	2	115004,1;105013,1;105001,1;104005,1;104017,1;104021,1	52,100;22,32	41	124
1543	50000034	3	115004,1;105013,1;105001,1;104005,1;104017,1;104021,1	52,100;22,32	41	124
1544	50000034	4	115004,1;105013,1;105001,1;104005,1;104017,1;104021,1	52,50;22,16	41	62
1545	50000034	5	115004,1;105013,1;105001,1;104005,1;104017,1;104021,1	52,50;22,16	41	62
1546	50000035	1	115007,1;105009,1;105010,1;105004,1;105008,1;104002,1	51,150;24,48	47	186
1547	50000035	2	115007,1;105009,1;105010,1;105004,1;105008,1;104002,1	51,100;24,32	47	124
1548	50000035	3	115007,1;105009,1;105010,1;105004,1;105008,1;104002,1	51,100;24,32	47	124
1549	50000035	4	115007,1;105009,1;105010,1;105004,1;105008,1;104002,1	51,50;24,16	47	62
1550	50000035	5	115007,1;105009,1;105010,1;105004,1;105008,1;104002,1	51,50;24,16	47	62
1551	50000036	1	115006,1;115003,1;105003,1;105007,1;104004,1;104019,1	206,120;21,48	46	216
1552	50000036	2	115006,1;115003,1;105003,1;105007,1;104004,1;104019,1	206,80;21,32	46	144
1553	50000036	3	115006,1;115003,1;105003,1;105007,1;104004,1;104019,1	206,80;21,32	46	144
1554	50000036	4	115006,1;115003,1;105003,1;105007,1;104004,1;104019,1	206,40;21,16	46	72
1555	50000036	5	115006,1;115003,1;105003,1;105007,1;104004,1;104019,1	206,40;21,16	46	72
1556	50000037	1	115008,1;115002,1;105012,1;105005,1;104003,1;104015,1	175,240;23,48	46	216
1557	50000037	2	115008,1;115002,1;105012,1;105005,1;104003,1;104015,1	175,160;23,32	46	144
1558	50000037	3	115008,1;115002,1;105012,1;105005,1;104003,1;104015,1	175,160;23,32	46	144
1559	50000037	4	115008,1;115002,1;105012,1;105005,1;104003,1;104015,1	175,80;23,16	46	72
1560	50000037	5	115008,1;115002,1;105012,1;105005,1;104003,1;104015,1	175,80;23,16	46	72
1561	50000038	1	115009,1;105006,1;104001,1;104009,1;104020,1;104022,1	156,60;4,38	38	156
1562	50000038	2	115009,1;105006,1;104001,1;104009,1;104020,1;104022,1	156,40;4,26	38	104
1563	50000038	3	115009,1;105006,1;104001,1;104009,1;104020,1;104022,1	156,40;4,26	38	104
1564	50000038	4	115009,1;105006,1;104001,1;104009,1;104020,1;104022,1	156,20;4,13	38	52
1565	50000038	5	115009,1;105006,1;104001,1;104009,1;104020,1;104022,1	156,20;4,13	38	52
1566	50000039	1	105011,1;104016,1;104015,1;104024,1;104025,1;104026,1	132,90;12,12;13,12	33	126
1567	50000039	2	105011,1;104016,1;104015,1;104024,1;104025,1;104026,1	132,60;12,8;13,8	33	84
1568	50000039	3	105011,1;104016,1;104015,1;104024,1;104025,1;104026,1	132,60;12,8;13,8	33	84
1569	50000039	4	105011,1;104016,1;104015,1;104024,1;104025,1;104026,1	132,30;12,4;13,4	33	42
1570	50000039	5	105011,1;104016,1;104015,1;104024,1;104025,1;104026,1	132,30;12,4;13,4	33	42
1571	50000040	1	115001,1;105001,1;103001,1	3,15;4,15;1,240	21	135
1572	50000040	2	115001,1;105001,1;103001,1	3,10;4,10;1,160	21	90
1573	50000040	3	115001,1;105001,1;103001,1	3,10;4,10;1,160	21	90
1574	50000040	4	115001,1;105001,1;103001,1	3,5;4,5;1,80	21	45
1575	50000040	5	115001,1;105001,1;103001,1	3,5;4,5;1,80	21	45
1576	50000041	1	115001,1;105002,1;103002,1	3,15;4,15;1,240	21	135
1577	50000041	2	115001,1;105002,1;103002,1	3,10;4,10;1,160	21	90
1578	50000041	3	115001,1;105002,1;103002,1	3,10;4,10;1,160	21	90
1579	50000041	4	115001,1;105002,1;103002,1	3,5;4,5;1,80	21	45
1580	50000041	5	115001,1;105002,1;103002,1	3,5;4,5;1,80	21	45
1581	50000042	1	115001,1;105003,1;103003,1	3,15;4,15;1,240	21	135
1582	50000042	2	115001,1;105003,1;103003,1	3,10;4,10;1,160	21	90
1583	50000042	3	115001,1;105003,1;103003,1	3,10;4,10;1,160	21	90
1584	50000042	4	115001,1;105003,1;103003,1	3,5;4,5;1,80	21	45
1585	50000042	5	115001,1;105003,1;103003,1	3,5;4,5;1,80	21	45
1586	50000043	1	115001,1;105004,1;103004,1	3,15;4,15;1,240	21	135
1587	50000043	2	115001,1;105004,1;103004,1	3,10;4,10;1,160	21	90
1588	50000043	3	115001,1;105004,1;103004,1	3,10;4,10;1,160	21	90
1589	50000043	4	115001,1;105004,1;103004,1	3,5;4,5;1,80	21	45
1590	50000043	5	115001,1;105004,1;103004,1	3,5;4,5;1,80	21	45
1591	50000044	1	115001,1;105005,1;103005,1	3,15;4,15;1,240	21	135
1592	50000044	2	115001,1;105005,1;103005,1	3,10;4,10;1,160	21	90
1593	50000044	3	115001,1;105005,1;103005,1	3,10;4,10;1,160	21	90
1594	50000044	4	115001,1;105005,1;103005,1	3,5;4,5;1,80	21	45
1595	50000044	5	115001,1;105005,1;103005,1	3,5;4,5;1,80	21	45
1596	50000045	1	115001,1;105006,1;103006,1	3,15;4,15;1,240	21	135
1597	50000045	2	115001,1;105006,1;103006,1	3,10;4,10;1,160	21	90
1598	50000045	3	115001,1;105006,1;103006,1	3,10;4,10;1,160	21	90
1599	50000045	4	115001,1;105006,1;103006,1	3,5;4,5;1,80	21	45
1600	50000045	5	115001,1;105006,1;103006,1	3,5;4,5;1,80	21	45
1601	50000046	1	115001,1;105007,1;103007,1	3,15;4,15;1,240	21	135
1602	50000046	2	115001,1;105007,1;103007,1	3,10;4,10;1,160	21	90
1603	50000046	3	115001,1;105007,1;103007,1	3,10;4,10;1,160	21	90
1604	50000046	4	115001,1;105007,1;103007,1	3,5;4,5;1,80	21	45
1605	50000046	5	115001,1;105007,1;103007,1	3,5;4,5;1,80	21	45
1606	50000047	1	115001,1;105008,1;103008,1	3,15;4,15;1,240	21	135
1607	50000047	2	115001,1;105008,1;103008,1	3,10;4,10;1,160	21	90
1608	50000047	3	115001,1;105008,1;103008,1	3,10;4,10;1,160	21	90
1609	50000047	4	115001,1;105008,1;103008,1	3,5;4,5;1,80	21	45
1610	50000047	5	115001,1;105008,1;103008,1	3,5;4,5;1,80	21	45
1611	50000048	1	115001,1;104009,1;104011,1	12,24;13,24;11,24	20	108
1612	50000048	2	115001,1;104009,1;104011,1	12,16;13,16;11,16	20	72
1613	50000048	3	115001,1;104009,1;104011,1	12,16;13,16;11,16	20	72
1614	50000048	4	115001,1;104009,1;104011,1	12,8;13,8;11,8	20	36
1615	50000048	5	115001,1;104009,1;104011,1	12,8;13,8;11,8	20	36
1616	50000049	1	104007,1;115010,1	3,24;4,24	15	120
1617	50000049	2	104007,1;115010,1	3,16;4,16	15	80
1618	50000049	3	104007,1;115010,1	3,16;4,16	15	80
1619	50000049	4	104007,1;115010,1	3,8;4,8	15	40
1620	50000049	5	104007,1;115010,1	3,8;4,8	15	40
1621	50000050	1	104010,1;115012,1	3,24;4,24	15	120
1622	50000050	2	104010,1;115012,1	3,16;4,16	15	80
1623	50000050	3	104010,1;115012,1	3,16;4,16	15	80
1624	50000050	4	104010,1;115012,1	3,8;4,8	15	40
1625	50000050	5	104010,1;115012,1	3,8;4,8	15	40
1626	50000051	1	104009,1;115011,1	3,24;4,24	15	120
1627	50000051	2	104009,1;115011,1	3,16;4,16	15	80
1628	50000051	3	104009,1;115011,1	3,16;4,16	15	80
1629	50000051	4	104009,1;115011,1	3,8;4,8	15	40
1630	50000051	5	104009,1;115011,1	3,8;4,8	15	40
1631	50000052	1	104032,1;115013,1	23,60;1,300	15	120
1632	50000052	2	104032,1;115013,1	23,40;1,200	15	80
1633	50000052	3	104032,1;115013,1	23,40;1,200	15	80
1634	50000052	4	104032,1;115013,1	23,20;1,100	15	40
1635	50000052	5	104032,1;115013,1	23,20;1,100	15	40
1636	50000053	1	104031,1;104032,1;115013,1	3,12;4,12;1,240	20	120
1637	50000053	2	104031,1;104032,1;115013,1	3,8;4,8;1,160	20	80
1638	50000053	3	104031,1;104032,1;115013,1	3,8;4,8;1,160	20	80
1639	50000053	4	104031,1;104032,1;115013,1	3,4;4,4;1,80	20	40
1640	50000053	5	104031,1;104032,1;115013,1	3,4;4,4;1,80	20	40
1641	50000054	1	104032,1;105009,1	26,48;3,12	13	66
1642	50000054	2	104032,1;105009,1	26,32;3,8	13	44
1643	50000054	3	104032,1;105009,1	26,32;3,8	13	44
1644	50000054	4	104032,1;105009,1	26,16;3,4	13	22
1645	50000054	5	104032,1;105009,1	26,16;3,4	13	22
1646	50000055	1	103043,1;103044,1;102039,1;102040,1	1,60;3,3;4,3	10	30
1647	50000055	2	103043,1;103044,1;102039,1;102040,1	1,40;3,2;4,2	10	20
1648	50000055	3	103043,1;103044,1;102039,1;102040,1	1,40;3,2;4,2	10	20
1649	50000055	4	103043,1;103044,1;102039,1;102040,1	1,20;3,1;4,1	10	10
1650	50000055	5	103043,1;103044,1;102039,1;102040,1	1,20;3,1;4,1	10	10
1651	50000056	1	103043,1;102040,1	1,30;3,3	5	15
1652	50000056	2	103043,1;102040,1	1,20;3,2	5	10
1653	50000056	3	103043,1;102040,1	1,20;3,2	5	10
1654	50000056	4	103043,1;102040,1	1,10;3,1	5	5
1655	50000056	5	103043,1;102040,1	1,10;3,1	5	5
1656	50000057	1	103044,1;102039,1;102040,1;102041,1	1,30;3,2;4,2	9	20
1657	50000057	2	103044,1;102039,1;102040,1;102041,1	1,20;3,2;4,2	9	13
1658	50000057	3	103044,1;102039,1;102040,1;102041,1	1,20;3,2;4,2	9	13
1659	50000057	4	103044,1;102039,1;102040,1;102041,1	1,10;3,1;4,1	9	7
1660	50000057	5	103044,1;102039,1;102040,1;102041,1	1,10;3,1;4,1	9	7
1661	50000058	1	103036,1;102042,1;102043,1	21,8;22,8	7	13
1662	50000058	2	103036,1;102042,1;102043,1	21,6;22,6	7	8
1663	50000058	3	103036,1;102042,1;102043,1	21,6;22,6	7	8
1664	50000058	4	103036,1;102042,1;102043,1	21,3;22,3	7	4
1665	50000058	5	103036,1;102042,1;102043,1	21,3;22,3	7	4
1666	50000059	1	103009,1;102038,1	33,6;35,6	5	12
1667	50000059	2	103009,1;102038,1	33,4;35,4	5	8
1668	50000059	3	103009,1;102038,1	33,4;35,4	5	8
1669	50000059	4	103009,1;102038,1	33,2;35,2	5	4
1670	50000059	5	103009,1;102038,1	33,2;35,2	5	4
1671	50000060	1	104029,1;102036,1	4,12	7	30
1672	50000060	2	104029,1;102036,1	4,8	7	20
1673	50000060	3	104029,1;102036,1	4,8	7	20
1674	50000060	4	104029,1;102036,1	4,4	7	10
1675	50000060	5	104029,1;102036,1	4,4	7	10
1676	50000061	1	104013,1;103043,1;103012,1	23,24;24,24	11	36
1677	50000061	2	104013,1;103043,1;103012,1	23,16;24,16	11	24
1678	50000061	3	104013,1;103043,1;103012,1	23,16;24,16	11	24
1679	50000061	4	104013,1;103043,1;103012,1	23,8;24,8	11	12
1680	50000061	5	104013,1;103043,1;103012,1	23,8;24,8	11	12
1681	50000062	1	104033,1;103001,1	52,24;4,6	8	39
1682	50000062	2	104033,1;103001,1	52,16;4,4	8	26
1683	50000062	3	104033,1;103001,1	52,16;4,4	8	26
1684	50000062	4	104033,1;103001,1	52,8;4,2	8	13
1685	50000062	5	104033,1;103001,1	52,8;4,2	8	13
1686	50000063	1	104034,1;103002,1	51,24;22,12	8	33
1687	50000063	2	104034,1;103002,1	51,16;22,8	8	22
1688	50000063	3	104034,1;103002,1	51,16;22,8	8	22
1689	50000063	4	104034,1;103002,1	51,8;22,4	8	11
1690	50000063	5	104034,1;103002,1	51,8;22,4	8	11
1691	50000064	1	104035,1;103003,1	206,24;21,12	8	45
1692	50000064	2	104035,1;103003,1	206,16;21,8	8	30
1693	50000064	3	104035,1;103003,1	206,16;21,8	8	30
1694	50000064	4	104035,1;103003,1	206,8;21,4	8	15
1695	50000064	5	104035,1;103003,1	206,8;21,4	8	15
1696	50000065	1	104036,1;103004,1	51,24;1,12	8	27
1697	50000065	2	104036,1;103004,1	51,16;1,8	8	18
1698	50000065	3	104036,1;103004,1	51,16;1,8	8	18
1699	50000065	4	104036,1;103004,1	51,8;1,4	8	9
1700	50000065	5	104036,1;103004,1	51,8;1,4	8	9
1701	50000066	1	104037,1;103005,1	175,24;23,12	8	27
1702	50000066	2	104037,1;103005,1	175,16;23,8	8	18
1703	50000066	3	104037,1;103005,1	175,16;23,8	8	18
1704	50000066	4	104037,1;103005,1	175,8;23,4	8	9
1705	50000066	5	104037,1;103005,1	175,8;23,4	8	9
1706	50000067	1	104038,1;103006,1	156,24;4,12	8	54
1707	50000067	2	104038,1;103006,1	156,16;4,8	8	36
1708	50000067	3	104038,1;103006,1	156,16;4,8	8	36
1709	50000067	4	104038,1;103006,1	156,8;4,4	8	18
1710	50000067	5	104038,1;103006,1	156,8;4,4	8	18
1711	50000068	1	104039,1;103007,1	1,30;26,18	8	21
1712	50000068	2	104039,1;103007,1	1,20;26,12	8	14
1713	50000068	3	104039,1;103007,1	1,20;26,12	8	14
1714	50000068	4	104039,1;103007,1	1,10;26,6	8	7
1715	50000068	5	104039,1;103007,1	1,10;26,6	8	7
1716	50000069	1	104040,1;103008,1	1,30;24,18	8	21
1717	50000069	2	104040,1;103008,1	1,20;24,12	8	14
1718	50000069	3	104040,1;103008,1	1,20;24,12	8	14
1719	50000069	4	104040,1;103008,1	1,10;24,6	8	7
1720	50000069	5	104040,1;103008,1	1,10;24,6	8	7
1721	50000070	1	105021,1;105022,1;103035,1;103036,1;103037,1	70,18;84,18;69,18;80,18;76,18	25	90
1722	50000070	2	105021,1;105022,1;103035,1;103036,1;103037,1	70,12;84,12;69,12;80,12;76,12	25	60
1723	50000070	3	105021,1;105022,1;103035,1;103036,1;103037,1	70,12;84,12;69,12;80,12;76,12	25	60
1724	50000070	4	105021,1;105022,1;103035,1;103036,1;103037,1	70,6;84,6;69,6;80,6;76,6	25	30
1725	50000070	5	105021,1;105022,1;103035,1;103036,1;103037,1	70,6;84,6;69,6;80,6;76,6	25	30
1726	50000071	1	105017,1;105018,1;103044,1	3,6;4,6;1,180	19	75
1727	50000071	2	105017,1;105018,1;103044,1	3,4;4,4;1,120	19	50
1728	50000071	3	105017,1;105018,1;103044,1	3,4;4,4;1,120	19	50
1729	50000071	4	105017,1;105018,1;103044,1	3,2;4,2;1,60	19	25
1730	50000071	5	105017,1;105018,1;103044,1	3,2;4,2;1,60	19	25
1731	50000072	1	105017,1;103043,1;103044,1;102040,1;102041,1	67,18;83,18;66,18;79,18;75,18	18	90
1732	50000072	2	105017,1;103043,1;103044,1;102040,1;102041,1	67,12;83,12;66,12;79,12;75,12	18	60
1733	50000072	3	105017,1;103043,1;103044,1;102040,1;102041,1	67,12;83,12;66,12;79,12;75,12	18	60
1734	50000072	4	105017,1;103043,1;103044,1;102040,1;102041,1	67,6;83,6;66,6;79,6;75,6	18	30
1735	50000072	5	105017,1;103043,1;103044,1;102040,1;102041,1	67,6;83,6;66,6;79,6;75,6	18	30
1736	50000073	1	105021,1;105022,1;103037,1	22,15;1,180	19	56
1737	50000073	2	105021,1;105022,1;103037,1	22,10;1,120	19	38
1738	50000073	3	105021,1;105022,1;103037,1	22,10;1,120	19	38
1739	50000073	4	105021,1;105022,1;103037,1	22,5;1,60	19	19
1740	50000073	5	105021,1;105022,1;103037,1	22,5;1,60	19	19
1741	50000074	1	105020,1;103039,1	21,12;1,120	11	39
1742	50000074	2	105020,1;103039,1	21,8;1,80	11	26
1743	50000074	3	105020,1;103039,1	21,8;1,80	11	26
1744	50000074	4	105020,1;103039,1	21,4;1,40	11	13
1745	50000074	5	105020,1;103039,1	21,4;1,40	11	13
1746	50000075	1	104002,1;104003,1;102045,1	4,1;1,90	12	26
1747	50000075	2	104002,1;104003,1;102045,1	4,1;1,60	12	17
1748	50000075	3	104002,1;104003,1;102045,1	4,1;1,60	12	17
1749	50000075	4	104002,1;104003,1;102045,1	4,0;1,30	12	9
1750	50000075	5	104002,1;104003,1;102045,1	4,0;1,30	12	9
1751	50000076	1	104021,1;104019,1;102045,1	30,12;31,12	12	24
1752	50000076	2	104021,1;104019,1;102045,1	30,8;31,8	12	16
1753	50000076	3	104021,1;104019,1;102045,1	30,8;31,8	12	16
1754	50000076	4	104021,1;104019,1;102045,1	30,4;31,4	12	8
1755	50000076	5	104021,1;104019,1;102045,1	30,4;31,4	12	8
1756	50000077	1	104020,1;104017,1;102045,1	3,3;1,90	12	30
1757	50000077	2	104020,1;104017,1;102045,1	3,2;1,60	12	20
1758	50000077	3	104020,1;104017,1;102045,1	3,2;1,60	12	20
1759	50000077	4	104020,1;104017,1;102045,1	3,1;1,30	12	10
1760	50000077	5	104020,1;104017,1;102045,1	3,1;1,30	12	10
1761	50000078	1	105017,1;104014,1	3,9;4,9	13	45
1762	50000078	2	105017,1;104014,1	3,6;4,6	13	30
1763	50000078	3	105017,1;104014,1	3,6;4,6	13	30
1764	50000078	4	105017,1;104014,1	3,3;4,3	13	15
1765	50000078	5	105017,1;104014,1	3,3;4,3	13	15
1766	50000079	1	105018,1;104010,1	30,24;21,24	13	42
1767	50000079	2	105018,1;104010,1	30,16;21,16	13	28
1768	50000079	3	105018,1;104010,1	30,16;21,16	13	28
1769	50000079	4	105018,1;104010,1	30,8;21,8	13	14
1770	50000079	5	105018,1;104010,1	30,8;21,8	13	14
1771	50000080	1	105020,1;103038,1	4,6;26,30	11	38
1772	50000080	2	105020,1;103038,1	4,4;26,20	11	25
1773	50000080	3	105020,1;103038,1	4,4;26,20	11	25
1774	50000080	4	105020,1;103038,1	4,2;26,10	11	13
1775	50000080	5	105020,1;103038,1	4,2;26,10	11	13
1776	50000081	1	105020,1;103040,1;103038,1	13,18;24,9;22,9	14	41
1777	50000081	2	105020,1;103040,1;103038,1	13,12;24,6;22,6	14	27
1778	50000081	3	105020,1;103040,1;103038,1	13,12;24,6;22,6	14	27
1779	50000081	4	105020,1;103040,1;103038,1	13,6;24,3;22,3	14	14
1780	50000081	5	105020,1;103040,1;103038,1	13,6;24,3;22,3	14	14
1781	50000082	1	105022,1;105019,1	23,36;25,36	16	54
1782	50000082	2	105022,1;105019,1	23,24;25,24	16	36
1783	50000082	3	105022,1;105019,1	23,24;25,24	16	36
1784	50000082	4	105022,1;105019,1	23,12;25,12	16	18
1785	50000082	5	105022,1;105019,1	23,12;25,12	16	18
1786	50000083	1	105017,1;103040,1	31,24;22,24	11	42
1787	50000083	2	105017,1;103040,1	31,16;22,16	11	28
1788	50000083	3	105017,1;103040,1	31,16;22,16	11	28
1789	50000083	4	105017,1;103040,1	31,8;22,8	11	14
1790	50000083	5	105017,1;103040,1	31,8;22,8	11	14
1791	50000084	1	105021,1;105020,1	85,60	16	60
1792	50000084	2	105021,1;105020,1	85,40	16	40
1793	50000084	3	105021,1;105020,1	85,40	16	40
1794	50000084	4	105021,1;105020,1	85,20	16	20
1795	50000084	5	105021,1;105020,1	85,20	16	20
1796	50000085	1	105022,1;103018,1	33,24;24,24	11	42
1797	50000085	2	105022,1;103018,1	33,16;24,16	11	28
1798	50000085	3	105022,1;103018,1	33,16;24,16	11	28
1799	50000085	4	105022,1;103018,1	33,8;24,8	11	14
1800	50000085	5	105022,1;103018,1	33,8;24,8	11	14
1801	50000086	1	105017,1;103044,1	34,24;25,24	11	42
1802	50000086	2	105017,1;103044,1	34,16;25,16	11	28
1803	50000086	3	105017,1;103044,1	34,16;25,16	11	28
1804	50000086	4	105017,1;103044,1	34,8;25,8	11	14
1805	50000086	5	105017,1;103044,1	34,8;25,8	11	14
1806	50000087	1	105017,1;105018,1	86,60	16	60
1807	50000087	2	105017,1;105018,1	86,40	16	40
1808	50000087	3	105017,1;105018,1	86,40	16	40
1809	50000087	4	105017,1;105018,1	86,20	16	20
1810	50000087	5	105017,1;105018,1	86,20	16	20
1811	50000088	1	105018,1;103040,1	32,24;23,24	11	42
1812	50000088	2	105018,1;103040,1	32,16;23,16	11	28
1813	50000088	3	105018,1;103040,1	32,16;23,16	11	28
1814	50000088	4	105018,1;103040,1	32,8;23,8	11	14
1815	50000088	5	105018,1;103040,1	32,8;23,8	11	14
1816	50000089	1	105019,1;105022,1;104009,1	21,60;23,60	21	90
1817	50000089	2	105019,1;105022,1;104009,1	21,40;23,40	21	60
1818	50000089	3	105019,1;105022,1;104009,1	21,40;23,40	21	60
1819	50000089	4	105019,1;105022,1;104009,1	21,20;23,20	21	30
1820	50000089	5	105019,1;105022,1;104009,1	21,20;23,20	21	30
1821	50000090	1	105019,1;104006,1	11,24;21,24	13	54
1822	50000090	2	105019,1;104006,1	11,16;21,16	13	36
1823	50000090	3	105019,1;104006,1	11,16;21,16	13	36
1824	50000090	4	105019,1;104006,1	11,8;21,8	13	18
1825	50000090	5	105019,1;104006,1	11,8;21,8	13	18
1826	50000091	1	105021,1;102008,1	131,48	10	48
1827	50000091	2	105021,1;102008,1	131,32	10	32
1828	50000091	3	105021,1;102008,1	131,32	10	32
1829	50000091	4	105021,1;102008,1	131,16	10	16
1830	50000091	5	105021,1;102008,1	131,16	10	16
1831	50000092	1	105021,1;103018,1	35,24;26,24	11	42
1832	50000092	2	105021,1;103018,1	35,16;26,16	11	28
1833	50000092	3	105021,1;103018,1	35,16;26,16	11	28
1834	50000092	4	105021,1;103018,1	35,8;26,8	11	14
1835	50000092	5	105021,1;103018,1	35,8;26,8	11	14
1836	50000093	1	105022,1;102028,1	132,48	10	48
1837	50000093	2	105022,1;102028,1	132,32	10	32
1838	50000093	3	105022,1;102028,1	132,32	10	32
1839	50000093	4	105022,1;102028,1	132,16	10	16
1840	50000093	5	105022,1;102028,1	132,16	10	16
1841	50000094	1	115004,1;104004,1;102045,1	3,9;1,270	17	90
1842	50000094	2	115004,1;104004,1;102045,1	3,6;1,180	17	60
1843	50000094	3	115004,1;104004,1;102045,1	3,6;1,180	17	60
1844	50000094	4	115004,1;104004,1;102045,1	3,3;1,90	17	30
1845	50000094	5	115004,1;104004,1;102045,1	3,3;1,90	17	30
1846	50000095	1	115014,1;104001,1;104005,1	1,300;158,24;160,24	20	104
1847	50000095	2	115014,1;104001,1;104005,1	1,200;158,16;160,16	20	69
1848	50000095	3	115014,1;104001,1;104005,1	1,200;158,16;160,16	20	69
1849	50000095	4	115014,1;104001,1;104005,1	1,100;158,8;160,8	20	35
1850	50000095	5	115014,1;104001,1;104005,1	1,100;158,8;160,8	20	35
1851	50000096	1	115014,1;104009,1;104010,1	1,300;161,24;160,24	20	104
1852	50000096	2	115014,1;104009,1;104010,1	1,200;161,16;160,16	20	69
1853	50000096	3	115014,1;104009,1;104010,1	1,200;161,16;160,16	20	69
1854	50000096	4	115014,1;104009,1;104010,1	1,100;161,8;160,8	20	35
1855	50000096	5	115014,1;104009,1;104010,1	1,100;161,8;160,8	20	35
1856	50000097	1	115015,1;104032,1	1,180;11,30	15	90
1857	50000097	2	115015,1;104032,1	1,120;11,20	15	60
1858	50000097	3	115015,1;104032,1	1,120;11,20	15	60
1859	50000097	4	115015,1;104032,1	1,60;11,10	15	30
1860	50000097	5	115015,1;104032,1	1,60;11,10	15	30
1861	50000098	1	115016,1;103040,1	51,60;1,180	13	105
