流水号	星灵ID	蕴养类型	蕴养等级	属性加成	需要经验	评分类型	值/公式
2072	170000040	2	17	6800	14000	1	6
2073	170000040	2	18	7200	14800	1	6
2074	170000040	2	19	7600	15600	1	6
2075	170000040	2	20	8000	16400	1	6
2076	170000040	2	21	8400	17200	1	6
2077	170000040	2	22	8800	18000	1	6
2078	170000040	2	23	9200	18800	1	6
2079	170000040	2	24	9600	19600	1	6
2080	170000040	2	25	10000	0	1	6
2081	170000041	1	0	0	120	1	6
2082	170000041	1	1	400	360	1	6
2083	170000041	1	2	800	600	1	6
2084	170000041	1	3	1200	840	1	6
2085	170000041	1	4	1600	1080	1	6
2086	170000041	1	5	2000	1320	1	6
2087	170000041	1	6	2400	1560	1	6
2088	170000041	1	7	2800	1800	1	6
2089	170000041	1	8	3200	2040	1	6
2090	170000041	1	9	3600	2280	1	6
2091	170000041	1	10	4000	2520	1	6
2092	170000041	1	11	4400	2760	1	6
2093	170000041	1	12	4800	3000	1	6
2094	170000041	1	13	5200	3240	1	6
2095	170000041	1	14	5600	3480	1	6
2096	170000041	1	15	6000	3720	1	6
2097	170000041	1	16	6400	3960	1	6
2098	170000041	1	17	6800	4200	1	6
2099	170000041	1	18	7200	4440	1	6
2100	170000041	1	19	7600	4680	1	6
2101	170000041	1	20	8000	4920	1	6
2102	170000041	1	21	8400	5160	1	6
2103	170000041	1	22	8800	5400	1	6
2104	170000041	1	23	9200	5640	1	6
2105	170000041	1	24	9600	5880	1	6
2106	170000041	1	25	10000	0	1	6
2107	170000041	2	0	0	120	1	6
2108	170000041	2	1	400	360	1	6
2109	170000041	2	2	800	600	1	6
2110	170000041	2	3	1200	840	1	6
2111	170000041	2	4	1600	1080	1	6
2112	170000041	2	5	2000	1320	1	6
2113	170000041	2	6	2400	1560	1	6
2114	170000041	2	7	2800	1800	1	6
2115	170000041	2	8	3200	2040	1	6
2116	170000041	2	9	3600	2280	1	6
2117	170000041	2	10	4000	2520	1	6
2118	170000041	2	11	4400	2760	1	6
2119	170000041	2	12	4800	3000	1	6
2120	170000041	2	13	5200	3240	1	6
2121	170000041	2	14	5600	3480	1	6
2122	170000041	2	15	6000	3720	1	6
2123	170000041	2	16	6400	3960	1	6
2124	170000041	2	17	6800	4200	1	6
2125	170000041	2	18	7200	4440	1	6
2126	170000041	2	19	7600	4680	1	6
2127	170000041	2	20	8000	4920	1	6
2128	170000041	2	21	8400	5160	1	6
2129	170000041	2	22	8800	5400	1	6
2130	170000041	2	23	9200	5640	1	6
2131	170000041	2	24	9600	5880	1	6
2132	170000041	2	25	10000	0	1	6
2133	170000042	1	0	0	400	1	6
2134	170000042	1	1	400	1200	1	6
2135	170000042	1	2	800	2000	1	6
2136	170000042	1	3	1200	2800	1	6
2137	170000042	1	4	1600	3600	1	6
2138	170000042	1	5	2000	4400	1	6
2139	170000042	1	6	2400	5200	1	6
2140	170000042	1	7	2800	6000	1	6
2141	170000042	1	8	3200	6800	1	6
2142	170000042	1	9	3600	7600	1	6
2143	170000042	1	10	4000	8400	1	6
2144	170000042	1	11	4400	9200	1	6
2145	170000042	1	12	4800	10000	1	6
2146	170000042	1	13	5200	10800	1	6
2147	170000042	1	14	5600	11600	1	6
2148	170000042	1	15	6000	12400	1	6
2149	170000042	1	16	6400	13200	1	6
2150	170000042	1	17	6800	14000	1	6
2151	170000042	1	18	7200	14800	1	6
2152	170000042	1	19	7600	15600	1	6
2153	170000042	1	20	8000	16400	1	6
2154	170000042	1	21	8400	17200	1	6
2155	170000042	1	22	8800	18000	1	6
2156	170000042	1	23	9200	18800	1	6
2157	170000042	1	24	9600	19600	1	6
2158	170000042	1	25	10000	0	1	6
2159	170000042	2	0	0	400	1	6
2160	170000042	2	1	400	1200	1	6
2161	170000042	2	2	800	2000	1	6
2162	170000042	2	3	1200	2800	1	6
2163	170000042	2	4	1600	3600	1	6
2164	170000042	2	5	2000	4400	1	6
2165	170000042	2	6	2400	5200	1	6
2166	170000042	2	7	2800	6000	1	6
2167	170000042	2	8	3200	6800	1	6
2168	170000042	2	9	3600	7600	1	6
2169	170000042	2	10	4000	8400	1	6
2170	170000042	2	11	4400	9200	1	6
2171	170000042	2	12	4800	10000	1	6
2172	170000042	2	13	5200	10800	1	6
2173	170000042	2	14	5600	11600	1	6
2174	170000042	2	15	6000	12400	1	6
2175	170000042	2	16	6400	13200	1	6
2176	170000042	2	17	6800	14000	1	6
2177	170000042	2	18	7200	14800	1	6
2178	170000042	2	19	7600	15600	1	6
2179	170000042	2	20	8000	16400	1	6
2180	170000042	2	21	8400	17200	1	6
2181	170000042	2	22	8800	18000	1	6
2182	170000042	2	23	9200	18800	1	6
2183	170000042	2	24	9600	19600	1	6
2184	170000042	2	25	10000	0	1	6
2185	170000043	1	0	0	400	1	6
2186	170000043	1	1	400	1200	1	6
2187	170000043	1	2	800	2000	1	6
2188	170000043	1	3	1200	2800	1	6
2189	170000043	1	4	1600	3600	1	6
2190	170000043	1	5	2000	4400	1	6
2191	170000043	1	6	2400	5200	1	6
2192	170000043	1	7	2800	6000	1	6
2193	170000043	1	8	3200	6800	1	6
2194	170000043	1	9	3600	7600	1	6
2195	170000043	1	10	4000	8400	1	6
2196	170000043	1	11	4400	9200	1	6
2197	170000043	1	12	4800	10000	1	6
2198	170000043	1	13	5200	10800	1	6
2199	170000043	1	14	5600	11600	1	6
2200	170000043	1	15	6000	12400	1	6
2201	170000043	1	16	6400	13200	1	6
2202	170000043	1	17	6800	14000	1	6
2203	170000043	1	18	7200	14800	1	6
2204	170000043	1	19	7600	15600	1	6
2205	170000043	1	20	8000	16400	1	6
2206	170000043	1	21	8400	17200	1	6
2207	170000043	1	22	8800	18000	1	6
2208	170000043	1	23	9200	18800	1	6
2209	170000043	1	24	9600	19600	1	6
2210	170000043	1	25	10000	0	1	6
2211	170000043	2	0	0	400	1	6
2212	170000043	2	1	400	1200	1	6
2213	170000043	2	2	800	2000	1	6
2214	170000043	2	3	1200	2800	1	6
2215	170000043	2	4	1600	3600	1	6
2216	170000043	2	5	2000	4400	1	6
2217	170000043	2	6	2400	5200	1	6
2218	170000043	2	7	2800	6000	1	6
2219	170000043	2	8	3200	6800	1	6
2220	170000043	2	9	3600	7600	1	6
2221	170000043	2	10	4000	8400	1	6
2222	170000043	2	11	4400	9200	1	6
2223	170000043	2	12	4800	10000	1	6
2224	170000043	2	13	5200	10800	1	6
2225	170000043	2	14	5600	11600	1	6
2226	170000043	2	15	6000	12400	1	6
2227	170000043	2	16	6400	13200	1	6
2228	170000043	2	17	6800	14000	1	6
2229	170000043	2	18	7200	14800	1	6
2230	170000043	2	19	7600	15600	1	6
2231	170000043	2	20	8000	16400	1	6
2232	170000043	2	21	8400	17200	1	6
2233	170000043	2	22	8800	18000	1	6
2234	170000043	2	23	9200	18800	1	6
2235	170000043	2	24	9600	19600	1	6
2236	170000043	2	25	10000	0	1	6
2237	170000044	1	0	0	400	1	6
2238	170000044	1	1	400	1200	1	6
2239	170000044	1	2	800	2000	1	6
2240	170000044	1	3	1200	2800	1	6
2241	170000044	1	4	1600	3600	1	6
2242	170000044	1	5	2000	4400	1	6
2243	170000044	1	6	2400	5200	1	6
2244	170000044	1	7	2800	6000	1	6
2245	170000044	1	8	3200	6800	1	6
2246	170000044	1	9	3600	7600	1	6
2247	170000044	1	10	4000	8400	1	6
2248	170000044	1	11	4400	9200	1	6
2249	170000044	1	12	4800	10000	1	6
2250	170000044	1	13	5200	10800	1	6
2251	170000044	1	14	5600	11600	1	6
2252	170000044	1	15	6000	12400	1	6
2253	170000044	1	16	6400	13200	1	6
2254	170000044	1	17	6800	14000	1	6
2255	170000044	1	18	7200	14800	1	6
2256	170000044	1	19	7600	15600	1	6
2257	170000044	1	20	8000	16400	1	6
2258	170000044	1	21	8400	17200	1	6
2259	170000044	1	22	8800	18000	1	6
2260	170000044	1	23	9200	18800	1	6
2261	170000044	1	24	9600	19600	1	6
2262	170000044	1	25	10000	0	1	6
2263	170000044	2	0	0	400	1	6
2264	170000044	2	1	400	1200	1	6
2265	170000044	2	2	800	2000	1	6
2266	170000044	2	3	1200	2800	1	6
2267	170000044	2	4	1600	3600	1	6
2268	170000044	2	5	2000	4400	1	6
2269	170000044	2	6	2400	5200	1	6
2270	170000044	2	7	2800	6000	1	6
2271	170000044	2	8	3200	6800	1	6
2272	170000044	2	9	3600	7600	1	6
2273	170000044	2	10	4000	8400	1	6
2274	170000044	2	11	4400	9200	1	6
2275	170000044	2	12	4800	10000	1	6
2276	170000044	2	13	5200	10800	1	6
2277	170000044	2	14	5600	11600	1	6
2278	170000044	2	15	6000	12400	1	6
2279	170000044	2	16	6400	13200	1	6
2280	170000044	2	17	6800	14000	1	6
2281	170000044	2	18	7200	14800	1	6
2282	170000044	2	19	7600	15600	1	6
2283	170000044	2	20	8000	16400	1	6
2284	170000044	2	21	8400	17200	1	6
2285	170000044	2	22	8800	18000	1	6
2286	170000044	2	23	9200	18800	1	6
2287	170000044	2	24	9600	19600	1	6
2288	170000044	2	25	10000	0	1	6
