音效编号	主体	播放时长	延迟	权重	组别	背景音乐音量缩放	背景音乐优先级	背景音乐段落循环	背景音乐段落循环
2271000	event:/Task3/task2_27_1	0.000000	0.000000	0	4000	0.000000	0		
2282000	event:/Task3/task2_28_2	0.000000	0.000000	0	4000	0.000000	0		
2284000	event:/Task3/task2_28_4	0.000000	0.000000	0	4000	0.000000	0		
2292000	event:/Task4/task2_29_2	0.000000	0.000000	0	4000	0.000000	0		
3012000	event:/Task4/task3_01_2	0.000000	0.000000	0	4000	0.000000	0		
3014000	event:/Task4/task3_01_4	0.000000	0.000000	0	4000	0.000000	0		
3021000	event:/Task4/task3_02_1	0.000000	0.000000	0	4000	0.000000	0		
3022000	event:/Task4/task3_02_2	0.000000	0.000000	0	4000	0.000000	0		
3023000	event:/Task4/task3_02_3	0.000000	0.000000	0	4000	0.000000	0		
3024000	event:/Task4/task3_02_4	0.000000	0.000000	0	4000	0.000000	0		
3032000	event:/Task4/task3_03_2	0.000000	0.000000	0	4000	0.000000	0		
3034000	event:/Task4/task3_03_4	0.000000	0.000000	0	4000	0.000000	0		
3035000	event:/Task4/task3_03_5	0.000000	0.000000	0	4000	0.000000	0		
1701000	event:/Task1/task1_0_1	0.000000	0.000000	0	4000	0.000000	0		
1711000	event:/Task1/task1_0_3	0.000000	0.000000	0	4000	0.000000	0		
1721000	event:/Task1/task1_0_4	0.000000	0.000000	0	4000	0.000000	0		
7011001	event:/Role/common_001_001	0.000000	0.000000	0	4000	0.000000	0		
7011002	event:/Role/common_001_002	0.000000	0.000000	0	4000	0.000000	0		
7021001	event:/Role/common_002_001	0.000000	0.000000	0	4000	0.000000	0		
7021002	event:/Role/common_002_002	0.000000	0.000000	0	4000	0.000000	0		
7031001	event:/Role/common_003_001	0.000000	0.000000	0	4000	0.000000	0		
7031002	event:/Role/common_003_002	0.000000	0.000000	0	4000	0.000000	0		
7041001	event:/Role/common_004_001	0.000000	0.000000	0	4000	0.000000	0		
7041002	event:/Role/common_004_002	0.000000	0.000000	0	4000	0.000000	0		
7051001	event:/Role/common_005_001	0.000000	0.000000	0	4000	0.000000	0		
7051002	event:/Role/common_005_002	0.000000	0.000000	0	4000	0.000000	0		
7061001	event:/Role/common_006_001	0.000000	0.000000	0	4000	0.000000	0		
7061002	event:/Role/common_006_002	0.000000	0.000000	0	4000	0.000000	0		
7071001	event:/Role/common_007_001	0.000000	0.000000	0	4000	0.000000	0		
7071002	event:/Role/common_007_002	0.000000	0.000000	0	4000	0.000000	0		
7081001	event:/Role/common_008_001	0.000000	0.000000	0	4000	0.000000	0		
7081002	event:/Role/common_008_002	0.000000	0.000000	0	4000	0.000000	0		
7091001	event:/Role/common_009_001	0.000000	0.000000	0	4000	0.000000	0		
7091002	event:/Role/common_009_002	0.000000	0.000000	0	4000	0.000000	0		
7101001	event:/Role/common_010_001	0.000000	0.000000	0	4000	0.000000	0		
7101002	event:/Role/common_010_002	0.000000	0.000000	0	4000	0.000000	0		
7111001	event:/Role/common_011_001	0.000000	0.000000	0	4000	0.000000	0		
7111002	event:/Role/common_011_002	0.000000	0.000000	0	4000	0.000000	0		
7121001	event:/Role/common_012_001	0.000000	0.000000	0	4000	0.000000	0		
7121002	event:/Role/common_012_002	0.000000	0.000000	0	4000	0.000000	0		
7131001	event:/Role/common_013_001	0.000000	0.000000	0	4000	0.000000	0		
7131002	event:/Role/common_013_002	0.000000	0.000000	0	4000	0.000000	0		
7141001	event:/Role/common_014_001	0.000000	0.000000	0	4000	0.000000	0		
7141002	event:/Role/common_014_002	0.000000	0.000000	0	4000	0.000000	0		
7151001	event:/Role/common_015_001	0.000000	0.000000	0	4000	0.000000	0		
7151002	event:/Role/common_015_002	0.000000	0.000000	0	4000	0.000000	0		
7161001	event:/Role/common_016_001	0.000000	0.000000	0	4000	0.000000	0		
7161002	event:/Role/common_016_002	0.000000	0.000000	0	4000	0.000000	0		
7171001	event:/Role/common_017_001	0.000000	0.000000	0	4000	0.000000	0		
7171002	event:/Role/common_017_002	0.000000	0.000000	0	4000	0.000000	0		
7181001	event:/Role/common_018_001	0.000000	0.000000	0	4000	0.000000	0		
7181002	event:/Role/common_018_002	0.000000	0.000000	0	4000	0.000000	0		
7191001	event:/Role/common_019_001	0.000000	0.000000	0	4000	0.000000	0		
7191002	event:/Role/common_019_002	0.000000	0.000000	0	4000	0.000000	0		
7201001	event:/Role/common_020_001	0.000000	0.000000	0	4000	0.000000	0		
7201002	event:/Role/common_020_002	0.000000	0.000000	0	4000	0.000000	0		
7211001	event:/Role/common_021_001	0.000000	0.000000	0	4000	0.000000	0		
7211002	event:/Role/common_021_002	0.000000	0.000000	0	4000	0.000000	0		
7221001	event:/Role/common_022_001	0.000000	0.000000	0	4000	0.000000	0		
7221002	event:/Role/common_022_002	0.000000	0.000000	0	4000	0.000000	0		
8011000	event:/Animation1/s1m002_001	0.000000	0.000000	0	4000	0.000000	0		
8012000	event:/Animation2/s1m002_002	0.000000	0.000000	0	4000	0.000000	0		
8021000	event:/Animation1/s1m003_001	0.000000	0.000000	0	4000	0.000000	0		
8031000	event:/Animation1/s1m004_001	0.000000	0.000000	0	4000	0.000000	0		
8032000	event:/Animation1/s1m004_002	0.000000	0.000000	0	4000	0.000000	0		
8033000	event:/Animation1/s1m004_003	0.000000	0.000000	0	4000	0.000000	0		
8034001	event:/Animation2/s1m004_004_001	0.000000	0.000000	0	4000	0.000000	0		
8034002	event:/Animation2/s1m004_004_002	0.000000	0.000000	0	4000	0.000000	0		
8035000	event:/Animation1/s1m004_005	0.000000	0.000000	0	4000	0.000000	0		
8041000	event:/Animation1/s1m005_001	0.000000	0.000000	0	4000	0.000000	0		
8042001	event:/Animation2/s1m005_002_001	0.000000	0.000000	0	4000	0.000000	0		
8042002	event:/Animation2/s1m005_002_002	0.000000	0.000000	0	4000	0.000000	0		
8051001	event:/Animation2/s1m006_001_001	0.000000	0.000000	0	4000	0.000000	0		
8051002	event:/Animation2/s1m006_001_002	0.000000	0.000000	0	4000	0.000000	0		
8061000	event:/Animation1/s1m009_001	0.000000	0.000000	0	4000	0.000000	0		
8062002	event:/Animation2/s1m009_002	0.000000	0.000000	0	4000	0.000000	0		
8071000	event:/Animation1/s1m010_001	0.000000	0.000000	0	4000	0.000000	0		
8072000	event:/Animation1/s1m010_002	0.000000	0.000000	0	4000	0.000000	0		
8073000	event:/Animation1/s1m010_003	0.000000	0.000000	0	4000	0.000000	0		
8074000	event:/Animation1/s1m010_004	0.000000	0.000000	0	4000	0.000000	0		
8075000	event:/Animation1/s1m010_005	0.000000	0.000000	0	4000	0.000000	0		
8076000	event:/Animation1/s1m010_006	0.000000	0.000000	0	4000	0.000000	0		
8081000	event:/Animation1/s1m011_001	0.000000	0.000000	0	4000	0.000000	0		
8082000	event:/Animation2/s1m011_002	0.000000	0.000000	0	4000	0.000000	0		
8083001	event:/Animation2/s1m011_003_001	0.000000	0.000000	0	4000	0.000000	0		
8083002	event:/Animation2/s1m011_003_002	0.000000	0.000000	0	4000	0.000000	0		
8091000	event:/Animation1/s2m002_001	0.000000	0.000000	0	4000	0.000000	0		
8092000	event:/Animation1/s2m002_002	0.000000	0.000000	0	4000	0.000000	0		
8101000	event:/Animation1/s2m003_001	0.000000	0.000000	0	4000	0.000000	0		
8102000	event:/Animation1/s2m003_002	0.000000	0.000000	0	4000	0.000000	0		
8111000	event:/Animation2/s2m005_001	0.000000	0.000000	0	4000	0.000000	0		
8112000	event:/Animation2/s2m005_002	0.000000	0.000000	0	4000	0.000000	0		
8113000	event:/Animation2/s2m005_003	0.000000	0.000000	0	4000	0.000000	0		
8121001	event:/Animation2/s2m006_001_001	0.000000	0.000000	0	4000	0.000000	0		
8121002	event:/Animation2/s2m006_001_002	0.000000	0.000000	0	4000	0.000000	0		
8122000	event:/Animation1/s2m006_002	0.000000	0.000000	0	4000	0.000000	0		
8131000	event:/Animation1/s2m007_001	0.000000	0.000000	0	4000	0.000000	0		
8132000	event:/Animation1/s2m007_002	0.000000	0.000000	0	4000	0.000000	0		
8133000	event:/Animation1/s2m007_003	0.000000	0.000000	0	4000	0.000000	0		
8141000	event:/Animation2/s2m008_001	0.000000	0.000000	0	4000	0.000000	0		
8142001	event:/Animation2/s2m008_002_001	0.000000	0.000000	0	4000	0.000000	0		
8142002	event:/Animation2/s2m008_002_002	0.000000	0.000000	0	4000	0.000000	0		
8143000	event:/Animation2/s2m008_003	0.000000	0.000000	0	4000	0.000000	0		
8151000	event:/Animation1/s2m011_001	0.000000	0.000000	0	4000	0.000000	0		
8152001	event:/Animation2/s2m011_002_001	0.000000	0.000000	0	4000	0.000000	0		
8152002	event:/Animation2/s2m011_002_002	0.000000	0.000000	0	4000	0.000000	0		
8153000	event:/Animation1/s2m011_003	0.000000	0.000000	0	4000	0.000000	0		
8161000	event:/Animation1/s2m009_001	0.000000	0.000000	0	4000	0.000000	0		
8172000	event:/Animation2/s3m001_001	0.000000	0.000000	0	4000	0.000000	0		
8173000	event:/Animation1/s3m001_002	0.000000	0.000000	0	4000	0.000000	0		
8181000	event:/Animation1/s3m006_001	0.000000	0.000000	0	4000	0.000000	0		
8182001	event:/Animation2/s3m006_002_001	0.000000	0.000000	0	4000	0.000000	0		
8182002	event:/Animation2/s3m006_002_002	0.000000	0.000000	0	4000	0.000000	0		
8191000	event:/Animation1/s3m007_001	0.000000	0.000000	0	4000	0.000000	0		
8192000	event:/Animation1/s3m007_002	0.000000	0.000000	0	4000	0.000000	0		
8201000	event:/Animation1/s3m008_001	0.000000	0.000000	0	4000	0.000000	0		
8211000	event:/Animation1/s3m009_001	0.000000	0.000000	0	4000	0.000000	0		
8212000	event:/Animation2/s3m009_002	0.000000	0.000000	0	4000	0.000000	0		
8221000	event:/Animation1/s3m010_001	0.000000	0.000000	0	4000	0.000000	0		
8222000	event:/Animation1/s3m010_002	0.000000	0.000000	0	4000	0.000000	0		
8231000	event:/Animation1/s4m001_001	0.000000	0.000000	0	4000	0.000000	0		
8241000	event:/Animation1/s4m002_001	0.000000	0.000000	0	4000	0.000000	0		
8251000	event:/Animation2/s4m004_001	0.000000	0.000000	0	4000	0.000000	0		
8261001	event:/Animation2/s4m005_001_001	0.000000	0.000000	0	4000	0.000000	0		
8261002	event:/Animation2/s4m005_001_002	0.000000	0.000000	0	4000	0.000000	0		
8262000	event:/Animation2/s4m005_002	0.000000	0.000000	0	4000	0.000000	0		
8271000	event:/Animation2/s4m006_001	0.000000	0.000000	0	4000	0.000000	0		
8281001	event:/Animation2/s5m001_001_001	0.000000	0.000000	0	4000	0.000000	0		
8281002	event:/Animation2/s5m001_001_002	0.000000	0.000000	0	4000	0.000000	0		
8282000	event:/Animation1/s5m001_002	0.000000	0.000000	0	4000	0.000000	0		
8291000	event:/Animation2/s5m002_001	0.000000	0.000000	0	4000	0.000000	0		
8292000	event:/Animation1/s5m002_002	0.000000	0.000000	0	4000	0.000000	0		
8301000	event:/Animation1/s5m003_001	0.000000	0.000000	0	4000	0.000000	0		
8302000	event:/Animation1/s5m003_002	0.000000	0.000000	0	4000	0.000000	0		
8303000	event:/Animation1/s5m003_003	0.000000	0.000000	0	4000	0.000000	0		
8311000	event:/Animation2/s5m004_001	0.000000	0.000000	0	4000	0.000000	0		
8321000	event:/Animation1/s5m006_001	0.000000	0.000000	0	4000	0.000000	0		
8331000	event:/Animation2/s5m007_001	0.000000	0.000000	0	4000	0.000000	0		
8332000	event:/Animation2/s5m007_002	0.000000	0.000000	0	4000	0.000000	0		
8341000	event:/Animation2/s5m008_001	0.000000	0.000000	0	4000	0.000000	0		
8342000	event:/Animation2/s5m008_002	0.000000	0.000000	0	4000	0.000000	0		
9012000	event:/Task4/task9_01_2	0.000000	0.000000	0	4000	0.000000	0		
9014000	event:/Task4/task9_01_4	0.000000	0.000000	0	4000	0.000000	0		
9015000	event:/Task4/task9_01_5	0.000000	0.000000	0	4000	0.000000	0		
9021000	event:/Task4/task9_02_1	0.000000	0.000000	0	4000	0.000000	0		
9022000	event:/Task4/task9_02_2	0.000000	0.000000	0	4000	0.000000	0		
9024000	event:/Task4/task9_02_4	0.000000	0.000000	0	4000	0.000000	0		
9031000	event:/Task4/task9_03_1	0.000000	0.000000	0	4000	0.000000	0		
9033000	event:/Task4/task9_03_3	0.000000	0.000000	0	4000	0.000000	0		
9034000	event:/Task4/task9_03_4	0.000000	0.000000	0	4000	0.000000	0		
9035000	event:/Task4/task9_03_5	0.000000	0.000000	0	4000	0.000000	0		
9041000	event:/Task4/task9_04_1	0.000000	0.000000	0	4000	0.000000	0		
9043000	event:/Task4/task9_04_3	0.000000	0.000000	0	4000	0.000000	0		
9045000	event:/Task4/task9_04_5	0.000000	0.000000	0	4000	0.000000	0		
9052000	event:/Task4/task9_05_2	0.000000	0.000000	0	4000	0.000000	0		
9054000	event:/Task4/task9_05_4	0.000000	0.000000	0	4000	0.000000	0		
9062000	event:/Task5/task9_06_2	0.000000	0.000000	0	4000	0.000000	0		
9064000	event:/Task5/task9_06_4	0.000000	0.000000	0	4000	0.000000	0		
9065000	event:/Task5/task9_06_5	0.000000	0.000000	0	4000	0.000000	0		
9072000	event:/Task5/task9_07_2	0.000000	0.000000	0	4000	0.000000	0		
9074000	event:/Task5/task9_07_4	0.000000	0.000000	0	4000	0.000000	0		
9082000	event:/Task5/task9_08_2	0.000000	0.000000	0	4000	0.000000	0		
9083000	event:/Task5/task9_08_3	0.000000	0.000000	0	4000	0.000000	0		
9085000	event:/Task5/task9_08_5	0.000000	0.000000	0	4000	0.000000	0		
9092000	event:/Task5/task9_09_2	0.000000	0.000000	0	4000	0.000000	0		
9094000	event:/Task5/task9_09_4	0.000000	0.000000	0	4000	0.000000	0		
9095000	event:/Task5/task9_09_5	0.000000	0.000000	0	4000	0.000000	0		
9101000	event:/Task4/task9_10_1	0.000000	0.000000	0	4000	0.000000	0		
9102000	event:/Task4/task9_10_2	0.000000	0.000000	0	4000	0.000000	0		
9111000	event:/Task4/task9_11_1	0.000000	0.000000	0	4000	0.000000	0		
9113000	event:/Task4/task9_11_3	0.000000	0.000000	0	4000	0.000000	0		
9114000	event:/Task4/task9_11_4	0.000000	0.000000	0	4000	0.000000	0		
100001	event:/Guide/sound_lead_01	0.000000	0.000000	0	4000	0.000000	0		
100002	event:/Guide/sound_lead_02	0.000000	0.000000	0	4000	0.000000	0		
100003	event:/Guide/sound_lead_03	0.000000	0.000000	0	4000	0.000000	0		
100004	event:/Guide/sound_lead_04	0.000000	0.000000	0	4000	0.000000	0		
100005	event:/Guide/sound_lead_05	0.000000	0.000000	0	4000	0.000000	0		
100006	event:/Guide/sound_lead_06	0.000000	0.000000	0	4000	0.000000	0		
100007	event:/Guide/sound_lead_07	0.000000	0.000000	0	4000	0.000000	0		
100008	event:/Guide/sound_lead_08	0.000000	0.000000	0	4000	0.000000	0		
100009	event:/Guide/sound_lead_09	0.000000	0.000000	0	4000	0.000000	0		
100010	event:/Guide/sound_lead_10	0.000000	0.000000	0	4000	0.000000	0		
100011	event:/Guide/sound_lead_11	0.000000	0.000000	0	4000	0.000000	0		
100012	event:/Guide/sound_lead_12	0.000000	0.000000	0	4000	0.000000	0		
100013	event:/Guide/sound_lead_13	0.000000	0.000000	0	4000	0.000000	0		
100014	event:/Guide/sound_lead_14	0.000000	0.000000	0	4000	0.000000	0		
100015	event:/Guide/sound_lead_15	0.000000	0.000000	0	4000	0.000000	0		
100016	event:/Guide/sound_lead_16	0.000000	0.000000	0	4000	0.000000	0		
100017	event:/Guide/sound_lead_17	0.000000	0.000000	0	4000	0.000000	0		
100018	event:/Guide/sound_lead_18	0.000000	0.000000	0	4000	0.000000	0		
100019	event:/Guide/sound_lead_19	0.000000	0.000000	0	4000	0.000000	0		
100020	event:/Guide/sound_lead_20	0.000000	0.000000	0	4000	0.000000	0		
100021	event:/Guide/sound_lead_21	0.000000	0.000000	0	4000	0.000000	0		
100022	event:/Guide/sound_lead_22	0.000000	0.000000	0	4000	0.000000	0		
100023	event:/Guide/sound_lead_23	0.000000	0.000000	0	4000	0.000000	0		
100024	event:/Guide/sound_lead_24	0.000000	0.000000	0	4000	0.000000	0		
100025	event:/Guide/sound_lead_25	0.000000	0.000000	0	4000	0.000000	0		
100026	event:/Guide/sound_lead_26	0.000000	0.000000	0	4000	0.000000	0		
100027	event:/Guide/sound_lead_27	0.000000	0.000000	0	4000	0.000000	0		
100028	event:/Guide/sound_lead_28	0.000000	0.000000	0	4000	0.000000	0		
100029	event:/Guide/sound_lead_29	0.000000	0.000000	0	4000	0.000000	0		
100030	event:/Guide/sound_lead_30	0.000000	0.000000	0	4000	0.000000	0		
100031	event:/Guide/sound_lead_31	0.000000	0.000000	0	4000	0.000000	0		
100032	event:/Guide/sound_lead_32	0.000000	0.000000	0	4000	0.000000	0		
100033	event:/Guide/sound_lead_33	0.000000	0.000000	0	4000	0.000000	0		
100034	event:/Guide/sound_lead_34	0.000000	0.000000	0	4000	0.000000	0		
100035	event:/Guide/sound_lead_35	0.000000	0.000000	0	4000	0.000000	0		
100036	event:/Guide/sound_lead_36	0.000000	0.000000	0	4000	0.000000	0		
100037	event:/Guide/sound_lead_37	0.000000	0.000000	0	4000	0.000000	0		
100038	event:/Guide/sound_lead_38	0.000000	0.000000	0	4000	0.000000	0		
100039	event:/Guide/sound_lead_39	0.000000	0.000000	0	4000	0.000000	0		
100040	event:/Guide/sound_lead_40	0.000000	0.000000	0	4000	0.000000	0		
100041	event:/Guide/sound_lead_41	0.000000	0.000000	0	4000	0.000000	0		
100042	event:/Guide/sound_lead_42	0.000000	0.000000	0	4000	0.000000	0		
100043	event:/Guide/sound_lead_43	0.000000	0.000000	0	4000	0.000000	0		
100044	event:/Guide/sound_lead_44	0.000000	0.000000	0	4000	0.000000	0		
100045	event:/Guide/sound_lead_45	0.000000	0.000000	0	4000	0.000000	0		
100046	event:/Guide/sound_lead_46	0.000000	0.000000	0	4000	0.000000	0		
100047	event:/Guide/sound_lead_47	0.000000	0.000000	0	4000	0.000000	0		
100048	event:/Guide/sound_lead_48	0.000000	0.000000	0	4000	0.000000	0		
100049	event:/Guide/sound_lead_49	0.000000	0.000000	0	4000	0.000000	0		
100050	event:/Guide1/sound_lead_50	0.000000	0.000000	0	4000	0.000000	0		
100051	event:/Guide1/sound_lead_51	0.000000	0.000000	0	4000	0.000000	0		
100052	event:/Guide1/sound_lead_52	0.000000	0.000000	0	4000	0.000000	0		
100053	event:/Guide/sound_lead_53	0.000000	0.000000	0	4000	0.000000	0		
100054	event:/Guide1/sound_lead_54	0.000000	0.000000	0	4000	0.000000	0		
100055	event:/Guide1/sound_lead_55	0.000000	0.000000	0	4000	0.000000	0		
100056	event:/Guide/sound_lead_56	0.000000	0.000000	0	4000	0.000000	0		
100057	event:/Guide/sound_lead_57	0.000000	0.000000	0	4000	0.000000	0		
100058	event:/Guide/sound_lead_58	0.000000	0.000000	0	4000	0.000000	0		
100059	event:/Guide/sound_lead_59	0.000000	0.000000	0	4000	0.000000	0		
100060	event:/Guide/sound_lead_60	0.000000	0.000000	0	4000	0.000000	0		
100061	event:/Guide/sound_lead_61	0.000000	0.000000	0	4000	0.000000	0		
100062	event:/Guide/sound_lead_62	0.000000	0.000000	0	4000	0.000000	0		
100063	event:/Guide/sound_lead_63	0.000000	0.000000	0	4000	0.000000	0		
100064	event:/Guide/sound_lead_64	0.000000	0.000000	0	4000	0.000000	0		
100065	event:/Guide/sound_lead_65	0.000000	0.000000	0	4000	0.000000	0		
100066	event:/Guide/sound_lead_66	0.000000	0.000000	0	4000	0.000000	0		
100067	event:/Guide/sound_lead_67	0.000000	0.000000	0	4000	0.000000	0		
100068	event:/Guide/sound_lead_68	0.000000	0.000000	0	4000	0.000000	0		
100069	event:/Guide/sound_lead_69	0.000000	0.000000	0	4000	0.000000	0		
100070	event:/Guide/sound_lead_70	0.000000	0.000000	0	4000	0.000000	0		
100071	event:/Guide/sound_lead_71	0.000000	0.000000	0	4000	0.000000	0		
100072	event:/Guide/sound_lead_72	0.000000	0.000000	0	4000	0.000000	0		
100073	event:/Guide/sound_lead_73	0.000000	0.000000	0	4000	0.000000	0		
100074	event:/Guide1/sound_lead_74	0.000000	0.000000	0	4000	0.000000	0		
100075	event:/Guide1/sound_lead_75	0.000000	0.000000	0	4000	0.000000	0		
100076	event:/Guide/sound_lead_76	0.000000	0.000000	0	4000	0.000000	0		
100077	event:/Guide/sound_lead_77	0.000000	0.000000	0	4000	0.000000	0		
100078	event:/Guide/sound_lead_78	0.000000	0.000000	0	4000	0.000000	0		
100079	event:/Guide1/sound_lead_79	0.000000	0.000000	0	4000	0.000000	0		
100080	event:/Guide1/sound_lead_80	0.000000	0.000000	0	4000	0.000000	0		
100081	event:/Guide/sound_lead_81	0.000000	0.000000	0	4000	0.000000	0		
100082	event:/Guide/sound_lead_82	0.000000	0.000000	0	4000	0.000000	0		
100083	event:/Guide/sound_lead_83	0.000000	0.000000	0	4000	0.000000	0		
100084	event:/Guide/sound_lead_84	0.000000	0.000000	0	4000	0.000000	0		
100085	event:/Guide/sound_lead_85	0.000000	0.000000	0	4000	0.000000	0		
100086	event:/Guide/sound_lead_86	0.000000	0.000000	0	4000	0.000000	0		
100087	event:/Guide/sound_lead_87	0.000000	0.000000	0	4000	0.000000	0		
100088	event:/Guide/sound_lead_88	0.000000	0.000000	0	4000	0.000000	0		
100089	event:/Guide1/sound_lead_89	0.000000	0.000000	0	4000	0.000000	0		
100090	event:/Guide/sound_lead_90	0.000000	0.000000	0	4000	0.000000	0		
100091	event:/Guide/sound_lead_91	0.000000	0.000000	0	4000	0.000000	0		
100092	event:/Guide/sound_lead_92	0.000000	0.000000	0	4000	0.000000	0		
100093	event:/Guide/sound_lead_93	0.000000	0.000000	0	4000	0.000000	0		
100094	event:/Guide/sound_lead_94	0.000000	0.000000	0	4000	0.000000	0		
100095	event:/Guide/sound_lead_95	0.000000	0.000000	0	4000	0.000000	0		
100096	event:/Guide/sound_lead_96	0.000000	0.000000	0	4000	0.000000	0		
100097	event:/Guide/sound_lead_97	0.000000	0.000000	0	4000	0.000000	0		
100098	event:/Guide/sound_lead_98	0.000000	0.000000	0	4000	0.000000	0		
100099	event:/Guide/sound_lead_99	0.000000	0.000000	0	4000	0.000000	0		
100100	event:/Guide/sound_lead_100	0.000000	0.000000	0	4000	0.000000	0		
100101	event:/Guide/sound_lead_101	0.000000	0.000000	0	4000	0.000000	0		
100102	event:/Guide/sound_lead_102	0.000000	0.000000	0	4000	0.000000	0		
100103	event:/Guide1/sound_lead_103	0.000000	0.000000	0	4000	0.000000	0		
100104	event:/Guide1/sound_lead_104	0.000000	0.000000	0	4000	0.000000	0		
100105	event:/Guide/sound_lead_105	0.000000	0.000000	0	4000	0.000000	0		
100106	event:/Guide/sound_lead_106	0.000000	0.000000	0	4000	0.000000	0		
100107	event:/Guide/sound_lead_107	0.000000	0.000000	0	4000	0.000000	0		
100108	event:/Guide/sound_lead_108	0.000000	0.000000	0	4000	0.000000	0		
100109	event:/Guide/sound_lead_109	0.000000	0.000000	0	4000	0.000000	0		
100110	event:/Guide/sound_lead_110	0.000000	0.000000	0	4000	0.000000	0		
100111	event:/Guide/sound_lead_111	0.000000	0.000000	0	4000	0.000000	0		
100112	event:/Guide/sound_lead_112	0.000000	0.000000	0	4000	0.000000	0		
100113	event:/Guide/sound_lead_113	0.000000	0.000000	0	4000	0.000000	0		
100114	event:/Guide/sound_lead_114	0.000000	0.000000	0	4000	0.000000	0		
100115	event:/Guide/sound_lead_115	0.000000	0.000000	0	4000	0.000000	0		
100116	event:/Guide1/sound_lead_116	0.000000	0.000000	0	4000	0.000000	0		
100117	event:/Guide/sound_lead_117	0.000000	0.000000	0	4000	0.000000	0		
100118	event:/Guide/sound_lead_118	0.000000	0.000000	0	4000	0.000000	0		
100119	event:/Guide/sound_lead_119	0.000000	0.000000	0	4000	0.000000	0		
100120	event:/Guide/sound_lead_120	0.000000	0.000000	0	4000	0.000000	0		
100121	event:/Guide/sound_lead_121	0.000000	0.000000	0	4000	0.000000	0		
100122	event:/Guide/sound_lead_122	0.000000	0.000000	0	4000	0.000000	0		
100123	event:/Guide/sound_lead_123	0.000000	0.000000	0	4000	0.000000	0		
100124	event:/Guide/sound_lead_124	0.000000	0.000000	0	4000	0.000000	0		
100125	event:/Guide/sound_lead_125	0.000000	0.000000	0	4000	0.000000	0		
100126	event:/Guide/sound_lead_126	0.000000	0.000000	0	4000	0.000000	0		
100127	event:/Guide/sound_lead_127	0.000000	0.000000	0	4000	0.000000	0		
100128	event:/Guide/sound_lead_128	0.000000	0.000000	0	4000	0.000000	0		
100129	event:/Guide/sound_lead_129	0.000000	0.000000	0	4000	0.000000	0		
100130	event:/Guide/sound_lead_130	0.000000	0.000000	0	4000	0.000000	0		
100131	event:/Guide/sound_lead_131	0.000000	0.000000	0	4000	0.000000	0		
100132	event:/Guide/sound_lead_132	0.000000	0.000000	0	4000	0.000000	0		
100133	event:/Guide/sound_lead_133	0.000000	0.000000	0	4000	0.000000	0		
100134	event:/Guide/sound_lead_134	0.000000	0.000000	0	4000	0.000000	0		
100135	event:/Guide/sound_lead_135	0.000000	0.000000	0	4000	0.000000	0		
100136	event:/Guide1/sound_lead_136	0.000000	0.000000	0	4000	0.000000	0		
100137	event:/Guide/sound_lead_137	0.000000	0.000000	0	4000	0.000000	0		
100138	event:/Guide/sound_lead_138	0.000000	0.000000	0	4000	0.000000	0		
100139	event:/Guide1/sound_lead_139	0.000000	0.000000	0	4000	0.000000	0		
100140	event:/Guide/sound_lead_140	0.000000	0.000000	0	4000	0.000000	0		
100141	event:/Guide/sound_lead_141	0.000000	0.000000	0	4000	0.000000	0		
100142	event:/Guide/sound_lead_142	0.000000	0.000000	0	4000	0.000000	0		
100143	event:/Guide/sound_lead_143	0.000000	0.000000	0	4000	0.000000	0		
100144	event:/Guide/sound_lead_144	0.000000	0.000000	0	4000	0.000000	0		
100145	event:/Guide/sound_lead_145	0.000000	0.000000	0	4000	0.000000	0		
100146	event:/Guide/sound_lead_146	0.000000	0.000000	0	4000	0.000000	0		
100147	event:/Guide1/sound_lead_147	0.000000	0.000000	0	4000	0.000000	0		
100148	event:/Guide/sound_lead_148	0.000000	0.000000	0	4000	0.000000	0		
100149	event:/Guide/sound_lead_149	0.000000	0.000000	0	4000	0.000000	0		
100150	event:/Guide/sound_lead_150	0.000000	0.000000	0	4000	0.000000	0		
100151	event:/Guide1/sound_lead_151	0.000000	0.000000	0	4000	0.000000	0		
100152	event:/Guide/sound_lead_152	0.000000	0.000000	0	4000	0.000000	0		
100153	event:/Guide/sound_lead_153	0.000000	0.000000	0	4000	0.000000	0		
100154	event:/Guide/sound_lead_154	0.000000	0.000000	0	4000	0.000000	0		
100155	event:/Guide/sound_lead_155	0.000000	0.000000	0	4000	0.000000	0		
100156	event:/Guide/sound_lead_156	0.000000	0.000000	0	4000	0.000000	0		
100157	event:/Guide/sound_lead_157	0.000000	0.000000	0	4000	0.000000	0		
100158	event:/Guide/sound_lead_158	0.000000	0.000000	0	4000	0.000000	0		
100159	event:/Guide/sound_lead_159	0.000000	0.000000	0	4000	0.000000	0		
100160	event:/Guide/sound_lead_160	0.000000	0.000000	0	4000	0.000000	0		
100161	event:/Guide/sound_lead_161	0.000000	0.000000	0	4000	0.000000	0		
100162	event:/Guide/sound_lead_162	0.000000	0.000000	0	4000	0.000000	0		
100163	event:/Guide/sound_lead_163	0.000000	0.000000	0	0	0.000000	0		
100164	event:/Guide/sound_lead_164	0.000000	0.000000	0	4000	0.000000	0		
100165	event:/Guide/sound_lead_165	0.000000	0.000000	0	4000	0.000000	0		
100166	event:/Guide/sound_lead_166	0.000000	0.000000	0	4000	0.000000	0		
