流水id	推送商品组id	商品档位	Npc原画	npc气泡	礼包名字	礼包Icon	礼包描述	礼包价值	礼包内容	展示特效	限购次数	购买类型	购买参数	持续时间
10234	10234	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10234	icon_treasurebox06_0	PushGift_Des10234	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	259200
10235	10235	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10235	icon_treasurebox06_0	PushGift_Des10235	325	item1002,2680;item91000000855,1	0,41100023,0	2	2	6131	259200
10236	10236	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10236	icon_treasurebox06_0	PushGift_Des10236	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	259200
10237	10237	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10237	icon_treasurebox06_0	PushGift_Des10237	265	item1014,4880;item200000830003,1	0,41100023,0	2	2	6171	259200
10238	10238	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10238	icon_treasurebox06_0	PushGift_Des10238	260	item105000000030,150;item91000000220,1	0,41100023,0	5	2	1013	259200
10239	10239	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10239	icon_treasurebox06_0	PushGift_Des10239	250	item176000000001,100;item8230000000005,10;item1002,5880;item102000020253,5	0,41100023,0	4	2	6181	172800
10240	10240	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10240	icon_treasurebox06_0	PushGift_Des10240	300	item1014,6480;item8101020505355,10;item101040101017,50;item100000000000,5	0,41100023,0	5	2	1013	172800
10241	10241	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10241	icon_treasurebox06_0	PushGift_Des10241	290	item91000000380,1;item1002,6480;item161000000002,5;item100000000001,5	0,41100023,0	2	2	1013	172800
10242	10242	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10242	icon_treasurebox06_0	PushGift_Des10242	300	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10243	10243	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10243	icon_treasurebox06_0	PushGift_Des10243	250	item119100000003,8;item161000000002,10;item1002,4880;item100000000000,5	0,41100023,0	2	2	6171	172800
10244	10244	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10244	icon_treasurebox06_0	PushGift_Des10244	400	item1014,6720	41100023	2	2	6101	172800
10245	10245	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10245	icon_treasurebox06_0	PushGift_Des10245	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10246	10246	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10246	icon_treasurebox06_0	PushGift_Des10246	310	item1002,1980;item91000001156,3;item101040101017,50;item100000000000,5	0,41100023,0	4	2	7031	172800
10247	10247	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10247	icon_treasurebox06_0	PushGift_Des10247	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10248	10248	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10248	icon_treasurebox06_0	PushGift_Des10248	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10249	10249	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10249	icon_treasurebox06_0	PushGift_Des10249	400	item1014,6720	41100023	2	2	6101	172800
10250	10250	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10250	icon_treasurebox06_0	PushGift_Des10250	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10251	10251	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10251	icon_treasurebox06_0	PushGift_Des10251	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10252	10252	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10252	icon_treasurebox06_0	PushGift_Des10252	250	item176000000001,100;item8230000000005,10;item1002,5880;item102000020253,5	0,41100023,0	4	2	6181	172800
10253	10253	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10253	icon_treasurebox06_0	PushGift_Des10253	250	item8102020061001,50;item8102020061002,50;item1002,6480;item8102020061003,2	0,41100023,0	2	2	1013	172800
10254	10254	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10254	icon_treasurebox06_0	PushGift_Des10254	460	item1014,1680;item200000830001,40;item1019,2000	0,41100023,0	2	2	6101	172800
10255	10255	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10255	icon_treasurebox06_0	PushGift_Des10255	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	4	2	6152	172800
10256	10256	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10256	icon_treasurebox06_0	PushGift_Des10256	500	item171000101021,500;item171000101061,20;item1014,2980	0,41100023,0	4	2	6141	172800
10257	10257	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10257	icon_treasurebox06_0	PushGift_Des10257	700	item91000000339,1;item8200000800003,4;item1014,980;item1019,1800	0,41100023,0	4	2	6084	172800
10258	10258	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10258	icon_treasurebox06_0	PushGift_Des10258	210	item8200000800011,5;item100000000000,5;item8103015110406,1	0,41100023,0	2	2	1013	172800
10259	10259	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	400	item1014,6720	41100023	2	2	6101	172800
10260	10260	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10261	10261	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10261	icon_treasurebox06_0	PushGift_Des10261	310	item1002,1980;item91000001156,3;item101040101017,50;item100000000000,5	0,41100023,0	4	2	7031	172800
10262	10262	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10263	10263	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10263	icon_treasurebox06_0	PushGift_Des10263	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10264	10264	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10264	icon_treasurebox06_0	PushGift_Des10264	400	item1014,6720	41100023	2	2	6101	172800
10265	10265	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10265	icon_treasurebox06_0	PushGift_Des10265	360	item1019,1500;item200000810004,2	0,41100023,0	5	2	6084	172800
10266	10266	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10266	icon_treasurebox06_0	PushGift_Des10266	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10267	10267	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10267	icon_treasurebox06_0	PushGift_Des10267	250	item176000000001,100;item8230000000005,10;item1002,5880;item102000020253,5	0,41100023,0	4	2	6181	172800
10268	10268	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10268	icon_treasurebox06_0	PushGift_Des10268	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10269	10269	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10231	icon_treasurebox06_0	PushGift_Des10231	350	item200000800004,4;item102000020233,5;item1014,1680;item1019,2000	0,41100023,0	4	2	6101	129600
10270	10270	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10233	icon_treasurebox06_0	PushGift_Des10233	230	item1002,4880;item8102020061005,1;item8102020061003,1	0,41100023,0	3	2	6171	129600
10271	10271	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10240	icon_treasurebox06_0	PushGift_Des10240	300	item1014,6480;item8101020505355,10;item101040101017,50;item100000000000,5	0,41100023,0	5	2	1013	129600
10272	10272	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10241	icon_treasurebox06_0	PushGift_Des10241	290	item91000000380,1;item1002,6480;item161000000002,5;item100000000001,5	0,41100023,0	2	2	1013	129600
10273	10273	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10243	icon_treasurebox06_0	PushGift_Des10243	250	item119100000003,8;item161000000002,10;item1002,4880;item100000000000,5	0,41100023,0	2	2	6171	129600
10274	10274	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	400	item1014,6720	41100023	2	2	6101	172800
10275	10275	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10276	10276	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10261	icon_treasurebox06_0	PushGift_Des10261	310	item1002,1980;item91000001156,3;item101040101017,50;item100000000000,5	0,41100023,0	4	2	7031	172800
10277	10277	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10257	icon_treasurebox06_0	PushGift_Des10257	700	item91000000339,1;item8200000800003,4;item1014,980;item1019,1800	0,41100023,0	4	2	6084	172800
10278	10278	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10263	icon_treasurebox06_0	PushGift_Des10263	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10279	10279	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10279	icon_treasurebox06_0	PushGift_Des10279	400	item1014,6720	41100023	2	2	6101	172800
10280	10280	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10280	icon_treasurebox06_0	PushGift_Des10280	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10281	10281	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10281	icon_treasurebox06_0	PushGift_Des10281	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10282	10282	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10282	icon_treasurebox06_0	PushGift_Des10282	200	item95000000560,10;item17909000000001,30;item1002,3280;item17909000000002,10	0,41100023,0	5	2	6152	172800
10283	10283	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10283	icon_treasurebox06_0	PushGift_Des10283	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10284	10284	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	400	item1014,6720	41100023	2	2	6101	172800
10285	10285	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10188	icon_treasurebox06_0	PushGift_Des10188	300	item1002,3280;item175100000002,2;item91000000861,10	0,41100023,0	2	2	6152	172800
10286	10286	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10280	icon_treasurebox06_0	PushGift_Des10280	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10287	10287	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10240	icon_treasurebox06_0	PushGift_Des10240	300	item1014,6480;item8101020505355,10;item101040101017,50;item100000000000,5	0,41100023,0	5	2	1013	172800
10288	10288	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10289	10289	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10255	icon_treasurebox06_0	PushGift_Des10255	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	4	2	6152	172800
10290	10290	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10235	icon_treasurebox06_0	PushGift_Des10235	325	item1002,2680;item91000000855,1	0,41100023,0	2	2	6131	172800
10291	10291	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10236	icon_treasurebox06_0	PushGift_Des10236	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10298	10298	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10298	icon_treasurebox06_0	PushGift_Des10298	600	item1014,120;item8103010121004,15;item8103010111017,30	0,41100023,0	2	2	6031	86400
10299	10299	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10299	icon_treasurebox06_0	PushGift_Des10299	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10300	10300	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10300	icon_treasurebox06_0	PushGift_Des10300	210	item1002,1980;item91000001000,2;item91000000514,4;item91000000513,6	0,41100023,0	2	2	7031	86400
10301	10301	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10301	icon_treasurebox06_0	PushGift_Des10301	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10302	10302	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10302	icon_treasurebox06_0	PushGift_Des10302	480	item1014,1980;item171000101021,200;item171000101061,20	0,41100023,0	2	2	7031	86400
10303	10303	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10303	icon_treasurebox06_0	PushGift_Des10303	480	item1002,6480;item8103015110305,200	0,41100023,0	1	2	1013	86400
10304	10304	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10304	icon_treasurebox06_0	PushGift_Des10304	260	item1002,6480;item91000000380,1	0,41100023,0	1	2	1013	86400
10305	10305	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
10306	10306	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10307	10307	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10261	icon_treasurebox06_0	PushGift_Des10261	300	item1002,3280;item175100000002,2;item91000000861,10	0,41100023,0	2	2	6152	86400
10308	10308	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10309	10309	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10263	icon_treasurebox06_0	PushGift_Des10263	480	item1014,1980;item171000101021,200;item171000101061,20	0,41100023,0	2	2	7031	86400
10310	10310	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10264	icon_treasurebox06_0	PushGift_Des10264	230	item1002,6480;item171002010002,40;item171002010001,20;item1019,2000	0,41100023,0	2	2	1013	86400
10311	10311	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10265	icon_treasurebox06_0	PushGift_Des10265	340	item1014,6480;item8103015110406,1	0,41100023,0	2	2	1013	86400
10312	10312	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
10313	10313	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10314	10314	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10261	icon_treasurebox06_0	PushGift_Des10261	210	item1002,1980;item91000001000,2;item91000000514,4;item91000000513,6	0,41100023,0	2	2	7031	86400
10315	10315	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10316	10316	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10263	icon_treasurebox06_0	PushGift_Des10263	480	item1014,1980;item171000101021,200;item171000101061,20	0,41100023,0	2	2	7031	86400
10317	10317	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10264	icon_treasurebox06_0	PushGift_Des10264	230	item1002,6480;item171002010002,40;item171002010001,20;item1019,2000	0,41100023,0	2	2	1013	86400
10318	10318	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10265	icon_treasurebox06_0	PushGift_Des10265	340	item1014,6480;item8103015110406,1	0,41100023,0	2	2	1013	86400
10318	10318	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
10319	10319	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10320	10320	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10261	icon_treasurebox06_0	PushGift_Des10261	300	item1002,3280;item175100000002,2;item91000000861,10	0,41100023,0	2	2	6152	86400
10321	10321	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10322	10322	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10263	icon_treasurebox06_0	PushGift_Des10263	480	item1014,1980;item171000101021,200;item171000101061,20	0,41100023,0	2	2	7031	86400
10323	10323	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10264	icon_treasurebox06_0	PushGift_Des10264	230	item1002,6480;item171002010002,40;item171002010001,20;item1019,2000	0,41100023,0	2	2	1013	86400
10324	10324	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10265	icon_treasurebox06_0	PushGift_Des10265	340	item1014,6480;item8103015110406,1	0,41100023,0	2	2	1013	86400
10326	10326	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
10327	10327	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10328	10328	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10261	icon_treasurebox06_0	PushGift_Des10261	210	item1002,1980;item91000001000,2;item91000000514,4;item91000000513,6	0,41100023,0	2	2	7031	86400
10329	10329	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10330	10330	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10263	icon_treasurebox06_0	PushGift_Des10263	480	item1014,1980;item171000101021,200;item171000101061,20	0,41100023,0	2	2	7031	86400
10331	10331	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10264	icon_treasurebox06_0	PushGift_Des10264	480	item1002,6480;item8103015110305,200	0,41100023,0	1	2	1013	86400
10332	10332	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10265	icon_treasurebox06_0	PushGift_Des10265	260	item1002,6480;item91000000380,1	0,41100023,0	1	2	1013	86400
10333	10333	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
10334	10334	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10335	10335	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10335	icon_treasurebox06_0	PushGift_Des10335	300	item1002,3280;item18000000000013,2;item18000000000012,2;item18000000000003,100	0,41100023,0	2	2	6152	86400
10336	10336	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10337	10337	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10263	icon_treasurebox06_0	PushGift_Des10263	480	item1014,1980;item171000101021,200;item171000101061,20	0,41100023,0	2	2	7031	86400
10338	10338	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10264	icon_treasurebox06_0	PushGift_Des10264	230	item1002,6480;item171002010002,40;item171002010001,20;item1019,2000	0,41100023,0	2	2	1013	86400
10339	10339	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10265	icon_treasurebox06_0	PushGift_Des10265	340	item1014,6480;item8103015110406,1	0,41100023,0	2	2	1013	86400
10340	10340	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
10341	10341	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10260	icon_treasurebox06_0	PushGift_Des10260	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10342	10342	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10262	icon_treasurebox06_0	PushGift_Des10262	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10343	10343	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10235	icon_treasurebox06_0	PushGift_Des10235	325	item1002,2680;item91000000855,1	0,41100023,0	2	2	6131	86400
10344	10344	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10264	icon_treasurebox06_0	PushGift_Des10264	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	86400
10345	10345	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10345	icon_treasurebox06_0	PushGift_Des10345	230	item1002,6480;item1002,6480	0,41100023,0	1	2	1013	86400
10346	10346	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10346	icon_treasurebox06_0	PushGift_Des10346	400	item1014,6720	41100023	2	2	6101	86400
10347	10347	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10347	icon_treasurebox06_0	PushGift_Des10347	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10348	10348	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10348	icon_treasurebox06_0	PushGift_Des10348	230	item1002,1280;item1002,1280	0,41100023,0	1	2	6094	86400
10349	10349	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10349	icon_treasurebox06_0	PushGift_Des10349	325	item1002,2680;item91000000855,1	0,41100023,0	2	2	6131	86400
10350	10350	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10350	icon_treasurebox06_0	PushGift_Des10350	230	item1002,6480;item171002010002,40;item171002010001,20;item1019,2000	0,41100023,0	2	2	1013	86400
10351	10351	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10351	icon_treasurebox06_0	PushGift_Des10351	230	item1002,6480;item1002,6480	0,41100023,0	1	2	1013	86400
10352	10352	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10352	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
10353	10353	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10353	icon_treasurebox06_0	PushGift_Des10260	720	item1014,980;item91000000339,1;item8200000800003,4;item1019,2000	0,41100023,0	2	2	6084	86400
10354	10354	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10354	icon_treasurebox06_0	PushGift_Des10262	300	item1002,3280;item18000000000013,2;item18000000000012,2;item18000000000003,100	0,41100023,0	2	2	6152	86400
10355	10355	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10355	icon_treasurebox06_0	PushGift_Des10235	330	item1014,3280;item8103010121007,5;item100500000001,100	0,41100023,0	2	2	6152	86400
10356	10356	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10356	icon_treasurebox06_0	PushGift_Des10264	480	item1014,1980;item171000101021,200;item171000101061,20	0,41100023,0	2	2	7031	86400
10357	10357	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10357	icon_treasurebox06_0	PushGift_Des10357	230	item1002,6480;item171002010002,40;item171002010001,20;item1019,2000	0,41100023,0	2	2	1013	86400
10358	10358	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10358	icon_treasurebox06_0	PushGift_Des10358	340	item1014,6480;item8103015110406,1	0,41100023,0	2	2	1013	86400
10359	10359	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10259	icon_treasurebox06_0	PushGift_Des10259	600	item1014,120;item8103010121004,15;item8103010111017,30	41100023	2	2	6031	86400
