编号	解锁	显示ID	排序	类型	可视等级	解锁条件	特殊条件参数	奖励冒险币	增加属性	介绍	出现场景	坐标	UI界面模型倍数	UI界面模型位置	捕捉怪物	怪物情报分析	征服之路组合	装备套装分类	爱好解锁条件类型	爱好解锁参数	爱好道具	海报链接	小传解锁条件类型	小传解锁参数	小传内容	获取魔灵的道具	普通副本名	普通首领技能	英雄副本名	英雄首领技能	地区渠道号	冒险点数
451299	fashion_103396	fashion_103396	1272	4	1	10		0					0.000000					2003	0													0
451300	fashion_104196	fashion_104196	1273	4	1	10		0					0.000000					2001	0													0
451301	fashion_104296	fashion_104296	1274	4	1	10		0					0.000000					2002	0													0
451302	fashion_104396	fashion_104396	1275	4	1	10		0					0.000000					2003	0													0
451303	fashion_105196	fashion_105196	1276	4	1	10		0					0.000000					2001	0													0
451304	fashion_105296	fashion_105296	1277	4	1	10		0					0.000000					2002	0													0
451305	fashion_105396	fashion_105396	1278	4	1	10		0					0.000000					2003	0													0
451306	fashion_106196	fashion_106196	1279	4	1	10		0					0.000000					2001	0													0
451307	fashion_106296	fashion_106296	1280	4	1	10		0					0.000000					2002	0													0
451308	fashion_106396	fashion_106396	1281	4	1	10		0					0.000000					2003	0													0
451309	fashion_107196	fashion_107196	1282	4	1	10		0					0.000000					2001	0													0
451310	fashion_107296	fashion_107296	1283	4	1	10		0					0.000000					2002	0													0
451311	fashion_107396	fashion_107396	1284	4	1	10		0					0.000000					2003	0													0
451312	fashion_108196	fashion_108196	1285	4	1	10		0					0.000000					2001	0													0
451313	fashion_108296	fashion_108296	1286	4	1	10		0					0.000000					2002	0													0
451314	fashion_108396	fashion_108396	1287	4	1	10		0					0.000000					2003	0													0
451315	fashion_101197	fashion_101197	1288	4	1	10		0					0.000000					2001	0													0
451316	fashion_101297	fashion_101297	1289	4	1	10		0					0.000000					2002	0													0
451317	fashion_101397	fashion_101397	1290	4	1	10		0					0.000000					2003	0													0
451318	fashion_102197	fashion_102197	1291	4	1	10		0					0.000000					2001	0													0
451319	fashion_102297	fashion_102297	1292	4	1	10		0					0.000000					2002	0													0
451320	fashion_102397	fashion_102397	1293	4	1	10		0					0.000000					2003	0													0
451321	fashion_103197	fashion_103197	1294	4	1	10		0					0.000000					2001	0													0
451322	fashion_103297	fashion_103297	1295	4	1	10		0					0.000000					2002	0													0
451323	fashion_103397	fashion_103397	1296	4	1	10		0					0.000000					2003	0													0
451324	fashion_104197	fashion_104197	1297	4	1	10		0					0.000000					2001	0													0
451325	fashion_104297	fashion_104297	1298	4	1	10		0					0.000000					2002	0													0
451326	fashion_104397	fashion_104397	1299	4	1	10		0					0.000000					2003	0													0
451327	fashion_105197	fashion_105197	1300	4	1	10		0					0.000000					2001	0													0
451328	fashion_105297	fashion_105297	1301	4	1	10		0					0.000000					2002	0													0
451329	fashion_105397	fashion_105397	1302	4	1	10		0					0.000000					2003	0													0
451330	fashion_106197	fashion_106197	1303	4	1	10		0					0.000000					2001	0													0
451331	fashion_106297	fashion_106297	1304	4	1	10		0					0.000000					2002	0													0
451332	fashion_106397	fashion_106397	1305	4	1	10		0					0.000000					2003	0													0
451333	fashion_107197	fashion_107197	1306	4	1	10		0					0.000000					2001	0													0
451334	fashion_107297	fashion_107297	1307	4	1	10		0					0.000000					2002	0													0
451335	fashion_107397	fashion_107397	1308	4	1	10		0					0.000000					2003	0													0
451336	fashion_108197	fashion_108197	1309	4	1	10		0					0.000000					2001	0													0
451337	fashion_108297	fashion_108297	1310	4	1	10		0					0.000000					2002	0													0
451338	fashion_108397	fashion_108397	1311	4	1	10		0					0.000000					2003	0													0
451339	fashion_101198	fashion_101198	1312	4	1	10		0					0.000000					2001	0													0
451340	fashion_101298	fashion_101298	1313	4	1	10		0					0.000000					2002	0													0
451341	fashion_101398	fashion_101398	1314	4	1	10		0					0.000000					2003	0													0
451342	fashion_102198	fashion_102198	1315	4	1	10		0					0.000000					2001	0													0
451343	fashion_102298	fashion_102298	1316	4	1	10		0					0.000000					2002	0													0
451344	fashion_102398	fashion_102398	1317	4	1	10		0					0.000000					2003	0													0
451345	fashion_103198	fashion_103198	1318	4	1	10		0					0.000000					2001	0													0
451346	fashion_103298	fashion_103298	1319	4	1	10		0					0.000000					2002	0													0
451347	fashion_103398	fashion_103398	1320	4	1	10		0					0.000000					2003	0													0
451348	fashion_104198	fashion_104198	1321	4	1	10		0					0.000000					2001	0													0
451349	fashion_104298	fashion_104298	1322	4	1	10		0					0.000000					2002	0													0
451350	fashion_104398	fashion_104398	1323	4	1	10		0					0.000000					2003	0													0
451351	fashion_105198	fashion_105198	1324	4	1	10		0					0.000000					2001	0													0
451352	fashion_105298	fashion_105298	1325	4	1	10		0					0.000000					2002	0													0
451353	fashion_105398	fashion_105398	1326	4	1	10		0					0.000000					2003	0													0
451354	fashion_106198	fashion_106198	1327	4	1	10		0					0.000000					2001	0													0
451355	fashion_106298	fashion_106298	1328	4	1	10		0					0.000000					2002	0													0
451356	fashion_106398	fashion_106398	1329	4	1	10		0					0.000000					2003	0													0
451357	fashion_107198	fashion_107198	1330	4	1	10		0					0.000000					2001	0													0
451358	fashion_107298	fashion_107298	1331	4	1	10		0					0.000000					2002	0													0
451359	fashion_107398	fashion_107398	1332	4	1	10		0					0.000000					2003	0													0
451360	fashion_108198	fashion_108198	1333	4	1	10		0					0.000000					2001	0													0
451361	fashion_108298	fashion_108298	1334	4	1	10		0					0.000000					2002	0													0
451362	fashion_108398	fashion_108398	1335	4	1	10		0					0.000000					2003	0													0
451363	fashion_101199	fashion_101199	1336	4	1	10		0					0.000000					2001	0													0
451364	fashion_101299	fashion_101299	1337	4	1	10		0					0.000000					2002	0													0
451365	fashion_101399	fashion_101399	1338	4	1	10		0					0.000000					2003	0													0
451366	fashion_102199	fashion_102199	1339	4	1	10		0					0.000000					2001	0													0
451367	fashion_102299	fashion_102299	1340	4	1	10		0					0.000000					2002	0													0
451368	fashion_102399	fashion_102399	1341	4	1	10		0					0.000000					2003	0													0
451369	fashion_103199	fashion_103199	1342	4	1	10		0					0.000000					2001	0													0
451370	fashion_103299	fashion_103299	1343	4	1	10		0					0.000000					2002	0													0
451371	fashion_103399	fashion_103399	1344	4	1	10		0					0.000000					2003	0													0
451372	fashion_104199	fashion_104199	1345	4	1	10		0					0.000000					2001	0													0
451373	fashion_104299	fashion_104299	1346	4	1	10		0					0.000000					2002	0													0
451374	fashion_104399	fashion_104399	1347	4	1	10		0					0.000000					2003	0													0
451375	fashion_105199	fashion_105199	1348	4	1	10		0					0.000000					2001	0													0
451376	fashion_105299	fashion_105299	1349	4	1	10		0					0.000000					2002	0													0
451377	fashion_105399	fashion_105399	1350	4	1	10		0					0.000000					2003	0													0
451378	fashion_106199	fashion_106199	1351	4	1	10		0					0.000000					2001	0													0
451379	fashion_106299	fashion_106299	1352	4	1	10		0					0.000000					2002	0													0
451380	fashion_106399	fashion_106399	1353	4	1	10		0					0.000000					2003	0													0
451381	fashion_107199	fashion_107199	1354	4	1	10		0					0.000000					2001	0													0
451382	fashion_107299	fashion_107299	1355	4	1	10		0					0.000000					2002	0													0
451383	fashion_107399	fashion_107399	1356	4	1	10		0					0.000000					2003	0													0
451384	fashion_108199	fashion_108199	1357	4	1	10		0					0.000000					2001	0													0
451385	fashion_108299	fashion_108299	1358	4	1	10		0					0.000000					2002	0													0
451386	fashion_108399	fashion_108399	1359	4	1	10		0					0.000000					2003	0													0
451387	fashion_100485	fashion_100485	1360	4	1	10		0					0.000000					2004	0													0
451388	fashion_100486	fashion_100486	1361	4	1	10		0					0.000000					2004	0													0
451389	fashion_100487	fashion_100487	1362	4	1	10		0					0.000000					2004	0													0
451390	fashion_100488	fashion_100488	1363	4	1	10		0					0.000000					2004	0													0
451391	fashion_301312	fashion_301312	1364	4	1	10		0					0.000000					2003	0													0
451392	fashion_302312	fashion_302312	1365	4	1	10		0					0.000000					2003	0													0
451393	fashion_303312	fashion_303312	1366	4	1	10		0					0.000000					2003	0													0
451394	fashion_304312	fashion_304312	1367	4	1	10		0					0.000000					2003	0													0
451395	fashion_305312	fashion_305312	1368	4	1	10		0					0.000000					2003	0													0
451396	fashion_306312	fashion_306312	1369	4	1	10		0					0.000000					2003	0													0
451397	fashion_307312	fashion_307312	1370	4	1	10		0					0.000000					2003	0													0
451398	fashion_308312	fashion_308312	1371	4	1	10		0					0.000000					2003	0													0
451399	fashion_100707	fashion_100707	1372	4	1	10		0					0.000000					2004	0												1	0
451400	fashion_100708	fashion_100708	1373	4	1	10		0					0.000000					2004	0												1	0
451401	fashion_301313	fashion_301313	1374	4	1	10		0					0.000000					2003	0												1	0
451402	fashion_302313	fashion_302313	1375	4	1	10		0					0.000000					2003	0												1	0
451403	fashion_303313	fashion_303313	1376	4	1	10		0					0.000000					2003	0												1	0
451404	fashion_304313	fashion_304313	1377	4	1	10		0					0.000000					2003	0												1	0
451405	fashion_305313	fashion_305313	1378	4	1	10		0					0.000000					2003	0												1	0
451406	fashion_306313	fashion_306313	1379	4	1	10		0					0.000000					2003	0												1	0
451407	fashion_307313	fashion_307313	1380	4	1	10		0					0.000000					2003	0												1	0
451408	fashion_308313	fashion_308313	1381	4	1	10		0					0.000000					2003	0												1	0
451409	fashion_301314	fashion_301314	1382	4	1	10		0					0.000000					2003	0												1	0
451410	fashion_302314	fashion_302314	1383	4	1	10		0					0.000000					2003	0												1	0
451411	fashion_303314	fashion_303314	1384	4	1	10		0					0.000000					2003	0												1	0
451412	fashion_304314	fashion_304314	1385	4	1	10		0					0.000000					2003	0												1	0
451413	fashion_305314	fashion_305314	1386	4	1	10		0					0.000000					2003	0												1	0
451414	fashion_306314	fashion_306314	1387	4	1	10		0					0.000000					2003	0												1	0
451415	fashion_307314	fashion_307314	1388	4	1	10		0					0.000000					2003	0												1	0
451416	fashion_308314	fashion_308314	1389	4	1	10		0					0.000000					2003	0												1	0
451417	fashion_701206	fashion_701206	1390	4	1	10		0					0.000000					2002	0												1	0
451418	fashion_702206	fashion_702206	1391	4	1	10		0					0.000000					2002	0												1	0
451419	fashion_703206	fashion_703206	1392	4	1	10		0					0.000000					2002	0												1	0
451420	fashion_704206	fashion_704206	1393	4	1	10		0					0.000000					2002	0												1	0
451421	fashion_705206	fashion_705206	1394	4	1	10		0					0.000000					2002	0												1	0
451422	fashion_706206	fashion_706206	1395	4	1	10		0					0.000000					2002	0												1	0
451423	fashion_707206	fashion_707206	1396	4	1	10		0					0.000000					2002	0												1	0
451424	fashion_708206	fashion_708206	1397	4	1	10		0					0.000000					2002	0												1	0
451425	fashion_701306	fashion_701306	1398	4	1	10		0					0.000000					2003	0												1	0
451426	fashion_702306	fashion_702306	1399	4	1	10		0					0.000000					2003	0												1	0
451427	fashion_703306	fashion_703306	1400	4	1	10		0					0.000000					2003	0												1	0
451428	fashion_704306	fashion_704306	1401	4	1	10		0					0.000000					2003	0												1	0
451429	fashion_705306	fashion_705306	1402	4	1	10		0					0.000000					2003	0												1	0
451430	fashion_706306	fashion_706306	1403	4	1	10		0					0.000000					2003	0												1	0
451431	fashion_707306	fashion_707306	1404	4	1	10		0					0.000000					2003	0												1	0
451432	fashion_708306	fashion_708306	1405	4	1	10		0					0.000000					2003	0												1	0
451433	fashion_1011100	fashion_1011100	1406	4	1	10		0					0.000000					2001	0													0
451434	fashion_1012100	fashion_1012100	1407	4	1	10		0					0.000000					2002	0													0
451435	fashion_1013100	fashion_1013100	1408	4	1	10		0					0.000000					2003	0													0
451436	fashion_1021100	fashion_1021100	1409	4	1	10		0					0.000000					2001	0													0
451437	fashion_1022100	fashion_1022100	1410	4	1	10		0					0.000000					2002	0													0
451438	fashion_1023100	fashion_1023100	1411	4	1	10		0					0.000000					2003	0													0
451439	fashion_1031100	fashion_1031100	1412	4	1	10		0					0.000000					2001	0													0
451440	fashion_1032100	fashion_1032100	1413	4	1	10		0					0.000000					2002	0													0
451441	fashion_1033100	fashion_1033100	1414	4	1	10		0					0.000000					2003	0													0
451442	fashion_1041100	fashion_1041100	1415	4	1	10		0					0.000000					2001	0													0
451443	fashion_1042100	fashion_1042100	1416	4	1	10		0					0.000000					2002	0													0
451444	fashion_1043100	fashion_1043100	1417	4	1	10		0					0.000000					2003	0													0
451445	fashion_1051100	fashion_1051100	1418	4	1	10		0					0.000000					2001	0													0
451446	fashion_1052100	fashion_1052100	1419	4	1	10		0					0.000000					2002	0													0
451447	fashion_1053100	fashion_1053100	1420	4	1	10		0					0.000000					2003	0													0
451448	fashion_1061100	fashion_1061100	1421	4	1	10		0					0.000000					2001	0													0
451449	fashion_1062100	fashion_1062100	1422	4	1	10		0					0.000000					2002	0													0
451450	fashion_1063100	fashion_1063100	1423	4	1	10		0					0.000000					2003	0													0
451451	fashion_1071100	fashion_1071100	1424	4	1	10		0					0.000000					2001	0													0
451452	fashion_1072100	fashion_1072100	1425	4	1	10		0					0.000000					2002	0													0
451453	fashion_1073100	fashion_1073100	1426	4	1	10		0					0.000000					2003	0													0
451454	fashion_1081100	fashion_1081100	1427	4	1	10		0					0.000000					2001	0													0
451455	fashion_1082100	fashion_1082100	1428	4	1	10		0					0.000000					2002	0													0
451456	fashion_1083100	fashion_1083100	1429	4	1	10		0					0.000000					2003	0													0
451457	fashion_1011101	fashion_1011101	1430	4	1	10		0					0.000000					2001	0													0
451458	fashion_1012101	fashion_1012101	1431	4	1	10		0					0.000000					2002	0													0
451459	fashion_1013101	fashion_1013101	1432	4	1	10		0					0.000000					2003	0													0
451460	fashion_1021101	fashion_1021101	1433	4	1	10		0					0.000000					2001	0													0
451461	fashion_1022101	fashion_1022101	1434	4	1	10		0					0.000000					2002	0													0
451462	fashion_1023101	fashion_1023101	1435	4	1	10		0					0.000000					2003	0													0
451463	fashion_1031101	fashion_1031101	1436	4	1	10		0					0.000000					2001	0													0
451464	fashion_1032101	fashion_1032101	1437	4	1	10		0					0.000000					2002	0													0
451465	fashion_1033101	fashion_1033101	1438	4	1	10		0					0.000000					2003	0													0
451466	fashion_1041101	fashion_1041101	1439	4	1	10		0					0.000000					2001	0													0
451467	fashion_1042101	fashion_1042101	1440	4	1	10		0					0.000000					2002	0													0
451468	fashion_1043101	fashion_1043101	1441	4	1	10		0					0.000000					2003	0													0
451469	fashion_1051101	fashion_1051101	1442	4	1	10		0					0.000000					2001	0													0
451470	fashion_1052101	fashion_1052101	1443	4	1	10		0					0.000000					2002	0													0
451471	fashion_1053101	fashion_1053101	1444	4	1	10		0					0.000000					2003	0													0
451472	fashion_1061101	fashion_1061101	1445	4	1	10		0					0.000000					2001	0													0
451473	fashion_1062101	fashion_1062101	1446	4	1	10		0					0.000000					2002	0													0
451474	fashion_1063101	fashion_1063101	1447	4	1	10		0					0.000000					2003	0													0
451475	fashion_1071101	fashion_1071101	1448	4	1	10		0					0.000000					2001	0													0
451476	fashion_1072101	fashion_1072101	1449	4	1	10		0					0.000000					2002	0													0
451477	fashion_1073101	fashion_1073101	1450	4	1	10		0					0.000000					2003	0													0
451478	fashion_1081101	fashion_1081101	1451	4	1	10		0					0.000000					2001	0													0
451479	fashion_1082101	fashion_1082101	1452	4	1	10		0					0.000000					2002	0													0
451480	fashion_1083101	fashion_1083101	1453	4	1	10		0					0.000000					2003	0													0
451481	fashion_100489	fashion_100489	1454	4	1	10		0					0.000000					2004	0													0
451482	fashion_100490	fashion_100490	1455	4	1	10		0					0.000000					2004	0													0
451483	fashion_100491	fashion_100491	1456	4	1	10		0					0.000000					2004	0													0
451484	fashion_100492	fashion_100492	1457	4	1	10		0					0.000000					2004	0													0
451485	fashion_100493	fashion_100493	1458	4	1	10		0					0.000000					2004	0												5	0
451486	fashion_100494	fashion_100494	1459	4	1	10		0					0.000000					2004	0													0
451487	fashion_100495	fashion_100495	1460	4	1	10		0					0.000000					2004	0													0
451488	fashion_100496	fashion_100496	1461	4	1	10		0					0.000000					2004	0													0
451489	fashion_100497	fashion_100497	1462	4	1	10		0					0.000000					2004	0													0
451490	fashion_100498	fashion_100498	1463	4	1	10		0					0.000000					2004	0													0
451491	fashion_100499	fashion_100499	1464	4	1	10		0					0.000000					2004	0													0
451492	fashion_100709	fashion_100709	1465	4	1	10		0					0.000000					2004	0												5	0
451493	fashion_100711	fashion_100711	1466	4	1	10		0					0.000000					2004	0												5	0
451494	fashion_100712	fashion_100712	1467	4	1	10		0					0.000000					2004	0												5	0
451495	fashion_100713	fashion_100713	1468	4	1	10		0					0.000000					2004	0												5	0
451496	fashion_701207	fashion_701207	1469	4	1	10		0					0.000000					2002	0												4	0
451497	fashion_701307	fashion_701307	1470	4	1	10		0					0.000000					2003	0												4	0
451498	fashion_702207	fashion_702207	1471	4	1	10		0					0.000000					2002	0												4	0
451499	fashion_702307	fashion_702307	1472	4	1	10		0					0.000000					2003	0												4	0
451500	fashion_703207	fashion_703207	1473	4	1	10		0					0.000000					2002	0												4	0
451501	fashion_703307	fashion_703307	1474	4	1	10		0					0.000000					2003	0												4	0
451502	fashion_704207	fashion_704207	1475	4	1	10		0					0.000000					2002	0												4	0
451503	fashion_704307	fashion_704307	1476	4	1	10		0					0.000000					2003	0												4	0
451504	fashion_705207	fashion_705207	1477	4	1	10		0					0.000000					2002	0												4	0
451505	fashion_705307	fashion_705307	1478	4	1	10		0					0.000000					2003	0												4	0
451506	fashion_706207	fashion_706207	1479	4	1	10		0					0.000000					2002	0												4	0
451507	fashion_706307	fashion_706307	1480	4	1	10		0					0.000000					2003	0												4	0
451508	fashion_707207	fashion_707207	1481	4	1	10		0					0.000000					2002	0												4	0
451509	fashion_707307	fashion_707307	1482	4	1	10		0					0.000000					2003	0												4	0
451510	fashion_708207	fashion_708207	1483	4	1	10		0					0.000000					2002	0												4	0
451511	fashion_708307	fashion_708307	1484	4	1	10		0					0.000000					2003	0												4	0
451512	fashion_1011102	fashion_1011102	1485	4	1	10		0					0.000000					2001	0													0
451513	fashion_1012102	fashion_1012102	1486	4	1	10		0					0.000000					2002	0													0
451514	fashion_1013102	fashion_1013102	1487	4	1	10		0					0.000000					2003	0													0
451515	fashion_1021102	fashion_1021102	1488	4	1	10		0					0.000000					2001	0													0
451516	fashion_1022102	fashion_1022102	1489	4	1	10		0					0.000000					2002	0													0
451517	fashion_1023102	fashion_1023102	1490	4	1	10		0					0.000000					2003	0													0
451518	fashion_1031102	fashion_1031102	1491	4	1	10		0					0.000000					2001	0													0
451519	fashion_1032102	fashion_1032102	1492	4	1	10		0					0.000000					2002	0													0
451520	fashion_1033102	fashion_1033102	1493	4	1	10		0					0.000000					2003	0													0
451521	fashion_1041102	fashion_1041102	1494	4	1	10		0					0.000000					2001	0													0
451522	fashion_1042102	fashion_1042102	1495	4	1	10		0					0.000000					2002	0													0
451523	fashion_1043102	fashion_1043102	1496	4	1	10		0					0.000000					2003	0													0
451524	fashion_1051102	fashion_1051102	1497	4	1	10		0					0.000000					2001	0													0
451525	fashion_1052102	fashion_1052102	1498	4	1	10		0					0.000000					2002	0													0
451526	fashion_1053102	fashion_1053102	1499	4	1	10		0					0.000000					2003	0													0
451527	fashion_1061102	fashion_1061102	1500	4	1	10		0					0.000000					2001	0													0
451528	fashion_1062102	fashion_1062102	1501	4	1	10		0					0.000000					2002	0													0
451529	fashion_1063102	fashion_1063102	1502	4	1	10		0					0.000000					2003	0													0
451530	fashion_1071102	fashion_1071102	1503	4	1	10		0					0.000000					2001	0													0
451531	fashion_1072102	fashion_1072102	1504	4	1	10		0					0.000000					2002	0													0
451532	fashion_1073102	fashion_1073102	1505	4	1	10		0					0.000000					2003	0													0
451533	fashion_1081102	fashion_1081102	1506	4	1	10		0					0.000000					2001	0													0
451534	fashion_1082102	fashion_1082102	1507	4	1	10		0					0.000000					2002	0													0
451535	fashion_1083102	fashion_1083102	1508	4	1	10		0					0.000000					2003	0													0
451536	fashion_1012103	fashion_1012103	1509	4	1	10		0					0.000000					2002	0													0
451537	fashion_1013103	fashion_1013103	1510	4	1	10		0					0.000000					2003	0													0
451538	fashion_1022103	fashion_1022103	1511	4	1	10		0					0.000000					2002	0													0
451539	fashion_1023103	fashion_1023103	1512	4	1	10		0					0.000000					2003	0													0
451540	fashion_1032103	fashion_1032103	1513	4	1	10		0					0.000000					2002	0													0
451541	fashion_1033103	fashion_1033103	1514	4	1	10		0					0.000000					2003	0													0
451542	fashion_1042103	fashion_1042103	1515	4	1	10		0					0.000000					2002	0													0
451543	fashion_1043103	fashion_1043103	1516	4	1	10		0					0.000000					2003	0													0
451544	fashion_1052103	fashion_1052103	1517	4	1	10		0					0.000000					2002	0													0
451545	fashion_1053103	fashion_1053103	1518	4	1	10		0					0.000000					2003	0													0
451546	fashion_1062103	fashion_1062103	1519	4	1	10		0					0.000000					2002	0													0
451547	fashion_1063103	fashion_1063103	1520	4	1	10		0					0.000000					2003	0													0
451548	fashion_1072103	fashion_1072103	1521	4	1	10		0					0.000000					2002	0													0
451549	fashion_1073103	fashion_1073103	1522	4	1	10		0					0.000000					2003	0													0
451550	fashion_1082103	fashion_1082103	1523	4	1	10		0					0.000000					2002	0													0
451551	fashion_1083103	fashion_1083103	1524	4	1	10		0					0.000000					2003	0													0
451552	fashion_1011104	fashion_1011104	1525	4	1	10		0					0.000000					2001	0													0
451553	fashion_1012104	fashion_1012104	1526	4	1	10		0					0.000000					2002	0													0
451554	fashion_1013104	fashion_1013104	1527	4	1	10		0					0.000000					2003	0													0
451555	fashion_1021104	fashion_1021104	1528	4	1	10		0					0.000000					2001	0													0
451556	fashion_1022104	fashion_1022104	1529	4	1	10		0					0.000000					2002	0													0
451557	fashion_1023104	fashion_1023104	1530	4	1	10		0					0.000000					2003	0													0
451558	fashion_1031104	fashion_1031104	1531	4	1	10		0					0.000000					2001	0													0
451559	fashion_1032104	fashion_1032104	1532	4	1	10		0					0.000000					2002	0													0
451560	fashion_1033104	fashion_1033104	1533	4	1	10		0					0.000000					2003	0													0
451561	fashion_1041104	fashion_1041104	1534	4	1	10		0					0.000000					2001	0													0
451562	fashion_1042104	fashion_1042104	1535	4	1	10		0					0.000000					2002	0													0
451563	fashion_1043104	fashion_1043104	1536	4	1	10		0					0.000000					2003	0													0
451564	fashion_1051104	fashion_1051104	1537	4	1	10		0					0.000000					2001	0													0
451565	fashion_1052104	fashion_1052104	1538	4	1	10		0					0.000000					2002	0													0
451566	fashion_1053104	fashion_1053104	1539	4	1	10		0					0.000000					2003	0													0
451567	fashion_1061104	fashion_1061104	1540	4	1	10		0					0.000000					2001	0													0
451568	fashion_1062104	fashion_1062104	1541	4	1	10		0					0.000000					2002	0													0
451569	fashion_1063104	fashion_1063104	1542	4	1	10		0					0.000000					2003	0													0
451570	fashion_1071104	fashion_1071104	1543	4	1	10		0					0.000000					2001	0													0
451571	fashion_1072104	fashion_1072104	1544	4	1	10		0					0.000000					2002	0													0
451572	fashion_1073104	fashion_1073104	1545	4	1	10		0					0.000000					2003	0													0
451573	fashion_1081104	fashion_1081104	1546	4	1	10		0					0.000000					2001	0													0
451574	fashion_1082104	fashion_1082104	1547	4	1	10		0					0.000000					2002	0													0
451575	fashion_1083104	fashion_1083104	1548	4	1	10		0					0.000000					2003	0													0
451576	fashion_1011105	fashion_1011105	1549	4	1	10		0					0.000000					2001	0													0
451577	fashion_1012105	fashion_1012105	1550	4	1	10		0					0.000000					2002	0													0
451578	fashion_1013105	fashion_1013105	1551	4	1	10		0					0.000000					2003	0													0
451579	fashion_1021105	fashion_1021105	1552	4	1	10		0					0.000000					2001	0													0
451580	fashion_1022105	fashion_1022105	1553	4	1	10		0					0.000000					2002	0													0
451581	fashion_1023105	fashion_1023105	1554	4	1	10		0					0.000000					2003	0													0
451582	fashion_1031105	fashion_1031105	1555	4	1	10		0					0.000000					2001	0													0
451583	fashion_1032105	fashion_1032105	1556	4	1	10		0					0.000000					2002	0													0
451584	fashion_1033105	fashion_1033105	1557	4	1	10		0					0.000000					2003	0													0
451585	fashion_1041105	fashion_1041105	1558	4	1	10		0					0.000000					2001	0													0
451586	fashion_1042105	fashion_1042105	1559	4	1	10		0					0.000000					2002	0													0
451587	fashion_1043105	fashion_1043105	1560	4	1	10		0					0.000000					2003	0													0
451588	fashion_1051105	fashion_1051105	1561	4	1	10		0					0.000000					2001	0													0
451589	fashion_1052105	fashion_1052105	1562	4	1	10		0					0.000000					2002	0													0
451590	fashion_1053105	fashion_1053105	1563	4	1	10		0					0.000000					2003	0													0
451591	fashion_1061105	fashion_1061105	1564	4	1	10		0					0.000000					2001	0													0
451592	fashion_1062105	fashion_1062105	1565	4	1	10		0					0.000000					2002	0													0
451593	fashion_1063105	fashion_1063105	1566	4	1	10		0					0.000000					2003	0													0
451594	fashion_1071105	fashion_1071105	1567	4	1	10		0					0.000000					2001	0													0
451595	fashion_1072105	fashion_1072105	1568	4	1	10		0					0.000000					2002	0													0
451596	fashion_1073105	fashion_1073105	1569	4	1	10		0					0.000000					2003	0													0
451597	fashion_1081105	fashion_1081105	1570	4	1	10		0					0.000000					2001	0													0
451598	fashion_1082105	fashion_1082105	1571	4	1	10		0					0.000000					2002	0													0
451599	fashion_1083105	fashion_1083105	1572	4	1	10		0					0.000000					2003	0													0
451600	fashion_1004100	fashion_1004100	1573	4	1	10		0					0.000000					2004	0													0
451601	fashion_1004101	fashion_1004101	1574	4	1	10		0					0.000000					2004	0													0
451602	fashion_1004102	fashion_1004102	1575	4	1	10		0					0.000000					2004	0													0
451603	fashion_1004103	fashion_1004103	1576	4	1	10		0					0.000000					2004	0													0
451604	fashion_1004104	fashion_1004104	1577	4	1	10		0					0.000000					2004	0													0
451605	fashion_1004105	fashion_1004105	1578	4	1	10		0					0.000000					2004	0													0
451606	fashion_1004106	fashion_1004106	1579	4	1	10		0					0.000000					2004	0													0
451607	fashion_1004107	fashion_1004107	1580	4	1	10		0					0.000000					2004	0													0
451608	fashion_1004108	fashion_1004108	1581	4	1	10		0					0.000000					2004	0												5	0
451609	fashion_1004109	fashion_1004109	1582	4	1	10		0					0.000000					2004	0												5	0
451610	fashion_1004110	fashion_1004110	1583	4	1	10		0					0.000000					2004	0												5	0
451611	fashion_1004111	fashion_1004111	1584	4	1	10		0					0.000000					2004	0												5	0
451612	fashion_1004112	fashion_1004112	1585	4	1	10		0					0.000000					2004	0													0
451613	fashion_1004113	fashion_1004113	1586	4	1	10		0					0.000000					2004	0													0
451614	fashion_1004114	fashion_1004114	1587	4	1	10		0					0.000000					2004	0												5	0
451615	fashion_1004115	fashion_1004115	1588	4	1	10		0					0.000000					2004	0												5	0
451616	fashion_1004116	fashion_1004116	1589	4	1	10		0					0.000000					2004	0												5	0
451619	fashion_1004119	fashion_1004119	1592	4	1	10		0					0.000000					2004	0													0
451620	fashion_1004120	fashion_1004120	1593	4	1	10		0					0.000000					2004	0													0
451621	fashion_1004121	fashion_1004121	1594	4	1	10		0					0.000000					2004	0													0
451622	fashion_1011106	fashion_1011106	1595	4	1	10		0					0.000000					2001	0													0
451623	fashion_1012106	fashion_1012106	1596	4	1	10		0					0.000000					2002	0													0
451624	fashion_1013106	fashion_1013106	1597	4	1	10		0					0.000000					2003	0													0
451625	fashion_1021106	fashion_1021106	1598	4	1	10		0					0.000000					2001	0													0
451626	fashion_1022106	fashion_1022106	1599	4	1	10		0					0.000000					2002	0													0
451627	fashion_1023106	fashion_1023106	1600	4	1	10		0					0.000000					2003	0													0
451628	fashion_1031106	fashion_1031106	1601	4	1	10		0					0.000000					2001	0													0
451629	fashion_1032106	fashion_1032106	1602	4	1	10		0					0.000000					2002	0													0
451630	fashion_1033106	fashion_1033106	1603	4	1	10		0					0.000000					2003	0													0
451631	fashion_1041106	fashion_1041106	1604	4	1	10		0					0.000000					2001	0													0
451632	fashion_1042106	fashion_1042106	1605	4	1	10		0					0.000000					2002	0													0
451633	fashion_1043106	fashion_1043106	1606	4	1	10		0					0.000000					2003	0													0
